#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3050175.trees ../Simulation/Slim(primary)/trees/r3050176.trees ../Simulation/Slim(primary)/trees/r3050177.trees ../Simulation/Slim(primary)/trees/r3050178.trees ../Simulation/Slim(primary)/trees/r3050179.trees ../Simulation/Slim(primary)/trees/r3050180.trees ../Simulation/Slim(primary)/trees/r3050181.trees ../Simulation/Slim(primary)/trees/r3050182.trees ../Simulation/Slim(primary)/trees/r3050183.trees ../Simulation/Slim(primary)/trees/r3050184.trees ../Simulation/Slim(primary)/trees/r3050185.trees ../Simulation/Slim(primary)/trees/r3050186.trees ../Simulation/Slim(primary)/trees/r3050187.trees ../Simulation/Slim(primary)/trees/r3050188.trees ../Simulation/Slim(primary)/trees/r3050189.trees ../Simulation/Slim(primary)/trees/r3050190.trees ../Simulation/Slim(primary)/trees/r3050191.trees ../Simulation/Slim(primary)/trees/r3050192.trees ../Simulation/Slim(primary)/trees/r3050193.trees ../Simulation/Slim(primary)/trees/r3050194.trees ../Simulation/Slim(primary)/trees/r3050195.trees ../Simulation/Slim(primary)/trees/r3050196.trees ../Simulation/Slim(primary)/trees/r3050197.trees ../Simulation/Slim(primary)/trees/r3050198.trees ../Simulation/Slim(primary)/trees/r3050199.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/591731013.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,FulD,TajD,bsfs,ZngE,FerL,FayH,btree,Colless,Omega,path
0,100001.0,50,433,0.26551481744991073,-0.028962972263189214,-0.17305729761677074,0.29167372431780497,-0.3497793763541233,-0.04345539884195436,-0.5633135803221536,0.15311633912824388,-0.5742694053921227,r3050175.trees
0,100001.0,50,324,1.003321523783592,-0.4158119650086707,-0.5602761802771722,-0.6057086592957155,0.44702805749724317,0.024126897238489403,-0.12602654364970994,0.13635728263908303,0.19539325285555925,r3050176.trees
0,100001.0,50,331,0.46601756865698735,-0.48213460492387245,-1.5265974595476886,0.5955325677490425,-0.9631862191638765,-0.14835980775442584,-1.2417097270102486,0.1738974501365172,-0.860682348949998,r3050177.trees
0,100001.0,50,357,0.7730374053071373,-0.9068078042810955,-3.1482725679098817,-0.22064733755991486,-0.2816887844855806,-0.09687522741961851,-1.436502575764431,0.1913214990138067,-1.2036597095793427,r3050178.trees
0,100001.0,50,361,-0.6245068901408932,-0.7380348642452953,-1.1454557029875607,-0.19630847554277628,-0.2102258659643206,-0.07657294155691163,-1.4247636664745387,0.19959802102659244,-0.8964896847203021,r3050179.trees
0,100001.0,50,412,1.2375393464508817,-0.3088186875234424,-0.6261659980891555,-0.2106283362247427,0.05836385619435101,-0.014647803093317363,-0.06491987798778151,0.13322501619695495,-0.2926876351592486,r3050180.trees
0,100001.0,50,349,1.586573932585715,-0.19118526060919672,-0.8451960779274839,-0.00347156017708575,-0.10849041750697506,-0.02626765260475857,-0.6064142416195146,0.1472342141984999,-0.06049433171720102,r3050181.trees
0,100001.0,50,412,0.9499758493646292,-0.583529856882778,-1.6596555417401653,0.5060765155223532,-0.9210957239891997,-0.14994530609180445,-1.212366055418681,0.1949181770610342,-0.524956482217302,r3050182.trees
0,100001.0,50,460,-0.4265405644105558,-0.34225460903562477,-0.728673976488148,0.1850505965313008,-0.41286270625626265,-0.07274581183694873,-1.2466293758281857,0.18953863596720738,-0.8228942354856675,r3050183.trees
0,100001.0,50,439,1.4318121295361659,-0.8469563820204675,-3.3779596103416347,0.17647026851928302,-0.700496939755322,-0.14208224600057281,-1.307291567134817,0.18360221183445447,-0.6971046227731511,r3050184.trees
0,100001.0,50,366,0.3498280494153949,-0.045050285615903525,-0.007187402792751043,-0.1055581224372464,0.09394525858745617,0.00801027879287428,-0.041235977207075766,0.12792538399007403,-0.006074253341929611,r3050185.trees
0,100001.0,50,484,0.9318200443200632,-0.7623789705974827,-4.423454544564696,0.9580877103217643,-1.5423336606178624,-0.23558917087470888,-2.159469424563521,0.23388975155279504,-1.5924031266316083,r3050186.trees
0,100001.0,50,405,0.18223286031168812,-0.5837953779564578,-1.7444067608677407,0.48326407592789644,-0.8951972067872038,-0.14692808395160478,-1.016293170546351,0.17316500463821893,-0.6443638082864663,r3050187.trees
0,100001.0,50,452,-0.0807162183187353,0.0657740560282855,0.05071783584590631,0.45324961698328053,-0.47819601303953063,-0.052018542661461484,-0.9335321677031625,0.16301544314408228,-0.4569469494639242,r3050188.trees
0,100001.0,50,473,-0.5994234240013346,0.19100498029314728,-0.07153954984071786,0.7735594857873515,-0.7695905914318303,-0.07771891998420188,-1.0513984212982768,0.17966197778546447,-0.5413245382481556,r3050189.trees
0,100001.0,50,258,0.8382186464661006,-0.6057896300269051,-1.1161751781312717,-0.2393450596555617,-0.08165986322382546,-0.052263884128623074,-0.7381606894753204,0.1483751109139308,-0.4459069072903837,r3050190.trees
0,100001.0,50,501,-1.134957663437331,0.5907026519704136,0.5434969147489741,0.6972244521737505,-0.4465748446979128,-0.011591661302937524,0.21340928644750182,0.1173430735930736,0.4793451151627768,r3050191.trees
0,100001.0,50,467,0.7681136878515116,-0.10596247106021202,-0.2974466044874324,-0.17279688850810648,0.13459224682159046,0.008531992851465896,-0.6711155058606775,0.14606009070294784,-0.2497288810832301,r3050192.trees
0,100001.0,50,318,0.15437317276556484,0.0012159867472568123,-1.2022561582800038,0.9949558697928179,-1.1350804357268296,-0.13510985346699164,-0.44024955912174596,0.13861701143042252,-0.12680960300825292,r3050193.trees
0,100001.0,50,427,-1.0374342801946663,-0.3115727551785036,-1.127932194534701,1.042024735210687,-1.3722679147746066,-0.18434148631858038,-1.5939178817568829,0.1884034863945578,-0.6882767092325452,r3050194.trees
0,100001.0,50,391,0.23080668157497014,0.12033813208497919,-0.48797586744123433,0.914577551883099,-0.9726296218910011,-0.10699458867227334,-0.804116652529439,0.15705271179510055,-0.6780956003144634,r3050195.trees
0,100001.0,50,424,0.30606346425214315,-0.4134389070224705,-0.6895186070272643,-0.019668505632996047,-0.22117836517154235,-0.055075330565865735,-1.2311386156854496,0.19499982734210433,-0.43173025167677637,r3050196.trees
0,100001.0,50,427,-0.44770010968664586,-0.1316648951430914,-0.006415693855794718,0.005575924554025116,-0.08394751162438908,-0.019138804620145205,-0.38313962946076463,0.15542125941285606,-0.2068404195371847,r3050197.trees
0,100001.0,50,461,0.49946546023413185,-0.3071994550470862,-0.6900973308140322,0.24374278477745828,-0.4591365390077573,-0.07577409451554881,-0.7398602455446818,0.15195719171646557,-0.21275409190492522,r3050198.trees
0,100001.0,50,377,0.28296378922353654,0.3389213624004068,-0.15746177008943085,0.9350748553189495,-0.8674674993557252,-0.07930350147150049,-0.6739905686385474,0.14318922835406353,-0.522394091991878,r3050199.trees
