#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3020125.trees ../Simulation/Slim(primary)/trees/r3020126.trees ../Simulation/Slim(primary)/trees/r3020127.trees ../Simulation/Slim(primary)/trees/r3020128.trees ../Simulation/Slim(primary)/trees/r3020129.trees ../Simulation/Slim(primary)/trees/r3020130.trees ../Simulation/Slim(primary)/trees/r3020131.trees ../Simulation/Slim(primary)/trees/r3020132.trees ../Simulation/Slim(primary)/trees/r3020133.trees ../Simulation/Slim(primary)/trees/r3020134.trees ../Simulation/Slim(primary)/trees/r3020135.trees ../Simulation/Slim(primary)/trees/r3020136.trees ../Simulation/Slim(primary)/trees/r3020137.trees ../Simulation/Slim(primary)/trees/r3020138.trees ../Simulation/Slim(primary)/trees/r3020139.trees ../Simulation/Slim(primary)/trees/r3020140.trees ../Simulation/Slim(primary)/trees/r3020141.trees ../Simulation/Slim(primary)/trees/r3020142.trees ../Simulation/Slim(primary)/trees/r3020143.trees ../Simulation/Slim(primary)/trees/r3020144.trees ../Simulation/Slim(primary)/trees/r3020145.trees ../Simulation/Slim(primary)/trees/r3020146.trees ../Simulation/Slim(primary)/trees/r3020147.trees ../Simulation/Slim(primary)/trees/r3020148.trees ../Simulation/Slim(primary)/trees/r3020149.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/433214046.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,TajD,bsfs,ZngE,FerL,FayH,FulD,Omega,btree,Colless,path
0,100001.0,50,348,-0.28381576925819785,-0.7028863133312845,0.5034081772974472,-0.7414591335207799,-0.10800339693937377,0.1977892644164613,-0.6210680099071939,-1.506908078030071,0.1858359237734829,r3020125.trees
0,100001.0,50,362,-0.5661445275437575,-2.4733382189808513,1.058550288963409,-1.5410959603676408,-0.22267331708040877,1.003137791497517,-0.9654036618706119,-2.1154606386482597,0.22827598192561696,r3020126.trees
0,100001.0,50,494,-0.2549595987780532,-1.7925504207232057,1.5181823485797075,-1.8817397844043817,-0.2402682152931817,0.006086930840917374,-1.2139513132495652,-1.6524944733904843,0.19983907541511226,r3020127.trees
0,100001.0,50,463,0.07477672571740109,4.35211301900236e-06,0.4664205534413863,-0.4878773352376099,-0.052517137408047004,0.32305266644292047,-0.17232185832001212,-1.1209476004874621,0.1469396898544364,r3020128.trees
0,100001.0,50,485,-0.6162877870990691,-1.9301996454765695,0.21677097481827248,-0.610738963439458,-0.11521923655359856,0.800861681280071,-0.6625855129594802,-1.637897662561618,0.19703035060177915,r3020129.trees
0,100001.0,50,407,-0.14942834781278697,-0.486231563286322,0.3193105271966067,-0.4523027801221765,-0.06406643213700014,0.0196322593825141,-0.17454588705048527,-1.074324582222687,0.17042654899797757,r3020130.trees
0,100001.0,50,366,-0.4490711564883647,-1.6216069342623993,0.1914477335796636,-0.48272800088352136,-0.0887313716514817,2.2096904849732075,-0.3882138901437592,-0.14715115667532275,0.13745905769715294,r3020131.trees
0,100001.0,50,388,0.6199409578866217,0.5642938377708943,0.8722367138146365,-0.6301855402764522,-0.03146684111801202,-0.12352264699108086,-0.3834756438326701,-0.7804559837119681,0.14998442124941577,r3020132.trees
0,100001.0,50,307,-0.46931423839749214,-1.616104082051068,0.5221384909255598,-0.8717729715276583,-0.13676714575942303,0.7107909268704052,-0.4662656992926558,-1.808737294300273,0.18812340887275156,r3020133.trees
0,100001.0,50,550,-0.3541680854912864,-0.6447344967831462,0.030238237504576704,-0.24357014175737526,-0.053447036487352745,-0.06051157077004822,-0.33182950453246346,-1.2848889244572104,0.1857800733462109,r3020134.trees
0,100001.0,50,370,-0.593533518664864,-1.2384603953272433,-0.024923394719479512,-0.32086798142999,-0.0795916968495783,0.4305053968334448,-0.7043014367260002,-1.4544933443535957,0.16603981336124193,r3020135.trees
0,100001.0,50,428,-0.5705282001361531,-1.269106165103013,0.2603282799347215,-0.6331668650900226,-0.11484826827722472,0.16862145783091745,-0.7725827942510468,-1.0712500571304109,0.1678590430585642,r3020136.trees
0,100001.0,50,306,-0.9545125917575029,-3.0724304750851177,-0.3524912597280424,-0.1582059831844875,-0.08568748584803391,0.9170039909853546,-0.6321121162833104,-1.7835416443135075,0.2053795202291443,r3020137.trees
0,100001.0,50,295,-0.09139925581575796,-1.0859907304079786,0.41327716969165784,-0.5255417067580027,-0.06909680568569201,1.3738166004839312,-0.6220224071107062,-1.5763859560943703,0.19659519213090643,r3020138.trees
0,100001.0,50,425,-0.258957852665324,-0.5554404574292386,0.08259779537593094,-0.24681403508660066,-0.04732551870337815,0.5764213822401554,-0.34995516413335587,-0.8473205998068122,0.161834990406419,r3020139.trees
0,100001.0,50,338,0.05953095340240458,-0.41636246696393525,0.40750291394825455,-0.4301050271675307,-0.047001816830553995,0.7384099567535136,-0.16914431511748274,-1.316744663680713,0.16722765495086922,r3020140.trees
0,100001.0,50,376,0.14416341535345167,-0.045148410522232084,0.8412835759946095,-0.875095165920102,-0.09382409493505045,-1.163998349750858,-0.7426715944093505,-1.2548071704940533,0.19155085347022244,r3020141.trees
0,100001.0,50,358,-0.13902592756441162,-0.8394192645732996,0.6584153069634429,-0.8331730947214235,-0.10872814871414896,0.22443208957542432,-0.5787984466877221,-1.288986533886631,0.1808231672557291,r3020142.trees
0,100001.0,50,417,-0.25072777325907564,-0.9766658925281239,0.5656546781260575,-0.7930088225962598,-0.11149974395354845,0.7215990617307357,-0.9018361237761154,-1.6017104023061715,0.18876109765940274,r3020143.trees
0,100001.0,50,352,-0.37218681221438027,-1.0262119004316153,0.3850096849051012,-0.6583231140795777,-0.10427945188034766,0.45239071012759235,-0.6400096745925535,-1.4835792429793548,0.19265550531589884,r3020144.trees
0,100001.0,50,452,0.16511126800785084,-0.04878821119910702,0.656583396959218,-0.6515529399672737,-0.0656077612599389,-0.6052338246763533,-0.025414978976430077,-1.0456945082561604,0.1856560806140638,r3020145.trees
0,100001.0,50,412,-0.5941521003465762,-1.2477442086909825,-0.14092765296815393,-0.18924087054577798,-0.06392737343300622,0.3748488551921261,-0.5260125131914001,-1.6690445762171873,0.21381274403252423,r3020146.trees
0,100001.0,50,432,-0.5229259298958249,-1.784442880675695,0.20331638380458933,-0.540099905250302,-0.10048702331221622,1.6796826870879331,-0.09395582082419479,-0.9141897822478583,0.16735787882404424,r3020147.trees
0,100001.0,50,342,-0.47362588441687115,-1.845028306582196,0.9753222608268249,-1.3916846373242384,-0.19864529268261052,0.08591555769100255,-0.7267664972716136,-0.970094546050675,0.1631960191484001,r3020148.trees
0,100001.0,50,409,-0.37524383384488724,-2.5555522760579876,0.6811676372288827,-0.9981402991067093,-0.144548136722359,1.451740015114647,-0.7739902198125815,-0.7493446615681232,0.15320640451302472,r3020149.trees
