start,end,N,SS,TajD,bsfs,FayH,FulD,ZngE,FerL,btree,Omega,Colless,path
0,100001.0,50,409,0.0217967738538353,-0.1926215904908069,-0.0400632674155652,-0.1413880095232694,0.3187055479828505,-0.3507505085010202,-0.2398420177053404,-0.3001281910352367,0.1396994470302741,3090000
0,100001.0,50,481,-0.5702159268435496,-2.0041271202133943,-0.0760950708652578,1.1430469160023962,-0.0256830655021926,-0.307038778078453,-0.8030150270006903,-0.7779740983599742,0.1581966119781246,3090001
0,100001.0,50,398,-0.5869552212550603,-1.305577503578271,-0.151738588327668,0.1316918093130266,0.5153129587617071,-0.9335916089703872,-0.7632996163343427,-0.3791375257263753,0.1713412140812609,3090002
0,100001.0,50,412,0.2211784435349125,0.035524508421406,-0.0238200983711137,-0.5956779474739727,0.4045559551268871,-0.3312281105236763,0.3914593246191093,0.0303937532633898,0.113798120404231,3090003
0,100001.0,50,404,0.5016428605555417,-0.1545793582580304,-0.0650443028508234,0.0808693492729555,0.9987459937537336,-0.8439686633445675,-0.2383444791505844,-0.0495630321237487,0.1382613739137273,3090004
0,100001.0,50,464,-0.7126328963462395,-2.3458714398363423,-0.1414488777700391,0.6027140911357158,0.3111590940652545,-0.7751033752764416,-1.574763194288282,-0.9597918047149584,0.1947609140743676,3090005
0,100001.0,50,377,-0.1878041331103929,-0.2604633396193925,-0.0079016819134504,-0.423716902958583,-0.1354349170974236,0.0439911894297954,-0.9883164165895802,-0.2392783688027973,0.1782518376478108,3090006
0,100001.0,50,417,-0.6199023197143857,-1.175712364467739,-0.1052558230799149,0.2243601179069261,0.1381557771391091,-0.5228265054353793,-0.7093319444995199,-0.4619303096274579,0.1508714884917697,3090007
0,100001.0,50,345,-0.6930747456132065,-1.651871964088552,-0.077319109654892,1.0427048329111583,-0.1445818605650228,-0.2425973262814225,-0.893585185104524,-0.6126258100052129,0.1660820578231292,3090008
0,100001.0,50,468,-0.2216350939945656,-0.4865392846309262,-0.040137249303064,0.1577567510743928,0.0682356097319469,-0.208523172893503,-0.2509847768811313,0.1084581862238042,0.1372128561569555,3090009
0,100001.0,50,367,-0.5806819028664995,-2.7884435191592205,-0.1666617118387083,0.3399193265429925,0.6306784947237131,-1.0613997365674237,-0.8771648512143658,-1.0675439094411352,0.1515602885449481,3090010
0,100001.0,50,459,-0.3516335191419522,-1.2290675188401776,-0.1015954260370428,1.3876809822819651,0.3890596278059824,-0.6510740912003972,-1.651708936512672,-1.2294874982535486,0.1888379645643568,3090011
0,100001.0,50,339,-1.2835020877198984,-4.504211564608147,-0.1537719269802323,2.515295385188245,-0.1898901797497171,-0.5379808487150787,-1.919867173955892,-0.6725824640866434,0.212192961016742,3090012
0,100001.0,50,369,-0.0813808352905974,-0.0389202957667176,0.0028924446661655,0.0395244940893607,-0.1052838389065717,0.0722469700787887,0.0627023660336796,-0.2769201398689493,0.1244405656999642,3090013
0,100001.0,50,486,-0.2412779993256082,-1.41052513345552,-0.1844296182054524,-0.0920847081767883,1.1179002813706418,-1.417210670542248,-0.6762349365206655,-0.5173783995538314,0.1447086899275839,3090014
0,100001.0,50,306,-0.9125658938294948,-4.153279902783123,-0.1962940099075112,1.2550612604709457,0.5034134017836155,-1.1107363743433611,-1.0529922476104103,-0.6899595394678999,0.1646805982667039,3090015
0,100001.0,50,352,-0.5644532861764519,-0.8523010503616144,-0.0313692397346881,0.4944189811132345,-0.3506424639129495,0.0681362762565581,-0.637826753269347,-0.5041666390106945,0.15229317533465,3090016
0,100001.0,50,315,-0.4718621409773849,-0.9956145312415036,-0.017041779285346,0.7032974547007236,-0.3604024601553485,0.134188386858477,-0.998340944641416,-0.4901813404431673,0.1660218253968254,3090017
0,100001.0,50,414,-0.3055412236920317,-0.7923255051089116,-0.0997954724449307,-0.1794455593814463,0.4224037684662339,-0.6618805899130835,-0.391343937546813,0.0157324183506274,0.134528034816411,3090018
0,100001.0,50,351,-0.1168723527209576,-0.1357555251464012,-0.01698521402049,0.1680079302524606,0.0047214526671796,-0.0741349367044433,-0.3722018421038618,-0.4520727437882822,0.1461935092508341,3090019
0,100001.0,50,492,0.3049744734563018,-0.3250030633613421,-0.0662048451359037,0.2605528741117518,0.8065074570604988,-0.7398321312359037,-0.3209302717474266,-0.4554261564775071,0.1255639561524091,3090020
0,100001.0,50,397,-0.6068655407555907,-1.085278022085583,-0.1103436378266751,-0.0834586275085528,0.1888499924082174,-0.5728474981593638,-0.6087832046072014,-0.7432677482448586,0.1576296035655641,3090021
0,100001.0,50,418,-0.0231971286353458,-0.7266432337530399,-0.0766219377452354,0.6057101079526073,0.5427448916749769,-0.6328192156937326,-0.1626637409769018,0.0902801599180352,0.1361758989310009,3090022
0,100001.0,50,475,-0.0694219265185307,-0.2315970603513354,-0.0642333282186972,-1.047632927368795,0.4043024630653332,-0.5020420800732958,-0.1994128694949719,-0.5426839697196683,0.1326613978924903,3090023
0,100001.0,50,380,-0.7619906687508576,-1.5217652918325293,-0.1221034236087873,-0.3295103520863512,0.1152369740971325,-0.5800501854418418,-0.895563745862608,-0.7254434037981458,0.1628907515387107,3090024
0,100001.0,50,424,-0.0362348695730326,-0.3637041994174963,-0.0887178752238869,-0.3576867415114969,0.6189017360201525,-0.7273596199419678,-0.4449487948095844,-0.2180316947811835,0.1421183227389316,3090025
0,100001.0,50,427,0.180320764232028,0.1837978067418508,-0.0361739224514645,-0.9680537895466644,0.4539479223892642,-0.411572014235016,0.3707118272794794,0.2839853596480208,0.1189333942532236,3090026
0,100001.0,50,417,-0.2966825094666989,-0.4301996149041681,-0.0254939856163401,-0.2018446910849098,-0.1178943526989586,-0.0403007359999269,-0.388873211682591,-0.4697942915685028,0.1413883735312306,3090027
0,100001.0,50,437,-0.6824798359041722,-2.4039040636691813,-0.2262357545063641,-0.1738534753147565,0.9692953206480592,-1.5078925763503883,-1.0275996367951894,-0.658286418069204,0.1698394982993197,3090028
0,100001.0,50,400,-0.923583895519008,-3.459077399499781,-0.136169836392675,0.8549214805651159,0.0527830348428981,-0.6041598824640234,-0.6345841005155982,-0.525670354866401,0.1503717766176238,3090029
0,100001.0,50,420,-0.0010227455468128,0.0080555697396544,-0.0101793465347726,0.6224321048968205,0.0742377174725744,-0.085290571984734,-0.2677972175128432,-0.1416830145801287,0.1366071428571428,3090030
0,100001.0,50,425,-0.8337540750887081,-3.5756717170323835,-0.1394100446022111,1.4128817564047595,0.1700418647132544,-0.6852649438172758,-0.9426077242628572,-0.5965712047676244,0.1583598263425973,3090031
0,100001.0,50,370,-0.3202758046768735,-0.4286290404402504,0.0178280288963443,1.1504638857132612,-0.461917692801442,0.3386047818667345,-0.1536736185649637,0.1247550652693164,0.1297339057574249,3090032
0,100001.0,50,420,-0.2768375362426831,-1.472418511522008,-0.1454858579780219,0.2697829883093657,0.7901570107157385,-1.0644964262203975,-0.9123275558279156,-0.5004824883825506,0.1708529565672422,3090033
0,100001.0,50,338,-0.3169136333763678,0.2357710610400904,0.0643614076948262,-0.136710299065816,-0.8005455731946286,0.7273703170560825,0.2567191332291099,0.4652676874191291,0.1232389730085582,3090034
0,100001.0,50,424,-0.0673191971469259,-0.083534599440804,0.0053044353082959,0.6204714564559733,-0.1087884586203443,0.0844325793064223,-0.6016985331406798,-0.029454772637668,0.1423469387755102,3090035
0,100001.0,50,314,-0.6164839636633743,-1.8929738835768104,-0.0416913317925613,1.7515968226359029,-0.3280123881241361,0.012256505923952,-1.1073518421341186,-0.7044419115505578,0.1710105729038603,3090036
0,100001.0,50,443,-0.0569169665546204,-0.8344514949231191,-0.0710583297943459,0.7203338606100029,0.4672622102753498,-0.5665273339575482,-0.8730387742868145,-0.701742700887605,0.1562078937855335,3090037
0,100001.0,50,368,-0.6164484924474729,-2.463281495728081,-0.1418400819239366,1.858179798957926,0.4106971943895167,-0.8314281639119263,-1.3460823546173142,-1.0145583083605358,0.1797847794088395,3090038
0,100001.0,50,346,-0.4992887974881481,-1.6920412946392869,-0.1426610228214664,-0.0813338622563474,0.5366367090517519,-0.906108461947984,-0.8243933194345537,-0.5741061387708762,0.1562059735136658,3090039
0,100001.0,50,395,-0.025113870325685,-0.0759555200553673,-0.0291728554929971,-0.1796641311190667,0.1896168279943337,-0.2311273704853786,-0.029212166511722,0.1980995448095504,0.1276617155738034,3090040
0,100001.0,50,383,-0.600355144482602,-1.710138901561853,-0.071754501920662,1.1159480272241955,-0.089680148966434,-0.2511117680533061,-0.4357129171695686,0.0242977922127015,0.1415786594358023,3090041
0,100001.0,50,430,-0.2647766684287265,-1.0380135244617783,-0.1045046466204104,1.0482191460786527,0.4997405103861126,-0.7260944605307331,-0.8729713648383107,-0.70090655725979,0.162668378609722,3090042
0,100001.0,50,440,-0.1056296512445907,-0.008237357577173,-0.0185880702413933,-0.599181293925146,0.0284372120654038,-0.0946973340155803,-0.0954022199671973,-0.0304586439270784,0.1314031636751086,3090043
0,100001.0,50,432,-0.3612398731925371,-0.5588292982770019,-0.0691175620479669,-0.7892768352856764,0.1382364365935456,-0.370576469102746,-0.1538054206571213,-0.4505783973874793,0.1364317250078839,3090044
0,100001.0,50,400,0.1696396924919241,-1.2142863845265393,-0.1609586905375717,0.1886165406668056,1.3646539149849797,-1.4570128693310818,-0.9803252764506772,-0.4534888441645681,0.16247606827162,3090045
0,100001.0,50,427,-0.3445638864458191,-0.6397710196554312,-0.0075448014907514,1.0786706845694083,-0.3001655030073616,0.1393638057461303,-0.3706855529994806,-0.0997084979112647,0.1391982507288629,3090046
0,100001.0,50,477,-0.0893882047816624,-0.3911837394302538,-0.0567221560258391,-1.243516915867655,0.3280031462284602,-0.4267984116967176,-0.3109130774495398,-0.2779874124677717,0.1442496723460026,3090047
0,100001.0,50,343,-1.0219144315024782,-3.1990702814283343,-0.212798121767814,0.6798028416435937,0.5146371771876194,-1.188334346749344,-0.989201558275992,-0.6562096803980745,0.1723300431283624,3090048
0,100001.0,50,442,-0.5747194807944436,-1.4997242623869809,-0.0871332095513097,0.9975623995726792,0.0510893036258387,-0.3970385874544889,-0.3282953834463629,-0.2850340946684401,0.1448379930006685,3090049
0,100001.0,50,470,0.3166741231688298,-0.4417804179029337,-0.1341884110567479,-0.4560679689120283,1.321935409534485,-1.3209213814525371,-0.3893222848785593,-0.3464677430336641,0.1436880466472303,3090050
0,100001.0,50,418,-0.1349906469820523,-0.9569108003210344,-0.0753696812763919,1.2434971919228213,0.4180086674319927,-0.5563880971182961,-0.4196661101466277,-0.6910844023515673,0.136068211068211,3090051
0,100001.0,50,360,-0.4971467196409509,-1.2064210279187206,-0.1313542283448121,0.0816210512905731,0.4560835188626871,-0.8129770204652637,-0.5449995694811217,-0.5093238006487989,0.1492050308495491,3090052
0,100001.0,50,405,-0.0853173881915519,-0.1112851435234655,0.0091142108830365,1.0963031816427602,-0.1554675017681404,0.1271137448197748,-0.049614226969929,-0.2297502339148763,0.1269107643057223,3090053
0,100001.0,50,391,-0.0884826626420434,-0.8189944219677191,-0.1374682230337636,-0.10996437553951,0.9241484969890784,-1.106508512317684,-1.488583272563868,-0.8668845395679092,0.1824097694633409,3090054
0,100001.0,50,334,-0.3744229427236075,-1.2524509327209852,-0.0621800656861338,0.7865494424538608,0.0721123272409375,-0.3024394377294115,-0.4110363896632977,-0.4759037047392512,0.1422694077631052,3090055
0,100001.0,50,481,0.2948805550980002,0.2313843594389313,-0.0179567519624842,0.2185566513435826,0.4381400111117394,-0.3257492691751346,-0.1281536546792056,-0.1990023852648381,0.1317620349575236,3090056
0,100001.0,50,404,-0.4746067395389056,-2.454851903379452,-0.1869992359302042,0.4473967981253822,0.8921605184481269,-1.2973768386675986,-0.4133563982094519,-0.1458088032488779,0.1452874359620391,3090057
0,100001.0,50,520,-0.2879476967778234,-0.8666288010501517,-0.0846150153126723,0.3542894262373425,0.329978730645093,-0.546205374029833,-0.7134307580573134,-0.3427792895707891,0.1590799163702178,3090058
0,100001.0,50,480,-0.8235244504100223,-3.8373314495550814,-0.2539587907097477,1.2140394983586644,1.0308558903979776,-1.6613770195847293,-1.9882384271087143,-1.3315826027029585,0.2140785248109396,3090059
