#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3050125.trees ../Simulation/Slim(primary)/trees/r3050126.trees ../Simulation/Slim(primary)/trees/r3050127.trees ../Simulation/Slim(primary)/trees/r3050128.trees ../Simulation/Slim(primary)/trees/r3050129.trees ../Simulation/Slim(primary)/trees/r3050130.trees ../Simulation/Slim(primary)/trees/r3050131.trees ../Simulation/Slim(primary)/trees/r3050132.trees ../Simulation/Slim(primary)/trees/r3050133.trees ../Simulation/Slim(primary)/trees/r3050134.trees ../Simulation/Slim(primary)/trees/r3050135.trees ../Simulation/Slim(primary)/trees/r3050136.trees ../Simulation/Slim(primary)/trees/r3050137.trees ../Simulation/Slim(primary)/trees/r3050138.trees ../Simulation/Slim(primary)/trees/r3050139.trees ../Simulation/Slim(primary)/trees/r3050140.trees ../Simulation/Slim(primary)/trees/r3050141.trees ../Simulation/Slim(primary)/trees/r3050142.trees ../Simulation/Slim(primary)/trees/r3050143.trees ../Simulation/Slim(primary)/trees/r3050144.trees ../Simulation/Slim(primary)/trees/r3050145.trees ../Simulation/Slim(primary)/trees/r3050146.trees ../Simulation/Slim(primary)/trees/r3050147.trees ../Simulation/Slim(primary)/trees/r3050148.trees ../Simulation/Slim(primary)/trees/r3050149.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/567474752.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,FayH,bsfs,ZngE,FerL,FulD,TajD,Omega,btree,Colless,path
0,100001.0,50,434,0.01009960476658323,0.1658865903096589,-0.15736425883424918,0.13238343237725256,0.3938559797187836,-0.07995191826897892,-0.11591556878092162,-0.03880033422576091,0.12904029014920887,r3050125.trees
0,100001.0,50,511,-0.037331405458536686,-0.3379291209743921,0.10896321202477353,-0.22006861398142266,0.041330317642900426,-0.16237520906214797,-0.05034436577130511,-0.657397353527334,0.15279495636638493,r3050126.trees
0,100001.0,50,412,-0.03850068893638034,-0.3210716149652811,0.22878901474070729,-0.29288775280868024,-0.12838726470881434,-0.054119590104190866,-0.17357536934554874,-0.9002537132870934,0.1585926449787836,r3050127.trees
0,100001.0,50,481,-0.013934383364163897,-0.128684754637644,0.002289434209447031,-0.060211641366874014,0.4342710464306391,-0.09765675346624826,-0.18001855613066242,-0.7347942283396809,0.1470590675294508,r3050128.trees
0,100001.0,50,415,-0.07226953478232713,-1.2061376500078775,0.25448977961878483,-0.4500077068224534,0.6338575385760032,-0.2710529236045899,-0.502385728917717,-0.882189321239669,0.1567708954927,r3050129.trees
0,100001.0,50,391,-0.12225731880740753,-1.01245080999471,0.7000288657573889,-0.9145535561825253,0.533714287898952,-0.1967566774331566,-0.5076861300846076,-1.1633812445079337,0.17389993972272455,r3050130.trees
0,100001.0,50,436,-0.0004956906068312042,0.015226236871678536,0.02766435353324472,-0.017870559128991496,1.2943710077346742,0.023220328210465234,-0.20794086564670944,-0.4501875206077281,0.1384902919501134,r3050131.trees
0,100001.0,50,431,-0.0010264003616888234,0.25078990293374215,0.2471869629322539,-0.1453157298189933,-0.02731379913369717,0.23187956576178867,-0.43113106357388997,-0.5021509365418123,0.14013850732600733,r3050132.trees
0,100001.0,50,378,-0.02581348144737434,0.1335744922761509,0.30364182796799816,-0.2819517314647304,0.5084584241375419,0.109601706584721,0.13978794886509185,0.0555732097352159,0.12434464231552493,r3050133.trees
0,100001.0,50,487,-0.027975737261333265,-0.553177770688251,-0.058366684510767076,-0.085003058685109,0.6014272829537434,-0.2569429994500334,-0.2694574340219279,-1.4941973062086187,0.19599580903790087,r3050134.trees
0,100001.0,50,385,-0.06963557064536649,-0.03929706216753023,0.7847099463556754,-0.7410481743598104,0.40100404230047887,0.2620831639065616,-0.6221898974739309,-0.5372479378259521,0.15081267406291377,r3050135.trees
0,100001.0,50,398,-0.0340185661897786,-0.39618735577146635,0.17279346510519336,-0.24197032552306644,0.9501306816004657,-0.07612181603253647,-0.26452077336676466,-0.30667878703911866,0.14197137188208617,r3050136.trees
0,100001.0,50,445,-0.05064466374188042,-0.39158517605950643,0.22375087415171696,-0.3414659777057749,0.36936375407380423,-0.14631581565356727,-0.15059859252488042,-0.9021335357247711,0.1568018833149023,r3050137.trees
0,100001.0,50,370,-0.07103825953474231,-0.550136338870449,0.3303975952431183,-0.48758570905499016,0.6304938659667264,-0.1878752753159819,-0.35119249895051224,-1.1730183954369007,0.18647741147741148,r3050138.trees
0,100001.0,50,460,-0.012721341262707575,0.6160218973662382,0.556203487651583,-0.37093395299312637,-0.9097712758034914,0.44679868427776986,0.3918484920191982,0.3696296806562689,0.11382860022315805,r3050139.trees
0,100001.0,50,414,-0.05280170779271183,-0.7592956784084439,0.3575582157205229,-0.426671243913297,0.5360115447429978,-0.031856979616346565,-0.37314910566199855,-0.15756334240210274,0.12529198426358495,r3050140.trees
0,100001.0,50,404,-0.0342316437699681,-0.18619094824806942,0.17850124901058537,-0.2461564694970921,0.2641330736991687,-0.07217456100297576,0.13795591388439907,0.48999625138700814,0.11065412559581655,r3050141.trees
