#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3000350.trees ../Simulation/Slim(primary)/trees/r3000351.trees ../Simulation/Slim(primary)/trees/r3000352.trees ../Simulation/Slim(primary)/trees/r3000353.trees ../Simulation/Slim(primary)/trees/r3000354.trees ../Simulation/Slim(primary)/trees/r3000355.trees ../Simulation/Slim(primary)/trees/r3000356.trees ../Simulation/Slim(primary)/trees/r3000357.trees ../Simulation/Slim(primary)/trees/r3000358.trees ../Simulation/Slim(primary)/trees/r3000359.trees ../Simulation/Slim(primary)/trees/r3000360.trees ../Simulation/Slim(primary)/trees/r3000361.trees ../Simulation/Slim(primary)/trees/r3000362.trees ../Simulation/Slim(primary)/trees/r3000363.trees ../Simulation/Slim(primary)/trees/r3000364.trees ../Simulation/Slim(primary)/trees/r3000365.trees ../Simulation/Slim(primary)/trees/r3000366.trees ../Simulation/Slim(primary)/trees/r3000367.trees ../Simulation/Slim(primary)/trees/r3000368.trees ../Simulation/Slim(primary)/trees/r3000369.trees ../Simulation/Slim(primary)/trees/r3000370.trees ../Simulation/Slim(primary)/trees/r3000371.trees ../Simulation/Slim(primary)/trees/r3000372.trees ../Simulation/Slim(primary)/trees/r3000373.trees ../Simulation/Slim(primary)/trees/r3000374.trees ../Simulation/Slim(primary)/trees/r3000375.trees ../Simulation/Slim(primary)/trees/r3000376.trees ../Simulation/Slim(primary)/trees/r3000377.trees ../Simulation/Slim(primary)/trees/r3000378.trees ../Simulation/Slim(primary)/trees/r3000379.trees ../Simulation/Slim(primary)/trees/r3000380.trees ../Simulation/Slim(primary)/trees/r3000381.trees ../Simulation/Slim(primary)/trees/r3000382.trees ../Simulation/Slim(primary)/trees/r3000383.trees ../Simulation/Slim(primary)/trees/r3000384.trees ../Simulation/Slim(primary)/trees/r3000385.trees ../Simulation/Slim(primary)/trees/r3000386.trees ../Simulation/Slim(primary)/trees/r3000387.trees ../Simulation/Slim(primary)/trees/r3000388.trees ../Simulation/Slim(primary)/trees/r3000389.trees ../Simulation/Slim(primary)/trees/r3000390.trees ../Simulation/Slim(primary)/trees/r3000391.trees ../Simulation/Slim(primary)/trees/r3000392.trees ../Simulation/Slim(primary)/trees/r3000393.trees ../Simulation/Slim(primary)/trees/r3000394.trees ../Simulation/Slim(primary)/trees/r3000395.trees ../Simulation/Slim(primary)/trees/r3000396.trees ../Simulation/Slim(primary)/trees/r3000397.trees ../Simulation/Slim(primary)/trees/r3000398.trees ../Simulation/Slim(primary)/trees/r3000399.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/732555059.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,ZngE,TajD,FerL,FayH,FulD,bsfs,Omega,btree,Colless,path
0,100001.0,50,418,-0.090646235019936,0.12813629645908337,0.17890141752481528,0.030151104140153817,-0.03207697601760713,0.3710937673099187,-0.1350029590111627,0.3613194205018516,0.11473238720775668,r3000371.trees
0,100001.0,50,457,0.33859048051615187,0.11510379881292408,-0.31832009858291876,-0.029644210024897758,0.1759581995414417,0.04225797450597382,-0.09117850900460496,0.01656494671118988,0.12786722729292724,r3000372.trees
0,100001.0,50,437,-0.5507304148461372,-0.5059730113849222,0.32998798835347637,0.0037632548568705616,0.6736726301888537,-0.7228842421202913,-0.2893908355759605,-0.2112245390748743,0.13622921390778533,r3000373.trees
0,100001.0,50,478,-0.2466382690446898,0.18316141941208483,0.3893112818078866,0.05882851273878766,-1.18580389681957,0.6459358893236922,0.7404034285680497,1.005296907471455,0.10096908585919574,r3000374.trees
0,100001.0,50,471,0.30644716390210186,0.17348472923863972,-0.24719267934218597,-0.01714116049805034,-0.210362222755017,0.22123202485534982,0.4606079570778766,0.2723483703870917,0.11934773909563826,r3000375.trees
0,100001.0,50,455,0.08154795362822455,0.15353241639149162,-0.002492405854240219,0.010419643984041318,0.12606944654690622,0.2933153143914394,0.11614317495101728,0.27169603541339754,0.12045613117041688,r3000376.trees
0,100001.0,50,521,0.5152073169605762,0.3032577806439665,-0.4085114408907719,-0.027120436604141658,-0.6488828776527339,0.31726187529335736,-0.01259679340822111,0.09672803713938315,0.13096881264583127,r3000377.trees
0,100001.0,50,436,-0.31199609455378713,0.11652902346051836,0.4245661730571619,0.05842178511449626,-0.16669781577797588,0.7516997335130907,0.2907164303090248,0.3615209841839098,0.11549778641615376,r3000378.trees
0,100001.0,50,501,0.40851172212833253,0.053062895832459246,-0.43454553879201013,-0.04766733743934714,0.019146369160205397,-0.02052571258465482,-0.1584593647843489,-0.39319796461975853,0.14658485015627873,r3000379.trees
0,100001.0,50,454,0.3102687547810055,0.04849937724130664,-0.3252932655696928,-0.03512111634316987,-0.12751005210358649,-0.07556715959708446,0.08031342776418768,-0.01130384451530515,0.12135645397399465,r3000380.trees
0,100001.0,50,384,-0.00980057416071597,-0.005217385836886074,0.008110821628707689,0.0005980808234021146,0.21786389175171916,0.07509370635302492,-0.008573784138500982,-0.14452442178501243,0.14092207395778825,r3000381.trees
0,100001.0,50,461,0.6202076818193228,0.3617236209266792,-0.4940900589101862,-0.03323219592238229,-0.8506617320631574,0.1449727078112813,0.17932805724290649,0.03737874955373866,0.12340210809598563,r3000382.trees
0,100001.0,50,448,-0.4130908506912603,-0.3497435101649036,0.2650008697790699,0.006964634180908402,-0.05202904330205731,-0.439438767419077,0.093354538809952,-0.1657483525015965,0.12456848411006194,r3000383.trees
0,100001.0,50,433,-0.6072748742237021,-0.49363685933133783,0.40179263411940125,0.013133325852449943,0.8471252092153997,-0.6259000663416845,-0.14149390982317972,-0.2994249631508173,0.14421848551627223,r3000384.trees
0,100001.0,50,430,-0.1591215023246146,-0.06300012643617052,0.1443848935800187,0.012706734668356824,-0.19196838031461883,0.1787197920588715,-0.08448233228730666,-0.3825713137949562,0.14958794463058855,r3000385.trees
0,100001.0,50,510,0.4566556219040682,0.19057865199184829,-0.4082815111927159,-0.034961784117728024,-0.47543775779866027,0.0014912164048427074,0.3310952885935142,0.4347903496870351,0.108171768707483,r3000386.trees
0,100001.0,50,527,-0.12511747810982282,-0.2508310116734207,-0.005376327976928291,-0.018124110451928268,1.0655928145166718,-0.7869299109327548,0.25766300987677243,0.1106304910604237,0.12194855818433568,r3000387.trees
0,100001.0,50,414,0.08234162557884188,0.16925947246957365,0.005778824137948934,0.012505023643786065,-0.46562840103122405,0.34983171437697885,0.43140466924860776,0.2412155852149873,0.11557841221595022,r3000388.trees
0,100001.0,50,411,-0.43296799848540635,0.08297458529402477,0.5428183273701661,0.0701471210998192,-0.0846567501061223,0.8078379472123026,0.2886443672196131,0.5887200644936094,0.10626403671516453,r3000389.trees
0,100001.0,50,395,0.5078437527521007,0.6621467528539121,-0.18948663141543434,0.023777758243266417,0.04523082370796834,1.300325818319936,0.3804007088398927,0.6053868407748688,0.09803331589045874,r3000390.trees
0,100001.0,50,459,0.35431712726063097,0.3924541589958079,-0.17272078657498569,0.006944683720417704,-0.7754258849711302,0.3346671060178448,0.693031590304212,0.572396344870783,0.1116060180686031,r3000391.trees
0,100001.0,50,543,0.19930468689359093,0.4782385823504384,0.05507003816663111,0.039842386976727207,-0.20999140863277133,0.7507707799849831,0.6437389717080434,0.361797776683458,0.1173969587835134,r3000392.trees
0,100001.0,50,350,-1.1236929496874308,-0.7320454762772247,0.8518338879341475,0.050078436398479365,1.7417462568917244,-1.350404193568013,-0.15131437507716927,-0.12606948747881125,0.13216786714685874,r3000393.trees
0,100001.0,50,456,0.4002684990651349,0.3956533145841841,-0.2232625611879316,0.0011848170657536108,-1.116291096352046,0.4687341771315077,0.4885137907180504,0.43679346508015254,0.11281838316722038,r3000394.trees
0,100001.0,50,385,-0.770073384055572,-0.14300333779969648,0.7944552731944762,0.08429430566028301,-0.32953898630738987,0.5379538436399981,0.22932326330306715,0.3714603706842898,0.11936359243150813,r3000395.trees
0,100001.0,50,492,-0.09751448673628314,0.18536083136740586,0.22055500082871565,0.039007809656108304,-0.07088735355591708,0.38342490111219274,0.6002797411538284,0.70115369871337,0.10813219518576662,r3000396.trees
0,100001.0,50,403,0.5373258873562127,-0.16712666944478005,-0.71145482023401,-0.09604482389704323,0.4934096553844577,-0.9536837257562003,0.0812145279347717,0.21081298250615726,0.11821675234979488,r3000397.trees
0,100001.0,50,442,0.08714682888835591,-0.0030776297197903564,-0.10121761379197572,-0.012200941311130342,-0.3097081683796231,-0.027429330149497236,0.42247617523246245,0.6028996699999052,0.10277939747327502,r3000398.trees
0,100001.0,50,458,0.3324755626222772,0.033469917180265436,-0.3594748050541537,-0.040210901839493836,0.3301612003326408,-0.24319038753021582,0.2864006641233759,0.4282195817515177,0.11264233954451347,r3000399.trees
