start,end,N,SS,ZngE,bsfs,FayH,FulD,TajD,FerL,Colless,Omega,btree,path
0,100001.0,50,408,0.4348921253517218,-0.2302438873771368,-0.0524865135745368,0.3018824806324799,0.0453833769671123,-0.4694094494987137,0.1311345966958212,-0.144048808538403,-0.1546912368757189,3080000
0,100001.0,50,528,0.3077624786351855,0.2244508436712856,0.0042522749613071,-0.3750683982040767,0.3277813246402346,-0.1574663603440399,0.132316543638732,0.1662476112686868,0.0975156417575291,3080001
0,100001.0,50,447,0.1998437084522361,-0.5638081592254565,-0.0295148979129642,0.9827780733587084,-0.018097570127113,-0.2386137376320333,0.1523966382669572,-0.3154517445378057,-0.8847196885595899,3080002
0,100001.0,50,385,-0.0266926042026944,-0.6716740861066751,-0.0615824774414805,-0.1757404539688911,-0.4665452299109711,-0.2442187319097592,0.1830024178346037,-0.4868213857550041,-1.1296044858389818,3080003
0,100001.0,50,390,-0.413719780528093,-0.2381178889546525,0.0083047737571092,-0.2916069900451101,-0.3414041858414597,0.271013930496396,0.1503618889416231,-0.3694133703544801,-0.3788413909956544,3080004
0,100001.0,50,432,0.3414304939969156,0.1483791870931451,-0.0252096966302525,-0.720694626330854,0.1498795363201583,-0.3011404879091822,0.1158347122632836,0.3933979622614939,0.3601330337770865,3080005
0,100001.0,50,422,0.8332535256391884,-0.1919256846495697,-0.0695969395306526,-0.6596585848159958,0.3082370427038087,-0.7689201383210363,0.1365803546852267,-0.1295278428684925,-0.16563828985541,3080006
0,100001.0,50,410,0.1977473160756317,0.0190381251053307,-0.0228738704468921,-0.0407142400150851,0.0277215199828895,-0.2092656496154091,0.1405047048759623,-0.3022275941881394,-0.4499830833998339,3080007
0,100001.0,50,382,0.1694966288870966,-0.8623720670317045,-0.0755145087347105,0.7787161992630647,-0.3760846599049594,-0.4147986776697944,0.1503992901508429,-0.3304377160145861,-0.5086710896360906,3080008
0,100001.0,50,447,-0.0882374516758272,0.0878338101873547,0.0134165494480226,-0.2768061599069923,0.0107470441083592,0.1069805459437391,0.1201845379035592,0.2951110430518713,0.3249919772458172,3080009
0,100001.0,50,494,0.1944912321271215,0.1151997757843058,-0.0057618440955864,-0.1439609289485152,0.1466787132623966,-0.1352648473172017,0.121461210746925,0.2057020988974555,0.1114853992566136,3080010
0,100001.0,50,368,0.403925336892931,-0.8290577418576153,-0.0815025189261393,0.0083555120405279,-0.1913992490223358,-0.5735624475380896,0.1448619182772446,-0.2280547424843615,-0.2821755988724712,3080011
0,100001.0,50,369,0.4907436409912412,0.8566820708222734,0.0057940426382366,-0.1208968744353603,0.517220042690218,-0.2556034595404771,0.1236223539695207,0.3292477499585171,0.0860610051165257,3080012
0,100001.0,50,471,0.2499962388033888,0.7318406846425575,0.0326191050883015,-0.33623052662766,0.4754915963061235,-0.0047065273401744,0.1160516019879454,0.4817175885360314,0.4144873644781249,3080013
0,100001.0,50,302,-0.6358808322457438,-1.7648674524997634,-0.0310222386042692,1.1682599719174285,-0.8396328467749944,0.2329115601349654,0.164495028780743,-0.5060194188464583,-0.8299898643502147,3080014
0,100001.0,50,437,0.7397900238025101,-0.2918337710700599,-0.0816170386001372,-0.5806660059564892,0.1312835969883562,-0.7664802237295203,0.1152067568600473,0.2943711579819923,0.3344475323627959,3080015
0,100001.0,50,407,-0.1077766644647164,0.3529873528592609,0.0392978399949271,-0.0531362732296582,0.176960797034221,0.2271927014114453,0.1007541174364482,0.2899692099380127,0.6392847527651575,3080016
0,100001.0,50,508,0.0323423868521081,-1.849367005351104,-0.0896730270066911,1.3160620340670648,-0.611665179867686,-0.3978007024068762,0.1689747327502429,-0.6920735779201448,-1.0623213974025003,3080017
0,100001.0,50,352,0.6122483895279843,-0.3796959118668332,-0.0594278683624729,0.2422493551993838,0.1689657741174808,-0.5993320929118777,0.1274559823929572,-0.1690849946472158,-0.1966353250101402,3080018
0,100001.0,50,419,0.2956462593818023,-0.4084140161649273,-0.0627694889458192,0.3843252685475277,-0.1632456422645575,-0.4334467824613032,0.1172805059523809,-0.1863071996992853,0.2211598798274528,3080019
0,100001.0,50,396,-0.150260264794508,-0.2341918320046477,-0.0237943964610534,-0.2249118072578894,-0.3158649290394433,-0.0145759464553183,0.1372930675160237,-0.3080269782554574,-0.2792826658581684,3080020
0,100001.0,50,433,-0.5019406082629794,-0.3470808898729664,0.0216107161146905,0.8471252092153989,-0.3309814489283508,0.3774984663768818,0.1163350815186409,0.12428207499753,0.4230498228128395,3080021
0,100001.0,50,380,0.2440150013534564,-3.717728278116307,-0.1738138413228595,0.8001024153209404,-1.0071826194750697,-0.8713267423269577,0.1885398181011535,-1.065353757647264,-1.2481722131062711,3080022
0,100001.0,50,390,0.0284519311602774,0.3231208139887704,0.0165835680342692,1.1888292446596866,0.146248875917816,0.0536505646546812,0.1469662058371735,-0.0109209557807621,-0.3994155706808842,3080023
0,100001.0,50,537,0.0563931927984746,0.4052626674595466,0.0170695678757351,0.7635156142689182,0.1768869655628175,0.0401128077774984,0.1338738465683303,-0.1286617271151783,-0.3465627303795286,3080024
0,100001.0,50,506,0.0224320207210301,-0.3165473794669121,-0.0223134430606288,-0.2773180401642974,-0.1382975145269639,-0.1071818793752768,0.144757185170719,-0.5976303293282599,-0.4727696742578707,3080025
0,100001.0,50,520,0.3107020799851757,0.1412655848032583,-0.0131545442774304,0.0691248767090598,0.205840909311477,-0.2328118857192749,0.142915120593692,-0.0109531250669675,-0.1106183474835056,3080026
0,100001.0,50,415,-0.3021617590886183,-1.0840601634307143,-0.0253891395699651,1.1334781176242663,-0.4743387778669097,0.0652562861135241,0.1483570992499563,-0.5775331907715403,-0.6538816015322241,3080027
0,100001.0,50,345,-0.1941795244116492,-2.041129467062824,-0.0534585714468418,1.8144501994164275,-0.570610480878425,-0.1139681539246808,0.1709695156257991,-0.3319947098482763,-1.0482191419581404,3080028
0,100001.0,50,423,0.262213179579035,0.5828461507665104,0.0067460303808988,-0.4557934039504912,0.3021310771362735,-0.1210952273187292,0.1127363005503709,0.4178727972103866,0.679974991144403,3080029
0,100001.0,50,442,0.1090641481655723,0.0616924356423119,0.0026739696048187,0.3606869946728389,0.1246805342104931,-0.0509114354563682,0.1407423072856085,-0.3955876300351262,-0.5697025467838028,3080030
0,100001.0,50,459,-0.1232219488627313,-0.3804043012560417,-0.0169423798814851,0.6774070855719935,-0.2405725098382111,-0.0013042481179505,0.1621896258503401,-0.5032757200543212,-0.8820434292858904,3080031
0,100001.0,50,395,-0.1459822862043034,0.012443409091548,-0.0016330643022164,-0.4045590859461023,-0.1531051078823503,0.0763942624470058,0.1446568045207501,-0.4250674477879562,-0.3084035364751494,3080032
0,100001.0,50,390,-0.279389133939221,-0.6258412042924295,-0.0152672743835074,0.5435108859422114,-0.379952855144919,0.0950505039726406,0.1357474942639777,-0.0486729235779431,-0.4197942746086339,3080033
0,100001.0,50,502,-0.2346252249743714,-0.203620275198243,0.0134518002248724,0.928090814487807,-0.1303027638270013,0.1906775439794811,0.1150332225913621,0.2226160252453818,0.2769755139950511,3080034
0,100001.0,50,418,0.3186678421366821,-0.2527518862773332,-0.0522796878057168,0.712007955280976,-0.0658319659039214,-0.4023159136087041,0.1391047698149027,-0.2328350062438998,-0.2198147540357861,3080035
0,100001.0,50,447,0.2543833455638596,0.0470508270354991,-0.0185686253058781,-0.0447774853580479,0.1130831895479055,-0.2234921932385213,0.1153569675292797,-0.0919220983781385,0.0744034388830719,3080036
0,100001.0,50,328,-0.022917177463708,-0.5677568941972405,-0.0357689498409477,0.8158634364331387,-0.2778625263889612,-0.1371703888194748,0.1334763204644915,-0.0507620710188004,-0.1419651869579053,3080037
0,100001.0,50,480,-0.0447108630943135,0.4664692975287659,0.0286795742541588,-0.2064497878271787,0.1623228433638185,0.1467318429018717,0.1051067649281935,0.529226602154787,0.6238327724322127,3080038
0,100001.0,50,559,-0.0482170821442715,-0.2090003136022947,-0.0162220544227248,-0.3779833943101129,-0.1629224861774842,-0.0412213869933249,0.16333854115809,-0.597218311121365,-0.7437284773620373,3080039
0,100001.0,50,358,0.3331599682279303,0.1571632421599588,-0.0161054277902683,0.1417743208951501,0.2079342737041373,-0.2578650364631664,0.1304096106527717,0.3440257620572181,0.084315152139633,3080040
0,100001.0,50,401,-0.4841061460496418,-0.2626336512937089,0.0244827245744705,0.8076707650299415,-0.2936350817474057,0.3793704476066892,0.125966032671572,-0.1484055675019323,0.006536875013599,3080041
0,100001.0,50,382,0.2478351498311511,1.364692149015489,0.0486366131073226,-0.0737746423447982,0.5881947766655082,0.0634869127862816,0.1170243959652826,0.2482561358314363,0.3923341189931354,3080042
0,100001.0,50,398,-0.1689422310829992,-0.3207400590954976,0.0043700577669583,0.6525165462232156,-0.1323648138609719,0.1147947274160133,0.1367639080171946,-0.2758879041354821,-0.3506069835782919,3080043
0,100001.0,50,380,-0.0160017797946624,-0.5096576785025139,-0.0151096098511383,0.2158199494206171,-0.1236203402929038,-0.0545132269490376,0.1306536127964699,-0.0337894053696598,-0.1990176784351237,3080044
0,100001.0,50,416,0.0003168122383396,0.7506860998983694,0.0455498773481791,-0.1232101450314398,0.32644940306374,0.1919649326717805,0.1174570864615276,0.431346772106873,0.3417469088913904,3080045
0,100001.0,50,425,0.2200099043345821,-0.3837094993165202,-0.0463402325517295,-0.2948915075146408,-0.118893416542455,-0.3210319899273722,0.1408992865438858,-0.2305528202831698,-0.1543144705534704,3080046
0,100001.0,50,454,0.2069769712817799,0.1212761592409424,-0.0242991713454332,-0.1927875425509052,0.0261185233736544,-0.2206755529460336,0.1450067336579301,0.0363924681212339,-0.4003130179378503,3080047
0,100001.0,50,385,0.3288021260319603,0.4017873587225263,-0.0025001433149319,-0.5602367848151382,0.3007211217246622,-0.1981133440159529,0.1121939559233831,0.387563383907149,0.4609754408287821,3080048
0,100001.0,50,375,0.7195792068055801,-4.650422892672951,-0.2199967948433663,1.407111301909227,-0.8764591970267589,-1.3369673305041865,0.1685835351089588,-0.4669118432489933,-1.0346693290693647,3080049
0,100001.0,50,414,0.2527497060501292,1.471538605869963,0.0529648522629503,-0.2509912697938908,0.623939762723353,0.0792387354471275,0.0946196660482374,0.8488420257518663,1.185661814006812,3080050
0,100001.0,50,416,0.1961853081459942,1.1122500037018268,0.0425137600556788,-1.0488601325464006,0.4943451637505194,0.0674349694800887,0.1392922553636839,-0.2072567042510021,-0.1917777415912063,3080051
0,100001.0,50,324,-0.3314427723134311,-0.7987262141001963,-0.0085080156208329,1.185849126877853,-0.3826589922017536,0.1534402172522639,0.1220569396589804,-0.064584359296094,-0.0999958966691109,3080052
0,100001.0,50,482,0.3243555246951678,1.0818039834353086,0.0355517043934867,-0.2807734740930464,0.5683788802186848,-0.0346599522287178,0.1457286432160804,0.2505841732440517,-0.3811731255149598,3080053
0,100001.0,50,460,-0.1099683682053341,0.0199747312475096,-0.0025251825703239,-0.9419866565630198,-0.1244523368312009,0.0520440542227877,0.1353376429105673,-0.136580917768415,-0.1641760496052529,3080054
0,100001.0,50,375,0.3165562308087946,-1.3238607786350187,-0.1050987717607157,-0.3689489680492395,-0.4450819461519486,-0.6231849322577775,0.1438878581735724,-0.8145621915399875,-0.7040663180620288,3080055
0,100001.0,50,452,0.0749381283885949,-0.1012796701511868,-0.0048260776331041,0.2143249352574258,0.0379157484661285,-0.0631207135726589,0.1209054273883466,0.5017450657986895,0.0671099776027189,3080056
0,100001.0,50,347,0.3316722249089509,-0.07575619753486,-0.0292033103900891,-0.5594998417506951,0.1130012309818151,-0.3120705376662233,0.1233566460291981,0.2925396739711657,0.153522635833468,3080057
0,100001.0,50,479,0.2053012614975048,0.440764704887975,0.0123713115214546,-0.4784997052384599,0.2871513525074946,-0.064773695797451,0.1130952380952381,0.2929492077196818,0.3137580048669159,3080058
0,100001.0,50,456,-0.039225583050727,-2.4747849551324648,-0.089779513157479,1.0934636089903165,-0.6811842935066027,-0.3568784312920695,0.1362514518002323,-0.4799365812324305,-0.6382066879182678,3080059
0,100001.0,50,442,-0.2097974968029621,0.3315850293711315,0.0351741601731021,0.4277265109780856,0.0489669253873845,0.268167476378619,0.1245624463377584,-0.1892662401566867,-0.0282605664959246,3080060
0,100001.0,50,428,-0.1826347340705822,-0.9165347241767946,-0.0209718808107215,0.8608149682732853,-0.3269608428494732,0.0156615470258151,0.1310818743741151,0.1759745955810955,-0.0247981233335809,3080061
0,100001.0,50,440,-0.4225224677763241,-2.0322766861306967,-0.0451194322663713,1.286408073856436,-0.7320246381596707,0.050481984931657,0.1616279490519612,-0.4344955187134379,-0.5700064568178103,3080062
0,100001.0,50,518,0.4786476290271373,-0.0801131768728921,-0.0481155598696593,-0.8911691285200357,0.117424686790358,-0.4765033612451133,0.1140897663413191,0.3924106766714262,0.3926359451570668,3080063
0,100001.0,50,507,0.1453635268786993,0.9669105363684732,0.0525501676490598,-0.7804210599228993,0.5172232781478554,0.1394248213088471,0.1136495083863505,0.5368621714498799,0.505414833962334,3080064
0,100001.0,50,466,0.1656937807931947,-0.032236697855152,-0.0182527610381213,-0.8769271285842084,0.0294413701490598,-0.171616328718899,0.1125588697017268,0.22354998871716,0.3967326150012847,3080065
0,100001.0,50,460,0.0110301933686774,-0.3793092521810388,-0.0137490318436533,0.4110593353371979,-0.0878451449803729,-0.0643764633436424,0.1242277992277992,-0.1857094031540661,-0.034766275852127,3080066
0,100001.0,50,459,0.4864748744331453,-1.738812460601395,-0.1272407305385005,0.7742626169415348,-0.4411622919480292,-0.8149694978821442,0.159645286686103,-0.2373210328885607,-0.8341768262935589,3080067
0,100001.0,50,380,-0.6254417431796852,-0.2069274891745798,0.0406359624937673,0.0600112918471974,-0.3153921798490862,0.5279837317109413,0.1253358843537415,0.2962147775287851,0.1423372906629297,3080068
