#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3030200.trees ../Simulation/Slim(primary)/trees/r3030201.trees ../Simulation/Slim(primary)/trees/r3030202.trees ../Simulation/Slim(primary)/trees/r3030203.trees ../Simulation/Slim(primary)/trees/r3030204.trees ../Simulation/Slim(primary)/trees/r3030205.trees ../Simulation/Slim(primary)/trees/r3030206.trees ../Simulation/Slim(primary)/trees/r3030207.trees ../Simulation/Slim(primary)/trees/r3030208.trees ../Simulation/Slim(primary)/trees/r3030209.trees ../Simulation/Slim(primary)/trees/r3030210.trees ../Simulation/Slim(primary)/trees/r3030211.trees ../Simulation/Slim(primary)/trees/r3030212.trees ../Simulation/Slim(primary)/trees/r3030213.trees ../Simulation/Slim(primary)/trees/r3030214.trees ../Simulation/Slim(primary)/trees/r3030215.trees ../Simulation/Slim(primary)/trees/r3030216.trees ../Simulation/Slim(primary)/trees/r3030217.trees ../Simulation/Slim(primary)/trees/r3030218.trees ../Simulation/Slim(primary)/trees/r3030219.trees ../Simulation/Slim(primary)/trees/r3030220.trees ../Simulation/Slim(primary)/trees/r3030221.trees ../Simulation/Slim(primary)/trees/r3030222.trees ../Simulation/Slim(primary)/trees/r3030223.trees ../Simulation/Slim(primary)/trees/r3030224.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/979385059.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,bsfs,ZngE,TajD,FayH,FerL,FulD,Colless,Omega,btree,path
0,100001.0,50,279,-0.8836013022612494,0.11149608214129847,-0.35558816690074346,-0.06504865562575811,-0.33595457445291793,0.3169710340416689,0.16452589807852966,-0.3830974353559054,-1.0911357607319874,r3030200.trees
0,100001.0,50,362,-4.476950074207625,0.7609065207315139,-1.1697659851549989,-0.2667134619209505,-1.556606432337665,1.1666394577382622,0.20991832106992456,-0.4062221761089009,-2.1789875924583226,r3030201.trees
0,100001.0,50,294,-2.90191305286123,0.9955774396169855,-0.808295707016733,-0.24885127942479676,-1.611299375863329,0.5856479216982665,0.18514683100963159,-1.1207244758249408,-1.4122115062816354,r3030202.trees
0,100001.0,50,449,-4.2494997422346845,0.870217947304124,-1.063692030064982,-0.26599132550035137,-1.6196407120250482,0.6997548131274032,0.16824586977648204,-1.2860898989009273,-1.4762272416446762,r3030203.trees
0,100001.0,50,248,-3.609893712270357,0.36355256788740736,-0.8373865961145932,-0.16728271195716854,-0.9058784861331725,1.8364870656098158,0.2011093428196967,-0.6653081166219569,-1.7880989276939865,r3030204.trees
0,100001.0,50,361,-1.200171369778615,0.5549978708439539,-0.567826551758088,-0.15464291031923696,-0.9674462198426171,-0.009689170079474558,0.2217546254170458,-0.8015047579517581,-2.091203493656964,r3030205.trees
0,100001.0,50,345,-1.3264654106428364,0.749979640086855,-0.5580455563171827,-0.17984011727758095,-1.184148870839283,-0.543660642683003,0.17636340250385868,-0.8049090193613635,-1.3569001919471313,r3030206.trees
0,100001.0,50,335,-1.0106475499817378,1.1337903329536205,-0.17465345035079602,-0.17840974973178497,-1.3967825287964974,-0.15263506072989677,0.17401360544217687,-0.8899731789854115,-1.355942150377646,r3030207.trees
0,100001.0,50,463,-3.892492902974838,0.8527662409325826,-1.053778781735413,-0.26216269107166584,-1.5939802785783188,-0.06104082215581007,0.1922386272944932,-0.8215546075185568,-1.4312269956470998,r3030208.trees
0,100001.0,50,364,-4.122707665568901,0.2273725001218748,-1.0325505733160567,-0.17518210342993173,-0.8670493762276618,1.9145986598081715,0.21458794361117942,-1.1389265063229208,-1.6679047757745549,r3030209.trees
0,100001.0,50,359,-1.5015478511560008,0.8397100219404785,-0.45605321078806255,-0.17763464949502888,-1.2265842853372977,-0.15628024869325913,0.16874527588813304,-0.5948283316970918,-1.2256246422239647,r3030210.trees
0,100001.0,50,350,-4.867416501759329,1.5873234531605258,-1.1830396844623834,-0.3808142266038923,-2.507414212756789,0.8118790768297524,0.2338938865019692,-1.309191698578211,-2.1841960199486525,r3030211.trees
0,100001.0,50,294,-5.037944997277203,0.8648164603249657,-1.6148083641627864,-0.34401787427640573,-1.9354832058955884,2.4448273635223368,0.22560425685425686,-1.397187129088882,-2.21287371860391,r3030212.trees
0,100001.0,50,336,-5.23344835502083,0.6724985873441965,-1.739123182304904,-0.3346334397607973,-1.7901053090824182,2.3468594345310776,0.27927511584343884,-1.227542153167535,-2.860831991104674,r3030213.trees
0,100001.0,50,379,-2.656817916322085,0.8399505829424647,-0.6103125714847613,-0.1990737039195803,-1.3176767009067587,1.0842593559819216,0.17344852051249948,-1.2312431825397026,-1.1700563492107592,r3030214.trees
0,100001.0,50,368,-3.695802351952006,1.3960024601427503,-0.78308040159375,-0.2986773615872103,-2.0538368445585315,-0.31335305959728105,0.23226525458668315,-1.0645348331126452,-2.0692031410847256,r3030215.trees
0,100001.0,50,457,-0.444063450116416,0.8441854277812296,0.08087816151758978,-0.10267595775323513,-0.9151642864992009,0.629917735206548,0.14944847995695454,-0.6694009109476529,-0.7477378294775419,r3030216.trees
0,100001.0,50,301,-2.6042750007511226,0.10704005130012202,-0.9485011932581235,-0.14741102280813928,-0.6792123879493045,0.9375724050380757,0.22011187287414966,-1.2667014183392284,-2.224847618551206,r3030217.trees
0,100001.0,50,316,-4.508933495203101,0.10761079844800298,-1.3203355357192914,-0.19945926683796744,-0.8986320154873053,1.906917353754421,0.22152004741290454,-1.3055651772939074,-1.9951253618519216,r3030218.trees
0,100001.0,50,348,-2.0328701968009995,1.0345375671565529,-0.5177649829648447,-0.21279396702632253,-1.4852258867223673,0.8354067075875722,0.20857628765792033,-0.7981151906563941,-1.7273769824281604,r3030219.trees
0,100001.0,50,357,-4.376335898809904,1.2539979833538821,-0.8496660694615575,-0.2888753241113188,-1.9309388293364658,1.1045880277058788,0.20472246869762398,-1.2434993506257916,-1.829788209594677,r3030220.trees
0,100001.0,50,395,-3.776824392776333,0.16987570362970814,-1.0895860585539479,-0.17522523460535838,-0.8354496325653719,1.094740612900799,0.2011431154740377,-0.7552074928813688,-1.7714665303080281,r3030221.trees
0,100001.0,50,363,-1.0065766830076104,0.6997479566485933,-0.25586629480811857,-0.13063940705369587,-0.9490756468278514,0.21682508608371118,0.18104015799868334,-0.765615392085256,-1.2891831344271671,r3030222.trees
0,100001.0,50,368,-4.558399097804302,0.015390013026320528,-1.2111825937089193,-0.1714031014578438,-0.7303335209853241,1.8179662275032007,0.19418164616840114,-0.7153848142125446,-1.7479198033368588,r3030223.trees
0,100001.0,50,289,-5.289272211129917,1.0482643526257986,-1.7136650505814666,-0.38296088655775745,-2.2028393996340205,2.696883034483879,0.22445605226217472,-1.3294505291700975,-2.0898948703977798,r3030224.trees
