#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3000150.trees ../Simulation/Slim(primary)/trees/r3000151.trees ../Simulation/Slim(primary)/trees/r3000152.trees ../Simulation/Slim(primary)/trees/r3000153.trees ../Simulation/Slim(primary)/trees/r3000154.trees ../Simulation/Slim(primary)/trees/r3000155.trees ../Simulation/Slim(primary)/trees/r3000156.trees ../Simulation/Slim(primary)/trees/r3000157.trees ../Simulation/Slim(primary)/trees/r3000158.trees ../Simulation/Slim(primary)/trees/r3000159.trees ../Simulation/Slim(primary)/trees/r3000160.trees ../Simulation/Slim(primary)/trees/r3000161.trees ../Simulation/Slim(primary)/trees/r3000162.trees ../Simulation/Slim(primary)/trees/r3000163.trees ../Simulation/Slim(primary)/trees/r3000164.trees ../Simulation/Slim(primary)/trees/r3000165.trees ../Simulation/Slim(primary)/trees/r3000166.trees ../Simulation/Slim(primary)/trees/r3000167.trees ../Simulation/Slim(primary)/trees/r3000168.trees ../Simulation/Slim(primary)/trees/r3000169.trees ../Simulation/Slim(primary)/trees/r3000170.trees ../Simulation/Slim(primary)/trees/r3000171.trees ../Simulation/Slim(primary)/trees/r3000172.trees ../Simulation/Slim(primary)/trees/r3000173.trees ../Simulation/Slim(primary)/trees/r3000174.trees ../Simulation/Slim(primary)/trees/r3000175.trees ../Simulation/Slim(primary)/trees/r3000176.trees ../Simulation/Slim(primary)/trees/r3000177.trees ../Simulation/Slim(primary)/trees/r3000178.trees ../Simulation/Slim(primary)/trees/r3000179.trees ../Simulation/Slim(primary)/trees/r3000180.trees ../Simulation/Slim(primary)/trees/r3000181.trees ../Simulation/Slim(primary)/trees/r3000182.trees ../Simulation/Slim(primary)/trees/r3000183.trees ../Simulation/Slim(primary)/trees/r3000184.trees ../Simulation/Slim(primary)/trees/r3000185.trees ../Simulation/Slim(primary)/trees/r3000186.trees ../Simulation/Slim(primary)/trees/r3000187.trees ../Simulation/Slim(primary)/trees/r3000188.trees ../Simulation/Slim(primary)/trees/r3000189.trees ../Simulation/Slim(primary)/trees/r3000190.trees ../Simulation/Slim(primary)/trees/r3000191.trees ../Simulation/Slim(primary)/trees/r3000192.trees ../Simulation/Slim(primary)/trees/r3000193.trees ../Simulation/Slim(primary)/trees/r3000194.trees ../Simulation/Slim(primary)/trees/r3000195.trees ../Simulation/Slim(primary)/trees/r3000196.trees ../Simulation/Slim(primary)/trees/r3000197.trees ../Simulation/Slim(primary)/trees/r3000198.trees ../Simulation/Slim(primary)/trees/r3000199.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/944036780.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,FerL,bsfs,ZngE,FulD,FayH,TajD,Omega,Colless,btree,path
0,100001.0,50,567,-0.35839443700152995,0.10635282860158778,0.439098229278182,-0.2883785591416717,-0.02551374104866456,0.2408676404420581,0.20092158469572832,0.11596853353213431,0.26047588017517787,r3000163.trees
0,100001.0,50,420,0.1641117054863165,-0.20813411879165167,-0.23502752239155483,-0.18866086325432604,0.007123934462723976,-0.17651246103392532,0.19535456695205988,0.12377708815484957,0.09711442049387553,r3000164.trees
0,100001.0,50,453,0.18432109480482803,0.48154437679543655,-0.03970738135719901,0.23929460351147416,0.03827731312467079,0.23582329679691735,0.1530224347146922,0.11369834277323264,0.2146289812127296,r3000165.trees
0,100001.0,50,439,0.07725318256094878,0.7642526166479151,0.1650820353860398,-1.1329973827276076,0.040599322959830195,0.4505452120568602,0.5055647659549315,0.09969063002085257,0.6591307271515223,r3000166.trees
0,100001.0,50,455,-0.13926639131049046,0.54914331057736,0.24370870410926657,0.0935020331300459,-6.679258964128323e-05,0.23525668483510692,-0.003793389038967075,0.12385590599876314,-0.20807577125838506,r3000167.trees
0,100001.0,50,453,-0.39075512890970443,-0.05753312271930859,0.38539941359559343,-0.7420171023344646,-0.04047630190203747,0.08281877776297905,0.26217103207263176,0.11833900226757368,0.25896611985381507,r3000168.trees
0,100001.0,50,427,0.08696524525117941,0.7258901639058867,0.09627433847175677,-0.9333635442226628,0.03361944563646167,0.3339489935240337,0.33783322299043167,0.11147640874531631,0.5289252062856941,r3000169.trees
0,100001.0,50,458,-0.24297315601211503,0.007010697756834994,0.2949276086012952,-0.47872071425308915,-0.017701939001948056,0.15842731596900303,0.06295178118003375,0.12788508260447035,0.11383078759494202,r3000170.trees
0,100001.0,50,444,-0.2096277003684026,0.35781214861931276,0.34875603267496563,0.010541686536189608,-0.002540224240764106,0.31923123584758467,0.3284412229447205,0.11652766129282763,0.2597155646491912,r3000171.trees
0,100001.0,50,493,-0.33212121387144017,-0.10101444447648267,0.29766703087516694,0.012782644688402104,-0.03840125101592343,0.012438986077808275,0.07152090335857182,0.12442396313364056,0.253936864054089,r3000172.trees
0,100001.0,50,572,0.13467303995354646,0.44703822040863916,-0.01894106107934355,-0.05533525212262049,0.029239041113268947,0.19148717875616852,0.4170005264624162,0.13935198492542558,-0.027208878139384215,r3000173.trees
0,100001.0,50,451,-0.4680675381849577,-1.0916704319332267,0.2392957262618521,0.9449016043991144,-0.07851173201092154,-0.33098440313601796,-0.16149660156411638,0.1453004278634531,-0.5038730581320724,r3000174.trees
0,100001.0,50,325,0.5119947747946967,-0.7924758063178492,-0.685047476431155,1.6270434958181585,0.028813167690810288,-0.4593395588227322,0.5007209670813487,0.10887067592994645,0.5771002990259396,r3000175.trees
0,100001.0,50,424,0.11412491662937622,-0.412510008887639,-0.26714209409373185,0.16632657882821913,-0.00906373480606728,-0.32349398118021416,0.3494655417456133,0.11641661615141106,0.4350132406845438,r3000176.trees
0,100001.0,50,433,0.17206790567607907,0.18665644532699016,-0.17800166705500475,-0.04239656642593595,0.016713015024822,-0.052562529576122397,0.056884902612969204,0.1223395791064964,0.2712254166108129,r3000177.trees
0,100001.0,50,406,-0.3846398073549488,-1.339666569532316,0.18318527397392473,0.8301999891671926,-0.06643704577370851,-0.2982101293428546,-0.10053370868319311,0.12741443727750168,-0.1684051637822628,r3000178.trees
0,100001.0,50,480,0.16580792071394249,-0.1566875605773667,-0.2252757059533223,0.5964354608865576,0.008835306662551752,-0.15447021536728145,-0.06085949631206465,0.12872674580036098,0.010924782928305128,r3000179.trees
0,100001.0,50,483,0.31263378046665374,-0.15661715410627067,-0.41351021075746414,0.35746134349573705,0.01817593398404491,-0.2694794981902509,-0.4005904338113801,0.13978018953246038,-0.10038060024613321,r3000180.trees
0,100001.0,50,412,0.010447052052795799,-0.1871434640028507,-0.06819650522214853,-0.27216901325193993,-0.006746022353553543,-0.11433186520837336,0.3090602276226846,0.10937622175306905,0.36566588631835156,r3000181.trees
0,100001.0,50,409,-0.343211585355167,-0.6894449032039469,0.21111153833297616,0.1844790864253949,-0.052828686093319595,-0.1737825979277807,-0.015748699379708752,0.1258230564953254,-0.08900344566348317,r3000182.trees
0,100001.0,50,534,-1.272910368430934,-0.5782397620044529,1.1403533044056444,-0.13018664698162932,-0.14711793790564792,0.04635516648348659,-0.004082262269282209,0.1253198527117269,0.13202142293288754,r3000183.trees
0,100001.0,50,524,-0.2070577456222351,0.36239611145701517,0.3403098661536661,-0.7772552054377148,-0.0030798761265516473,0.3066630176924579,0.41152193200721415,0.11182814710042434,0.7870301132514297,r3000184.trees
0,100001.0,50,380,0.006957900408504749,0.12114415629725535,0.06274147254041464,-0.1347495301195771,0.01015010261764705,0.1334321470180195,0.1985558533708435,0.11113404899532066,0.49364488823495606,r3000185.trees
0,100001.0,50,513,-0.04085567283683574,0.6576677912643096,0.2185679537505731,-0.9544018702845952,0.019797286322048854,0.35312771192446474,0.05854466581199162,0.11032464629044106,0.36493729023081506,r3000186.trees
0,100001.0,50,377,0.49261789082705243,0.38546952556503533,-0.405748967738469,0.08666359695072512,0.062004014198402055,0.05035206750662896,0.5008460984427551,0.13102234564711962,0.02307262687376185,r3000187.trees
0,100001.0,50,413,0.4846233992323244,0.23237573361743485,-0.5010323926615734,1.0831555338339836,0.047140391728195584,-0.14761105389860968,0.4461801427815342,0.10849946915182257,0.5133337030354127,r3000188.trees
0,100001.0,50,482,-0.4256204481562026,0.28286572822452316,0.4743191817244266,-0.21926798205864123,-0.03670056735319743,0.19550497279541387,-0.09318204738255191,0.12081082432973189,0.08277949654436947,r3000189.trees
0,100001.0,50,379,-0.14241416482434796,0.4536154761742112,0.39587263562072245,-0.2045309318257401,0.0198102351856944,0.5254169328531523,0.4816947517544801,0.09512679417316665,0.6768095821261502,r3000190.trees
0,100001.0,50,414,-0.06277802517518372,0.5127275487994206,0.18715013524923532,-0.6444926770623347,0.010424931648244356,0.25584438323402187,0.32212899561851094,0.10816427162581009,0.4743189142005725,r3000191.trees
0,100001.0,50,456,-0.25480923214661677,-0.158314042924729,0.17606480974861868,-0.30388127821147165,-0.03655160647849859,-0.09158035495991154,0.25067584364282924,0.10968915343915345,0.34670100611132293,r3000192.trees
0,100001.0,50,461,-0.21054722924572872,0.6222843307779606,0.4296011303440723,-0.6256405333469425,0.00815239895561197,0.47390620104467557,0.5717750403567159,0.11570826247165533,0.5443235243891466,r3000193.trees
0,100001.0,50,429,-0.037740287442245335,-0.9877643569639959,-0.19378582572177291,0.782086784918658,-0.03513133298401199,-0.4391574698632912,0.15178266176219285,0.12902176176593086,-0.07760753151771016,r3000194.trees
0,100001.0,50,539,-0.022902939791797694,0.32954598656361567,0.10166586933210431,-1.1226233026983445,0.008280722360730988,0.15757808671245707,0.3703141163362156,0.11069043001816112,0.41165230500085553,r3000195.trees
0,100001.0,50,438,-0.2764432431660549,-0.03951623236382218,0.3315887183063682,-0.18097665062754809,-0.020685288183194196,0.17269912744098376,-0.05226922468432545,0.13217165172947487,-0.08308952094099831,r3000196.trees
0,100001.0,50,499,0.10869064870134473,0.3174352966566764,-0.036084412071628456,-0.05670155961525444,0.02083366988435394,0.11447891870186633,0.8811042747636283,0.099281379218354,1.0220976239868125,r3000197.trees
0,100001.0,50,357,0.23338214949604186,-0.5980501294765646,-0.3619202778248677,0.8973688887066659,0.006386441889661344,-0.30534790989284916,-0.249216003951915,0.13193098468437653,-0.2061447904046489,r3000198.trees
0,100001.0,50,379,0.3778249250252384,-0.04214831456537664,-0.41086896868044215,0.42033708650524704,0.034050791113152616,-0.1545733713806046,0.008818694653459438,0.1292193507837918,-0.024003273196645067,r3000199.trees
