#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3000150.trees ../Simulation/Slim(primary)/trees/r3000151.trees ../Simulation/Slim(primary)/trees/r3000152.trees ../Simulation/Slim(primary)/trees/r3000153.trees ../Simulation/Slim(primary)/trees/r3000154.trees ../Simulation/Slim(primary)/trees/r3000155.trees ../Simulation/Slim(primary)/trees/r3000156.trees ../Simulation/Slim(primary)/trees/r3000157.trees ../Simulation/Slim(primary)/trees/r3000158.trees ../Simulation/Slim(primary)/trees/r3000159.trees ../Simulation/Slim(primary)/trees/r3000160.trees ../Simulation/Slim(primary)/trees/r3000161.trees ../Simulation/Slim(primary)/trees/r3000162.trees ../Simulation/Slim(primary)/trees/r3000163.trees ../Simulation/Slim(primary)/trees/r3000164.trees ../Simulation/Slim(primary)/trees/r3000165.trees ../Simulation/Slim(primary)/trees/r3000166.trees ../Simulation/Slim(primary)/trees/r3000167.trees ../Simulation/Slim(primary)/trees/r3000168.trees ../Simulation/Slim(primary)/trees/r3000169.trees ../Simulation/Slim(primary)/trees/r3000170.trees ../Simulation/Slim(primary)/trees/r3000171.trees ../Simulation/Slim(primary)/trees/r3000172.trees ../Simulation/Slim(primary)/trees/r3000173.trees ../Simulation/Slim(primary)/trees/r3000174.trees ../Simulation/Slim(primary)/trees/r3000175.trees ../Simulation/Slim(primary)/trees/r3000176.trees ../Simulation/Slim(primary)/trees/r3000177.trees ../Simulation/Slim(primary)/trees/r3000178.trees ../Simulation/Slim(primary)/trees/r3000179.trees ../Simulation/Slim(primary)/trees/r3000180.trees ../Simulation/Slim(primary)/trees/r3000181.trees ../Simulation/Slim(primary)/trees/r3000182.trees ../Simulation/Slim(primary)/trees/r3000183.trees ../Simulation/Slim(primary)/trees/r3000184.trees ../Simulation/Slim(primary)/trees/r3000185.trees ../Simulation/Slim(primary)/trees/r3000186.trees ../Simulation/Slim(primary)/trees/r3000187.trees ../Simulation/Slim(primary)/trees/r3000188.trees ../Simulation/Slim(primary)/trees/r3000189.trees ../Simulation/Slim(primary)/trees/r3000190.trees ../Simulation/Slim(primary)/trees/r3000191.trees ../Simulation/Slim(primary)/trees/r3000192.trees ../Simulation/Slim(primary)/trees/r3000193.trees ../Simulation/Slim(primary)/trees/r3000194.trees ../Simulation/Slim(primary)/trees/r3000195.trees ../Simulation/Slim(primary)/trees/r3000196.trees ../Simulation/Slim(primary)/trees/r3000197.trees ../Simulation/Slim(primary)/trees/r3000198.trees ../Simulation/Slim(primary)/trees/r3000199.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/944036780.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,FerL,bsfs,ZngE,FulD,FayH,TajD,Omega,Colless,btree,path
0,100001.0,50,431,0.03922872681264376,0.241560485470577,-0.020249836813984422,0.4538689469106395,0.006557993150637763,0.027369884367200933,0.19719266867120105,0.12495340601994222,0.09056248525746799,r3000150.trees
0,100001.0,50,375,-0.44627066797762266,1.223329270001809,0.9156893559504078,-1.0793730760326257,0.018085382954453444,1.0169740899559019,0.23974454465133704,0.11350145153602842,0.3586478016247933,r3000151.trees
0,100001.0,50,440,-0.05683503422987637,0.18027859597784074,0.13425294796527357,0.30994215125525965,0.004673878933529539,0.16338293100728019,0.34815998974467915,0.10386882025537487,0.5266536767066867,r3000152.trees
0,100001.0,50,487,-0.3541112844119664,0.12586542077224416,0.4068934011850781,0.14484734550492595,-0.02887706212972815,0.1863433180512946,-0.08003284458383726,0.12337975730832874,0.03346074125895342,r3000153.trees
0,100001.0,50,551,-0.14874523902246914,0.4849490205822139,0.3511272406055199,-1.0085683981176126,0.01214420629264193,0.4261647535277224,0.501961017083964,0.11626317193544083,0.42001087956656014,r3000154.trees
0,100001.0,50,495,0.38380259423005664,1.0776390015579116,-0.12581452231664111,-0.7493133415987602,0.07379072886768284,0.4073637098400969,0.741310073548635,0.09552154195011338,1.1151850751167551,r3000155.trees
0,100001.0,50,429,-0.27235050580980547,1.1020523084047922,0.5998263715540308,-0.5300334214262563,0.01653053983115062,0.6989341617453504,0.44436083481406596,0.10413487825036556,0.6318024676338463,r3000156.trees
0,100001.0,50,371,0.22061395175622694,0.7006482698500004,-0.061715491583575574,-0.37732563175955486,0.04403555388148084,0.2551930941972398,0.2641421396106773,0.11885138670852956,0.2230625945346327,r3000157.trees
0,100001.0,50,432,0.26396512762551294,-0.18273693318257364,-0.31587697283462635,0.925278388584886,0.019855078896385003,-0.16349916949585697,-0.025009207728545636,0.13045068027210885,-0.13749044162158178,r3000158.trees
0,100001.0,50,523,0.17245162564708233,1.0140079018297732,0.07853028495196286,-0.31877331271328,0.05132836935723614,0.44392907130679465,0.5946803710426632,0.10729802870053132,0.6272988717924166,r3000159.trees
0,100001.0,50,466,0.3112347181938099,-0.1829271848850019,-0.46518426876291,-0.17726423213423265,0.010876297863525243,-0.371923690300537,0.20139030078850104,0.11835965541995692,0.37347704677403715,r3000160.trees
0,100001.0,50,403,0.4744955409259616,0.6019625607661567,-0.3925384687225869,-0.05773715093364469,0.05943197723390895,0.04526356378180416,0.4891328256398232,0.11129510283645622,0.4688058648508382,r3000161.trees
0,100001.0,50,448,0.28113956875440466,-0.37013435705988473,-0.4828598313568226,-0.217395970801371,0.0013642844012385481,-0.45736025677915126,-0.17097344243744728,0.15743127147766323,-0.612403697777325,r3000162.trees
