#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3010125.trees ../Simulation/Slim(primary)/trees/r3010126.trees ../Simulation/Slim(primary)/trees/r3010127.trees ../Simulation/Slim(primary)/trees/r3010128.trees ../Simulation/Slim(primary)/trees/r3010129.trees ../Simulation/Slim(primary)/trees/r3010130.trees ../Simulation/Slim(primary)/trees/r3010131.trees ../Simulation/Slim(primary)/trees/r3010132.trees ../Simulation/Slim(primary)/trees/r3010133.trees ../Simulation/Slim(primary)/trees/r3010134.trees ../Simulation/Slim(primary)/trees/r3010135.trees ../Simulation/Slim(primary)/trees/r3010136.trees ../Simulation/Slim(primary)/trees/r3010137.trees ../Simulation/Slim(primary)/trees/r3010138.trees ../Simulation/Slim(primary)/trees/r3010139.trees ../Simulation/Slim(primary)/trees/r3010140.trees ../Simulation/Slim(primary)/trees/r3010141.trees ../Simulation/Slim(primary)/trees/r3010142.trees ../Simulation/Slim(primary)/trees/r3010143.trees ../Simulation/Slim(primary)/trees/r3010144.trees ../Simulation/Slim(primary)/trees/r3010145.trees ../Simulation/Slim(primary)/trees/r3010146.trees ../Simulation/Slim(primary)/trees/r3010147.trees ../Simulation/Slim(primary)/trees/r3010148.trees ../Simulation/Slim(primary)/trees/r3010149.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/697849183.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,TajD,ZngE,FerL,FulD,bsfs,FayH,btree,Colless,Omega,path
0,100001.0,50,454,0.11918557403997436,0.43077583553010207,-0.4210671685526431,1.4391497186320603,-0.5264150003516328,-0.041525030187191316,-1.034504589495326,0.15797765806830347,-0.47060133741046095,r3010135.trees
0,100001.0,50,473,-0.24046799222034154,-0.26345633628366283,0.15865231840882835,0.5286272096152677,-0.47626515235667105,0.0019916945600801186,-0.4117153515622684,0.14148262044543844,-0.18767587287867968,r3010136.trees
0,100001.0,50,380,-0.2756768710104737,-0.5048661380415985,0.4137829558253239,0.17686778502726205,-0.1607611743106751,0.029854811464690396,0.26604460938386126,0.1210671768707483,0.23945804067225984,r3010137.trees
0,100001.0,50,377,0.043397432123249306,0.2878091010316754,-0.30285925974769784,1.3037247890421537,-0.21261828766378096,-0.032923674639376906,-0.19154281882471116,0.13741807698689232,-0.35723181703251244,r3010138.trees
0,100001.0,50,428,-0.436779462240881,-0.11476725416532135,-0.12647101704061645,0.75698594170693,-1.341650375894351,-0.04547852558051135,-0.48633073655752546,0.13964244234279077,-0.3101982057392786,r3010139.trees
0,100001.0,50,347,-0.00921474663456665,-0.1094955013258263,0.11954584940211302,1.401454127122626,-0.21352035343481454,0.01356980489459475,0.2493476583529941,0.11487903432049512,0.25195426965214196,r3010140.trees
0,100001.0,50,372,0.031127335297416688,-0.35209142110138997,0.42008645525392474,-0.42494484467107285,0.49112175217738896,0.05206124118571717,0.5702271730349184,0.11113687899402186,0.5575517878257026,r3010141.trees
0,100001.0,50,414,0.3352747229572254,0.2203269296772736,-0.05383208749818771,-0.2509912697938909,0.5994214810150649,0.017032282692906277,0.5129856653969295,0.10935012302793458,0.2328920750503589,r3010142.trees
0,100001.0,50,364,0.011933875870412555,-0.07722324257401088,0.09514526465752783,-0.03671625447550379,0.18274854297861085,0.01213719960201021,-0.54945525935384,0.1587256595759997,0.031052692562928884,r3010143.trees
0,100001.0,50,345,-0.1398680670199063,0.4199297315802144,-0.5615252181833832,0.22808472382226583,-0.6224040855643447,-0.07655541577707999,-1.346992279511685,0.18647855483656878,-0.6150439718058309,r3010144.trees
0,100001.0,50,448,0.2597247382219563,0.5832101932129679,-0.5121077260490298,0.2787048116965714,0.029703379172159396,-0.04250386595902864,-0.09607491901317847,0.14024569218550365,-0.0326453457614762,r3010145.trees
0,100001.0,50,444,0.1485421504270764,0.34734828083914415,-0.30863695599298546,0.07728095549250082,-0.04501113828368043,-0.026177999511108004,0.35975003179902526,0.11611809357889498,0.4077622201139462,r3010146.trees
0,100001.0,50,414,0.044302699059431086,0.4736769962186568,-0.5142726182426498,-0.2867641250001132,-0.20710314384209164,-0.0578673435936193,-0.3402929814278458,0.14052492341966027,-0.010791437336391962,r3010147.trees
0,100001.0,50,447,-0.07051034477449572,0.8773938156466374,-1.042336582944156,-0.6745696019908971,-0.7354960925102739,-0.12833352591385622,-0.8602654441169119,0.16599125364431486,-0.7855671559442052,r3010148.trees
0,100001.0,50,475,0.3631988489011211,0.5794950335147163,-0.44669796983134674,0.5437461908803057,0.3476362913832825,-0.027503181372082727,0.0045050337448813175,0.12597789115646257,0.1736763190158625,r3010149.trees
