#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3010125.trees ../Simulation/Slim(primary)/trees/r3010126.trees ../Simulation/Slim(primary)/trees/r3010127.trees ../Simulation/Slim(primary)/trees/r3010128.trees ../Simulation/Slim(primary)/trees/r3010129.trees ../Simulation/Slim(primary)/trees/r3010130.trees ../Simulation/Slim(primary)/trees/r3010131.trees ../Simulation/Slim(primary)/trees/r3010132.trees ../Simulation/Slim(primary)/trees/r3010133.trees ../Simulation/Slim(primary)/trees/r3010134.trees ../Simulation/Slim(primary)/trees/r3010135.trees ../Simulation/Slim(primary)/trees/r3010136.trees ../Simulation/Slim(primary)/trees/r3010137.trees ../Simulation/Slim(primary)/trees/r3010138.trees ../Simulation/Slim(primary)/trees/r3010139.trees ../Simulation/Slim(primary)/trees/r3010140.trees ../Simulation/Slim(primary)/trees/r3010141.trees ../Simulation/Slim(primary)/trees/r3010142.trees ../Simulation/Slim(primary)/trees/r3010143.trees ../Simulation/Slim(primary)/trees/r3010144.trees ../Simulation/Slim(primary)/trees/r3010145.trees ../Simulation/Slim(primary)/trees/r3010146.trees ../Simulation/Slim(primary)/trees/r3010147.trees ../Simulation/Slim(primary)/trees/r3010148.trees ../Simulation/Slim(primary)/trees/r3010149.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/697849183.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,TajD,ZngE,FerL,FulD,bsfs,FayH,btree,Colless,Omega,path
0,100001.0,50,384,0.11905232289458575,-0.012236134458686397,0.08405083896955576,0.1407656931211527,0.36512849561343,0.018294236951123876,0.6169139497054559,0.10569498069498069,0.33492893530958157,r3010125.trees
0,100001.0,50,401,0.439322904081311,0.32193909121975267,-0.10855254318775867,0.2537925371305066,0.8578959757539784,0.017812508591333057,-0.5039214810481198,0.14436413454270597,0.1805968026103741,r3010126.trees
0,100001.0,50,365,-0.15795282885155992,0.268666657998975,-0.3995325640768106,-0.32941979158478485,-0.40040638969179343,-0.05850219830268872,-0.6407943996960155,0.15117613310384395,-0.4044601170739674,r3010127.trees
0,100001.0,50,360,-0.04332568372096273,0.3747802196267764,-0.453182193486181,-0.8225987415560688,-0.3573353354267965,-0.05687638087330366,-0.12763760969327298,0.1374420934017779,0.3062306809750509,r3010128.trees
0,100001.0,50,395,-0.1619479163102432,0.7186789609663028,-0.9153256153853904,-1.1916914278407256,-0.9572435923726077,-0.11989770005225632,-0.3696076226703285,0.1376842403628118,-0.11217911670405786,r3010129.trees
0,100001.0,50,455,-0.22358493815394873,0.3048625464516934,-0.47953987862079694,-0.19960468762169822,-0.5028028687680596,-0.07236606017691374,-0.2381296662802185,0.14463998159650332,0.2858178776107345,r3010130.trees
0,100001.0,50,436,0.38843899359615236,0.19606141112913622,0.005294266820896818,-0.03078443684656707,0.8693593694141861,0.027743183651083875,-0.4855608003542921,0.14412792894935753,-0.050500773381862304,r3010131.trees
0,100001.0,50,450,0.2882641107934466,0.2869786896314449,-0.15738922541748396,-0.7249805162551709,0.41339483955849216,0.0014857815254930948,-0.27013043938562775,0.14865701715468796,-0.06198732949632056,r3010132.trees
0,100001.0,50,477,0.01435883203984371,0.10762144864542908,-0.11427042742200322,0.6830325820769401,-0.21939821471426535,-0.012515259185533974,-0.4181463512319305,0.1389279849870983,0.13376724747271654,r3010133.trees
0,100001.0,50,439,0.042958136504308804,0.17860556223176605,-0.1784083414248061,0.7906097514702214,-0.37904066657727664,-0.018130466884486496,-0.22034515573254035,0.1395751282969328,0.07466046900513049,r3010134.trees
