#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3010000.trees ../Simulation/Slim(primary)/trees/r3010001.trees ../Simulation/Slim(primary)/trees/r3010002.trees ../Simulation/Slim(primary)/trees/r3010003.trees ../Simulation/Slim(primary)/trees/r3010004.trees ../Simulation/Slim(primary)/trees/r3010005.trees ../Simulation/Slim(primary)/trees/r3010006.trees ../Simulation/Slim(primary)/trees/r3010007.trees ../Simulation/Slim(primary)/trees/r3010008.trees ../Simulation/Slim(primary)/trees/r3010009.trees ../Simulation/Slim(primary)/trees/r3010010.trees ../Simulation/Slim(primary)/trees/r3010011.trees ../Simulation/Slim(primary)/trees/r3010012.trees ../Simulation/Slim(primary)/trees/r3010013.trees ../Simulation/Slim(primary)/trees/r3010014.trees ../Simulation/Slim(primary)/trees/r3010015.trees ../Simulation/Slim(primary)/trees/r3010016.trees ../Simulation/Slim(primary)/trees/r3010017.trees ../Simulation/Slim(primary)/trees/r3010018.trees ../Simulation/Slim(primary)/trees/r3010019.trees ../Simulation/Slim(primary)/trees/r3010020.trees ../Simulation/Slim(primary)/trees/r3010021.trees ../Simulation/Slim(primary)/trees/r3010022.trees ../Simulation/Slim(primary)/trees/r3010023.trees ../Simulation/Slim(primary)/trees/r3010024.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/985282097.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,TajD,ZngE,FulD,bsfs,FerL,FayH,Omega,btree,Colless,path
0,100001.0,50,436,-0.1864745992837092,-0.20164227808669244,0.4788907341462179,-0.08812214338426086,0.1201048332613105,0.0012082458541510578,-0.06462654956734867,-0.5562608150107211,0.15631524887182596,r3010000.trees
0,100001.0,50,477,-0.1922727967982955,0.2938964549358483,0.9626929930688967,-0.6803312459813758,-0.44858111849920607,-0.06647669627338774,-0.47870757809057446,-0.506529743019509,0.14927293668790267,r3010001.trees
0,100001.0,50,402,0.08642711091589103,0.42135824395477356,-0.6022022416242635,-0.03201986981827472,-0.42981532328784416,-0.044937026804504364,-0.16690945600155369,-0.011977115406484214,0.12979024943310657,r3010002.trees
0,100001.0,50,387,-0.04551569767404955,-0.16737409130774253,0.5732024553495862,0.16120853449253145,0.16417185328068765,0.016302111970226255,-0.03397952694346718,-0.7827994752081074,0.16746099637459774,r3010003.trees
0,100001.0,50,363,-0.19250801327217745,-0.5287903292188175,0.4206430873482283,0.21156762358357667,0.49015665603690034,0.044774702759429096,0.2736701368819463,0.46107711470801305,0.11929464523239464,r3010004.trees
0,100001.0,50,435,0.4411827639477863,0.6029298889484453,-0.8065734222329934,0.46390627629930253,-0.4277333414893325,-0.01986549250257159,0.4921840825031814,0.4823661766729662,0.11611592311343141,r3010005.trees
0,100001.0,50,376,0.10300018221420779,-0.27180314084765755,0.21373281406263483,0.6738875767805642,0.37076977447054965,0.051219242634720705,0.3743618531509151,0.22980243786452562,0.11837856970199248,r3010006.trees
0,100001.0,50,452,0.06165284626404719,0.25544872897947796,-0.342975021497544,-0.11475855734533828,-0.2550155353984814,-0.025886004641959493,0.53899647242836,0.26438503326314594,0.11942113293915697,r3010007.trees
0,100001.0,50,480,0.07041327925674509,0.16518761849630326,0.5655552590129534,-0.11359310564156114,-0.14685836167891606,-0.012458063773391037,0.2097538842279208,-0.14325496131784354,0.1281584062196307,r3010008.trees
0,100001.0,50,514,-0.05423212242786781,-0.332619889224265,0.1949411817226784,0.21308377053029945,0.34728784500195214,0.03725782576874327,0.049741145286792084,0.07765764450856003,0.12841380454620874,r3010009.trees
0,100001.0,50,431,0.2869279942013798,0.01091488510766387,-0.5428667413240594,0.6260402206291448,0.1566420577454685,0.038587952529140934,0.40068063942729887,0.6860770003604273,0.10950756707177253,r3010010.trees
0,100001.0,50,331,-0.35617139066377435,0.7326436026499528,0.3319947509367032,-1.4351591536992105,-1.0456393212742778,-0.1493599632995819,-0.111186736652991,-0.20118989752687944,0.12744542261348984,r3010011.trees
0,100001.0,50,489,-0.09275537730865746,-0.03303031093397481,0.49456019786898464,-0.3739211052855622,-0.017047996391210136,-0.008486101657105947,0.2500769742772524,0.13956186678704874,0.11831813943851653,r3010012.trees
0,100001.0,50,524,0.3226957389109906,0.17171368621946262,-0.6357560448274646,0.43472251604369333,-0.005349632290360326,0.021868409149615683,0.3538630032895322,0.22223620637675506,0.11731014521193094,r3010013.trees
0,100001.0,50,491,-0.48856087948884924,-0.15897641565133797,0.9923987497257746,-1.3546474884557094,-0.10691223782673065,-0.04672050349858289,-0.352969123385585,-1.0522557459075519,0.1591344432509846,r3010014.trees
0,100001.0,50,417,0.19742513371961953,0.33281377058325384,0.11780891565896735,-0.01998268070189557,-0.2633544565213139,-0.017427908845731865,0.3293584903374538,0.42376422350288684,0.10862378659328902,r3010015.trees
0,100001.0,50,416,0.3856212515592017,0.06035313282306134,0.4464206165162274,0.8784395840230994,0.1583368771639458,0.04569600064033155,0.03288648828750856,0.015622925608992439,0.11927701313083372,r3010016.trees
0,100001.0,50,380,0.0726985682496048,0.18085635104303005,0.21581994942061655,0.12206774562300288,-0.16356645106141415,-0.014336353346991845,-0.008014170251220937,-0.33237160354392975,0.1458800283119028,r3010017.trees
0,100001.0,50,353,0.3946246156906468,0.18123615944683097,0.5675335791754932,0.6725665552088249,0.02530611875102235,0.030600872239629696,0.671133009239614,0.2710437629220611,0.12185534591194969,r3010018.trees
0,100001.0,50,380,-0.028290880006146213,0.21366603951597887,0.4884851001741017,-0.6810259972432067,-0.26045273461885654,-0.03289450944650763,0.012402359322899365,-0.14602235540105965,0.13023552444233508,r3010019.trees
0,100001.0,50,469,-0.264355163503847,-0.03654103440333319,0.24520023339028518,-0.6267313941829482,-0.1142190292836454,-0.03195918888146028,-0.008055371339441314,0.06950736899310277,0.1286235599767545,r3010020.trees
0,100001.0,50,473,-0.12507941153452534,0.15121772011845835,1.4373346644730867,-0.9352327520546585,-0.2462282552311221,-0.03785647402188138,0.051714487542082216,-0.5764131141783296,0.14037729629296652,r3010021.trees
0,100001.0,50,449,0.3558798501211741,0.5346687147199533,-0.5542506336364033,0.41152509026884787,-0.40005023029962333,-0.02252442942415608,0.05281350536003799,0.06423311487034969,0.13127380138658334,r3010022.trees
0,100001.0,50,449,0.2771374672878636,-0.18724944749951764,0.4027535231043974,1.6854593786724679,0.3769551280442987,0.06397088370012408,0.0412386150085497,-0.6880075430534462,0.15168658136829863,r3010023.trees
0,100001.0,50,479,0.14950593470288545,0.7912212329967844,-0.38566672479582076,-0.16893461507693142,-0.8141775910361481,-0.08587311507370972,-0.3218547389138101,-0.4921770859482397,0.14823774337321136,r3010024.trees
