#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3000000.trees ../Simulation/Slim(primary)/trees/r3000001.trees ../Simulation/Slim(primary)/trees/r3000002.trees ../Simulation/Slim(primary)/trees/r3000003.trees ../Simulation/Slim(primary)/trees/r3000004.trees ../Simulation/Slim(primary)/trees/r3000005.trees ../Simulation/Slim(primary)/trees/r3000006.trees ../Simulation/Slim(primary)/trees/r3000007.trees ../Simulation/Slim(primary)/trees/r3000008.trees ../Simulation/Slim(primary)/trees/r3000009.trees ../Simulation/Slim(primary)/trees/r3000010.trees ../Simulation/Slim(primary)/trees/r3000011.trees ../Simulation/Slim(primary)/trees/r3000012.trees ../Simulation/Slim(primary)/trees/r3000013.trees ../Simulation/Slim(primary)/trees/r3000014.trees ../Simulation/Slim(primary)/trees/r3000015.trees ../Simulation/Slim(primary)/trees/r3000016.trees ../Simulation/Slim(primary)/trees/r3000017.trees ../Simulation/Slim(primary)/trees/r3000018.trees ../Simulation/Slim(primary)/trees/r3000019.trees ../Simulation/Slim(primary)/trees/r3000020.trees ../Simulation/Slim(primary)/trees/r3000021.trees ../Simulation/Slim(primary)/trees/r3000022.trees ../Simulation/Slim(primary)/trees/r3000023.trees ../Simulation/Slim(primary)/trees/r3000024.trees ../Simulation/Slim(primary)/trees/r3000025.trees ../Simulation/Slim(primary)/trees/r3000026.trees ../Simulation/Slim(primary)/trees/r3000027.trees ../Simulation/Slim(primary)/trees/r3000028.trees ../Simulation/Slim(primary)/trees/r3000029.trees ../Simulation/Slim(primary)/trees/r3000030.trees ../Simulation/Slim(primary)/trees/r3000031.trees ../Simulation/Slim(primary)/trees/r3000032.trees ../Simulation/Slim(primary)/trees/r3000033.trees ../Simulation/Slim(primary)/trees/r3000034.trees ../Simulation/Slim(primary)/trees/r3000035.trees ../Simulation/Slim(primary)/trees/r3000036.trees ../Simulation/Slim(primary)/trees/r3000037.trees ../Simulation/Slim(primary)/trees/r3000038.trees ../Simulation/Slim(primary)/trees/r3000039.trees ../Simulation/Slim(primary)/trees/r3000040.trees ../Simulation/Slim(primary)/trees/r3000041.trees ../Simulation/Slim(primary)/trees/r3000042.trees ../Simulation/Slim(primary)/trees/r3000043.trees ../Simulation/Slim(primary)/trees/r3000044.trees ../Simulation/Slim(primary)/trees/r3000045.trees ../Simulation/Slim(primary)/trees/r3000046.trees ../Simulation/Slim(primary)/trees/r3000047.trees ../Simulation/Slim(primary)/trees/r3000048.trees ../Simulation/Slim(primary)/trees/r3000049.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/197469471.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,bsfs,FerL,ZngE,FulD,FayH,TajD,Omega,Colless,btree,path
0,100001.0,50,298,0.03179809050401121,0.6403052785126111,-0.7497831095519147,-0.11075624102074244,0.05063396876780932,-0.36747611592395985,0.06623682863460943,0.10650672482733552,0.541085133007706,r3000000.trees
0,100001.0,50,407,0.1159022290178977,-0.2437076920322316,0.32621139743889005,-0.12590480584183142,-0.013666288528641263,0.2180675925996281,-0.10538422639251913,0.11772936687902674,0.2514287648471694,r3000001.trees
0,100001.0,50,370,0.07677722173711635,-0.3583199006486536,0.4524865609885604,-0.9294161932728767,-0.023788962265168148,0.26849024845151015,0.2664357616640316,0.12212575088514939,0.20055451138703242,r3000002.trees
0,100001.0,50,420,0.19209314826312235,-0.7250962920939211,0.8749075812554278,-0.7528994497942544,-0.053582279074032194,0.4632937933461718,-0.034354631744393974,0.1229562000238692,0.13256405405223098,r3000003.trees
0,100001.0,50,425,0.004958637943490369,-0.3010482984500286,0.20678307031717177,-0.4691540854655994,-0.04339231995284554,-0.11058571486707856,-0.18480376695148318,0.13908649173955298,-0.2631122064821149,r3000004.trees
0,100001.0,50,439,0.18411274860626178,0.05125673290066349,0.0006644195248423171,0.1156598798218611,0.012230565272097382,0.08824865034063148,0.26067866610899115,0.12275435035892811,0.18679507229015693,r3000005.trees
0,100001.0,50,408,0.11489498221120463,-0.021671608289854243,0.09373946358944618,0.2655868352599401,0.007540642464343649,0.14475937254221266,0.18956660574785242,0.11760552174086009,0.1642777810132233,r3000006.trees
0,100001.0,50,450,-0.18777251342659604,-0.04177608229127532,-0.05339361351301592,0.06527288026513163,-0.0171014954373675,-0.1741685230070739,-0.04731305210892178,0.13353793293967334,-0.1810255187071549,r3000007.trees
0,100001.0,50,568,0.24515073079297126,0.1026377846222931,-0.07231762525909509,0.3331406634580514,0.014496701328168592,0.03418652098414785,-0.012073120036759671,0.1339738022868722,-0.16959823388286266,r3000008.trees
0,100001.0,50,414,-1.1142597125695701,-0.650233667206687,0.43823814762507024,0.6791029655678865,-0.0948929811142618,-0.2551087984339536,-0.3160129051077891,0.1270353302611367,-0.23043274105503264,r3000009.trees
0,100001.0,50,391,0.1667458330447982,0.2034698585688547,-0.1469997761218075,0.3822604847369606,0.028383322707442506,0.06071478794222819,0.12015530292646731,0.10839894333367865,0.334663378251594,r3000010.trees
0,100001.0,50,399,0.455795203453163,-0.05275735361029911,0.21232860363867556,0.27155242602644664,0.01621751515029457,0.321748196034635,0.28425613093457336,0.11606176561533704,0.4311847703371238,r3000011.trees
0,100001.0,50,522,-1.4259871907153843,-0.5039064270164141,0.16382999321795672,1.334581312893993,-0.09700007215636448,-0.5372910171147482,-0.20133713286914018,0.16330319256415438,-0.8238213976445039,r3000012.trees
