#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3040100.trees ../Simulation/Slim(primary)/trees/r3040101.trees ../Simulation/Slim(primary)/trees/r3040102.trees ../Simulation/Slim(primary)/trees/r3040103.trees ../Simulation/Slim(primary)/trees/r3040104.trees ../Simulation/Slim(primary)/trees/r3040105.trees ../Simulation/Slim(primary)/trees/r3040106.trees ../Simulation/Slim(primary)/trees/r3040107.trees ../Simulation/Slim(primary)/trees/r3040108.trees ../Simulation/Slim(primary)/trees/r3040109.trees ../Simulation/Slim(primary)/trees/r3040110.trees ../Simulation/Slim(primary)/trees/r3040111.trees ../Simulation/Slim(primary)/trees/r3040112.trees ../Simulation/Slim(primary)/trees/r3040113.trees ../Simulation/Slim(primary)/trees/r3040114.trees ../Simulation/Slim(primary)/trees/r3040115.trees ../Simulation/Slim(primary)/trees/r3040116.trees ../Simulation/Slim(primary)/trees/r3040117.trees ../Simulation/Slim(primary)/trees/r3040118.trees ../Simulation/Slim(primary)/trees/r3040119.trees ../Simulation/Slim(primary)/trees/r3040120.trees ../Simulation/Slim(primary)/trees/r3040121.trees ../Simulation/Slim(primary)/trees/r3040122.trees ../Simulation/Slim(primary)/trees/r3040123.trees ../Simulation/Slim(primary)/trees/r3040124.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/654431112.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,FulD,FerL,bsfs,FayH,ZngE,TajD,Colless,btree,Omega,path
0,100001.0,50,510,-0.7661657989893286,-0.09073547817031759,0.4302820736357705,0.009559707681499585,0.23007348267695946,0.2908501600759768,0.11865772509877313,0.21829255862833086,0.2661641802284596,r3040100.trees
0,100001.0,50,428,0.06479243126456224,-0.6800504659347071,-0.4806488877495189,-0.06678179051239558,0.6981829890009194,0.19749581569508504,0.1229123924702156,0.07120525714892643,-0.019896900290753344,r3040101.trees
0,100001.0,50,454,0.8516523046061932,-0.5685844266981059,-1.334810652171865,-0.08844243846603836,0.34194490172076836,-0.30288002848083145,0.1612550359949805,-1.078206443965948,-0.7324918229229623,r3040102.trees
0,100001.0,50,448,-0.052029043302057765,0.170508309802184,1.1924042632791485,0.0540286772821985,0.10110653681393296,0.48486674775939015,0.13910330971766946,-0.0020372316214820763,0.4346628404428074,r3040103.trees
0,100001.0,50,385,0.05495734453885717,0.5438415374767198,0.20793719801579308,0.05529264320707294,-0.5449537143397771,-0.13239437781389776,0.1156135531135531,0.30871735763006736,0.654252645247746,r3040104.trees
0,100001.0,50,493,-0.7991108228399486,-0.09051785743613512,0.2513547674581026,0.00520509198717707,0.19735043809364322,0.22806021718193634,0.11817974612525423,0.18578327536445763,0.4310562470050838,r3040105.trees
0,100001.0,50,520,0.09764133166188875,-0.09481269274717459,-0.1971087390634418,-0.01276497238372574,0.07155113273557405,-0.022407124004834106,0.1348299319727891,-0.24820831918113678,-0.25150229758598164,r3040106.trees
0,100001.0,50,502,0.24881429810922573,-0.12138363221370353,0.42682981667528225,0.004748485479379969,0.24811233742496555,0.27381553138285786,0.10243592386449529,0.9156383350465119,0.46261606920485016,r3040107.trees
0,100001.0,50,389,1.7711766841300445,-0.04023984540400492,-1.9716712215316992,-0.05399407933582843,-0.32827832497624676,-0.70447569636552,0.19082049997913275,-1.4599652558865304,-0.7603656408629176,r3040108.trees
0,100001.0,50,532,0.8852651753569497,0.15396592052010274,-0.22326149042586815,0.011074252909708319,-0.1878352639534313,-0.1020113984325012,0.1420327956510115,-0.4477262142192991,0.15517121542919926,r3040109.trees
