#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3040100.trees ../Simulation/Slim(primary)/trees/r3040101.trees ../Simulation/Slim(primary)/trees/r3040102.trees ../Simulation/Slim(primary)/trees/r3040103.trees ../Simulation/Slim(primary)/trees/r3040104.trees ../Simulation/Slim(primary)/trees/r3040105.trees ../Simulation/Slim(primary)/trees/r3040106.trees ../Simulation/Slim(primary)/trees/r3040107.trees ../Simulation/Slim(primary)/trees/r3040108.trees ../Simulation/Slim(primary)/trees/r3040109.trees ../Simulation/Slim(primary)/trees/r3040110.trees ../Simulation/Slim(primary)/trees/r3040111.trees ../Simulation/Slim(primary)/trees/r3040112.trees ../Simulation/Slim(primary)/trees/r3040113.trees ../Simulation/Slim(primary)/trees/r3040114.trees ../Simulation/Slim(primary)/trees/r3040115.trees ../Simulation/Slim(primary)/trees/r3040116.trees ../Simulation/Slim(primary)/trees/r3040117.trees ../Simulation/Slim(primary)/trees/r3040118.trees ../Simulation/Slim(primary)/trees/r3040119.trees ../Simulation/Slim(primary)/trees/r3040120.trees ../Simulation/Slim(primary)/trees/r3040121.trees ../Simulation/Slim(primary)/trees/r3040122.trees ../Simulation/Slim(primary)/trees/r3040123.trees ../Simulation/Slim(primary)/trees/r3040124.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/654431112.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,FulD,FerL,bsfs,FayH,ZngE,TajD,Colless,btree,Omega,path
0,100001.0,50,615,-0.475134607097263,-0.49632238877230456,0.10245710147087404,-0.035668281626182616,0.6054264497937,0.3281208291261495,0.1313892223556089,-0.07456526376984465,0.2505322491325962,r3040110.trees
0,100001.0,50,437,0.4024642764276992,-0.3451205206109439,-0.9849909231682883,-0.06555172679842493,0.11991123138789646,-0.353487498198803,0.13659147869674185,-0.27935866781203683,0.05997106560389028,r3040111.trees
0,100001.0,50,512,0.35337119554946467,-0.4151241222217509,-0.4341447975064666,-0.051634240668546855,0.3449278783767938,-0.03693604493152171,0.11496598639455782,0.29072494359317697,0.13988946352649967,r3040112.trees
0,100001.0,50,461,-0.304181678038064,0.12561929284376672,0.5530151418897378,0.03022174132152289,0.0036192288264312263,0.22004555073789286,0.1353508408439518,-0.14735010282975997,0.5346420344220784,r3040113.trees
0,100001.0,50,463,0.41907603859260245,-0.646600765735381,-0.06554537574184678,-0.056353273260933104,0.7163294771682092,0.28898069983525076,0.13650114423649645,-0.3904954531154418,-0.4401127078106224,r3040114.trees
0,100001.0,50,458,1.1066878383349419,0.1120446348195054,-1.0832179474147534,-0.02462493805352208,-0.3788874935570502,-0.5429030180063408,0.13809798112793506,-0.35959268612075446,-0.43848460920271176,r3040115.trees
0,100001.0,50,463,1.635372085821915,0.02719575784829434,-1.3968052927437205,-0.024781729331001767,-0.23129814442295962,-0.4012640408662909,0.14462433017899898,-0.7121078219190573,-0.41071349350671776,r3040116.trees
0,100001.0,50,399,-0.5077391753378498,-0.15839162264563353,1.1294506919544245,0.02702637049837713,0.4773816863546852,0.6558514835544339,0.12630247220839555,-0.046470502251943664,-0.050331588571038643,r3040117.trees
0,100001.0,50,350,-0.20252148323785304,0.10794108954164393,0.42096909969427243,0.02472556447348317,-0.006921351794012144,0.17008095377473462,0.12382350200354114,0.22551521234008068,0.35268055154891503,r3040118.trees
0,100001.0,50,431,0.7632007122248565,-0.075654785836457,-1.0284923766172471,-0.04279541050033863,-0.18404581714636922,-0.48461978034516445,0.16119431643625193,-0.8597703122306057,-0.7166499128245452,r3040119.trees
0,100001.0,50,374,0.5094687554796424,0.3745543515097915,-0.07294598052857543,0.031020721872075732,-0.4275452400524322,-0.19250458316438904,0.13401967930029154,-0.20140627960712892,-0.19111955462512215,r3040120.trees
0,100001.0,50,506,0.07429960038436012,-0.25884662571613976,0.001501675560375325,-0.02146601265730948,0.2947173226167088,0.13089329681552517,0.1295322252612385,0.09167085932316689,-0.08797919856961306,r3040121.trees
0,100001.0,50,374,0.11374057331722251,0.078034352633969,0.5940155559870692,0.02596348628303281,0.054851857197251684,0.23891989624615176,0.11192095885973437,0.6388616423150685,0.6457927509139196,r3040122.trees
0,100001.0,50,410,-0.7631080874732449,0.10454139827394833,1.0094648221254388,0.03989954211189978,0.11172621316647628,0.39384251605994974,0.14640491958372753,-0.4496712289889951,0.364403686251908,r3040123.trees
0,100001.0,50,494,0.03609650279880399,-0.3298780419286127,0.3354310085438433,-0.009404860587813785,0.5087807456553566,0.4243346222996923,0.11937221125009144,0.2806207670590878,0.2867522803050075,r3040124.trees
