#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3010150.trees ../Simulation/Slim(primary)/trees/r3010151.trees ../Simulation/Slim(primary)/trees/r3010152.trees ../Simulation/Slim(primary)/trees/r3010153.trees ../Simulation/Slim(primary)/trees/r3010154.trees ../Simulation/Slim(primary)/trees/r3010155.trees ../Simulation/Slim(primary)/trees/r3010156.trees ../Simulation/Slim(primary)/trees/r3010157.trees ../Simulation/Slim(primary)/trees/r3010158.trees ../Simulation/Slim(primary)/trees/r3010159.trees ../Simulation/Slim(primary)/trees/r3010160.trees ../Simulation/Slim(primary)/trees/r3010161.trees ../Simulation/Slim(primary)/trees/r3010162.trees ../Simulation/Slim(primary)/trees/r3010163.trees ../Simulation/Slim(primary)/trees/r3010164.trees ../Simulation/Slim(primary)/trees/r3010165.trees ../Simulation/Slim(primary)/trees/r3010166.trees ../Simulation/Slim(primary)/trees/r3010167.trees ../Simulation/Slim(primary)/trees/r3010168.trees ../Simulation/Slim(primary)/trees/r3010169.trees ../Simulation/Slim(primary)/trees/r3010170.trees ../Simulation/Slim(primary)/trees/r3010171.trees ../Simulation/Slim(primary)/trees/r3010172.trees ../Simulation/Slim(primary)/trees/r3010173.trees ../Simulation/Slim(primary)/trees/r3010174.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/806750071.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,FerL,ZngE,bsfs,TajD,FayH,FulD,Colless,btree,Omega,path
0,100001.0,50,431,-0.038583853861891095,0.2870488165529669,1.1437071304820037,0.4901470396590557,0.029648083730003917,-0.19916477986381848,0.13017707082833133,0.13295352365084145,0.33049541268450483,r3010150.trees
0,100001.0,50,422,0.15516637339006167,-0.13239586847026505,0.07970972211669132,0.007017814968818658,0.01887767970021957,-0.16827555850047418,0.13160584430816663,0.016763973098756473,-0.10440448513104468,r3010151.trees
0,100001.0,50,434,-0.5163212343396832,0.6445286731789708,0.1343640412574439,0.37139719556340095,-0.0352319032227187,-0.6642982737560041,0.11356818008102118,0.2733011307730769,0.21499229919056673,r3010152.trees
0,100001.0,50,438,0.5922891913675985,-0.5879369243243785,0.294604656415622,-0.13293263049801046,0.06086856138886253,-0.5192175969418198,0.11353506920009382,0.13044166692646258,-0.0355577732519732,r3010153.trees
0,100001.0,50,340,-0.1635024057120413,0.15653829075539694,-0.43355252821796136,0.02578417754009337,-0.01764480115541301,1.2367683576677637,0.16543839758125473,-1.093650691863011,0.2001357859479141,r3010154.trees
0,100001.0,50,323,0.07932524858133247,-0.27002990254542286,-0.9753396775214954,-0.38950376489362126,-0.01781136716110463,1.382753290176741,0.1315558481457099,-0.13664244847842053,0.005559445495599916,r3010155.trees
0,100001.0,50,342,0.14851496126311614,-0.1761365891375085,-0.22797795279550226,-0.08930080783246126,0.011417758469624987,0.08591555769100263,0.14738704123624757,-0.3291100136290056,0.006391508416341717,r3010156.trees
0,100001.0,50,510,-0.17974639706294668,0.06673784843736355,-0.3499030540446332,-0.17564374830310703,-0.03349207836614015,-0.6208017783939946,0.144609479305741,-0.37865403607580206,-0.22921970253359775,r3010157.trees
0,100001.0,50,443,-0.5634535636997625,0.5568530428426341,0.03658234006798325,0.1216631613207459,-0.05822941228266557,-0.3833355583414844,0.14316635745207174,-0.41827037939494127,-0.38775273362234347,r3010158.trees
0,100001.0,50,381,0.2122405635286007,-0.18031510990891528,0.2902612581308848,0.011037208330940294,0.025964554555313116,-0.6092405302052797,0.1398855737947353,-0.22435761157479245,0.09387976134873609,r3010159.trees
