#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3010150.trees ../Simulation/Slim(primary)/trees/r3010151.trees ../Simulation/Slim(primary)/trees/r3010152.trees ../Simulation/Slim(primary)/trees/r3010153.trees ../Simulation/Slim(primary)/trees/r3010154.trees ../Simulation/Slim(primary)/trees/r3010155.trees ../Simulation/Slim(primary)/trees/r3010156.trees ../Simulation/Slim(primary)/trees/r3010157.trees ../Simulation/Slim(primary)/trees/r3010158.trees ../Simulation/Slim(primary)/trees/r3010159.trees ../Simulation/Slim(primary)/trees/r3010160.trees ../Simulation/Slim(primary)/trees/r3010161.trees ../Simulation/Slim(primary)/trees/r3010162.trees ../Simulation/Slim(primary)/trees/r3010163.trees ../Simulation/Slim(primary)/trees/r3010164.trees ../Simulation/Slim(primary)/trees/r3010165.trees ../Simulation/Slim(primary)/trees/r3010166.trees ../Simulation/Slim(primary)/trees/r3010167.trees ../Simulation/Slim(primary)/trees/r3010168.trees ../Simulation/Slim(primary)/trees/r3010169.trees ../Simulation/Slim(primary)/trees/r3010170.trees ../Simulation/Slim(primary)/trees/r3010171.trees ../Simulation/Slim(primary)/trees/r3010172.trees ../Simulation/Slim(primary)/trees/r3010173.trees ../Simulation/Slim(primary)/trees/r3010174.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/806750071.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,FerL,ZngE,bsfs,TajD,FayH,FulD,Colless,btree,Omega,path
0,100001.0,50,448,0.06856711952898989,-0.3502987680922544,-1.1763351138698392,-0.5614671747281073,-0.031069504430416044,0.6755854376949247,0.17750639859904357,-1.111617970143898,-0.7435424362198357,r3010160.trees
0,100001.0,50,386,-0.2711837213714573,0.48394447100105376,0.855985687049925,0.4772597377352862,0.0011637071480969266,-0.22216272426299546,0.12823034241629613,0.11922205601773346,0.1436990376313469,r3010161.trees
0,100001.0,50,398,-0.04981653923985637,0.02700713599738664,0.010779320981630725,-0.03226928424837821,-0.008163098197696938,-0.463536461441474,0.13697682462815636,-0.2484162967436486,-0.13983690913617647,r3010162.trees
0,100001.0,50,426,-0.26358334835657776,0.3053579209518592,-0.1380620332635853,0.1438207708135408,-0.021189359424584404,0.11532258640665212,0.13512266608771167,-0.27297284811946343,0.1070557467771605,r3010163.trees
0,100001.0,50,413,-0.5932607739436129,0.24948972367836267,-1.1129052849000804,-0.5239103638118571,-0.10691424489959361,-0.4587788224227497,0.16513145798860085,-0.5208960972324578,-0.38471080809549724,r3010164.trees
0,100001.0,50,404,0.5274818035325153,-0.3567432030675708,0.8231234776312506,0.20456114303262382,0.0768393820594742,-0.029088885382772264,0.10736516828953803,0.723495514784237,0.5282510677363449,r3010165.trees
0,100001.0,50,440,-0.0956046035012456,0.25853317469330894,0.4212019749686916,0.3381160448700721,0.012279484882836238,-0.935893681029,0.11890184645286686,0.12493217152059632,0.024053052397439215,r3010166.trees
0,100001.0,50,415,0.10201917575674772,-0.1893269877290095,-0.24907772907686004,-0.1934442225792503,-0.001415932783709595,0.31267288061640425,0.17006340579710147,-0.870892325529249,-0.6818108665508776,r3010167.trees
0,100001.0,50,466,-0.12963859978311437,0.38985683244398106,0.6813498132406777,0.5341851932577962,0.0219337465908667,-0.9405328464432974,0.1111374782471128,0.5303122527083867,0.4581396151383525,r3010168.trees
0,100001.0,50,451,0.46512365612472983,-0.38035455694430237,0.4832602909381767,0.05307949217851789,0.05876774599978287,-0.007882605171339327,0.11332139238674194,0.46168112722448545,0.7148352485536209,r3010169.trees
0,100001.0,50,482,-0.21514768032249917,0.0004080577791498624,-0.8377388043110933,-0.3639690661755019,-0.05083718596719867,0.7648198904918342,0.16266610271051427,-0.842735938363234,-0.3639957862179728,r3010170.trees
0,100001.0,50,427,-0.1400006214022679,0.12772620781419616,0.03420632264954328,0.009673075805553618,-0.015912097064352128,-0.5170806003346483,0.12321063394683025,0.2557560515661595,-0.04419669671737508,r3010171.trees
0,100001.0,50,524,0.2563909822582402,0.11252566560426358,1.6855113153263626,0.6518285619663745,0.07574046834229003,-0.324457891484916,0.09641237447359896,0.9351371681552524,0.6084826362767239,r3010172.trees
0,100001.0,50,474,-0.3692153880498228,0.47634935785481675,0.2576004692754701,0.2951250444545962,-0.023087634105800958,-0.7927294395523612,0.1385204081632653,-0.31822586077501896,0.20103690256540796,r3010173.trees
0,100001.0,50,463,0.015024188241107421,0.13478465736065653,0.3716251642507857,0.28618491729919204,0.021747827211608967,0.22702929429323765,0.10512692882030861,0.6247308767679098,0.41679438845132566,r3010174.trees
