#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3030150.trees ../Simulation/Slim(primary)/trees/r3030151.trees ../Simulation/Slim(primary)/trees/r3030152.trees ../Simulation/Slim(primary)/trees/r3030153.trees ../Simulation/Slim(primary)/trees/r3030154.trees ../Simulation/Slim(primary)/trees/r3030155.trees ../Simulation/Slim(primary)/trees/r3030156.trees ../Simulation/Slim(primary)/trees/r3030157.trees ../Simulation/Slim(primary)/trees/r3030158.trees ../Simulation/Slim(primary)/trees/r3030159.trees ../Simulation/Slim(primary)/trees/r3030160.trees ../Simulation/Slim(primary)/trees/r3030161.trees ../Simulation/Slim(primary)/trees/r3030162.trees ../Simulation/Slim(primary)/trees/r3030163.trees ../Simulation/Slim(primary)/trees/r3030164.trees ../Simulation/Slim(primary)/trees/r3030165.trees ../Simulation/Slim(primary)/trees/r3030166.trees ../Simulation/Slim(primary)/trees/r3030167.trees ../Simulation/Slim(primary)/trees/r3030168.trees ../Simulation/Slim(primary)/trees/r3030169.trees ../Simulation/Slim(primary)/trees/r3030170.trees ../Simulation/Slim(primary)/trees/r3030171.trees ../Simulation/Slim(primary)/trees/r3030172.trees ../Simulation/Slim(primary)/trees/r3030173.trees ../Simulation/Slim(primary)/trees/r3030174.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/923644681.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,bsfs,ZngE,FayH,FerL,FulD,TajD,Colless,btree,Omega,path
0,100001.0,50,340,-0.4719877759154402,1.03837261486033,-0.16360188098321282,-1.2802747296491523,-1.0687605818310641,-0.1617830748038853,0.13803088803088803,-0.576824020643969,-0.37937211104311125,r3030163.trees
0,100001.0,50,340,-1.5308737251650897,0.09616374159468574,-0.10452756360140782,-0.4942617941261589,1.1932678116394846,-0.6538896599956415,0.18057260498184236,-1.3430121453601989,-0.453112324454331,r3030164.trees
0,100001.0,50,458,-1.7303388839723866,1.1155210764780241,-0.16811312499892528,-1.346351693363607,1.4949511573360925,-0.12555956878612431,0.1592446761313221,-0.9318728724882482,-0.5082071876054447,r3030165.trees
0,100001.0,50,316,-5.039125564503365,1.6131328662208724,-0.4202360969537881,-2.684651393788363,1.064915718369806,-1.434969953380272,0.28538154392191656,-2.634774348666122,-0.9085132520150438,r3030166.trees
0,100001.0,50,362,-1.1648821253498357e-07,0.899405499590864,-0.06668536338460848,-0.793824981062451,-0.10049845562751278,0.39521190226483655,0.16244034927403797,-1.0533796018556458,-0.22978465541662135,r3030167.trees
0,100001.0,50,308,-2.580846772657484,1.0113256606139458,-0.2252588378321535,-1.5222872540002572,0.3139743736780768,-0.6259808548205443,0.1808806091243837,-1.3730131852346388,-0.9819830500296909,r3030168.trees
0,100001.0,50,353,-3.924520716200572,0.26764686492317097,-0.17290736753286698,-0.8800587258754982,1.8667456663019428,-0.9768096364370901,0.22214175992977836,-2.3530020371953695,-1.060638187230896,r3030169.trees
0,100001.0,50,385,-3.7975543029050285,1.1483025064362218,-0.2863322028048327,-1.8614183397359967,0.7470507400621004,-0.9362585026549778,0.22663413191363505,-2.2092862552050216,-0.6080494922808746,r3030170.trees
0,100001.0,50,369,-3.5985877498610166,0.2737761306035105,-0.18402721523182808,-0.9309375808724526,0.520788599663523,-1.0510134213307316,0.19071404785690502,-1.8724443291291688,-1.167746596573301,r3030171.trees
0,100001.0,50,328,-2.169589623485051,0.6754082647781822,-0.18933958360955458,-1.1808077038417637,0.2749068180998103,-0.6972695045620877,0.16849290051591106,-1.078686025094673,-0.4581692462305606,r3030172.trees
0,100001.0,50,430,-3.263465795642281,1.1201023172824318,-0.2652864629771897,-1.7585053476070465,0.4970246899038659,-0.8158586359389886,0.2102737067981555,-2.119470788274751,-0.8749393227664649,r3030173.trees
0,100001.0,50,309,-2.038204573780892,0.7852412230268393,-0.15573563048977027,-1.1016123343846278,1.2110845985545584,-0.3492297493270671,0.19808903291046148,-1.7112040983595471,-0.5286243572917705,r3030174.trees
