#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3030150.trees ../Simulation/Slim(primary)/trees/r3030151.trees ../Simulation/Slim(primary)/trees/r3030152.trees ../Simulation/Slim(primary)/trees/r3030153.trees ../Simulation/Slim(primary)/trees/r3030154.trees ../Simulation/Slim(primary)/trees/r3030155.trees ../Simulation/Slim(primary)/trees/r3030156.trees ../Simulation/Slim(primary)/trees/r3030157.trees ../Simulation/Slim(primary)/trees/r3030158.trees ../Simulation/Slim(primary)/trees/r3030159.trees ../Simulation/Slim(primary)/trees/r3030160.trees ../Simulation/Slim(primary)/trees/r3030161.trees ../Simulation/Slim(primary)/trees/r3030162.trees ../Simulation/Slim(primary)/trees/r3030163.trees ../Simulation/Slim(primary)/trees/r3030164.trees ../Simulation/Slim(primary)/trees/r3030165.trees ../Simulation/Slim(primary)/trees/r3030166.trees ../Simulation/Slim(primary)/trees/r3030167.trees ../Simulation/Slim(primary)/trees/r3030168.trees ../Simulation/Slim(primary)/trees/r3030169.trees ../Simulation/Slim(primary)/trees/r3030170.trees ../Simulation/Slim(primary)/trees/r3030171.trees ../Simulation/Slim(primary)/trees/r3030172.trees ../Simulation/Slim(primary)/trees/r3030173.trees ../Simulation/Slim(primary)/trees/r3030174.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/923644681.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,bsfs,ZngE,FayH,FerL,FulD,TajD,Colless,btree,Omega,path
0,100001.0,50,377,-4.942434328315973,-0.0006912160133545627,-0.21565678800519206,-0.9078384316542045,2.599306058042706,-1.5436375427595797,0.2382379126147103,-2.507681235380277,-1.597561151772576,r3030150.trees
0,100001.0,50,341,-3.503732211632696,1.240720268432676,-0.2815471754497088,-1.891595742671165,0.5729191957108642,-0.8086377832771708,0.17174293960008247,-1.183527877676454,-1.1119786515765495,r3030151.trees
0,100001.0,50,274,-4.920689970197538,0.8719277776706092,-0.3486639499347819,-1.9567692939147265,1.8373944012605345,-1.638278571314141,0.27269828385899814,-3.022502813537056,-1.535639396835662,r3030152.trees
0,100001.0,50,307,-4.574674504675328,1.0841856877827327,-0.3110605199578251,-1.9237443511458017,1.047756122573919,-1.1678440714966944,0.21666534830986658,-2.2112042429188286,-1.059886863273819,r3030153.trees
0,100001.0,50,419,-1.818009508770438,0.5072747306708657,-0.1442860029671362,-0.8980615314589233,0.41967383335279784,-0.5420668330919747,0.16545944802791585,-1.0494638533436484,-0.4972548456490019,r3030154.trees
0,100001.0,50,461,-4.58744890163731,0.9973508939909927,-0.27097753761263677,-1.713610477073017,1.0780913997901138,-0.9770147433539538,0.20125458560387505,-2.130365252335538,-0.8099582460777692,r3030155.trees
0,100001.0,50,346,-2.337088623806711,1.7874542669612137,-0.31023622686789576,-2.324523938368201,-0.2950925444786899,-0.4837585748613818,0.184743625341293,-1.4620328560508944,-1.1312248178789177,r3030156.trees
0,100001.0,50,416,-4.827453682437331,0.5008696351134565,-0.2419476999617057,-1.3063156158073868,2.7961475079003595,-1.2474462036512586,0.27648526077097507,-2.909469453272526,-1.0210079996227088,r3030157.trees
0,100001.0,50,332,-1.3900974559978243,0.6116691551356136,-0.16032565081330366,-1.0227051729496985,0.276561979069192,-0.5520412228269972,0.14362795477903392,-0.64492509000965,-0.4755880529890321,r3030158.trees
0,100001.0,50,245,-4.470921835184938,0.5815862761153877,-0.25749972196505194,-1.4066461572882458,2.1396559008068325,-1.2671828533845855,0.1988207370860432,-1.6203834030563973,-0.7961385167288835,r3030159.trees
0,100001.0,50,331,-1.5683788367857083,0.800260003423004,-0.19134608485848045,-1.2606262448216268,-0.2040965199444317,-0.5905927980939741,0.2419121784051967,-1.8946317404925341,-0.9134769408822768,r3030160.trees
0,100001.0,50,242,-4.760232021114555,0.6047457356057836,-0.3033658151990091,-1.6108538978905163,1.8409376820944865,-1.570886033893001,0.26587938546205,-2.908396092229486,-1.6828352015259103,r3030161.trees
0,100001.0,50,343,-0.06929578710806797,0.4629423240766506,-0.056508497903726265,-0.5017570121256664,-0.1395320817645856,0.04524510461434193,0.1548639455782313,-0.44661287888074913,-0.49314806872591094,r3030162.trees
