#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3000400.trees ../Simulation/Slim(primary)/trees/r3000401.trees ../Simulation/Slim(primary)/trees/r3000402.trees ../Simulation/Slim(primary)/trees/r3000403.trees ../Simulation/Slim(primary)/trees/r3000404.trees ../Simulation/Slim(primary)/trees/r3000405.trees ../Simulation/Slim(primary)/trees/r3000406.trees ../Simulation/Slim(primary)/trees/r3000407.trees ../Simulation/Slim(primary)/trees/r3000408.trees ../Simulation/Slim(primary)/trees/r3000409.trees ../Simulation/Slim(primary)/trees/r3000410.trees ../Simulation/Slim(primary)/trees/r3000411.trees ../Simulation/Slim(primary)/trees/r3000412.trees ../Simulation/Slim(primary)/trees/r3000413.trees ../Simulation/Slim(primary)/trees/r3000414.trees ../Simulation/Slim(primary)/trees/r3000415.trees ../Simulation/Slim(primary)/trees/r3000416.trees ../Simulation/Slim(primary)/trees/r3000417.trees ../Simulation/Slim(primary)/trees/r3000418.trees ../Simulation/Slim(primary)/trees/r3000419.trees ../Simulation/Slim(primary)/trees/r3000420.trees ../Simulation/Slim(primary)/trees/r3000421.trees ../Simulation/Slim(primary)/trees/r3000422.trees ../Simulation/Slim(primary)/trees/r3000423.trees ../Simulation/Slim(primary)/trees/r3000424.trees ../Simulation/Slim(primary)/trees/r3000425.trees ../Simulation/Slim(primary)/trees/r3000426.trees ../Simulation/Slim(primary)/trees/r3000427.trees ../Simulation/Slim(primary)/trees/r3000428.trees ../Simulation/Slim(primary)/trees/r3000429.trees ../Simulation/Slim(primary)/trees/r3000430.trees ../Simulation/Slim(primary)/trees/r3000431.trees ../Simulation/Slim(primary)/trees/r3000432.trees ../Simulation/Slim(primary)/trees/r3000433.trees ../Simulation/Slim(primary)/trees/r3000434.trees ../Simulation/Slim(primary)/trees/r3000435.trees ../Simulation/Slim(primary)/trees/r3000436.trees ../Simulation/Slim(primary)/trees/r3000437.trees ../Simulation/Slim(primary)/trees/r3000438.trees ../Simulation/Slim(primary)/trees/r3000439.trees ../Simulation/Slim(primary)/trees/r3000440.trees ../Simulation/Slim(primary)/trees/r3000441.trees ../Simulation/Slim(primary)/trees/r3000442.trees ../Simulation/Slim(primary)/trees/r3000443.trees ../Simulation/Slim(primary)/trees/r3000444.trees ../Simulation/Slim(primary)/trees/r3000445.trees ../Simulation/Slim(primary)/trees/r3000446.trees ../Simulation/Slim(primary)/trees/r3000447.trees ../Simulation/Slim(primary)/trees/r3000448.trees ../Simulation/Slim(primary)/trees/r3000449.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/535190256.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,FayH,TajD,bsfs,FulD,ZngE,FerL,Omega,Colless,btree,path
0,100001.0,50,363,-0.007806728099576265,-0.04948601009913362,-0.050601294208508056,-0.06852011568661177,0.006550376354691053,-0.036593281540204914,0.014899828006577217,0.13205050232013335,-0.03637275649101023,r3000413.trees
0,100001.0,50,419,0.005593480396558628,0.44169093943151,0.5163675966425798,-0.07520607392098268,0.4148735671502886,-0.21304040050853884,0.24541541586311902,0.10550048590864919,0.46964605626424794,r3000414.trees
0,100001.0,50,392,0.03843414500093866,0.14080463075431723,0.6321108758552647,0.523967348352873,-0.13858879206191382,0.24103322814682637,0.3098113857967568,0.11920068027210884,0.47466298176874755,r3000415.trees
0,100001.0,50,427,0.04614666320601127,0.1949897822547487,0.6291881638380085,-0.5517708456586492,-0.13998040100749634,0.27458212921446984,0.09007900548374247,0.1170901528928403,0.3450152296511709,r3000416.trees
0,100001.0,50,350,-0.003908607967119698,-0.5323741823618767,-1.1754888557462424,2.3334799169311595,-0.5199605333103358,0.28026590405440494,-0.27200776158227435,0.16426801934646693,-0.844759398181438,r3000417.trees
0,100001.0,50,432,-0.07617627710443772,-0.7099174220665245,-2.6298948632822983,1.5425182691782873,-0.16980864687206182,-0.2246767737651648,-0.2199294815292682,0.14480143408714838,-0.7077730279454493,r3000418.trees
0,100001.0,50,439,-0.0001230748706626125,-0.08426302705781913,-0.30852378232306643,1.533054610283419,-0.08617085811613626,0.04862623643285189,-0.3233310193183729,0.1311981439974834,-0.30037465711018246,r3000419.trees
0,100001.0,50,517,-0.02543006366501456,-0.10481474710202647,-0.0963777412235331,-1.0012340913147049,0.08024401246763815,-0.15335695038701253,0.35262844101689683,0.10796424952959907,0.5316360424356966,r3000420.trees
0,100001.0,50,422,0.03222569569850963,0.11549455768780197,0.24481811067016793,-0.41396707165823526,-0.11907656648254827,0.2038886941748733,-0.16002364718963127,0.11945301376364499,0.17003045074292988,r3000421.trees
0,100001.0,50,471,0.03276965480409375,0.7424351501519426,1.102189834681789,-0.8397037421182352,0.5249454504606499,-0.16085991366095512,0.6605355764498673,0.11188107083629471,0.6679429978703746,r3000422.trees
0,100001.0,50,419,0.01688521819998605,0.3400313526486801,0.7385086483805687,-0.6054345460000345,0.22634538674136967,-0.057868459126027165,0.23851801149104335,0.0981124220521542,0.6814804834237375,r3000423.trees
0,100001.0,50,450,0.0329423277621954,0.26565856295420914,0.6571785693746969,-0.2639993682849944,0.030657506243065395,0.12164474351198575,0.2931302876992025,0.1187127700821261,0.5370407385876104,r3000424.trees
0,100001.0,50,470,0.005912681352377309,0.3289529458452204,0.3070256690289822,0.3638072978448699,0.29636843001830643,-0.14401741469901777,0.27542382974743496,0.12533608681567865,0.07081628613173131,r3000425.trees
0,100001.0,50,309,0.06317329914138534,-0.15522024066596052,0.32962986885287204,0.5414804380518465,-0.6240441723510556,0.6212582311188004,0.4027962580762619,0.12113702623906704,0.30157138086800367,r3000426.trees
0,100001.0,50,394,-0.04902213629916552,-0.31863769941906966,-0.4910035970944768,0.12885082661026606,0.0332636243748688,-0.2255862776097781,-0.08742107082316378,0.1353241861716438,-0.29161586926494415,r3000427.trees
0,100001.0,50,539,-0.004146624964299467,0.5710368187699478,0.4034019126980775,-0.07701543736036458,0.6220534664507503,-0.37219361207770363,0.37951069889768013,0.12144510582010583,0.24637594410335875,r3000428.trees
0,100001.0,50,531,0.024695400795161877,0.028896805194783746,0.25503983490073395,0.2787035037260329,-0.15343388539312378,0.19200864551715227,0.3958445266677721,0.10399549430161674,0.5908724008639928,r3000429.trees
0,100001.0,50,326,0.0010155180369934285,0.0041052437637141516,-0.2869775932868281,0.5235118339248169,-0.0032454531134760325,0.006117531087068326,-0.03122749602648857,0.11926311620538625,-0.010910535405531312,r3000430.trees
0,100001.0,50,369,0.017766566762744497,-0.47097558742206236,-0.812145886649503,1.202579415893586,-0.6168881630114936,0.4267631845236931,0.5000674584377269,0.1279175463288764,0.09735689337646547,r3000431.trees
0,100001.0,50,473,-0.001163606499258272,-0.21192140475739077,-0.2561511795900253,0.18394507156575024,-0.21054736576983538,0.11514564623856816,0.25424777566845735,0.11695153061224489,0.27652947855535415,r3000432.trees
0,100001.0,50,517,0.02131580066836352,0.03135614395605938,0.2939395155319342,-0.6283796483814138,-0.12574266897811925,0.16188877323998238,0.3117606223249338,0.11052462459638233,0.47844456398297547,r3000433.trees
0,100001.0,50,485,-0.006641640584418919,-0.11624360320373896,-0.21054026374313192,-0.11604400468706624,-0.07100426603724846,0.012407848733691327,0.2932927658296543,0.12364677053617146,0.25455383668632875,r3000434.trees
0,100001.0,50,442,0.048108533147268505,0.49802223236101584,1.1840120013162774,-0.5443464754479851,0.15855486911412545,0.11270057898300467,0.3339624260307477,0.10931697003125573,0.7126496067348813,r3000435.trees
0,100001.0,50,506,-0.0011210102973043179,-0.11014418371568702,-0.06441339063792549,-0.45312686043862627,-0.10566583721625504,0.05550558861943055,0.13366221640585804,0.11641416770789947,0.3784751070208295,r3000436.trees
0,100001.0,50,408,-0.05484555100849727,-0.44853369108205887,-1.0632703799715961,0.8100215158480335,-0.05771396024223709,-0.19836521959407538,-0.3971359501334048,0.1333624358834443,-0.42019533592862895,r3000437.trees
0,100001.0,50,456,0.04891813460230178,0.8371267576370967,1.1955623396301738,-0.6938379909189475,0.5031142281094084,-0.08027809618827961,0.7114076384231373,0.09758821110861927,1.038303386032784,r3000438.trees
0,100001.0,50,456,0.04428253783254082,0.12148987065005065,0.7066843949991647,0.05357904177038081,-0.2024074731343078,0.30248922080324125,0.5849996088673318,0.1122582540869751,0.7104934708533304,r3000439.trees
0,100001.0,50,419,-0.04817324543260936,-0.3876873867995705,-1.0922669750247405,1.1619936942634712,-0.044151567758383935,-0.1780514824231648,0.7385469777226031,0.11206074786602539,0.49106907473054257,r3000440.trees
0,100001.0,50,368,-0.01699804786612726,-0.22649174525507237,-0.5082807424072225,0.1289962264047052,-0.10819638628636995,-0.009824099508053104,0.05658087888877999,0.1270285222522744,-0.23693914090413548,r3000441.trees
0,100001.0,50,367,0.031180621774230702,-0.10112529133664762,0.19154258134563606,-0.10362692511221656,-0.33434440019641454,0.32201820392052216,0.24790513247334692,0.11301965230536659,0.39980927058261845,r3000442.trees
0,100001.0,50,402,0.06614118751764123,0.40271792217123487,1.2576641523936787,0.02397478512661921,-0.07303925093437881,0.320518077018917,0.6430071455861845,0.09478326214206612,1.3029245688283329,r3000443.trees
0,100001.0,50,412,-0.032557959645582855,-0.042382304508833596,0.0014833713047212216,-0.7394596960170983,0.1969691376018298,-0.24967274185850408,0.008893127129937669,0.12255703386326908,0.1646477675457018,r3000444.trees
0,100001.0,50,472,-0.023915253541691325,-0.39340889663085016,-0.560480660330758,0.5681210836523813,-0.22961594579740277,0.029865041353645722,-0.12063644321901613,0.12919829767655855,-0.1861764536296192,r3000445.trees
0,100001.0,50,495,-0.028416729197889325,-0.02581259159918074,-0.2832335198045303,0.4786062734699677,0.1840547783756285,-0.22512261306151032,-0.2685589988620438,0.1364102126206131,-0.3144711217552101,r3000446.trees
0,100001.0,50,430,-0.04090814640758381,0.4662871623222822,0.27449268772814445,-0.8120621435112544,0.7844967496172097,-0.6200956799711447,0.05293067207427386,0.11256793220081329,0.3484606204190265,r3000447.trees
0,100001.0,50,466,-0.001130381390213142,0.1255249463925243,0.2438583027062754,-0.20906709106377713,0.13817675948276906,-0.08357332393782779,0.20061705521100479,0.12216553287981859,0.22453444592970143,r3000448.trees
0,100001.0,50,499,-0.012923777031216641,0.24779984379526526,-0.05090475173703998,-0.4429369120097199,0.3522691662705041,-0.2555203018096929,0.2661782589663426,0.10084282331717218,0.470368850862504,r3000449.trees
