#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3000400.trees ../Simulation/Slim(primary)/trees/r3000401.trees ../Simulation/Slim(primary)/trees/r3000402.trees ../Simulation/Slim(primary)/trees/r3000403.trees ../Simulation/Slim(primary)/trees/r3000404.trees ../Simulation/Slim(primary)/trees/r3000405.trees ../Simulation/Slim(primary)/trees/r3000406.trees ../Simulation/Slim(primary)/trees/r3000407.trees ../Simulation/Slim(primary)/trees/r3000408.trees ../Simulation/Slim(primary)/trees/r3000409.trees ../Simulation/Slim(primary)/trees/r3000410.trees ../Simulation/Slim(primary)/trees/r3000411.trees ../Simulation/Slim(primary)/trees/r3000412.trees ../Simulation/Slim(primary)/trees/r3000413.trees ../Simulation/Slim(primary)/trees/r3000414.trees ../Simulation/Slim(primary)/trees/r3000415.trees ../Simulation/Slim(primary)/trees/r3000416.trees ../Simulation/Slim(primary)/trees/r3000417.trees ../Simulation/Slim(primary)/trees/r3000418.trees ../Simulation/Slim(primary)/trees/r3000419.trees ../Simulation/Slim(primary)/trees/r3000420.trees ../Simulation/Slim(primary)/trees/r3000421.trees ../Simulation/Slim(primary)/trees/r3000422.trees ../Simulation/Slim(primary)/trees/r3000423.trees ../Simulation/Slim(primary)/trees/r3000424.trees ../Simulation/Slim(primary)/trees/r3000425.trees ../Simulation/Slim(primary)/trees/r3000426.trees ../Simulation/Slim(primary)/trees/r3000427.trees ../Simulation/Slim(primary)/trees/r3000428.trees ../Simulation/Slim(primary)/trees/r3000429.trees ../Simulation/Slim(primary)/trees/r3000430.trees ../Simulation/Slim(primary)/trees/r3000431.trees ../Simulation/Slim(primary)/trees/r3000432.trees ../Simulation/Slim(primary)/trees/r3000433.trees ../Simulation/Slim(primary)/trees/r3000434.trees ../Simulation/Slim(primary)/trees/r3000435.trees ../Simulation/Slim(primary)/trees/r3000436.trees ../Simulation/Slim(primary)/trees/r3000437.trees ../Simulation/Slim(primary)/trees/r3000438.trees ../Simulation/Slim(primary)/trees/r3000439.trees ../Simulation/Slim(primary)/trees/r3000440.trees ../Simulation/Slim(primary)/trees/r3000441.trees ../Simulation/Slim(primary)/trees/r3000442.trees ../Simulation/Slim(primary)/trees/r3000443.trees ../Simulation/Slim(primary)/trees/r3000444.trees ../Simulation/Slim(primary)/trees/r3000445.trees ../Simulation/Slim(primary)/trees/r3000446.trees ../Simulation/Slim(primary)/trees/r3000447.trees ../Simulation/Slim(primary)/trees/r3000448.trees ../Simulation/Slim(primary)/trees/r3000449.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/535190256.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,FayH,TajD,bsfs,FulD,ZngE,FerL,Omega,Colless,btree,path
0,100001.0,50,402,0.03609075848796986,0.18234570468949574,0.5747651154529775,-0.1970288713736923,-0.07847219043865525,0.1969235432621399,0.48765292494717954,0.10093394899859384,0.6413060423374817,r3000400.trees
0,100001.0,50,501,0.018897103658974894,-0.012668492397742778,0.16551037323071618,0.43344012445162844,-0.15329075473493697,0.16733308573449582,0.5697240146330955,0.1135841836734694,0.5771614549774818,r3000401.trees
0,100001.0,50,463,0.03813527447669459,0.05086886571278613,0.6896751708526851,0.002974759277311308,-0.22994728537578754,0.292258648382526,0.17649980496023573,0.09807422969187675,0.7420806275934444,r3000402.trees
0,100001.0,50,440,-0.0028626549133111893,0.06267156885638052,0.1708795863774423,-0.9022224423186149,0.08596120272238002,-0.0611121618051548,0.5481237836532025,0.11410554320738196,0.42834748600663414,r3000403.trees
0,100001.0,50,428,-0.030274306497644354,0.5613635798170139,0.37815492616670765,-0.7312301057441606,0.8039978770252505,-0.5863332112632833,0.5693241813207754,0.11455722639933166,0.6858441223048635,r3000404.trees
0,100001.0,50,415,0.034372988956260536,-0.49945090259808184,-0.7452849036667429,1.3476012229306655,-0.7700499443264626,0.5842274611983977,-0.41365030664758123,0.14379251700680273,-0.5868374957474892,r3000405.trees
0,100001.0,50,508,0.019447322637235268,0.30946673151338927,0.5274401164161999,-0.6394461428192485,0.1759700391421058,-0.018061023619208902,0.6775215355184021,0.10586157539939052,0.5787883738025449,r3000406.trees
0,100001.0,50,387,0.04240469061206069,0.09912458115937546,0.442869368054871,0.19068012898744197,-0.21088046647778663,0.2989715148437439,0.35723319397656195,0.11638291680308488,0.36581032587556084,r3000407.trees
0,100001.0,50,382,-0.1419754105212484,-0.6721314794451446,-1.9890285579661504,0.42996994587803017,0.3547345898693929,-0.8004401779327942,-0.7029497536647948,0.157312925170068,-0.6687050199748589,r3000408.trees
0,100001.0,50,344,-0.037333545423933905,-0.643747796436668,-1.4453662932856621,0.9692735645845281,-0.38836097468526154,0.0646527486696441,-0.44950198578382805,0.13027321318137644,-0.1603633142967987,r3000409.trees
0,100001.0,50,394,0.055570993115490505,0.410785776071168,0.32023272070132747,0.24158186123857814,0.013473284779088343,0.22652555600831756,0.8499569136751008,0.09593035932321647,0.8386880784382823,r3000410.trees
0,100001.0,50,405,0.058095798007425134,-0.19282698157716904,0.08215685818625307,0.8038006788168173,-0.6285449308457836,0.6035042138855847,0.07012248110890378,0.14926491923783733,-0.3807740297277417,r3000411.trees
0,100001.0,50,457,-0.01112766208810968,-0.12479330157966242,-0.23008194790608547,-0.1807242927668566,-0.04659213830690452,-0.020436433212574483,0.1040009243367704,0.12114752004088021,0.28641738225151336,r3000412.trees
