#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3000250.trees ../Simulation/Slim(primary)/trees/r3000251.trees ../Simulation/Slim(primary)/trees/r3000252.trees ../Simulation/Slim(primary)/trees/r3000253.trees ../Simulation/Slim(primary)/trees/r3000254.trees ../Simulation/Slim(primary)/trees/r3000255.trees ../Simulation/Slim(primary)/trees/r3000256.trees ../Simulation/Slim(primary)/trees/r3000257.trees ../Simulation/Slim(primary)/trees/r3000258.trees ../Simulation/Slim(primary)/trees/r3000259.trees ../Simulation/Slim(primary)/trees/r3000260.trees ../Simulation/Slim(primary)/trees/r3000261.trees ../Simulation/Slim(primary)/trees/r3000262.trees ../Simulation/Slim(primary)/trees/r3000263.trees ../Simulation/Slim(primary)/trees/r3000264.trees ../Simulation/Slim(primary)/trees/r3000265.trees ../Simulation/Slim(primary)/trees/r3000266.trees ../Simulation/Slim(primary)/trees/r3000267.trees ../Simulation/Slim(primary)/trees/r3000268.trees ../Simulation/Slim(primary)/trees/r3000269.trees ../Simulation/Slim(primary)/trees/r3000270.trees ../Simulation/Slim(primary)/trees/r3000271.trees ../Simulation/Slim(primary)/trees/r3000272.trees ../Simulation/Slim(primary)/trees/r3000273.trees ../Simulation/Slim(primary)/trees/r3000274.trees ../Simulation/Slim(primary)/trees/r3000275.trees ../Simulation/Slim(primary)/trees/r3000276.trees ../Simulation/Slim(primary)/trees/r3000277.trees ../Simulation/Slim(primary)/trees/r3000278.trees ../Simulation/Slim(primary)/trees/r3000279.trees ../Simulation/Slim(primary)/trees/r3000280.trees ../Simulation/Slim(primary)/trees/r3000281.trees ../Simulation/Slim(primary)/trees/r3000282.trees ../Simulation/Slim(primary)/trees/r3000283.trees ../Simulation/Slim(primary)/trees/r3000284.trees ../Simulation/Slim(primary)/trees/r3000285.trees ../Simulation/Slim(primary)/trees/r3000286.trees ../Simulation/Slim(primary)/trees/r3000287.trees ../Simulation/Slim(primary)/trees/r3000288.trees ../Simulation/Slim(primary)/trees/r3000289.trees ../Simulation/Slim(primary)/trees/r3000290.trees ../Simulation/Slim(primary)/trees/r3000291.trees ../Simulation/Slim(primary)/trees/r3000292.trees ../Simulation/Slim(primary)/trees/r3000293.trees ../Simulation/Slim(primary)/trees/r3000294.trees ../Simulation/Slim(primary)/trees/r3000295.trees ../Simulation/Slim(primary)/trees/r3000296.trees ../Simulation/Slim(primary)/trees/r3000297.trees ../Simulation/Slim(primary)/trees/r3000298.trees ../Simulation/Slim(primary)/trees/r3000299.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/742292384.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,FayH,bsfs,ZngE,FerL,FulD,TajD,Colless,btree,Omega,path
0,100001.0,50,432,-0.03315954514900203,-0.8661958797153351,-0.21608772044435928,-0.016715267724284215,0.5137851348559507,-0.446617725156704,0.13491305613154353,-0.2942904321043867,-0.263236187796421,r3000250.trees
0,100001.0,50,542,-0.07289272626218143,-0.3515365802243658,0.6662621393117716,-0.6884616974975721,-0.36848143462979754,0.12063786872101478,0.11837588916845276,0.11851820278792609,0.22225857068948407,r3000251.trees
0,100001.0,50,497,0.009028735156871047,0.046447596502579,-0.04707303183283964,0.06502553751533476,0.4037716275874389,0.019228599972626933,0.14627088699557492,-0.3850605077981094,-0.08055109636600156,r3000252.trees
0,100001.0,50,483,0.04441219561562975,0.3195808433261823,-0.40703152256601777,0.41985684087421105,-0.1335692457967857,-0.07517167928449554,0.12596159959310826,0.0631122327308783,-0.02334725579740526,r3000253.trees
0,100001.0,50,411,-0.03940794105596027,-0.7192136423524123,0.23380984326550974,-0.2995724609459759,0.563925623217836,-0.05574262434750778,0.10695129700231741,0.23013815065947363,0.1280002701193317,r3000254.trees
0,100001.0,50,493,-0.04018194037995767,-0.8202086226215515,0.022748773442256884,-0.1828930558718108,0.2232735436772337,-0.26604722372140993,0.15483881995009058,-0.7710888071682217,-0.4630746151397229,r3000255.trees
0,100001.0,50,325,-0.05881129249444609,-0.48010921502814297,0.2308809495514163,-0.37876882579578935,0.44423613585104643,-0.19603958450038214,0.14234795714693063,-0.2954321854254572,-0.2319497273475726,r3000256.trees
0,100001.0,50,517,-0.05317195129957591,0.10353485706338102,0.7266786862988823,-0.6393101124524507,-0.28420631644299177,0.3208129400618221,0.13486524878150494,-0.029738668571987217,0.1420664165930873,r3000257.trees
0,100001.0,50,391,0.020980855403645124,0.40472957371450063,0.040431232203626676,0.06535037794785158,-1.132277546882948,0.18932688487223706,0.09426474992512729,1.062690085317,0.8573021966120666,r3000258.trees
0,100001.0,50,437,0.058882961004832965,0.815753731367493,0.03625976805166866,0.2278980111220606,0.19905801110683244,0.45684431878899234,0.12710993488304412,0.06823940069675988,0.24926833555497718,r3000259.trees
0,100001.0,50,456,0.06627570461559204,0.4216184792910056,-0.6364164497011418,0.6429023558631215,0.2810537908497418,-0.14073612289507853,0.10710402882614233,0.5025995313898696,0.48431464830472004,r3000260.trees
0,100001.0,50,498,0.032896441839129015,0.393702916757397,-0.14372032641436852,0.22107922490179466,-0.3478958195907263,0.096925233781921,0.11289236506785455,0.3872502272971964,0.13202991756183594,r3000261.trees
0,100001.0,50,443,0.047458609879810966,0.1458158376784045,-0.452631062698967,0.4585348144189337,0.6534448049159725,-0.09797865625413882,0.10070906669546124,0.48986862293445366,0.2677041238578857,r3000262.trees
0,100001.0,50,484,0.018668540753944963,0.2945507228485704,-0.042771243799323434,0.10331501566010967,-0.2626071369340621,0.0924583749062544,0.12160749716553287,0.1129388129316542,0.17582420441560276,r3000263.trees
0,100001.0,50,413,-0.034735886220533356,-0.6706755877356289,-0.09062603901345095,-0.09481802310004381,0.11496419385882518,-0.3364486150227138,0.12941349106014088,0.008959411204181708,-0.084149051440473,r3000264.trees
0,100001.0,50,392,-0.09198864966936163,-2.808371848795622,-0.2626993347087046,-0.2378032707197738,1.3170845764042776,-0.9128620120400384,0.14262760318851467,-0.4394526783616076,-0.4201440019518361,r3000265.trees
0,100001.0,50,443,0.01773028053010605,-0.6195533348182737,-0.5161206290852313,0.36921845352516514,0.9544455555391053,-0.37236029287658645,0.12667457333810717,0.08753785246889122,0.03012383057098256,r3000266.trees
0,100001.0,50,475,0.040447945724257105,0.5652408032135449,-0.07122022815442053,0.2115724488933372,1.043002384840809,0.22101272264155328,0.14175471073385107,-0.5410876996287599,0.07693735018873463,r3000267.trees
0,100001.0,50,433,-0.014560522189147296,-1.228708025246723,-0.358368560823365,0.14293465574094394,2.010345992746376,-0.45110179922767213,0.13737468671679198,-0.25392932713539645,-0.24817019415473301,r3000268.trees
0,100001.0,50,463,0.07850951037322955,0.9384682436253448,-0.2670959091730179,0.48403020142132974,-0.1890719850220537,0.3042399241442074,0.10460973863229502,0.8221297035327008,0.7958137141736542,r3000269.trees
0,100001.0,50,506,-0.05169325460247951,-0.30187207337946553,0.3015244551641007,-0.3905970823597238,0.1622040105215243,-0.07924010265522007,0.11560523332139874,0.2216799120079568,0.38336539188874363,r3000270.trees
0,100001.0,50,441,-0.010444497381973571,-0.5136964213811432,-0.26419571288100796,0.10657921378608966,0.5369437405201724,-0.33044648288414136,0.1141350561963916,0.09209044542320809,0.1776160063482841,r3000271.trees
0,100001.0,50,455,0.02757049672415491,0.25021967965573805,-0.24758340010236501,0.257654034280688,-0.6881158888746032,-0.04195182104048748,0.11133533015196127,0.5473394156654511,0.131718443626717,r3000272.trees
0,100001.0,50,513,0.005074370928956012,0.41094446197864504,0.2924387179631303,-0.14526663061596656,-1.1278236695706598,0.3189388429223548,0.11402249341947834,0.5541747257596669,0.47452275057497606,r3000273.trees
0,100001.0,50,492,0.03187742361939181,0.4509790245532929,-0.014173969750091215,0.1428818577954628,-1.2761245450747107,0.21480305418879356,0.09446894335623697,0.8526104182874621,0.7215357295105358,r3000274.trees
0,100001.0,50,366,0.033231582872281396,0.20339019599575195,-0.36256605515101886,0.34674843615891704,1.4010546434263327,-0.11383384046421727,0.1319905869324474,-0.2010248766820653,-0.3754629524355254,r3000275.trees
0,100001.0,50,414,-0.03704195196766637,0.31145077389597486,0.6606734739039634,-0.5330934948169455,-1.467268346805445,0.3744642508647766,0.1250195480491047,-0.047535650006125724,-0.2874860203144176,r3000276.trees
0,100001.0,50,448,0.045405796867740475,0.38749769384662813,-0.2916928243331821,0.3581087484829241,-0.15124919980164545,0.043087313527344566,0.1256256388565789,0.09825840354397251,-0.01737324063222438,r3000277.trees
0,100001.0,50,430,0.05790281502459503,0.6461715058553712,-0.30731097376120603,0.41965689875430867,-0.3297669943583156,0.11726295846589012,0.1042626728110599,0.6022276478108525,0.46145511916093546,r3000278.trees
0,100001.0,50,535,-0.045266350639805955,-0.04852940579159966,0.47234056028950167,-0.4609133410721245,-0.8845657575880621,0.13157481601962845,0.12081916099773242,0.19678905387839812,-0.10331969907836716,r3000279.trees
0,100001.0,50,392,0.012001516248892088,-0.1522888456241921,-0.23883192266124503,0.18682463754871959,0.1462924778522044,-0.14548833638602648,0.10138670852956568,0.835292339646586,0.5468345545061135,r3000280.trees
0,100001.0,50,405,0.04141003773573607,-0.4018372518735427,-0.7718550315109982,0.6148962363209913,1.3522428716154609,-0.45106490550064465,0.12056671626984128,0.16610307160358487,0.05061106697158205,r3000281.trees
0,100001.0,50,397,-0.13306569908911053,-1.0573010230387432,0.6288627062551054,-0.9196323841224637,-0.19534324862202718,-0.3432745068507012,0.1337565258661604,-0.3118391294510134,-0.11971493241608061,r3000282.trees
0,100001.0,50,516,-0.005987068398494384,-0.12847074387800722,-0.06899118595383516,0.014002199274386415,0.32509743235817024,-0.10958490009404903,0.11451973951973952,0.3480304530764045,0.2788445298395148,r3000283.trees
