start,end,N,SS,FayH,FulD,TajD,FerL,ZngE,bsfs,Omega,Colless,btree,path
0,100001.0,50,342,0.0465204518961364,0.129163602777894,0.255200762745407,0.2410689446360226,-0.079726922394839,0.6242424497201098,0.1625711669681933,0.1097049931083544,0.5457649763783614,3110060
0,100001.0,50,419,-0.0385498800241209,0.4550223981580686,-0.2827093633207359,-0.1587038688268791,-0.0068930340807319,-0.6229269873382711,0.0102805721761273,0.1200160619803477,0.1589075500630651,3110061
0,100001.0,50,402,0.0347886012333992,1.7551700943790594,-0.3208510560632546,0.4823119816473616,-0.5883923696257403,-0.6050408819967532,-0.0678810802454011,0.1356383951430034,-0.2841828484854012,3110062
0,100001.0,50,542,0.0040675910313796,0.0146203215113435,0.1990452835347412,-0.0830568489078887,0.1758957249389659,0.3349807079013393,-0.228662214045154,0.1318877551020408,-0.1182011448223117,3110063
0,100001.0,50,473,0.0081238294242694,-0.3174107655971838,-0.1274582938231044,0.1438383267059174,-0.1920292260899961,-0.2653668387976464,0.0544040344277829,0.1241732804232804,0.0634596759567194,3110064
0,100001.0,50,399,0.0247071642608089,0.2715524260264466,0.2075732671505909,0.0860604554361353,0.0317172109914839,0.1262138310920747,-0.1469726109587718,0.1286909691412797,-0.4107212739294787,3110065
0,100001.0,50,467,0.0491818774370093,-1.7072264717221457,0.4592855346094652,0.1448124338715851,0.1104994733423162,0.6968797483412826,0.3702928280430223,0.1057767369242779,0.5917931613231253,3110066
0,100001.0,50,476,-0.1561667688683975,1.3764234972272475,-0.7557245917123196,-0.874454520078107,0.3759326748230587,-3.141858252430844,-0.7896187229725466,0.1949083878834552,-1.337737673150429,3110067
0,100001.0,50,387,-0.0049220509374773,-0.0770854994660601,0.2951945964432865,-0.2152785306527432,0.3410059592903656,0.2883479782594833,0.1837996850565049,0.1149990551776266,0.2641588533043792,3110068
0,100001.0,50,409,-0.0375283492175894,1.198287829376797,-0.0930621408723791,-0.2617111252033441,0.1813514931106704,-0.8363982612966459,-0.2959400235004046,0.1408804359440111,-0.3510365089057863,3110069
0,100001.0,50,385,0.031484260902774,0.093406977623482,0.0919317672112554,0.2111620592193268,-0.1376328730914139,0.4458283420291559,0.2451421422688918,0.1106992797118847,0.5017201617128512,3110070
0,100001.0,50,332,0.0321424592828093,-0.8814972591770502,0.4099296803529349,0.0291075670344751,0.185631184350926,0.6544331328357104,0.568318573075353,0.0999949979991996,0.7281080365159694,3110071
0,100001.0,50,458,0.03075905435907,-0.5757865440033775,0.2164291015830524,0.1322739680778408,-0.0040906434203412,0.5949550473064045,0.4813914325720252,0.1047133138969873,0.6666167530156308,3110072
0,100001.0,50,388,-0.0343567418790576,0.4869460021753605,-0.2058736219092478,-0.1683127536793636,0.0412786073473072,-0.6432046801600587,-0.0849876481777238,0.1532619992441421,-0.6275835914346131,3110073
0,100001.0,50,421,-0.0237915836767097,1.1760495137939233,-0.5322567022071178,0.1128481958300411,-0.3738352143013926,-1.1311957234431462,0.1139371505299752,0.131715388858246,0.0063105371837636,3110074
0,100001.0,50,466,-0.0176730782739094,0.2679757928793894,-0.2409478345458011,-0.0072724482937903,-0.1182013415070522,-0.4170295886478739,0.4027845915156297,0.1041851523217982,0.5825314743694656,3110075
0,100001.0,50,465,0.0203325739761677,0.4031161037286331,-0.0586864044074399,0.2064325597561319,-0.2113395659957508,0.1909482662806191,0.2903413363577318,0.1254884932696482,0.2337617018992216,3110076
0,100001.0,50,505,0.0201847507250013,-0.2713389920870333,0.1495880479021856,0.082506923810122,0.0050470409493123,0.3835943518913276,0.4010967289411986,0.1129309211607348,0.4129561926202679,3110077
0,100001.0,50,402,0.00824139526925,-0.3075306996238486,-0.0576011223679854,0.1034174337570843,-0.1203834380430732,-3.372100629497482e-07,0.4481282064107879,0.1163973922902494,0.4504155286753157,3110078
0,100001.0,50,438,0.0247020735516042,0.1572642956867235,0.5433559815897828,-0.1116833629236709,0.3786707139724888,0.6245411234846913,0.6704544122719318,0.110415233509134,0.6491320170429556,3110079
0,100001.0,50,425,0.0026141866442933,-0.5737116322361749,-0.0606541517154161,0.0578031412081406,-0.0820028057296194,-0.0508419195071996,0.1394534629566301,0.1203897775326346,0.2240236007965183,3110080
0,100001.0,50,481,0.0274194969372414,-0.1204231123646494,0.6666388443803933,-0.1613758985414785,0.4862787315457237,1.2189390737074035,0.5187563625146047,0.0996167123565844,0.7142131819586882,3110081
0,100001.0,50,411,-0.0276085658774033,0.1675697284087497,-0.4830716365765534,0.051689388254798,-0.2947520905142598,-0.6020035712065973,-0.5222019221094455,0.1383316038279718,-0.3195520090401685,3110082
0,100001.0,50,427,0.0094824077436173,0.1073438154973739,-0.5935973700207307,0.4298253802604973,-0.6834394456919708,-0.6163271903062644,-0.0547859316910143,0.1213010204081632,0.3257283330354549,3110083
0,100001.0,50,470,0.0340823333361822,0.4584082901629734,0.0121232823210789,0.2809170705430854,-0.2400410349330499,0.1996052788832542,0.4389724043721993,0.116938775510204,0.4322710113605649,3110084
0,100001.0,50,476,-0.0273389383247242,-0.2739069113850725,-0.3471899698067789,-0.0263454101429183,-0.1564442653123708,-0.7798525477288187,0.2242557250579873,0.1086667340203408,0.4336626337138847,3110085
0,100001.0,50,467,-0.0024439098167758,-0.659967173440983,0.61459337612327,-0.3830777955941388,0.6536515997269333,0.5878391386968616,0.2911439163426493,0.1359378776891467,0.0745383131329232,3110086
0,100001.0,50,485,-0.0318367111032994,1.0759333870702126,-0.3186614489248652,-0.0812363618812475,-0.0935875248487801,-0.8422353091476775,-0.3705766941056687,0.1459871182515559,-0.5391917787558873,3110087
0,100001.0,50,453,0.036316858723154,0.4355569446806621,0.1309898340172941,0.2295652521263601,-0.1335621282948283,0.3941581134988931,-0.0580106757026372,0.1250280331912985,-0.0327185359536014,3110088
0,100001.0,50,482,0.0434886661822198,0.7955726365090371,0.2405420555340758,0.2258174966922528,-0.0735999807547701,0.6650162679076934,0.0059425072017302,0.1169988925802879,0.2997854735513036,3110089
0,100001.0,50,389,-0.0122157371965767,0.6675280693184673,-0.3348116606823967,0.0941885604865021,-0.2553322019467031,-0.5423297420590817,-0.0682211542621703,0.1318426699538875,0.0008607526060733,3110090
0,100001.0,50,402,0.001797817112762,-0.0128591576234327,-0.1563461574628184,0.1072426836913819,-0.1747128330858374,-0.0292301313680418,0.1772043360156472,0.116727199354318,0.1314461039128093,3110091
0,100001.0,50,462,-0.0064317758431789,0.1384173328174193,0.1793969402099565,-0.1601296532003692,0.2331440961461028,0.224495480448093,-0.0275443908976345,0.1215802537231108,0.2089542443111764,3110092
0,100001.0,50,423,-0.0011416359106136,-0.0355976705175119,-0.0330536283218975,0.0098419864702977,-0.0257007669086335,-0.2189835805176224,0.0727596468761183,0.1127117513672135,0.1910155027341714,3110093
0,100001.0,50,524,-0.0694647374902789,-0.041459570264416,-0.4350467048467547,-0.3312130842730428,0.0652948208709229,-0.8673523521215065,-0.3563398352298105,0.1289191232048375,-0.2267663766759512,3110094
0,100001.0,50,475,0.0400285382026874,-0.2051381000604472,0.3262640794499611,0.1459527220918079,0.0407449484485686,0.8552507656494793,0.5815743670239284,0.1109874800984223,0.4865036459481927,3110095
0,100001.0,50,349,-0.0270419386063726,0.9931570973003248,-0.0747509952601975,-0.1834880473171269,0.1222505623023241,-0.2936367675377732,-0.0142022236658368,0.1557953950811093,-0.6940617196835055,3110096
0,100001.0,50,399,-0.0342971666957169,-0.5077391753378502,0.1570745655189374,-0.38166689320419,0.4156141538043467,-0.278946428516531,0.4706846128469954,0.1046182448134533,0.5972000039043369,3110097
0,100001.0,50,437,0.0050382796030382,0.0634538342262544,0.2731975192421527,-0.1184804449390276,0.2450309415061868,0.4321185280688056,0.2754820594184674,0.1374874023683547,-0.0580210175054111,3110098
0,100001.0,50,429,-0.1203423299707764,1.2654994925194163,-0.2763756397528321,-0.8529127928506294,0.6049229636466275,-1.495182352300835,-0.4333152289655307,0.1368689041881813,-0.4253640224090394,3110099
