start,end,N,SS,bsfs,TajD,FerL,FulD,FayH,ZngE,Colless,Omega,btree,path
0,100001.0,50,288,-1.2036811575906718,-0.5748961231475893,0.0539577069923251,0.2558489026975504,-0.0338350392615792,-0.3427533708679584,0.1573281098153547,-0.3583234773060971,-0.6279683751975604,3020000
0,100001.0,50,498,-0.7434252269380963,-0.0719483184409003,-0.4828794543836238,0.2177297276802726,-0.0621045769263029,0.3862153144034927,0.1616586108127461,-0.3851332760636767,-1.0272964466459422,3020001
0,100001.0,50,398,-0.5956436463996887,0.1276223915435831,-0.9491513440845338,0.4665077116124342,-0.1036679528911262,0.89780612330262,0.1491230867346938,-0.3491512464450591,-0.5925151901364278,3020002
0,100001.0,50,328,0.0776173954866748,0.0022573225058212,-0.1066272278185529,0.9511025910164724,-0.0125340662126211,0.0945758413124039,0.1529469996954005,-0.4099609599138611,-0.7483267789824284,3020003
0,100001.0,50,330,-0.97287855847992,-0.4739909431017662,-0.4023063329503663,0.1637178545999849,-0.0810434810351876,0.1083489424534862,0.1936475848200915,-0.7385258828375505,-1.3237637054653573,3020004
0,100001.0,50,373,-0.0193405734585247,0.2279042936759332,-0.3221838178806361,0.4402878714174338,-0.0223296801009051,0.3999034627104997,0.1573498964803312,-0.2619680273531352,-0.6749194290365328,3020005
0,100001.0,50,450,-1.1496025248918946,-0.6484011990209416,-0.1272340977627176,0.2957634542502207,-0.0603167267773409,-0.2235797650852462,0.2169267177770579,-0.8905170126318831,-1.9877980191285487,3020006
0,100001.0,50,446,0.5362952025781806,0.4348662068606787,-0.2973357678117638,-0.6022480370807186,-0.004853215963232,0.4854212873043489,0.1322669872546719,0.2898246888144137,0.0640684409107295,3020007
0,100001.0,50,431,-1.9317341967263335,-0.8392640899661808,0.3221715403491168,1.691196008167508,-0.0204261507093341,-0.7160203727391576,0.2113626700680272,-0.6505626953967097,-1.735793654942276,3020008
0,100001.0,50,323,-4.018903345704187,-0.9434765484839568,-0.5229418830934971,2.755915289161284,-0.1282878623594301,-0.0276369453788118,0.2088345271883588,-1.229446078854502,-1.977577646508769,3020009
0,100001.0,50,366,-0.4208190138390444,-0.1747950812534857,-0.080488157037105,0.4711234256474262,-0.0217790990221005,-0.0196051383177395,0.1338423050379572,-0.2617755717492005,-0.3287487587849122,3020010
0,100001.0,50,352,-1.0062589860337432,-0.4564492069415123,-0.7522889692136216,0.2842776261850257,-0.1213410940486791,0.4239143658522094,0.1969050031360061,-0.6879312283630634,-1.541826136817752,3020011
0,100001.0,50,380,-0.3513591433793648,-0.134940316230891,-0.1865900462653656,0.4495329357807462,-0.0315790845888791,0.0939106765897159,0.1652888428098512,-0.5996679378505904,-0.8050729014705126,3020012
0,100001.0,50,406,-0.9052238128068044,-0.3119657818601147,-0.2997927538141021,0.5384134206192493,-0.0573369921770593,0.1017116194876204,0.1414862914862915,-0.342990714451615,-0.5246723584164763,3020013
0,100001.0,50,441,-1.0433163600746207,-0.115107288683728,-1.043529051922814,0.5033484128462667,-0.1316129186226993,0.855373299938057,0.173171768707483,-0.6218860437034663,-0.951477322002918,3020014
0,100001.0,50,309,-1.0448251947619658,-0.570374820177642,0.0390936181157848,0.1588494891931534,-0.0352712120162874,-0.3277225817334656,0.1638321995464852,-0.2632713164365587,-0.8119203372781693,3020015
0,100001.0,50,392,-0.7169797351265089,-0.119868106395328,-1.3566315459946334,-0.8734296724996011,-0.1693307970967156,1.1271796268550414,0.1596913201370773,-0.5703274728261323,-0.7989630252384657,3020016
0,100001.0,50,457,-1.1069597540131646,-0.1232580448409698,-0.9231548788746198,0.8244718219201655,-0.1178675070581179,0.7456662499650302,0.1721241406615556,-0.7486969344041099,-0.813063089638613,3020017
0,100001.0,50,364,0.1105147689111183,0.2878723709770242,-0.641722348562479,0.5324172621905682,-0.0561113501478254,0.7107899007487719,0.1649605354962497,-0.4906450549272703,-1.0184001041843669,3020018
0,100001.0,50,504,-2.1562296225877464,-0.3401399661575234,-0.7568440349432252,0.940767109286618,-0.1131827226519479,0.4877015547581644,0.1547777989700553,-0.7271706284271292,-0.7978345684978985,3020019
0,100001.0,50,496,-2.195089872820421,-0.9072666593044788,-0.4086914612349025,0.8296733416523242,-0.1115995451033707,-0.1109795765960492,0.196074964639321,-0.8232189289479956,-1.5091307807169545,3020020
0,100001.0,50,340,-0.6237249147373994,-0.331950108736552,-0.1253731984365247,-0.3292512993503078,-0.0381310511455377,-0.0611759925817133,0.1419199066487909,-0.2791661251464527,-0.5760925514228156,3020021
0,100001.0,50,376,-0.5171145487317202,-0.1178224080534613,-0.7446433525651954,0.2137328140626345,-0.0966446565252472,0.5918129119815623,0.1749370118417737,-0.6837405989367803,-1.1487447453565405,3020022
0,100001.0,50,424,-0.3445987476489361,0.3029550314947543,-1.843233616698097,-1.2659764967670044,-0.1972596836044536,1.7723054250960824,0.1638868997891554,-0.16404518698377,-0.7325635301349485,3020023
0,100001.0,50,409,-0.6777452585153031,-0.2459314941827187,-0.8984628510466396,-0.0327656442070474,-0.1236990538236981,0.6605645289980554,0.2310997073247903,-1.0408476041532255,-2.234292283989161,3020024
0,100001.0,50,465,-0.3149165714330683,0.0240738084590869,-0.6675661560371522,0.3712452264065656,-0.0773146125443779,0.5977601800356622,0.1676861352275717,-0.0420503388572639,-0.9256145371060832,3020025
0,100001.0,50,348,-3.1180285877135763,-1.0393794268150849,-0.926655871311,-0.0572577128519834,-0.1828593506732149,0.2762922429132505,0.1869842611600853,-0.8410943224446333,-1.4214009511667132,3020026
0,100001.0,50,392,-0.9543158067509976,-0.3154882740138378,-0.2963325728257003,0.7883397577033414,-0.0571988990498166,0.0969030068063573,0.2030552119837834,-0.5645927278362831,-1.7859975671465786,3020027
0,100001.0,50,386,-0.0494121460711393,0.0549013636777769,-0.2461346412198092,-0.759072228012627,-0.025374065635196,0.2440507186573466,0.1317384511944312,-0.2506860994671136,-0.2158103277672371,3020028
0,100001.0,50,332,-1.232426487167256,-0.3391183060555686,-0.4678887549801168,1.3900804773828854,-0.0794047965315111,0.235257585343428,0.1788066290345925,-0.6557970580484221,-1.4088493449868962,3020029
0,100001.0,50,498,-1.0116820783626443,-0.4759422646421068,-0.5248024096012567,-0.2288167570073579,-0.095238317913076,0.2139705153713528,0.174215070643642,-0.302456430186612,-1.0085564099153554,3020030
0,100001.0,50,408,-1.6329356014685352,-0.763165085540016,-0.5015054146496878,-0.1336652638379955,-0.1127619893433079,0.0455497378248196,0.2102987901747525,-0.8448412381890047,-1.618464427082417,3020031
0,100001.0,50,449,-2.8401933007801183,-0.7875414428517536,-0.4746111099248757,0.7987552431350722,-0.1111556149879889,0.0090677383692292,0.1807338526808573,-0.9296493074575368,-1.2957901508564302,3020032
0,100001.0,50,397,0.1966157694494167,0.2740241537470743,-0.3499169184848117,0.4013747306498401,-0.0223647693968336,0.4481431987822765,0.1467336934773909,-0.1149354862742802,-0.6227096893719637,3020033
0,100001.0,50,456,-1.5255905298020964,-0.5234773100340896,-1.1499245150601023,0.118571827221627,-0.1726426566936215,0.7376024903303517,0.2003098269010574,-0.8931509229078275,-1.702132070053574,3020034
0,100001.0,50,503,-0.4115093352785277,-0.1194885292674247,-0.6652886984351456,-0.0529825283972152,-0.0869740664439395,0.5215804687003616,0.1807102943218103,-0.2989441662471523,-1.4308619463140977,3020035
0,100001.0,50,370,-1.4274945770039908,-0.6185116703198782,-0.4729623583492936,-0.0494669290864337,-0.0994006178455164,0.0954815852915428,0.1664153082616694,-0.0757225924883672,-0.7596855459748372,3020036
0,100001.0,50,436,0.2398465539464131,0.2057325799183576,-0.2666840037001286,-0.7103513315036124,-0.0172252485873842,0.3400946391154091,0.1578856931373585,-0.5715954665530175,-0.9564713070307108,3020037
0,100001.0,50,442,-0.6833664152778373,-0.1893106697089765,-0.428731963674261,0.4612462691307087,-0.0639842726867355,0.2780396096899179,0.1835164001906495,-0.4447718003385738,-1.4286929182665238,3020038
0,100001.0,50,300,-1.0490724263051374,-0.5640452284910638,-0.362804228890692,0.0650888920876799,-0.082764066800427,0.0276639299476823,0.1661255411255411,-0.8400787899431043,-0.891426311566441,3020039
0,100001.0,50,486,-0.41029944095775,-0.1413593282007388,-0.6510879943957283,-0.0615837432807084,-0.0868582493334049,0.4977980519143529,0.1560307369020906,-0.1099648464715971,-0.5753320245987725,3020040
0,100001.0,50,284,0.4981890449755157,0.0891555714983653,0.1943029250151888,0.1496472546907868,0.0294463196627259,-0.1243356392823483,0.1466116107459933,-0.2628831506491356,-0.5220194296266356,3020041
0,100001.0,50,389,-0.4987494892074082,-0.1407683320937097,-0.2287396035618052,1.3144944986907714,-0.0369771319973135,0.1278353453952954,0.16759004215183,-0.5203545367187167,-1.1580297023247952,3020042
0,100001.0,50,317,-3.9076260362113695,-0.8928762960104959,-1.763366157764677,0.8180614271824123,-0.272533451078695,1.0851108450828082,0.1888056641096155,-1.4073475130108095,-1.849767666444972,3020043
0,100001.0,50,382,0.5506024750602186,0.1945622708039776,0.3066148005371979,0.0424741087835464,0.0499893493017273,-0.1683382426841398,0.1060738581146744,0.4600941952709795,0.5720298589909999,3020044
0,100001.0,50,397,-2.1076058314192623,-0.8258245053945334,-0.2894240943073999,0.9607978362172174,-0.0920196692908137,-0.1725890225374402,0.1774449470509853,-0.7764580793017928,-1.0984994555886785,3020045
0,100001.0,50,412,-2.052724981998954,-0.7399291874409127,-0.8144410769641652,0.5545760408710341,-0.14822396381447,0.3318248073808817,0.1872146885069817,-0.5617395094425257,-1.663287136209041,3020046
0,100001.0,50,371,-3.804141647777861,-1.0143707221576594,-0.5524454432796694,1.3379711088589663,-0.1365038443040983,-0.0390418090392709,0.2551691729323308,-0.92521368541113,-2.4959604077982385,3020047
0,100001.0,50,398,-0.0339999835349042,-0.0219742646674714,0.034045067599493,0.9129289146783096,0.0025032369733062,-0.0411832437465877,0.1545843020752604,-0.4110306060872748,-0.7168818157428809,3020048
0,100001.0,50,334,0.2651059085157791,0.3080066081787863,-0.2082825052049262,-0.5417322161268797,-0.0032364380318091,0.341129982437837,0.1453302695123851,-0.1189183146800945,-0.6360164780063154,3020049
0,100001.0,50,413,-1.5873697638638649,-0.4302965798287714,-0.9381906072667888,0.8321429642107947,-0.1412658122283273,0.6001868656539218,0.1865198175078414,-0.7971158300831943,-1.4935644370701413,3020050
0,100001.0,50,334,-0.7038468734917682,-0.1097786351282825,-0.3805954291139879,0.9636536635979596,-0.0529663311643271,0.2769008536884044,0.1421006714374061,-0.1097537052692008,-0.5608193258287095,3020051
0,100001.0,50,421,-0.6706684862530153,-0.1537021103455508,-0.5110424134058154,1.105686206756458,-0.0712945366549548,0.3685960676525316,0.1806318681318681,-0.4510908903961485,-1.3090767065985671,3020052
0,100001.0,50,485,0.0692560685807421,0.092237047461333,-0.2413719356202309,0.0062100867752183,-0.0221109543984428,0.2593565485771613,0.1383101357697891,0.0131689083886596,-0.426149506104963,3020053
0,100001.0,50,375,0.4496573873919967,0.490100373953529,-0.539250691320489,-0.0137369140575459,-0.0297760338881588,0.7253960332632655,0.1388267635821451,-0.5491672505671874,-0.5762977007404708,3020054
0,100001.0,50,383,-0.814125101902066,-0.2545641784371507,-0.5676140612321705,0.149720989346281,-0.0851583169531563,0.3661231694163519,0.1661852571716517,-0.7501800146545204,-1.0499081987212784,3020055
0,100001.0,50,353,-3.3661073793887417,-0.9675381031754374,-0.2738591418939168,1.1542745217487291,-0.1002039818928712,-0.2587530449684123,0.2115982195347274,-1.2226650464053723,-1.892512782865436,3020056
0,100001.0,50,308,-1.3031108678431882,-0.5041630959077339,-0.2266941972591074,1.273631959968707,-0.062314737910229,-0.0608330465944218,0.1698906181177507,-0.6269795667705303,-0.9592834066720014,3020057
0,100001.0,50,468,-0.9079113942536008,-0.3148544312335046,-0.4113677603212709,0.2527598193919474,-0.0706424245777998,0.1978900392336461,0.1499856436080925,-0.4604682798337279,-0.5002937009511746,3020058
0,100001.0,50,324,-1.0529306468775048,-0.4231503196636846,-0.6815008314742661,1.0945853253307225,-0.1107501739270676,0.3791552075952144,0.2011333730572521,-1.0762815545779378,-1.6628767347793705,3020059
0,100001.0,50,319,-4.416358946479181,-0.9592576376191356,-0.8024705427346196,1.85822676026307,-0.162707238348204,0.2091756760118692,0.1992183859845308,-0.6861452457366077,-1.7403985217380131,3020060
0,100001.0,50,435,-4.094045651924012,-0.9463281200613162,-0.7940821846758713,1.577346478061153,-0.1601194405463234,0.2071994987063657,0.2109569958636721,-1.4154788866905474,-2.000833340158773,3020061
0,100001.0,50,317,-0.4776172271072395,-0.1781393518848777,-0.8401278956645022,0.3983780649654893,-0.1125387417741766,0.6442528249422835,0.1422468180820715,-0.0635990277807054,-0.4443757516173187,3020062
0,100001.0,50,423,-1.585234271155502,-0.491695842126806,-1.17244997673021,0.174500196198977,-0.1732652039723638,0.7738141152609689,0.2078518154249651,-0.8710650142075501,-1.7527521527991368,3020063
0,100001.0,50,387,0.1991058221411899,0.3392861494900905,-0.5349589064381253,0.1524278963512263,-0.0397778513706056,0.6439392382521543,0.1276483484960249,0.1062781300236781,-0.0276353518926376,3020064
0,100001.0,50,539,0.4077073921867423,0.4880845127185375,-0.484142180809811,-0.9024953310482434,-0.0231509454200164,0.6772901387706064,0.1382905013857394,0.2587400806165689,-0.1671645939656771,3020065
0,100001.0,50,390,-0.2578307408735184,-0.0660167066615216,-0.4818664996829605,-1.0128451556705245,-0.0617878631459588,0.3882661630947561,0.1808160764305722,-0.2723286186627966,-1.1503892316153643,3020066
0,100001.0,50,436,-0.5616730379370699,-0.1529123159149325,-0.5696086507371309,0.4109340446805133,-0.0781409770675,0.4203519601823869,0.1600972706155632,-0.6909410494121065,-0.8438367712118496,3020067
0,100001.0,50,422,-0.2822143926692141,-0.2081878941073263,0.0106369942359482,0.4986014057848767,-0.0132759943292345,-0.116856682817929,0.201612151709999,-0.3544796983296224,-1.7159750529846944,3020068
0,100001.0,50,412,-0.298305223085213,-0.0436147194963461,-1.0887699664758832,-0.5597325103381912,-0.132117118219412,0.9318567762854268,0.1819334670284298,-0.6706941274873118,-1.3112501234305145,3020069
0,100001.0,50,581,-0.9070232988769806,-0.4423614720201504,-0.5766819501586937,-0.08002649922705,-0.0988732556517117,0.2766747693572283,0.2046758857983347,-0.7714086088318456,-1.6092620461599652,3020070
0,100001.0,50,464,-0.6082584296760524,-0.2719242573363978,-0.4683403110506353,0.3791397800956999,-0.0743958366745439,0.2700453436333492,0.1995048019207683,-0.6312055128269138,-1.578481572658608,3020071
0,100001.0,50,486,-1.6126365308361372,-0.3248630925142921,-0.4788084285885722,1.249957747250689,-0.0792854216439623,0.2518177282878705,0.1532591872727927,-0.1503515404361633,-0.87315038641583,3020072
0,100001.0,50,453,-0.6946640124544844,-0.1502661169398562,-0.8013057130392224,-0.218650859216631,-0.1053427437347317,0.6248670399732217,0.1552786860600594,-0.1881754938407806,-0.9034170384061196,3020073
0,100001.0,50,436,0.3032026806814738,0.0493212444501501,-0.0392698231857338,-0.4385245736407947,-0.001208245854151,0.0599105986047982,0.16168318288854,-0.3230784599987101,-0.9321548111474874,3020074
0,100001.0,50,456,0.071180603443811,-0.0310176899863627,-0.2558571384204053,-0.6288452054677013,-0.0324491773883267,0.2082898048491578,0.1505467217561871,-0.2156958516487273,-0.7622104047542018,3020075
0,100001.0,50,467,0.0499939257828712,0.3434587857507123,-1.0684872308483473,-0.8503779549466486,-0.1024634497441722,1.114426769828803,0.1662058678219891,-0.2541111466386331,-0.7400067855504434,3020076
0,100001.0,50,456,-3.232455101420134,-0.8208524630579536,-0.7277903310368462,1.0284708235390705,-0.1434295109161343,0.2137749103981855,0.2375518500082959,-0.7930950568048235,-2.106927131597642,3020077
0,100001.0,50,319,-1.164367426744507,-0.3565161715290527,-0.3071226563023718,0.7923734490794838,-0.0615288372040526,0.0855188536965817,0.1803474554378713,-0.5271754385342318,-1.4853904771520638,3020078
0,100001.0,50,350,-0.5150132794910239,0.0133664182704127,-0.4144927080307854,0.3892121768015827,-0.0483412773019817,0.3700779774311548,0.1807843619375461,-0.3452595849502113,-1.2867388415882497,3020079
0,100001.0,50,417,-0.9297982813441752,-0.3222258044817879,-0.7633890376840156,0.0467747808269949,-0.1129817640830878,0.5027651725517956,0.1719858156028369,-0.6032734974089673,-0.8107477723336608,3020080
0,100001.0,50,393,-1.139847901761587,-0.4174744026087524,-0.4096343658409583,0.137549605431263,-0.0777638488786432,0.1435694011441569,0.1904559442824749,-0.9391888451684608,-1.2655580532311417,3020081
0,100001.0,50,458,-0.6024138416557447,-0.3799908988499397,-0.0691005572212635,0.2007400939989241,-0.0346960953532559,-0.1358498275303319,0.1844798264133239,-0.5424774053585099,-1.173350023012948,3020082
0,100001.0,50,429,0.1985464548512072,0.262199672441202,-0.2672676166268209,0.1950856399748809,-0.0133582505206964,0.3697516428025131,0.1608129439621152,-0.3158595377888784,-0.7978161074764841,3020083
0,100001.0,50,390,-1.571997841492605,-0.7413931113792833,-1.053784127678306,-0.5952862176768635,-0.1768336601878739,0.5409873148713907,0.2151476236753204,-0.9179499901408578,-1.6455711889803708,3020084
0,100001.0,50,322,-1.3779563682457123,-0.6003947847586892,-0.1074230602277365,0.5707827106250797,-0.0548067992997915,-0.2149974029996128,0.1482796016957507,-0.5871531418134515,-0.6161452940276184,3020085
0,100001.0,50,340,-0.4914575969890791,-0.2358227796765084,-0.6754486131456852,-0.4597529374351471,-0.0968377685032717,0.47030299321182,0.1878571428571428,-0.5870476904717792,-1.2467224447244458,3020086
0,100001.0,50,341,-0.4941527779274495,-0.0968096609374012,-0.3111889503147827,0.96328454831711,-0.0437843401410074,0.222774262824776,0.1800352283770651,-0.2868072484470773,-1.644865767662313,3020087
0,100001.0,50,319,-0.7112238542866681,-0.4303598507989857,0.0740749183751935,1.1167635872657924,-0.0212968143919707,-0.2864252890155426,0.1869859884252208,-0.6936215947226502,-1.8010298219665848,3020088
0,100001.0,50,397,0.338219071334786,0.1754134631929119,-0.0198240358735703,0.4013747306498409,0.0099020888466771,0.1079190825399507,0.1520178623596678,-0.0427549283960144,-0.588862366681346,3020089
0,100001.0,50,329,-1.1853100147570694,-0.3454222735488845,-1.0818034572695228,0.7135259575184606,-0.1529286172010947,0.7698617455962989,0.1779168016412914,-0.6513660647900547,-1.208988211179382,3020090
0,100001.0,50,463,0.1942259697581113,0.3789683171640962,-0.3747587731414502,0.0989981314269947,-0.017904398324782,0.5245074924697828,0.1271318386509533,0.0118360441255328,-0.4113011018403801,3020091
0,100001.0,50,419,-0.1380438235041405,0.1513710124879814,-0.8949842748148743,-0.958920194052736,-0.0955002150127135,0.8627211419556657,0.1580762987012987,-0.5401237773684924,-0.490542061582728,3020092
0,100001.0,50,447,0.1047112769612269,0.2608780140827551,-0.7568616040299307,-0.2768061599069917,-0.0714038431208952,0.7983812644464646,0.1646161068594104,-0.7498946887417383,-0.7582827602387873,3020093
0,100001.0,50,425,-1.3424339907175502,-0.4841477799276654,-1.0559691266587352,0.3324537731088122,-0.1589250670897022,0.6756008538231585,0.1844806450498981,-0.6838448793729326,-1.4342377930284234,3020094
0,100001.0,50,410,-2.749093246271441,-0.842423983377835,-1.0058287216945496,0.7539189921888902,-0.1780817713582314,0.4466756404233656,0.2101161487322201,-0.3265612472746185,-1.7512803238315848,3020095
0,100001.0,50,431,-1.9826705666116788,-0.3757855020999175,-1.3681935116989885,0.2476477700344948,-0.1883170434594726,1.0052869427007234,0.1965086759341417,-0.5964767137389835,-1.3569847555758756,3020096
0,100001.0,50,343,-0.8318804356046312,-0.0091777435742315,-0.6559030948516701,0.2485739345866576,-0.0786470659217772,0.5699597392888315,0.1382375645293578,-0.102495548969393,-0.682370498032399,3020097
0,100001.0,50,432,-0.3304684967302059,-0.0938252437454273,-0.045535571631425,1.3024805378364088,-0.0119443151786127,-0.0085549998935863,0.1629565516682863,-0.0250555622970264,-0.9337745522561536,3020098
0,100001.0,50,348,-0.7716262888212486,-0.347907166130962,-0.5434247554318987,0.2402970939612017,-0.0889399771866165,0.2968578590189059,0.1682155004859086,-0.6747681433847242,-1.118851526400931,3020099
0,100001.0,50,370,-0.842384591149544,-0.3520127503091268,-0.1258835666984458,1.3504523548465437,-0.0395539422467281,-0.0712330024160267,0.2142913832199546,-0.396349909174531,-1.8961406562338528,3020100
0,100001.0,50,382,-0.8664228491791179,-0.1969192377577631,-0.918261114345175,0.3137211947496855,-0.1227541785824519,0.7031778028184698,0.1893375166158417,-0.2432351501686576,-1.6565692200524504,3020101
0,100001.0,50,482,-0.1701375450171307,0.3669672220178565,-1.2588343672502291,-0.5883009342650696,-0.1232856050484676,1.2936011521613298,0.1990665584415584,-0.5551486482481651,-1.8271810463447529,3020102
0,100001.0,50,342,-0.4773743490489143,0.0653330186823023,-0.5494807590143873,-0.346564893177914,-0.0607827730294742,0.5151025309042715,0.1322542810227539,0.1096618392052543,-0.5742300709118593,3020103
0,100001.0,50,489,-1.0375721795110642,-0.5415879137346004,-0.3905699171634393,0.2217268343526356,-0.0839633817334485,0.0623347470888095,0.1954056375025257,-0.2983310577551085,-1.625111918605405,3020104
0,100001.0,50,443,-1.0627332265710625,-0.2687778123446892,-0.4516230426455651,0.9878900833861204,-0.0722398403197829,0.2570412015741641,0.1974042822257108,-0.7715314724507338,-1.689754818232715,3020105
0,100001.0,50,443,-0.9098171809444,-0.4156880199730863,-0.4038428128268985,0.35244405429284,-0.0768362973961603,0.1392327839463182,0.1321692470091484,-0.5855260210802411,-0.2000090055875098,3020106
0,100001.0,50,394,0.1344283254985422,0.2046183519250777,-0.2227322415031954,-1.4493836581860968,-0.0121290999935861,0.300829015709817,0.144180915609487,-0.1488094256476092,-0.3058175953293236,3020107
0,100001.0,50,482,-0.6416697246965287,-0.2207993432888857,-0.8629281906940359,-0.1577624900242366,-0.11746423236847,0.642460251726929,0.1608853600611842,-0.4825489471514521,-0.739859096488264,3020108
0,100001.0,50,407,-1.1105902113217458,-0.4514326088742461,-0.6406909297952897,0.6017805202798981,-0.1074965196651776,0.3285116875196513,0.1656828429046037,-0.7717798496457515,-1.0707321117116355,3020109
