#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3010075.trees ../Simulation/Slim(primary)/trees/r3010076.trees ../Simulation/Slim(primary)/trees/r3010077.trees ../Simulation/Slim(primary)/trees/r3010078.trees ../Simulation/Slim(primary)/trees/r3010079.trees ../Simulation/Slim(primary)/trees/r3010080.trees ../Simulation/Slim(primary)/trees/r3010081.trees ../Simulation/Slim(primary)/trees/r3010082.trees ../Simulation/Slim(primary)/trees/r3010083.trees ../Simulation/Slim(primary)/trees/r3010084.trees ../Simulation/Slim(primary)/trees/r3010085.trees ../Simulation/Slim(primary)/trees/r3010086.trees ../Simulation/Slim(primary)/trees/r3010087.trees ../Simulation/Slim(primary)/trees/r3010088.trees ../Simulation/Slim(primary)/trees/r3010089.trees ../Simulation/Slim(primary)/trees/r3010090.trees ../Simulation/Slim(primary)/trees/r3010091.trees ../Simulation/Slim(primary)/trees/r3010092.trees ../Simulation/Slim(primary)/trees/r3010093.trees ../Simulation/Slim(primary)/trees/r3010094.trees ../Simulation/Slim(primary)/trees/r3010095.trees ../Simulation/Slim(primary)/trees/r3010096.trees ../Simulation/Slim(primary)/trees/r3010097.trees ../Simulation/Slim(primary)/trees/r3010098.trees ../Simulation/Slim(primary)/trees/r3010099.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/211051631.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,bsfs,FayH,FulD,TajD,ZngE,FerL,Omega,btree,Colless,path
0,100001.0,50,462,0.1958222409648226,0.00288699029324511,0.07426395383229756,0.23962256129802995,0.22637540363722522,-0.11689777225287934,0.1694147405599813,-0.4290079573001457,0.14700360342156663,r3010075.trees
0,100001.0,50,410,0.3803488843007132,-0.04330961858471696,-0.07683393238799341,0.4814438271129374,0.8174037565008766,-0.6489116337951524,-0.21049968994747625,-0.0120798225786451,0.1296290705631365,r3010076.trees
0,100001.0,50,370,-0.1611191646599116,0.01632182061785136,0.5105007844867574,-0.13922501915131402,-0.2640493690071048,0.2193697081100349,-0.2043540416336029,-0.8026328949081831,0.15502694584327237,r3010077.trees
0,100001.0,50,458,0.11199895506446043,-0.0006856644428076468,-0.8022734800873819,0.1489452389947571,0.1590722840526523,-0.09361246680449696,0.004491857164059071,0.05224377181648244,0.12403079511374442,r3010078.trees
0,100001.0,50,428,0.3782038012922435,0.053139810857866766,-0.7658397812662793,0.0957292432618847,-0.29428768488246276,0.3921122212797785,0.6746132473037,0.37552085594620954,0.11458088982719525,r3010079.trees
0,100001.0,50,452,-0.4056366105483196,0.0315039773665637,1.1650130967806074,-0.38287582512403423,-0.6291223750655004,0.49184864041444365,-0.11836090271780719,0.012533195663355154,0.12738095238095237,r3010080.trees
0,100001.0,50,476,0.6947306706351735,0.014768985363797577,-0.11821536340277815,0.621198749128971,0.5330167349370929,-0.24152093964337376,0.33073568112922636,0.2886329584336772,0.1257553553336228,r3010081.trees
0,100001.0,50,380,-0.28937760954353287,0.002817497836947568,0.7611502509275855,-0.2115727376088383,-0.23910766141071388,0.14828159454658263,-0.015989353279183813,-0.0628987691613801,0.1251700680272109,r3010082.trees
0,100001.0,50,439,-0.2193169705158753,-0.00742295313683898,0.8918522322174761,0.25051210927976814,0.3138408306890278,-0.21033152695392598,-0.2683361879471307,-0.41597530720379,0.13817565069506063,r3010083.trees
0,100001.0,50,420,-0.32751511314375725,-0.037066972768800784,-0.25919068657181754,-0.07192680874313145,0.1998767211673769,-0.27039170460453615,0.22480374563355518,-0.05744172347680603,0.12979712086854944,r3010084.trees
0,100001.0,50,509,1.9434950604719121,0.07060500442443006,-0.06207784832046613,0.5208239895241046,0.015120366355517237,0.2900796840351033,0.40419085361739965,-0.18647668428410302,0.13320180288864314,r3010085.trees
0,100001.0,50,489,-0.04687527648503534,0.0025133775453104693,0.5855046523744342,-0.082584446478252,-0.10407407899121698,0.06997135600349273,0.10225815841709354,-0.252686049086296,0.14346938775510204,r3010086.trees
0,100001.0,50,443,-0.11891532233647399,-0.042732567778062995,-0.21611291910641112,0.0006076213422452062,0.31700356982785777,-0.3612284482058717,-0.06009754232020875,-0.18703920454641254,0.1358764436006961,r3010087.trees
0,100001.0,50,438,0.6697232222824351,0.019675309520503767,-0.11332846136469353,0.5853530819443957,0.45928079746145256,-0.17887948555512131,0.23144203334114088,0.40109759883892643,0.1258547689909297,r3010088.trees
0,100001.0,50,450,-0.48476849852312925,-0.006355843192387127,0.7896718270754102,-0.2846696016837735,-0.24719743509935183,0.1141336922727008,-0.33283847266998756,-0.9119313136990709,0.15700128218826798,r3010089.trees
0,100001.0,50,491,-0.8142416982322594,-0.016531658877037565,1.2943185250199958,-0.4607103206249742,-0.3540404818058112,0.1319699692229089,-0.42679022481281054,-0.9590090680174908,0.16354721236320616,r3010090.trees
0,100001.0,50,300,-1.3347616013919528,-0.025069099564260518,1.0008696088866489,-0.6255192871800271,-0.4593121801914078,0.1570994060718045,-0.6472376662986228,-0.8568389395902539,0.16186784791435954,r3010091.trees
0,100001.0,50,297,0.9648350197528963,0.06675372982967717,0.5963584978081765,0.1176301614784717,-0.3691708015132381,0.4905782238853959,0.07044482688840073,-0.0014263406092511527,0.1274197598502488,r3010092.trees
0,100001.0,50,382,-1.0220768760191474,-0.036134855075373166,0.9724641178103061,-0.3687143309218561,-0.11366448327526811,-0.08736932332509792,-0.339133265374405,-0.3018155901241955,0.13446946826067704,r3010093.trees
0,100001.0,50,492,0.2344947446924849,-0.03541859705052338,-0.4927203705874943,0.33810619788437973,0.6124703755277625,-0.49900621027141673,-0.15715834823598465,-0.4271450081530452,0.1496471088435374,r3010094.trees
0,100001.0,50,381,0.8632216578669145,0.035325623046405866,0.43972593886545713,0.16206300805021,-0.09359345673313943,0.20219609044508122,0.029549420768173074,-0.3347012590949692,0.13920568227290916,r3010095.trees
0,100001.0,50,448,-0.7076599783944892,-0.09860535103316415,-0.05202904330205703,-0.23532309567639864,0.48692899989449206,-0.6941216920075388,-0.4925075457425509,-1.5535193625088575,0.20005580357142858,r3010096.trees
0,100001.0,50,359,0.5777023055038173,0.0361478984830456,-0.5684260158830843,0.19981369415875028,-0.06053827081394764,0.18664597668666577,0.5329602864053345,0.42378455271420007,0.11806142575373345,r3010097.trees
0,100001.0,50,449,-0.19726770223516002,-0.08322381836651463,-0.8182517803235204,0.1399107487956007,0.7609207906325166,-0.7854323103562785,-0.07309824405902945,-0.21218706225965944,0.13267238713667284,r3010098.trees
0,100001.0,50,440,-1.0363169854515488,-0.15133697650290479,-0.8012087261874588,-0.4779098611168029,0.6264026458082931,-0.9961991779504175,-0.4171414642946606,-1.232195815915296,0.17862254191294005,r3010099.trees
