#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3040125.trees ../Simulation/Slim(primary)/trees/r3040126.trees ../Simulation/Slim(primary)/trees/r3040127.trees ../Simulation/Slim(primary)/trees/r3040128.trees ../Simulation/Slim(primary)/trees/r3040129.trees ../Simulation/Slim(primary)/trees/r3040130.trees ../Simulation/Slim(primary)/trees/r3040131.trees ../Simulation/Slim(primary)/trees/r3040132.trees ../Simulation/Slim(primary)/trees/r3040133.trees ../Simulation/Slim(primary)/trees/r3040134.trees ../Simulation/Slim(primary)/trees/r3040135.trees ../Simulation/Slim(primary)/trees/r3040136.trees ../Simulation/Slim(primary)/trees/r3040137.trees ../Simulation/Slim(primary)/trees/r3040138.trees ../Simulation/Slim(primary)/trees/r3040139.trees ../Simulation/Slim(primary)/trees/r3040140.trees ../Simulation/Slim(primary)/trees/r3040141.trees ../Simulation/Slim(primary)/trees/r3040142.trees ../Simulation/Slim(primary)/trees/r3040143.trees ../Simulation/Slim(primary)/trees/r3040144.trees ../Simulation/Slim(primary)/trees/r3040145.trees ../Simulation/Slim(primary)/trees/r3040146.trees ../Simulation/Slim(primary)/trees/r3040147.trees ../Simulation/Slim(primary)/trees/r3040148.trees ../Simulation/Slim(primary)/trees/r3040149.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/791861356.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,TajD,FulD,ZngE,bsfs,FayH,FerL,Colless,Omega,btree,path
0,100001.0,50,482,-0.1323820604541207,0.21127046218219211,-0.33652327554632794,0.08321331561999726,0.026921221671757544,0.3057035655302176,0.1220294285114927,0.14319299411174743,0.31362962670816885,r3040125.trees
0,100001.0,50,435,-0.6104386712525246,2.633082433905703,-0.46503942192264863,-2.6010152899121275,-0.02239622738175813,0.17069050571769634,0.1571791638003516,-0.411501079362821,-0.8442570788258247,r3040126.trees
0,100001.0,50,422,-0.12896491639523203,-0.027880408124610543,0.3796572968352843,-0.4401629333676936,-0.0693328600774491,-0.5090846431030759,0.12976082152606266,-0.17302127795184577,-0.03837711655513186,r3040127.trees
0,100001.0,50,371,0.09722623157283647,-0.8560130942577474,0.2582353620971697,0.089721860207824,-0.021403263836130133,-0.23744918136604198,0.12811791383219953,0.018487175712166997,-0.008806955184878607,r3040128.trees
0,100001.0,50,352,-0.668408927879713,1.1248430458978638,-0.9589702023586453,-0.8763870565857212,0.03661823763461919,0.7012352615561631,0.15157021712794705,-0.6276101851736515,-0.64333283001488,r3040129.trees
0,100001.0,50,392,-0.00807634472712997,-0.7223597242993335,-0.1457490156761513,0.24210961778057463,0.018601057847349604,0.16153576725295157,0.1272393774263632,0.19715265294044657,0.12487375925989225,r3040130.trees
0,100001.0,50,461,0.33456362784547994,-0.01486870826007316,0.1881209441334349,0.48322982407546716,0.02130024812481546,-0.017289387908262274,0.12487852283770651,0.5310135218289723,0.24134684492968847,r3040131.trees
0,100001.0,50,362,-0.2829529680773892,0.9213869583771446,-0.21030681549336885,-0.3647858965319487,-0.011047358366779973,0.07350490469425708,0.1326252723311547,-0.0033096494326656655,-0.16576197641487916,r3040132.trees
0,100001.0,50,505,-0.3531373174006582,-0.153902193365449,0.2518223793249516,-0.7990276063595848,-0.08319941637029364,-0.49552912417988887,0.1283822087393516,-0.0678140346659309,0.016325706152724263,r3040133.trees
0,100001.0,50,511,0.5495519200828443,-0.6550583434185442,0.3455266557711909,0.7736170641237425,0.030083166204020805,-0.06973029916606176,0.11967315661896943,0.40140316006943433,0.46231947230329257,r3040134.trees
