#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3040125.trees ../Simulation/Slim(primary)/trees/r3040126.trees ../Simulation/Slim(primary)/trees/r3040127.trees ../Simulation/Slim(primary)/trees/r3040128.trees ../Simulation/Slim(primary)/trees/r3040129.trees ../Simulation/Slim(primary)/trees/r3040130.trees ../Simulation/Slim(primary)/trees/r3040131.trees ../Simulation/Slim(primary)/trees/r3040132.trees ../Simulation/Slim(primary)/trees/r3040133.trees ../Simulation/Slim(primary)/trees/r3040134.trees ../Simulation/Slim(primary)/trees/r3040135.trees ../Simulation/Slim(primary)/trees/r3040136.trees ../Simulation/Slim(primary)/trees/r3040137.trees ../Simulation/Slim(primary)/trees/r3040138.trees ../Simulation/Slim(primary)/trees/r3040139.trees ../Simulation/Slim(primary)/trees/r3040140.trees ../Simulation/Slim(primary)/trees/r3040141.trees ../Simulation/Slim(primary)/trees/r3040142.trees ../Simulation/Slim(primary)/trees/r3040143.trees ../Simulation/Slim(primary)/trees/r3040144.trees ../Simulation/Slim(primary)/trees/r3040145.trees ../Simulation/Slim(primary)/trees/r3040146.trees ../Simulation/Slim(primary)/trees/r3040147.trees ../Simulation/Slim(primary)/trees/r3040148.trees ../Simulation/Slim(primary)/trees/r3040149.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/791861356.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,TajD,FulD,ZngE,bsfs,FayH,FerL,Colless,Omega,btree,path
0,100001.0,50,463,0.09139464808126452,0.0029747592773115283,0.040899953582201436,0.10821160032128062,0.007234689669321285,0.00724362792258928,0.11843960382080293,0.35712478844235734,0.25755552759996747,r3040135.trees
0,100001.0,50,380,-0.2904627946373391,0.5274372645674564,0.05371880821035375,-0.6139529323164544,-0.04787079921072417,-0.23228158764166362,0.15187890224582984,-0.39612627946795637,-0.4706314722174573,r3040136.trees
0,100001.0,50,541,0.2909716054466227,0.6512797965404943,0.4866673825630133,0.2692872386696754,-0.024962428028017406,-0.3831386644386812,0.1524968394437421,-0.27657526169026636,-0.45062388967959255,r3040137.trees
0,100001.0,50,409,0.31521016718557177,-0.5758774707881557,-0.08954122622057453,0.989646489888413,0.05613976816950297,0.28782936267787484,0.11090325018896448,0.48179176215339764,0.5380742088673066,r3040138.trees
0,100001.0,50,447,0.009989399456770855,-0.11107139237203167,-0.02390864892878418,0.13844787182829688,0.0046232704178996884,0.03315933555009573,0.13553220201123928,0.017254949494403923,-0.15055416095642296,r3040139.trees
0,100001.0,50,482,0.24272612810835895,-0.18851523604143897,-0.09891852025321672,1.0207629972324475,0.047208460277380716,0.25598022555655947,0.1219760863529085,0.5278912751645973,0.24259765525294166,r3040140.trees
0,100001.0,50,448,0.220954630811505,0.7417322086946507,0.11157188391376723,0.20138604685180356,0.015775951667360698,0.0029937075187540354,0.14426972974982344,0.11709656013152575,-0.6779535031554307,r3040141.trees
0,100001.0,50,448,-0.45047559285877165,0.874025750694102,0.3369256914635332,-1.9866211963548608,-0.10838146632822714,-0.6498596389006295,0.1624733226623983,-0.5573002475547193,-0.7524214996058975,r3040142.trees
0,100001.0,50,355,-0.7493436363240318,2.4629129076636946,-0.7122288467630846,-2.5938196597101904,-0.008182703397167649,0.3719799829412208,0.19164126689636893,-0.3261886494409911,-1.62729831395177,r3040143.trees
0,100001.0,50,441,0.0849288909517552,0.7385157065636045,0.1751288364530555,-0.02958568825794937,-0.011799831719663692,-0.14970088466430903,0.1259230965113318,-0.036114093777246406,-0.10582857568411234,r3040144.trees
0,100001.0,50,489,0.3454607860607309,-0.5664584380279277,0.20250218136390846,0.7087899501938434,0.020887272182868573,-0.02714989068027809,0.1485119047619048,-0.024668638740089475,-0.5833535812887458,r3040145.trees
0,100001.0,50,429,-0.7498382199026824,0.5403804311182796,0.06686845558532573,-2.026640686393697,-0.11373798572395008,-0.518156368979103,0.17755102040816326,-0.5422669176171554,-1.0832084692112074,r3040146.trees
0,100001.0,50,433,0.12852567115412625,0.9155499611878095,0.33135444094684424,0.012360835023510205,-0.026828171575075922,-0.3022279870532164,0.1287894645037502,0.06504909988767933,-0.2865351966422381,r3040147.trees
0,100001.0,50,477,0.13692745842652296,0.2480052760894505,-0.11407204475654804,0.45543761628360635,0.03449482919180262,0.2108544243854689,0.1054953231292517,0.15667814322762658,0.47936805164468327,r3040148.trees
0,100001.0,50,489,0.448580661414257,0.3429861070265689,0.5218791206482662,0.32586364488024666,-0.007795613320482193,-0.3305424759544111,0.1268605732891447,0.08514854818822144,-0.20423200474500186,r3040149.trees
