#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3010100.trees ../Simulation/Slim(primary)/trees/r3010101.trees ../Simulation/Slim(primary)/trees/r3010102.trees ../Simulation/Slim(primary)/trees/r3010103.trees ../Simulation/Slim(primary)/trees/r3010104.trees ../Simulation/Slim(primary)/trees/r3010105.trees ../Simulation/Slim(primary)/trees/r3010106.trees ../Simulation/Slim(primary)/trees/r3010107.trees ../Simulation/Slim(primary)/trees/r3010108.trees ../Simulation/Slim(primary)/trees/r3010109.trees ../Simulation/Slim(primary)/trees/r3010110.trees ../Simulation/Slim(primary)/trees/r3010111.trees ../Simulation/Slim(primary)/trees/r3010112.trees ../Simulation/Slim(primary)/trees/r3010113.trees ../Simulation/Slim(primary)/trees/r3010114.trees ../Simulation/Slim(primary)/trees/r3010115.trees ../Simulation/Slim(primary)/trees/r3010116.trees ../Simulation/Slim(primary)/trees/r3010117.trees ../Simulation/Slim(primary)/trees/r3010118.trees ../Simulation/Slim(primary)/trees/r3010119.trees ../Simulation/Slim(primary)/trees/r3010120.trees ../Simulation/Slim(primary)/trees/r3010121.trees ../Simulation/Slim(primary)/trees/r3010122.trees ../Simulation/Slim(primary)/trees/r3010123.trees ../Simulation/Slim(primary)/trees/r3010124.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/849438440.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,TajD,FerL,FayH,FulD,bsfs,ZngE,Omega,Colless,btree,path
0,100001.0,50,365,0.3364584732661091,-0.2926352715374672,-0.01124330448240538,-0.12671082676312898,0.3880937333304397,0.42994161823483235,0.47356114175498626,0.11580956886065684,0.21205430674768228,r3010100.trees
0,100001.0,50,477,0.03498140928578101,0.25470409034569824,0.03256940470172048,0.34122541308676974,0.3577234471288785,-0.20524185417333754,0.30357097023682433,0.14935237487852285,-0.35271263798008823,r3010101.trees
0,100001.0,50,488,0.7797513727974251,-0.05513296947943567,0.04787288398428029,-0.925380966502776,1.0707403230888881,0.4516758429700935,1.0182258175166017,0.09984693877551021,0.9613757255000788,r3010102.trees
0,100001.0,50,412,0.07525464037063397,-0.0775214242373826,-0.003934496633907297,0.41079429232790815,-0.08369279713968139,0.10681281904167744,0.15845634107110057,0.14269713261648745,-0.4790218723822349,r3010103.trees
0,100001.0,50,397,0.5153295978138513,-0.6721747791145687,-0.04373422573949093,-0.8293561015983872,0.2829081471783799,0.8551549590906479,0.08971400923687528,0.10653473510616368,0.5679482117508178,r3010104.trees
0,100001.0,50,360,-0.23651668807016368,-1.0070680299494257,-0.13619556990380663,0.04052015161572584,-1.1860742481318516,0.760538426639714,-0.8450660230823139,0.2004227747437003,-1.4552878898998178,r3010105.trees
0,100001.0,50,329,-0.34465180918785426,0.09942048244433137,-0.012280289121291076,0.6236384487316061,-0.6593708862128851,-0.26459034763193345,0.03973928287373463,0.1424674036281179,-0.41812273716500087,r3010106.trees
0,100001.0,50,489,0.08371398461742728,-0.45672856588895405,-0.04816846636287313,-0.7180325288703435,-0.012097095151704802,0.4437949791799463,-0.14454377137514163,0.15652056277056278,-0.666787633965517,r3010107.trees
0,100001.0,50,348,0.04292196379754037,0.020145612719010587,0.005396772598031073,-0.14227337194146478,0.15837603504263587,0.00446844742980242,-0.1813492263056308,0.1333707241761953,-0.26636045620358445,r3010108.trees
0,100001.0,50,452,0.100456444693565,0.010825765905893337,0.00829248633551951,-0.17906326951078855,0.001363746750970774,0.042432388052305495,-0.034057634524519216,0.13634557083703047,-0.19548710806782094,r3010109.trees
0,100001.0,50,481,0.07534241796391934,0.21320486889367665,0.030473127548531757,-0.3669538496069995,0.005105487268359203,-0.14798143633447772,0.6617943561761681,0.11004702427419055,0.4579442416092407,r3010110.trees
0,100001.0,50,442,0.10270799070310024,-0.42918357412421193,-0.04365446377695604,0.12604868760447763,-0.24797793185692443,0.4293398137326369,0.19549959370681402,0.13837313275825794,-0.3735360412600328,r3010111.trees
0,100001.0,50,411,-0.31344013784824226,-0.20446214670648039,-0.04612931215349479,-0.48101264491520723,-0.5657383319025326,0.017372844519483344,-0.1805313948464453,0.15002981712165386,-0.44502719746763036,r3010112.trees
0,100001.0,50,316,-0.5965959894406245,-0.2546266611573233,-0.07208842988092483,1.2052493242672422,-1.7318289726829454,-0.08401896866407887,-0.15317348374939102,0.14127060220061177,-0.36093952603898605,r3010113.trees
0,100001.0,50,359,0.02513117797511178,-0.3456759019914925,-0.03931860170761259,-0.11506567197427621,-0.27588801605715074,0.315866121339637,-0.52012998036506,0.15360870375547478,-0.6694470164218198,r3010114.trees
0,100001.0,50,449,-0.5110945278208152,-0.8912944666037611,-0.14119320133859978,1.3267575365093065,-3.4628951290890964,0.5172647088805253,-0.5452436223177591,0.16183202840884783,-0.8829660244446325,r3010115.trees
0,100001.0,50,497,-0.3709637426375403,-1.172234315036092,-0.16446021119453286,-0.31213294509971196,-1.0428925764019654,0.8360153325297769,-0.5024235182212267,0.1690765992495653,-0.8328788621262307,r3010116.trees
0,100001.0,50,397,-0.29027011899803185,0.23484107219280712,0.007579691720265788,1.0353875836262005,-0.49232393473626995,-0.35566574097730613,-0.24672654525464421,0.15157681569737722,-0.6726895264697089,r3010117.trees
0,100001.0,50,410,-0.25041485402008246,-0.4121885333532387,-0.06635646392515783,1.0789962235450619,-1.4199072801518728,0.23200350749963178,-0.15861300756898017,0.12893404488232074,-0.14874794202471112,r3010118.trees
0,100001.0,50,539,-0.3881595866764053,0.14952145767264896,-0.00940193968491466,-0.07701543736036548,-0.5876267882880891,-0.3320873680427671,0.19935955841177902,0.12058133755785419,0.2658127525308822,r3010119.trees
