start,end,N,SS,ZngE,FulD,bsfs,FerL,FayH,TajD,btree,Omega,Colless,path
0,100001.0,50,478,0.0740892388791842,-0.5346208055294802,0.4621789894732049,0.0593936122079649,0.0240456601060078,0.2439638211721934,0.8244563398789146,0.4417219918656265,0.1036060028406967,3070000
0,100001.0,50,357,-0.4168597545945712,0.6072620941077667,-0.710690897355241,0.211468048780617,-0.0062729051449562,-0.4491664502823437,0.0724706491160998,0.1766046756532755,0.1216514556133012,3070001
0,100001.0,50,454,0.4899964580696581,-0.5844524852348165,0.2408733264852012,-0.3981015385442664,-0.0280924304168048,0.272707574022607,0.4938713686043471,0.4035163085785702,0.1103007111935683,3070002
0,100001.0,50,424,-0.2951301785029819,0.9698136700157836,0.3137050105322886,0.3311629635242678,0.0385885721752161,-0.0093426485618569,0.0264961061077997,0.2169536297264487,0.1162773003938417,3070003
0,100001.0,50,423,0.2843604062319326,-0.4557934039504914,-0.0196481279814507,-0.2677637708837984,-0.0250201884186236,0.0960922440352588,-0.5258200970510507,-0.2364686382264724,0.1520047412904555,3070004
0,100001.0,50,394,0.1005507790005212,-0.3596503234457509,0.8898106888771029,0.0949508787909213,0.0361387177194058,0.3560613772203085,0.5731544937521099,0.4599694479403695,0.1052605938208616,3070005
0,100001.0,50,454,0.2510481322414496,0.4926261071459406,-0.0670788356177313,-0.2405309266331667,-0.0230496271807461,0.0777010627638622,0.4953789812946496,0.3195924473988625,0.1133300939423388,3070006
0,100001.0,50,460,0.1483431677391849,0.3466285738181404,-0.2562518736311482,-0.1748736141399106,-0.0213686234366657,-0.0096340899772387,-0.0871220615550506,0.2789728232330222,0.1306396998261188,3070007
0,100001.0,50,405,0.1373165748597171,-0.9512143381388416,0.1367381158884655,-0.1807169848777057,-0.0242823257926829,-0.0408450688843422,-0.5281006449985184,-0.0204187838297301,0.1586139920449054,3070008
0,100001.0,50,413,0.311466373768871,-0.3870609453875531,0.0218918598694737,-0.2253609107241034,-0.0113087878161482,0.2206090176221015,0.0831634737538179,0.2220746505129331,0.124140315466846,3070009
0,100001.0,50,423,0.0673175850335364,0.0694512628407328,-0.5959962287674071,-0.2176727914898484,-0.042488016197803,-0.2390924614229121,0.195468047770775,0.0669821645756619,0.119836636577708,3070010
0,100001.0,50,471,0.6909775831039237,-1.2173086537361664,0.3126300751636838,-0.5584238902424997,-0.0388991789470602,0.389387401493654,0.3321613408123099,0.0423489159396926,0.1143752713851498,3070011
0,100001.0,50,398,-0.2504571677884397,0.317700643923808,-0.7199508181726858,0.0561327375603796,-0.0205774564754834,-0.3898921473302665,-0.0346505089762282,-0.205198882898466,0.1275697092023622,3070012
0,100001.0,50,443,-0.2797983542030258,0.0848878315167217,-0.3900383837107949,0.1347589829195232,-0.0058770620329801,-0.3128153824812075,-0.1677687186611702,-0.3426309201550433,0.1396942374833531,3070013
0,100001.0,50,467,-0.091759394929144,0.4824975155930132,-0.5375224449844092,-0.0268683763942461,-0.0187414622635589,-0.2230327189002262,-0.5163024668488381,-0.3679042190552283,0.1484593837535014,3070014
0,100001.0,50,381,-0.1688613066592842,-0.1818838205838689,0.9622771926407192,0.3465153784294777,0.0593931428885619,0.2613302808602299,0.7270191172781113,0.7815029847733564,0.1034399224806201,3070015
0,100001.0,50,325,-0.6095168442259117,1.263102769674432,2.040526058627516,0.6310615584560811,0.0674282174640282,-0.1100678721511243,0.237635894210082,-0.0099032041645133,0.1115015936444508,3070016
0,100001.0,50,494,0.5125826349319077,0.1261252186724641,0.0879265664032306,-0.410868116382968,-0.028043708569622,0.2943993001244836,-0.2762317978533243,-0.1089190692294885,0.144723865877712,3070017
0,100001.0,50,359,0.1103181007396382,-0.4447822857261369,-0.0445213349826212,-0.1939091370121141,-0.0311236981212688,-0.1156039848130547,0.1466488377928718,0.2132396389137906,0.1264449835878407,3070018
0,100001.0,50,445,0.0320177524168284,0.7023145119486949,-0.5386683905547949,-0.2194927584613931,-0.047654852906654,-0.3103993850650541,-0.3773687485711561,-0.2547323844804843,0.1499433106575964,3070019
0,100001.0,50,395,-0.7137370229309391,0.4950207333620389,-0.1444623815490086,0.6422290218643415,0.0557721384468992,-0.2922340003447354,0.3109607668669992,0.3813949693069031,0.1127220332577475,3070020
0,100001.0,50,411,0.3363326321452065,-0.5170449989887609,0.9017069723976436,-0.0579413201061577,0.0317498507590138,0.5529835532461118,0.2717891144556624,0.1203057149645576,0.1112136343899261,3070021
0,100001.0,50,500,0.140003695909661,-0.1224816632282763,-0.8424049555691948,-0.313377652137813,-0.0552178878389136,-0.2605477701810009,-0.0107594561806037,-0.1196977025382391,0.1166008856372737,3070022
0,100001.0,50,417,-0.0430258936819795,0.0467747808269949,0.2563933036156627,0.1216344202677057,0.0230158535964544,0.1231437241524708,0.1532539951014412,0.3542504199708416,0.124293090730268,3070023
0,100001.0,50,492,0.6977194539716532,-0.2818038620717058,0.0769584360098704,-0.6148557103606175,-0.0513195637945773,0.3065240641311118,-0.0664099543139294,0.1257984210395417,0.1328982755893055,3070024
0,100001.0,50,492,0.3300032797883035,-0.0407564237679464,-0.0752186090693141,-0.225895076669346,-0.0089215609699051,0.2550186217017166,0.0740887992324198,0.1368047952605321,0.123170210492574,3070025
0,100001.0,50,379,0.0225182132428134,0.5765540910879937,-0.5209828706712695,-0.1503713587962908,-0.0326516876834837,-0.2117998046920398,-0.8679733632699966,-0.521078944175745,0.1489939891300435,3070026
0,100001.0,50,563,-0.0069772064574737,-0.6095217060688646,0.1339050666637277,0.034610530754938,0.0072318250118234,0.0451431962469672,0.4726404833573067,0.6290598220131769,0.1134100274725274,3070027
0,100001.0,50,406,-0.1542386347004855,0.2101535310028146,0.699955436902245,0.277212808101442,0.044876406904865,0.1718937615554577,-0.0514874438185772,-0.1520529100301909,0.1224187900012075,3070028
0,100001.0,50,493,0.6405212087360709,-0.3480588964353094,-0.2164471825011366,-0.6071470437335424,-0.0572080702222237,0.2090117113375827,-0.2952280803296015,-0.3947215074011284,0.1369701726844583,3070029
0,100001.0,50,456,0.190463211814817,0.8334924671853327,0.1866392352789477,-0.1422453298711303,-0.0079604896605319,0.1271933191692417,0.2153775204104901,-0.0075841917986567,0.1216775369941791,3070030
0,100001.0,50,476,0.2168768482640787,-0.2427686017886129,-0.5924890222614186,-0.4143599753579108,-0.0687729649865598,-0.2831848566934046,-0.4497637789769879,-0.4655034358496148,0.1517901897601145,3070031
0,100001.0,50,495,-0.2232020168199255,-0.899059636119336,0.7000588013095413,0.3413113899882413,0.050612609373101,0.147086313682373,0.620273080264548,0.3603179561442344,0.1030252002278744,3070032
0,100001.0,50,462,-0.1756849313901013,-0.3748096990635547,-0.0245336226559735,0.1556483572060834,0.0131266697890334,-0.0758549529928869,0.5447563624744688,0.5284548356730171,0.1090561224489795,3070033
0,100001.0,50,447,-0.0218109705783369,0.4192798637398421,-0.1154785059589744,-0.0294802265103702,-0.009926433544314,-0.0922114522949918,0.3659960498436118,0.5293948033359474,0.1152403172324206,3070034
0,100001.0,50,415,0.5177709127912054,0.4197344332696042,0.561893453517629,-0.2198191559844902,0.017902598414719,0.6294876792840358,0.0303940597174853,-0.1437588467046475,0.116765632806795,3070035
0,100001.0,50,487,0.2590897828010386,-0.6465578794063578,-0.1730664736952067,-0.2684832748969172,-0.0285581317916807,0.0457539691486874,-0.3356311558109521,-0.1646410109136408,0.1476510894212757,3070036
0,100001.0,50,314,-0.1707871521914173,0.7159817769439677,-1.4605946471928657,-0.1974615035184226,-0.0702781365855512,-0.6679380841153777,-0.1595467683801976,0.0508081130562186,0.1373215953047886,3070037
0,100001.0,50,523,0.3714346885534882,0.1632392251362605,-0.360637994111626,-0.3845164473927112,-0.0408186743108796,0.0661191959013663,0.3182832370625861,0.3483492316646063,0.1156534343695284,3070038
0,100001.0,50,451,-0.4448148213046742,-0.3035742564173411,0.5036324974695376,0.5351841471783765,0.0666518632806812,0.0472058893102299,0.8205401347940305,0.4338661337522884,0.0978277674706246,3070039
0,100001.0,50,434,0.2637375052840039,0.9741341187210872,-0.9952107399253552,-0.4183964222381924,-0.0634843415181453,-0.1994627436318062,-0.4973076162065372,-0.5119830075813397,0.1381927771108443,3070040
0,100001.0,50,414,-0.4967442408014625,0.6433301103616642,0.804201542670452,0.5798671708328638,0.070298952225798,0.0223717486432084,0.3601309218752405,0.366943800203532,0.1202901063337956,3070041
0,100001.0,50,450,0.1452726695468125,0.7896718270754095,-0.6399160900503914,-0.3273861825800346,-0.05790045581164,-0.2742672865663124,-0.5488875461155575,-0.2713218419632628,0.1493630471056347,3070042
0,100001.0,50,429,0.1899147503923082,-0.5300334214262561,-0.1117462550740729,-0.1968878732663458,-0.0209859138999273,0.0335158650496598,0.1682944081186893,0.4730623402233396,0.1224450060397991,3070043
0,100001.0,50,388,-0.3492877753829855,2.1275804968101735,-1.855782476007806,0.0567736666610106,-0.0338170616164527,-0.5804397430763718,-1.1368341346128843,-0.4225816442975098,0.169364861329147,3070044
0,100001.0,50,457,-0.172477754405381,0.4677893296118671,0.7333263416499918,0.2872325864925111,0.044710148270353,0.153511687224007,0.2228592340326574,0.1954595586782362,0.1155348061554718,3070045
0,100001.0,50,437,-0.1031593375087116,0.2329590553269769,-0.1854708534513008,-0.0230779402535262,-0.0194035584098603,-0.2388051086083716,0.0511154435757712,0.1399928077051797,0.1201734883897693,3070046
0,100001.0,50,453,-0.439280164275489,0.5009777250703908,-0.4226488423714645,0.2723063402015024,0.005158305877755,-0.3879705198089868,-0.0707476142855899,-0.1910520697735227,0.1322684852835606,3070047
0,100001.0,50,367,-0.4455299756005805,0.6221760321417625,0.0917593638508622,0.4293111087828518,0.0415987043741212,-0.1344036037984965,0.4505117362077832,0.1928919461782405,0.1098787341023365,3070048
0,100001.0,50,431,0.4218543578884691,-0.4053859567399632,0.3159192467040508,-0.2750970612500228,-0.0081720273071865,0.3497482955654193,0.7720695742746734,0.5879252344009565,0.1127521183912161,3070049
0,100001.0,50,402,0.5773612211489957,-0.7127040698744198,-0.6037447485230614,-0.7571044160459753,-0.1014590526674143,-0.167080620778548,-0.1782092273408375,-0.157697673983174,0.1294251253132832,3070050
0,100001.0,50,449,-0.1524414358206618,-0.092248626933948,0.612894474052701,0.2654076054696935,0.0422586874572063,0.155265917531484,-0.1834396448153785,0.0942981800043105,0.1328920757492186,3070051
0,100001.0,50,526,-0.0092720573905162,-0.4203407712386402,-0.433295846809515,-0.1307088563492421,-0.0321321823902853,-0.2393778365669805,-0.4255219395186398,-0.2872206003452589,0.1455880429094714,3070052
0,100001.0,50,402,-0.2779386836670887,0.208144498876878,-0.0790265404510509,0.2369647011392101,0.0185998462039956,-0.1360499032944226,0.3376183405011302,0.4725845236653334,0.1149428357730526,3070053
0,100001.0,50,436,0.6611239233833208,-0.2346545052436808,0.1635387121232678,-0.5265158623081216,-0.0354031525597723,0.3861922622301431,0.4765625185725139,0.2371995765451585,0.12132097737054,3070054
0,100001.0,50,413,-0.1881258909851042,0.6528482716228019,-0.2604181459591332,0.0942018700634063,-0.0031072591251889,-0.2043999034693369,0.3671983628903313,0.1410062499450346,0.1111096034158344,3070055
0,100001.0,50,514,0.0220105940671963,-0.699336885106259,0.6758356796096807,0.1816965275137567,0.0459088406730865,0.350436061914159,0.5319780526657423,0.5070477221815919,0.1075153871072238,3070056
0,100001.0,50,413,0.2260595266929267,0.0432463168236283,0.0578826069232095,-0.253969979491384,-0.029641616654763,0.0066555632342425,-0.294646565707689,-0.5472953901877623,0.1446232339089482,3070057
0,100001.0,50,484,0.144081622958425,0.8093146923965633,0.3326060209235257,0.0512138186810245,0.0315467643084226,0.3653952987733661,0.1695060020036868,-0.0029941638260735,0.1157688656858092,3070058
0,100001.0,50,384,0.6705326024056474,0.0636674944905875,-0.6430886849687095,-0.7172747453299565,-0.0794567964502178,0.0811955339343524,0.0721730848709493,-0.2036204181495528,0.1203686831875607,3070059
0,100001.0,50,434,0.494083769417065,-0.1181541429303063,0.0347338011099332,-0.4383328169876825,-0.0370837567931707,0.212541701183947,0.1714181707413458,-0.1163103049066001,0.1319668956691587,3070060
0,100001.0,50,377,-0.4900671119751256,0.2044437123144122,-0.042709491876353,0.4211198378311479,0.0336045451897422,-0.2345636401350509,0.0604439684554438,-0.1585858277060951,0.1262517429331981,3070061
0,100001.0,50,534,-0.1611932342668567,-0.4356831072927168,0.0085962240734626,0.171468909262352,0.0187967523053629,-0.0208880618120744,0.6737601927562382,0.4915536327513029,0.1107198748043818,3070062
0,100001.0,50,484,-0.3550547546781902,0.7786883544156883,0.0954898938146051,0.3100533911058485,0.0254494905345258,-0.1608276904686393,0.3119057045366157,0.3149397275670403,0.1209463237349734,3070063
0,100001.0,50,333,-0.1723791993130312,0.4434996159625164,-0.0306587378102456,0.1592879343499029,0.0144961829682577,-0.0637304091793801,0.2085075780298611,0.2540994772688409,0.1262324550073194,3070064
