#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3040000.trees ../Simulation/Slim(primary)/trees/r3040001.trees ../Simulation/Slim(primary)/trees/r3040002.trees ../Simulation/Slim(primary)/trees/r3040003.trees ../Simulation/Slim(primary)/trees/r3040004.trees ../Simulation/Slim(primary)/trees/r3040005.trees ../Simulation/Slim(primary)/trees/r3040006.trees ../Simulation/Slim(primary)/trees/r3040007.trees ../Simulation/Slim(primary)/trees/r3040008.trees ../Simulation/Slim(primary)/trees/r3040009.trees ../Simulation/Slim(primary)/trees/r3040010.trees ../Simulation/Slim(primary)/trees/r3040011.trees ../Simulation/Slim(primary)/trees/r3040012.trees ../Simulation/Slim(primary)/trees/r3040013.trees ../Simulation/Slim(primary)/trees/r3040014.trees ../Simulation/Slim(primary)/trees/r3040015.trees ../Simulation/Slim(primary)/trees/r3040016.trees ../Simulation/Slim(primary)/trees/r3040017.trees ../Simulation/Slim(primary)/trees/r3040018.trees ../Simulation/Slim(primary)/trees/r3040019.trees ../Simulation/Slim(primary)/trees/r3040020.trees ../Simulation/Slim(primary)/trees/r3040021.trees ../Simulation/Slim(primary)/trees/r3040022.trees ../Simulation/Slim(primary)/trees/r3040023.trees ../Simulation/Slim(primary)/trees/r3040024.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/775906762.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,FulD,ZngE,bsfs,FayH,TajD,FerL,Omega,btree,Colless,path
0,100001.0,50,469,3.4052536996754634,-0.20393749574200992,-4.940096830946836,-0.1076057754048897,-0.9683118903728775,-0.33843628529005054,-0.5367502756187718,-1.7080775352888873,0.18878441428927592,r3040000.trees
0,100001.0,50,481,-1.1065460613340505,0.45895675508319206,0.5828975343226844,0.016005236307452757,0.5584168819705373,-0.19404877831538275,0.4039149390108459,0.46653032965741525,0.10330531176201051,r3040001.trees
0,100001.0,50,484,-0.2319807989531868,0.31606384634098933,1.0403751443143745,0.03832771408900358,0.5802546853918478,-0.018185624563689492,0.5282261255420473,0.24767386480775652,0.11908950772427197,r3040002.trees
0,100001.0,50,382,0.31372119474968546,-0.14222540236945472,-0.23020783188329758,-0.006533804233105161,-0.18458263559720406,0.05361729111747144,0.2257514113223108,0.03344623123542692,0.12951715077565418,r3040003.trees
0,100001.0,50,402,-0.23386281412374457,0.1186659001450884,0.0050640197268126295,-0.018515836058539462,-0.017609984525071967,-0.14575509668536502,0.028035726861010843,-0.41739963926166573,0.14714976899850848,r3040004.trees
0,100001.0,50,482,-1.049592124523105,0.45354499546929106,0.9758315815410671,0.027432605794067803,0.635080958722935,-0.1426505175735326,0.02107615160513029,0.2145883575734497,0.11784099114506137,r3040005.trees
0,100001.0,50,548,-0.23816321719855116,-0.11106483460400249,-0.0322913986708247,0.005600186456253181,-0.06708276054813375,0.0870312882281217,0.31748160254791774,0.35484471400996465,0.12471789663732791,r3040006.trees
0,100001.0,50,453,-0.02238851804744298,0.13903070288431618,0.14783406330336366,0.003600378235485107,0.160282322216287,-0.06408097839505168,0.3788446551383056,-0.17562329660155995,0.13753982605700507,r3040007.trees
0,100001.0,50,520,-0.21603967281922234,0.042636156745697804,0.4423120315836032,0.018218978895592288,0.17183067201671615,0.05278943062686694,0.23203914801419595,0.2601755019323658,0.1192337631570041,r3040008.trees
0,100001.0,50,375,0.8150912119230715,-0.4038992747359745,-0.9389716105418748,-0.016491203281675425,-0.5094872881863608,0.1609914791741749,-0.2527478822314897,-0.6310325610840397,0.158954490887264,r3040009.trees
