#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3040000.trees ../Simulation/Slim(primary)/trees/r3040001.trees ../Simulation/Slim(primary)/trees/r3040002.trees ../Simulation/Slim(primary)/trees/r3040003.trees ../Simulation/Slim(primary)/trees/r3040004.trees ../Simulation/Slim(primary)/trees/r3040005.trees ../Simulation/Slim(primary)/trees/r3040006.trees ../Simulation/Slim(primary)/trees/r3040007.trees ../Simulation/Slim(primary)/trees/r3040008.trees ../Simulation/Slim(primary)/trees/r3040009.trees ../Simulation/Slim(primary)/trees/r3040010.trees ../Simulation/Slim(primary)/trees/r3040011.trees ../Simulation/Slim(primary)/trees/r3040012.trees ../Simulation/Slim(primary)/trees/r3040013.trees ../Simulation/Slim(primary)/trees/r3040014.trees ../Simulation/Slim(primary)/trees/r3040015.trees ../Simulation/Slim(primary)/trees/r3040016.trees ../Simulation/Slim(primary)/trees/r3040017.trees ../Simulation/Slim(primary)/trees/r3040018.trees ../Simulation/Slim(primary)/trees/r3040019.trees ../Simulation/Slim(primary)/trees/r3040020.trees ../Simulation/Slim(primary)/trees/r3040021.trees ../Simulation/Slim(primary)/trees/r3040022.trees ../Simulation/Slim(primary)/trees/r3040023.trees ../Simulation/Slim(primary)/trees/r3040024.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/775906762.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,FulD,ZngE,bsfs,FayH,TajD,FerL,Omega,btree,Colless,path
0,100001.0,50,373,-1.1071614844770588,0.37317234325370824,0.25416461470719737,-0.0053967921087345605,0.3231319463463635,-0.2356335687553139,0.36634748164628333,0.31729546692861876,0.12115846338535413,r3040010.trees
0,100001.0,50,567,0.8628066772410163,-0.026598042559679534,-0.5955629512651356,-0.03208122211673387,-0.2558292771333739,-0.12074059200460684,0.026803503879326413,-0.27293477269103306,0.13955149159230792,r3040011.trees
0,100001.0,50,465,-0.10681793342443938,-0.06135682005642819,-0.2586248500945302,-0.01842276434912059,-0.19134730519537452,-0.04285398438059272,-0.1034132236789286,0.0951514259631056,0.12040898090005234,r3040012.trees
0,100001.0,50,468,-0.19058783275663946,-0.2879799104969484,0.4339789510425505,0.03751097593504048,-0.009681309739973604,0.32273573491277086,0.059357438329607215,-0.23983700969807942,0.13744156880629346,r3040013.trees
0,100001.0,50,420,-1.1055485663817093,0.03706641460428951,0.173639449520005,-0.00473588871167542,0.001971173483806976,-0.041122758428244956,-0.39284040192805764,-0.029949624860605616,0.12513830833538236,r3040014.trees
0,100001.0,50,458,-0.34929960791937253,0.3474947442306697,0.6583988895841003,0.020717388003112885,0.4845420914592891,-0.11064933407518128,0.11448030908779229,0.039205136178488816,0.11934638720353007,r3040015.trees
0,100001.0,50,368,0.1692097978594316,-0.18607274749710653,0.08634693293654438,0.015336791568195828,-0.07069287984761932,0.1707282667812695,-0.24217930932321868,-0.7949896025360088,0.1731231414721577,r3040016.trees
0,100001.0,50,350,0.13561203678468187,-0.06560520964509917,-0.5800297290980866,-0.04130578296116627,-0.3589944947993014,-0.1362888972498493,0.07944004721272073,-0.0757750854250115,0.13014395899204753,r3040017.trees
0,100001.0,50,453,-0.48033398077554784,-0.2653728390675286,0.793891343013772,0.05334970399868916,0.12551585035203094,0.37667960500378417,0.18868692810228674,-0.03929989809292781,0.13531037414965988,r3040018.trees
0,100001.0,50,397,-0.4937022382579614,-0.05472847418559539,-0.38195308904532044,-0.037813389109518994,-0.3236680589603398,-0.12816966020792103,-0.46217969161280315,-0.39956338828416654,0.14966931216931217,r3040019.trees
0,100001.0,50,446,1.2248986874323062,-0.10742946323214723,-0.5711428934437303,-0.027044754166403877,-0.2976738647169961,-0.05293765623153211,-0.1675001876470117,-0.4308818730847286,0.14586913712853564,r3040020.trees
0,100001.0,50,431,-0.16479458371779412,0.42837720666276763,-0.7522456604478951,-0.09989774512620242,-0.30087250315307323,-0.6659622534653504,-0.05540631641165028,-0.20786069203242016,0.13660209846650523,r3040021.trees
0,100001.0,50,405,0.6941122402570883,0.3592160855671461,-0.07260502193985208,-0.039375392305305214,0.06600788622962453,-0.3709356310985363,-0.376860660258544,-0.8172066660980067,0.15121393384940182,r3040022.trees
0,100001.0,50,437,1.1482872492708762,0.5574727319158591,-0.9793975326147458,-0.10163106340361723,-0.188493191553496,-0.7469886878944759,-0.45563160076337345,-0.2656255386191269,0.13627602556173984,r3040023.trees
0,100001.0,50,516,0.41130669149265026,0.3971857752129251,0.9663978131618456,0.03850699183075346,0.6598473991198099,-0.06352044626039419,0.5297311095278309,0.02724922004201523,0.12962018140589568,r3040024.trees
