start,end,N,SS,TajD,ZngE,FulD,bsfs,FayH,FerL,Colless,btree,Omega,path
0,100001.0,50,496,-0.0403826157297998,-0.0825787509120356,-0.694675236194732,0.0164943464215102,0.0055003313677884,0.0703475909905183,0.1125985440905334,0.3585445271005128,0.2226616121225302,3100000
0,100001.0,50,523,0.5846327552245547,0.8158826792944534,-0.4321880275014071,0.4680027366122963,-0.0283852144464554,-0.585294333188186,0.1121522866572371,0.3539431225431538,0.0754663654484203,3100001
0,100001.0,50,450,0.3670744155076479,0.1369370213065399,-0.2639993682849939,0.6395477046032807,0.0327472251376357,0.0602094151265263,0.1298185941043083,0.0267130266349891,0.0290536611473936,3100002
0,100001.0,50,493,-0.4515737793549481,-0.8889893736100726,0.3134839289581621,-0.2389276243098848,0.0568724787651556,0.7474044042167094,0.1225914449549453,-0.0669977921694391,-0.0384349379839736,3100003
0,100001.0,50,352,-0.9579065201873428,-0.5787653658300852,0.1581928132281003,-1.6533477975337962,-0.0554455390599658,0.0970364275778536,0.139468965880926,-0.5020251987011204,-0.6727965533540129,3100004
0,100001.0,50,382,-0.3830437688160441,-0.2124036607151705,0.7012170318441682,-0.7890957393730597,-0.0247647979119452,0.0168576058830728,0.1380707971811479,-0.1640129485012003,-0.2954624105296101,3100005
0,100001.0,50,441,-0.1885507886924781,-0.3945759017156332,0.839301689585322,-0.1811841305026293,0.026976513399335,0.3389350946442975,0.1330471212875394,-0.1448997596895942,0.3509708666579536,3100006
0,100001.0,50,488,0.0854287647028739,0.120751332366987,0.0770472989337322,-0.1104345416817382,-0.0043659184555688,-0.0873138039996612,0.1089812115322319,0.5298110625343002,0.3060315626602112,3100007
0,100001.0,50,497,0.0193503524509751,-0.1434443012675618,0.0756486984391618,0.2471837554761276,0.0220385378847928,0.1749974869287522,0.1339825270209606,-0.002443167120119,0.0486372538337695,3100008
0,100001.0,50,493,-0.1310139368015774,0.5452839371080421,0.1631332868232815,-0.8326064254221216,-0.0918013855212123,-0.6991312513622322,0.1263155262104842,-0.2490545016226691,-0.5392123556862889,3100009
0,100001.0,50,362,-0.1028341937166662,-0.3186973206876425,1.166639457738262,0.1198833123561426,0.028831366007897,0.3031776909035555,0.1087084833933573,0.4523462712941332,0.3821019114548544,3100010
0,100001.0,50,509,0.7077530209480904,0.2827468976979918,-1.2272632623613398,1.03949393274171,0.0606085987810989,0.0951973306252975,0.1050341853913282,0.8014062279733085,0.4250636417478562,3100011
0,100001.0,50,428,-0.2615838721081003,0.3573860737777286,-0.2120849729123851,-0.5558701810627203,-0.0848264449195138,-0.5618258744581074,0.1541854029747492,-0.5928703300069169,-0.4240235561676101,3100012
0,100001.0,50,389,-0.0553345899196957,-0.1511234547616408,0.5914143717452555,0.1599983236157829,0.0127279820399299,0.139845561589061,0.1389474267968056,-0.262375978040481,-0.2247272509851459,3100013
0,100001.0,50,473,-0.0750973040949143,-0.1966587610099558,-0.0667328470157166,0.0725272337926925,0.0160549142136924,0.179998345149785,0.1333071690214547,-0.0681736602206797,-0.0266382882309246,3100014
0,100001.0,50,424,0.2896942862453411,0.4826439566593308,-0.6022262910033642,0.329163582172492,-0.0247858899090345,-0.3798735738178225,0.1214809823300389,0.1338868048215106,-0.3540866950916727,3100015
0,100001.0,50,346,-0.0125122914249252,-0.477685509008545,-0.6371064360344392,0.4237062040599176,0.0630762244884346,0.5378202253425078,0.1001828477055562,0.676948454064108,0.4859247828886479,3100016
0,100001.0,50,432,-0.2651967879174367,-0.0938820417925106,-0.3092013726019185,-0.5053850958523237,-0.0243420140485601,-0.0491979113379994,0.1337527157459842,-0.0670287492364161,-0.0214540438162803,3100017
0,100001.0,50,495,-0.1498391960241414,0.1340962584680995,0.1491644255246991,-0.3734945649812379,-0.038982622987503,-0.2413200408834921,0.1073650180793037,0.2606945541635903,-0.2560398843385366,3100018
0,100001.0,50,376,-0.3546475667078158,-0.1856072968032824,0.1350053189875775,-0.6348369359516288,-0.0244239075278508,0.0030382745073645,0.1273220826792255,0.0002054426143153,-0.216570680408366,3100019
0,100001.0,50,431,0.0681652028948086,0.5059266309794275,-0.6803475259081557,-0.2320349595837865,-0.0588495657759142,-0.5369415209954406,0.121535651297556,0.1222311706505848,0.2784793823146543,3100020
0,100001.0,50,429,-0.400653577234566,0.0639561172466989,-0.357386025854557,-0.6365248572494023,-0.0645871806259956,-0.3090602610202492,0.1373558569769371,-0.2176099071051113,-0.1321672834853648,3100021
0,100001.0,50,420,-0.1267673448328541,-0.0090260009523834,0.269782988309365,-4.853908523624454e-06,-0.016483144072894,-0.064393972022524,0.1281462585034013,-0.0622489451705001,-0.0501960153707053,3100022
0,100001.0,50,390,-0.0156617326919707,0.1204044570990888,0.2777915617644271,-0.2185233569357355,-0.018488729897214,-0.1465981502041132,0.1201163525519497,0.465722893417395,0.4667551186546541,3100023
0,100001.0,50,464,0.2206692655182988,0.2693713477246294,-0.4193399021900714,0.0815437892662559,-0.0055598571084174,-0.1771052724284008,0.1071315192743764,0.5571752622194499,0.2054362057628063,3100024
0,100001.0,50,460,0.1367946774260734,0.5099793180615112,-0.6520482297272591,-0.0359107548268869,-0.0497475647647831,-0.500999922804956,0.1189036461145304,0.2839784201669619,0.1489818941429683,3100025
0,100001.0,50,465,-0.1832299878692644,-0.1474455710888645,0.1481490851520966,-0.2140037857645128,-0.0056713358126382,0.0601192006920699,0.113087061747776,0.1985722708395475,0.4082969031530573,3100026
0,100001.0,50,366,-0.2669135561007234,-0.3693742123089996,0.4306916335700823,-0.1993144516059609,0.0127536927324334,0.2644359079975887,0.106088634284123,0.3536381899626423,0.3422029826041703,3100027
0,100001.0,50,497,0.0579945890786797,0.3132169427858597,-0.2226448735138184,-0.1749355810731808,-0.0341379941032934,-0.3229721646084512,0.1239490668062096,0.1729751524500492,0.2074186564522646,3100028
0,100001.0,50,474,-0.0567978466009185,0.0519773584774287,0.614375033461002,-0.1006301456923322,-0.0149382192903007,-0.0927766567638716,0.1227683756429401,0.1281761684889661,-0.2168051477736314,3100029
0,100001.0,50,354,0.0940694437888574,0.6398249214280982,0.5566530108703217,-0.6718216422760619,-0.0736331898560896,-0.6748466519731344,0.1349030295347952,-0.3099785864666283,-0.2725784770175291,3100030
0,100001.0,50,484,0.0289556006438686,-0.1488053965615061,-0.1707281229914361,0.2402452762930099,0.0241100436642876,0.186783109320348,0.106810115350488,0.6295291466097316,0.2843939466093135,3100031
0,100001.0,50,481,-0.0752174251376588,-0.2696292839176547,0.4959037307412264,0.1658673096799193,0.0258751320303819,0.2631341333983031,0.1136896084964598,0.4538613029581575,0.4197125576681533,3100032
0,100001.0,50,451,0.340483731158306,0.3515813480508868,-0.3692835122497861,0.2395690496370945,5.2411036055359534e-05,-0.2002849887639331,0.1157612803575536,0.1744957659253632,0.2752821456439737,3100033
0,100001.0,50,515,0.1069131549660359,-0.0357407127933966,-1.1938480326584862,0.3284326512786551,0.0197268877309326,0.1038467222032336,0.114854852832222,0.3083426873051513,0.3653504585341612,3100034
0,100001.0,50,437,-0.0263770143766746,0.3930296843318211,-0.2077545195349004,-0.1167027344042887,-0.0567811020293323,-0.4638639355725525,0.1278396206967635,0.1703178074114518,0.0143892919734539,3100035
0,100001.0,50,423,0.4243880262446307,0.1861743680707532,0.2095165073183921,0.696023522940626,0.034097391428188,0.0376834084401023,0.106928999144568,0.6089316767294747,0.5181915173449073,3100036
0,100001.0,50,301,0.5462199476174188,0.8428624083285488,-0.1423936739591319,0.6140252695395969,-0.0382530088883072,-0.641560258269372,0.1258136875439831,0.0503998861615149,-0.1480178812635371,3100037
0,100001.0,50,532,-0.323929599368187,-0.1383602991508156,0.7458836145764867,-0.5470863917215866,-0.0265337830461263,-0.033434393108046,0.1290336647479504,-0.1456534184486671,0.0304182051135263,3100038
0,100001.0,50,436,-0.3919534382885826,-0.7792083564794089,0.7846958367418887,-0.1229572936096353,0.0505526967310509,0.6578165164961227,0.1096107983423254,0.7738507011722375,0.5623801598917902,3100039
0,100001.0,50,447,0.0120999809861957,0.3914316644597344,-0.3431000669209762,-0.1196172704276906,-0.0511732578608701,-0.4393410737585688,0.1216823516971555,0.3825902075361132,0.0874345726070275,3100040
0,100001.0,50,537,-0.2135975922999672,0.250140324732762,1.3711113899272367,-1.0287240009183096,-0.0634686142561866,-0.4112997812303016,0.1288245530770447,0.0746968199976229,0.1105518185036923,3100041
0,100001.0,50,440,-0.3539722159371068,-0.5247873400553931,0.4446271060968013,-0.3801827106816829,0.0214737491888598,0.3899627849785727,0.1277673350041771,0.0489619304233889,0.2752429818018653,3100042
0,100001.0,50,423,0.2711452148885626,0.1263768561079297,-0.1406466038757574,0.5654091204598832,0.0207809669603309,0.015602280670947,0.1122302369223551,0.2938142383595528,0.2959197084754696,3100043
0,100001.0,50,334,0.3557163167318904,-0.098234492485819,-0.4531801055548304,1.2506858654885995,0.063110541620279,0.3212572732898107,0.0968729040912139,0.8967093857380668,0.7430845197497788,3100044
0,100001.0,50,439,-0.1615103511436153,-0.1730061357571149,0.4193873220636239,-0.1293925888883374,0.0008230631975562,0.102145473210054,0.1019339673041991,0.5645381063822985,0.4288295028359324,3100045
0,100001.0,50,455,0.0843831573733249,-0.1898651668802992,1.168226675886438,0.1783056881536035,0.0374112715979717,0.2663062506423485,0.1245253915519696,0.0374304193654174,0.0574735201144764,3100046
0,100001.0,50,445,0.272114953120632,0.1443888127742721,-0.1966525343135095,0.3029175874062975,0.0184852263822626,-0.0042892538126952,0.1134441984340906,0.2653917792132169,0.3553973418164652,3100047
0,100001.0,50,444,0.1008712440297116,-0.2270144681758814,0.9448914519245446,0.6372097310123682,0.0447429317617223,0.3184002532415204,0.1055892627321198,0.6383812405937609,0.3617461205659154,3100048
0,100001.0,50,474,-0.2515589736592761,0.4730494200680564,0.4580300920150722,-0.8751128365307688,-0.0989256324675278,-0.6878658604742486,0.1322762059369202,-0.1582501131295429,-0.3328435704736598,3100049
0,100001.0,50,428,-0.1434589305913844,-0.0622246890773778,-0.3505236750008584,-0.10812925481877,-0.0116221145350612,-0.0135574584722036,0.1222005656195062,0.223046877306755,0.3466241302630617,3100050
0,100001.0,50,487,0.2677201504401315,0.3779753019360267,0.3274793204844528,0.1157012930948027,-0.0136238720491994,-0.2731296424108287,0.1179817549139471,0.0830696901942728,0.1946008374249058,3100051
0,100001.0,50,433,0.4512670727023606,0.3818571712019851,-1.0345554700258863,0.4317874794128822,0.011409771806493,-0.1696305511902512,0.1108096677824568,0.2974214986025666,0.3649357161623452,3100052
0,100001.0,50,467,0.3005062584396382,0.2759231172597028,0.2286164735854576,0.6069762430403981,0.0046998265707227,-0.1374877701595858,0.1064949789439585,0.5381983430329023,0.3115147352107598,3100053
0,100001.0,50,550,0.1264828393088317,0.4822158782736123,0.0743295831895865,0.0194572241231594,-0.0472840843071182,-0.4751396188891571,0.1327099877607947,-0.1023642820047018,-0.0025636015867845,3100054
