#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3000450.trees ../Simulation/Slim(primary)/trees/r3000451.trees ../Simulation/Slim(primary)/trees/r3000452.trees ../Simulation/Slim(primary)/trees/r3000453.trees ../Simulation/Slim(primary)/trees/r3000454.trees ../Simulation/Slim(primary)/trees/r3000455.trees ../Simulation/Slim(primary)/trees/r3000456.trees ../Simulation/Slim(primary)/trees/r3000457.trees ../Simulation/Slim(primary)/trees/r3000458.trees ../Simulation/Slim(primary)/trees/r3000459.trees ../Simulation/Slim(primary)/trees/r3000460.trees ../Simulation/Slim(primary)/trees/r3000461.trees ../Simulation/Slim(primary)/trees/r3000462.trees ../Simulation/Slim(primary)/trees/r3000463.trees ../Simulation/Slim(primary)/trees/r3000464.trees ../Simulation/Slim(primary)/trees/r3000465.trees ../Simulation/Slim(primary)/trees/r3000466.trees ../Simulation/Slim(primary)/trees/r3000467.trees ../Simulation/Slim(primary)/trees/r3000468.trees ../Simulation/Slim(primary)/trees/r3000469.trees ../Simulation/Slim(primary)/trees/r3000470.trees ../Simulation/Slim(primary)/trees/r3000471.trees ../Simulation/Slim(primary)/trees/r3000472.trees ../Simulation/Slim(primary)/trees/r3000473.trees ../Simulation/Slim(primary)/trees/r3000474.trees ../Simulation/Slim(primary)/trees/r3000475.trees ../Simulation/Slim(primary)/trees/r3000476.trees ../Simulation/Slim(primary)/trees/r3000477.trees ../Simulation/Slim(primary)/trees/r3000478.trees ../Simulation/Slim(primary)/trees/r3000479.trees ../Simulation/Slim(primary)/trees/r3000480.trees ../Simulation/Slim(primary)/trees/r3000481.trees ../Simulation/Slim(primary)/trees/r3000482.trees ../Simulation/Slim(primary)/trees/r3000483.trees ../Simulation/Slim(primary)/trees/r3000484.trees ../Simulation/Slim(primary)/trees/r3000485.trees ../Simulation/Slim(primary)/trees/r3000486.trees ../Simulation/Slim(primary)/trees/r3000487.trees ../Simulation/Slim(primary)/trees/r3000488.trees ../Simulation/Slim(primary)/trees/r3000489.trees ../Simulation/Slim(primary)/trees/r3000490.trees ../Simulation/Slim(primary)/trees/r3000491.trees ../Simulation/Slim(primary)/trees/r3000492.trees ../Simulation/Slim(primary)/trees/r3000493.trees ../Simulation/Slim(primary)/trees/r3000494.trees ../Simulation/Slim(primary)/trees/r3000495.trees ../Simulation/Slim(primary)/trees/r3000496.trees ../Simulation/Slim(primary)/trees/r3000497.trees ../Simulation/Slim(primary)/trees/r3000498.trees ../Simulation/Slim(primary)/trees/r3000499.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/956922961.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,TajD,FayH,FerL,FulD,ZngE,bsfs,Colless,btree,Omega,path
0,100001.0,50,390,0.09604884032970999,0.010218595446703773,0.0295659811819151,0.3916712721263349,0.0236544080678177,0.07707599632202713,0.1039975129836881,0.46059952271298227,0.21249665622178915,r3000463.trees
0,100001.0,50,415,-0.38845647658211196,-0.06405061460102429,-0.31150326264840295,-0.04419896156092686,0.0724496818252826,-0.7202705914246107,0.11719187675070028,0.21556961802841418,-0.005219644981359071,r3000464.trees
0,100001.0,50,522,-0.0647487102404297,-0.026816183180655276,-0.18875706920367288,0.7380189708249032,0.1320237132722608,-0.4515971679705205,0.15058681130109702,-0.6190128919750912,0.1577283897114485,r3000465.trees
0,100001.0,50,460,-0.6393987618535174,-0.03521308369140698,0.0794745144751869,1.2486592350849528,-0.4002289625429909,-1.9627134571035942,0.14147869674185462,-0.3742316784277635,-0.5930951005326422,r3000466.trees
0,100001.0,50,400,0.1032509417909451,-0.0031661513298148086,-0.08750416981143,-0.10751898817688847,0.12999778938158207,0.17471330369037424,0.11143365392133865,0.5771913184167722,0.17775932542025835,r3000467.trees
0,100001.0,50,529,-0.032541680721185566,0.033775130148476315,0.30512476086053025,-0.7450308992962653,-0.2844379089585004,0.3160063661649585,0.09955201592832255,1.0829081480300817,0.6866182722829799,r3000468.trees
0,100001.0,50,503,0.2294514217527577,-0.0445106918723287,-0.5119353899262816,-0.9961935392916536,0.5676432017446577,0.02013762926525934,0.12466889410631508,0.18037640607895494,0.12088151894443405,r3000469.trees
0,100001.0,50,428,-0.589033781741857,-0.10056719067473938,-0.5017229628638918,1.1376923724502326,0.13553968785085513,-1.5412972405611087,0.146091301689215,-0.603221656329647,-0.29034183333262675,r3000470.trees
0,100001.0,50,548,0.22726488810185522,0.01398506408767295,-0.015729434999908525,-0.7253547539597175,0.13146847779503568,0.4318351897321536,0.1036542822257108,0.5515499771309283,0.08305807352150714,r3000471.trees
0,100001.0,50,412,-0.25312526737347246,0.025303731476816287,0.3625629612748305,0.8421395379572854,-0.44851979864396874,-0.31397304306397833,0.11988416988416989,0.2316121335970921,0.47153748862489947,r3000472.trees
0,100001.0,50,505,0.4828209559480831,0.014515102293467334,-0.16207942235964082,-1.5337845783440551,0.3919510890558424,0.5585526880788863,0.0902845265090163,0.9784117298047736,0.5449030368899864,r3000473.trees
0,100001.0,50,435,-0.3497504274617583,-0.029957380057609926,-0.046785597668632696,0.04482654215777253,-0.1396930212336064,-0.6128021755153422,0.12545386252660573,0.02906295483805123,0.14984434034507182,r3000474.trees
0,100001.0,50,390,-0.13561502760651337,-0.016955940580208464,-0.0630501898088129,-0.1777272796832024,-0.0147257766718601,-0.37374496045339706,0.12412655279503106,-0.0918943067807136,-0.20531727680648257,r3000475.trees
0,100001.0,50,485,-0.2847796007196036,-0.025021023333754267,-0.04359030015674446,0.6174805440866437,-0.10907318803383091,-0.8438076744124849,0.1317287784679089,-0.3302886509951897,-0.3848650100930217,r3000476.trees
0,100001.0,50,540,0.05551431773331473,0.013292121905364699,0.07978045956661536,-0.7421447265484006,-0.04122906401603735,0.16481933685315917,0.11850126524039567,0.33517555104506935,0.3881324370165721,r3000477.trees
0,100001.0,50,334,-0.10291132859412368,0.0023565314419110605,0.08030817423877475,0.4323410001656634,-0.12336762982255337,-0.41292901458874837,0.12017445014815743,0.12689097315706604,0.6025088214665043,r3000478.trees
0,100001.0,50,441,0.8416053691972473,0.055645280406746336,-0.026184028838681817,-0.4709160896969937,0.45785544158900937,1.313213111267562,0.09888446904185402,0.809768108945325,0.6926421463241274,r3000479.trees
0,100001.0,50,431,0.10304043049440693,-0.03782011103719052,-0.3799770440843993,-0.16479458371779424,0.3863410701172882,-0.144895568355568,0.10685504971219258,0.6900380893325477,0.5492512673937495,r3000480.trees
0,100001.0,50,476,-0.25138565236265376,-0.032857800290639,-0.1295031345554198,0.09975280377243434,-0.016448847721202354,-0.518037921041738,0.12181944601044838,-0.0606291572995865,-0.2011618986606,r3000481.trees
0,100001.0,50,485,-0.17330382915766673,-0.005291034427838964,0.05748599066572966,-0.11604400468706684,-0.14004451440393165,-0.3134166064251673,0.10612405339494288,0.4497887389103644,0.4551463076028088,r3000482.trees
0,100001.0,50,493,0.2522881492288141,0.05010585918182553,0.27494269796771265,-0.4984095385701889,-0.11058340683698324,0.7567153771633368,0.1103959932596892,0.514877393063141,0.2965308179865827,r3000483.trees
0,100001.0,50,414,0.37808533988156956,0.02994516751228876,0.029881244686932405,-0.4298555458250017,0.169053701924851,0.4666389212542142,0.12076688598936841,0.25994647496911977,-0.0026173925185265143,r3000484.trees
0,100001.0,50,376,-0.1945254818265883,-0.057848460639705584,-0.37273179594673506,-0.17990466131264932,0.22630938098570247,-0.5493084934162148,0.1231810906180654,0.03182057183441012,-0.07264082553758612,r3000485.trees
0,100001.0,50,437,-0.026653757594798343,0.020068116762408307,0.1851471195541518,-0.4111607848557675,-0.1760862542633721,0.10540590923648431,0.12433412518446532,0.12361846575959845,0.17013930047369955,r3000486.trees
0,100001.0,50,469,0.27409215079632054,-0.025486715170166572,-0.3770456479160261,0.6244066493445054,0.4723175313393375,0.10618476917040388,0.12223534734090681,0.05255704885315574,0.2158976383941647,r3000487.trees
0,100001.0,50,439,0.3930780515565141,0.0656527513190888,0.32266876042825254,0.5206298028108777,-0.07976497697868692,1.4117305909567766,0.12460556511761331,0.17682100233658338,0.25972754183130364,r3000488.trees
0,100001.0,50,535,-0.21931320585728348,-0.016098488844576184,-0.006844137280793131,0.889561735972488,-0.10753066431096138,-0.2593122832702505,0.12691326530612246,0.10909208868039885,-0.36828521379876317,r3000489.trees
0,100001.0,50,418,-0.01064385904609068,0.03197697486246752,0.27607203917858064,0.10965348708688523,-0.24750016969674246,0.28234752863552715,0.13503204750108136,-0.15449328788675187,-0.11666194841991982,r3000490.trees
0,100001.0,50,457,-0.18114781186718504,-0.02536604511851297,-0.1075057981783182,0.5974920540876117,0.0006149677300242774,-0.8825533110305345,0.12924225245653817,-0.1216894447943475,0.08608824901019105,r3000491.trees
0,100001.0,50,345,0.013151014266308393,0.0192587930468751,0.15422027408555838,-0.11491321684674302,-0.12834989785158135,0.17110030758016279,0.11345812210234413,0.188069658083369,0.2876194072354208,r3000492.trees
0,100001.0,50,500,-0.5407706524025465,-0.02804450143023217,0.0818173719126651,0.5001955109229935,-0.3515252771136375,-0.991439697523525,0.12297052154195012,-0.051244252143503595,0.10217775129833323,r3000493.trees
0,100001.0,50,457,-0.03786600623714292,-0.010263162443814304,-0.0643846912773772,0.24080956177931415,0.036875498454042165,-0.039457691234262925,0.1263658313066159,0.0957681246042799,0.006124737839396361,r3000494.trees
0,100001.0,50,280,-0.38727553315886964,0.08773261503389237,0.9617771952814497,0.6732921697996737,-1.041173154226907,0.05953094665113237,0.10508735868448099,0.6022312097099223,0.34696499896600924,r3000495.trees
0,100001.0,50,433,0.018068571541520816,0.021797889404749176,0.17336820327205393,0.2997271934361158,-0.14264975587640638,0.1628613570388119,0.1089787196930054,0.4463073794214701,0.29896187494985704,r3000496.trees
0,100001.0,50,430,-0.16882383758850336,-0.008842882099239655,0.024846243771340017,-0.01972011275999723,-0.10899859286812046,-0.23982887332649094,0.1189638416943132,0.3455634672016862,0.059565363051798374,r3000497.trees
0,100001.0,50,528,0.20564527917973405,-0.016535914360812427,-0.26135430716602803,-0.7682790570453727,0.3356518123202066,-0.010152356602161973,0.111117272996155,0.4750358259903441,0.3629081148913223,r3000498.trees
0,100001.0,50,544,0.05174549242147259,-0.03168245412216717,-0.2988423581379004,-0.7064240228580333,0.28888755326344495,0.12790559912973512,0.1188997338065661,0.23267930194009176,0.08497688062294954,r3000499.trees
