start,end,N,SS,bsfs,TajD,FerL,FulD,ZngE,FayH,btree,Colless,Omega,path
0,100001.0,50,354,0.6918540721269922,0.3535583892289061,0.1160160926999957,-0.1538199432171112,0.0805900621700466,0.0385102441699077,0.2705711683985582,0.1216095412523984,0.6166632397456708,3040022
0,100001.0,50,443,-0.0916415093660628,-0.1401597138244552,0.0160567346398051,0.486222165680899,-0.0865078965381767,-0.0078818186019474,-0.4427746949590513,0.1488014253320375,-0.1878049427829098,3040023
0,100001.0,50,457,0.1483787979802147,0.2508416704683564,-0.2695025732893452,-0.213149973885792,0.3659569187984295,-0.0143935496332255,0.1033182165775301,0.123496720116618,0.6867786360902653,3040024
0,100001.0,50,363,-0.7926626925248673,-0.2514072560865764,-0.0790434289146441,1.0320970911417793,-0.0603672118419976,-0.0269653135072372,-0.3570769095318518,0.1424153460266788,-0.0585235382792049,3040025
0,100001.0,50,372,-0.8597734179355072,-0.3588220106316333,0.0061271530580402,1.1266359000412074,-0.1904440929583701,-0.024350932832245,-0.6087210491406465,0.1522318804064835,-0.1080264061499289,3040026
0,100001.0,50,341,0.6042622784891091,0.3058774279687963,0.0994661293337855,-0.7716725743773141,0.0704472171827337,0.0332245875187644,0.4745781279971198,0.1180978885060517,0.5635842695116998,3040027
0,100001.0,50,427,0.0539881053975597,0.3198746654211532,-0.3376800314733465,-0.4477001096866456,0.4612623106084361,-0.0176757141843076,-0.1036296275657799,0.1313326838272997,0.348947662779158,3040028
0,100001.0,50,381,0.9723864894343396,0.6865620999774015,-0.1070168523230393,-1.2697008996201886,0.4480078112136871,0.0352724351572519,0.7212986602968776,0.0994108983799705,0.7750286869033385,3040029
0,100001.0,50,349,-1.9403458405276608,-0.6115250690667428,-0.6162355649977934,0.5269010124332341,0.2247898820550339,-0.1160267573418739,-0.9379440448359446,0.1578373864515866,-0.7377154159368399,3040030
0,100001.0,50,533,-0.5703815120209224,0.0063354955364577,-0.6412634344550836,0.2931184585027779,0.5656730685493132,-0.0753028630268654,-0.1405887120301712,0.127946248922104,0.0639085763648538,3040031
0,100001.0,50,354,0.1339916719890672,-0.0267024293189224,0.1813225782901689,0.6820305910033985,-0.1726483646637879,0.0196844979490881,-0.4038463528929488,0.1384463141981939,-0.4670340195286814,3040032
0,100001.0,50,435,0.3464008554774418,0.1994268752835545,-0.0655626348479239,-0.5000694350523168,0.1605162403293507,0.0061560514085733,0.6433029876390742,0.1045423023578363,0.5299220760657941,3040033
0,100001.0,50,415,-0.0386359904184245,0.0060252879014181,-0.2962111362842047,-0.8650041985687887,0.2627643295184895,-0.0346903532008851,-0.1846573647217222,0.1294255271169241,0.2166385836159567,3040034
0,100001.0,50,410,0.5868591794703748,0.7495846291041414,-0.7028599755643637,-0.8714671645919687,1.003148438888788,-0.0309789797446026,-0.3388475521633122,0.1383076073068821,-0.2514501240434568,3040035
0,100001.0,50,407,0.5658836506593335,0.2774110734809022,-0.0880355378911319,0.2379378572190328,0.2203980537238766,0.0089366076170896,-0.0483542404553254,0.1258864151721294,0.1545771334417054,3040036
0,100001.0,50,343,0.6296823990178131,0.1962280256239094,0.0062460397160472,0.3779426067037383,0.0956367888145035,0.01446688452781,0.2673065081356546,0.1188662965186074,0.0272351343294711,3040037
0,100001.0,50,429,-0.2565613004655186,0.3708054545045094,-0.6675368344123703,0.2641445982035603,0.776750925625609,-0.0531968515137694,-0.0724577465466028,0.1227931648850016,0.1414905497833741,3040038
0,100001.0,50,415,-1.164398044816803,-0.4551113969822535,-0.1122078963845773,0.5981703543582695,-0.1366707610945255,-0.045081997826156,-0.1247445454612912,0.1251946561757233,-0.1402680474671468,3040039
0,100001.0,50,445,-0.3865535007148892,-0.4015055842811059,0.3708749261198467,0.7356095877361837,-0.5326468258793272,0.0158900098704671,-0.2570556176467699,0.1393406320861678,0.1338888760400655,3040040
0,100001.0,50,379,0.3653247306453067,0.0902091104941568,0.2272763164334351,-0.3607479364084874,-0.1526458659785403,0.0332844032472193,-0.0384005039785527,0.1298485232602357,0.405304484577428,3040041
0,100001.0,50,405,0.3967561387497618,0.3663900483153687,-0.489356407525848,-1.170591215258299,0.6180988480591464,-0.0324375849359672,-0.6101274735407187,0.1513991960420531,0.1259486962943141,3040042
0,100001.0,50,441,-1.0902951693489378,-0.5617468858243204,-0.7038374921374808,0.0330138254115889,0.326766664771587,-0.1225620418591415,-0.8818039937980835,0.1706993403421975,-0.3414343543329254,3040043
0,100001.0,50,381,-1.5041762670147256,-0.4160340682376628,0.0037710719847753,1.4109911880050288,-0.2179490348719879,-0.0286239490130099,-0.7999440388305253,0.1602283770651117,-0.1347194706021826,3040044
0,100001.0,50,456,-0.0402577401064421,-0.2574578600320099,0.4630378461829642,0.6060177181059716,-0.5390558262058964,0.036840405638276,-0.0679294362335482,0.1371987066431511,0.0818663300897477,3040045
0,100001.0,50,395,0.0058483454600073,-0.0908994693567227,0.1571711699548208,-0.2921116085325844,-0.1846748899589695,0.0122950076784671,0.1259135202515377,0.1198244729990761,-0.0112594706276825,3040046
0,100001.0,50,513,0.5029686403203032,0.3040977120718875,-0.0614343360716077,-1.0411127699276272,0.2112419275476748,0.0139462931238103,0.0252343566269378,0.1304738174339503,0.1282670015595766,3040047
0,100001.0,50,388,0.745535998990382,0.1639271062312199,0.3584232127078428,0.1054030964463344,-0.2295462300603237,0.05398543530122,0.6186397999387618,0.1067076830732293,0.5544506709171776,3040048
0,100001.0,50,467,0.4097558245690303,0.2672426606908934,-0.0914129059700726,-0.406086131433429,0.2183262209969689,0.0078306341170657,0.3659162863295453,0.1157717849044379,0.0692832255420882,3040049
0,100001.0,50,403,-0.298162785113741,-0.1002391930861749,0.1971183735878806,0.8975839800177327,-0.2245280063836197,0.0163748002700307,0.0017111826101529,0.1294511631813219,0.1041018606098106,3040050
0,100001.0,50,452,-0.4556946482087355,-0.0399322983141935,-0.5152718028356897,-0.80192792706046,0.431118049094743,-0.0637849084078067,-0.3295648181327028,0.1380052020808323,0.0479524708334949,3040051
0,100001.0,50,452,0.684449188647448,0.3381753170034998,0.0192348705702986,-0.1134985687160856,0.1579315079706099,0.0258785339335491,0.0872410895872081,0.1236932846533108,-0.2342152350565901,3040052
0,100001.0,50,492,0.3058781455117378,0.2291921104548855,-0.1294021939547689,-1.1254698961348617,0.2320304582930856,0.0006862739207619,0.2768585367377713,0.1146082846284053,0.1117080118078224,3040053
0,100001.0,50,355,0.6571742363454298,0.3264323028566071,0.0791946815548516,-0.2876795683096975,0.098877552683888,0.0322360454762836,0.2135516958532597,0.1217852994856479,-0.0171118096558494,3040054
0,100001.0,50,460,0.5088074542687991,0.2815403555488877,-0.0078408736996354,-0.6520482297272588,0.1524217709383087,0.0187186498672269,-0.2887004677167821,0.1320418792517007,0.1199103920632276,3040055
0,100001.0,50,412,-0.6391060397396267,-0.4349945076735323,0.0877500636404709,0.0153944838343119,-0.3015422709072493,-0.0199757672850668,-0.736427242158879,0.1648431048720066,-0.5028874644309785,3040056
0,100001.0,50,460,0.4708009164917932,0.1875766368110943,-0.0221530923615714,0.121120908501437,0.1163941093460467,0.0104677626316335,0.5227457015569275,0.1061507936507936,0.2294073843877205,3040057
0,100001.0,50,567,0.4151068123565622,0.2469118968779819,-0.1801540532538375,0.2872140590496721,0.2858941113457741,-0.0040548092541751,0.3237869333963335,0.1232993197278911,0.2734448534541175,3040058
0,100001.0,50,343,0.7061050736816515,0.3703740993553926,-0.0579918456853481,-0.0964091910588923,0.2416520756718015,0.0190068666703017,0.5554479058903048,0.1092089728453365,0.4798821866954,3040059
0,100001.0,50,389,0.7612532012777904,0.487558008076991,-0.0151797125872958,-0.4361205454931094,0.2649099282310313,0.0322627430152658,0.2566208811032873,0.1125209824189416,0.4597359895263836,3040060
0,100001.0,50,483,-0.3553959930402753,-0.1112473960488441,-0.5811478603396721,-0.4404633641046111,0.4520425316198015,-0.076492719097469,-0.0052904474625185,0.1273655738891301,-0.2417162541500772,3040061
0,100001.0,50,367,0.7588774583574565,0.5340921902546134,-0.100296277359224,-0.0229821520839971,0.3633238668434668,0.0254193852834785,0.7865816728538841,0.1071192365835223,0.8711245957137586,3040062
0,100001.0,50,433,0.0374376842394563,0.0473096798334037,0.1848404491504658,0.4365766973809367,-0.1375994828508923,0.0251982041741483,0.3095055136468111,0.1091845829240787,0.432279137043087,3040063
0,100001.0,50,438,-0.1215254679958767,-0.0665821820087697,0.0349470717843379,-0.5192175969418197,-0.0650414270021617,-0.0005088442117371,0.1037614922823038,0.1265345218547189,-0.0276267915981045,3040064
0,100001.0,50,446,0.1411032315525532,0.1168409803172391,-0.140302627436789,0.2282732013342928,0.1833897583667248,-0.0084571641668177,0.0260982806146032,0.1217722691170709,0.1124095223693837,3040065
0,100001.0,50,476,0.2415620953384272,0.130077704465149,0.1037223731738761,-0.7098432457354964,-0.0236786580193376,0.0213448016136728,0.1564961919714495,0.1226084183673469,0.2728040470989149,3040066
0,100001.0,50,423,-0.5446447138973771,-0.3857893664554325,0.3527647640294165,1.2950221520202547,-0.5085103079418007,0.0148652172416966,-0.050109473792126,0.1329537339797797,-0.1732871699336781,3040067
0,100001.0,50,559,0.4292519581245225,0.4110787168541828,-0.3853020309749638,-0.8025597238225549,0.5508227580216838,-0.0168320423217178,0.183431885324901,0.11928231292517,0.0380567930887289,3040068
0,100001.0,50,421,0.0743713032136014,-0.2866169613534663,0.5427132083451207,-0.0201267058429982,-0.6237846069272392,0.0443023994087889,0.0961038357803864,0.1246182146327919,0.2469603717821572,3040069
0,100001.0,50,362,-1.0221511574266906,-0.3418135679240577,-0.361652184854631,1.330141123979008,0.1406719632309468,-0.0668626436286699,-0.2550025588767422,0.1433642734202114,-0.0129549936510765,3040070
0,100001.0,50,361,0.3237677982115368,0.0080108883647423,0.3990271379997915,0.9330313340146994,-0.3455346499686137,0.0479703655134758,-0.4710657806932841,0.1490911299584769,0.1411873001580903,3040071
0,100001.0,50,507,0.2084617715302929,0.2624784848083955,-0.3017658858175435,0.1261419170301498,0.400443323103256,-0.0173613340591939,-0.1177386079827197,0.1322110527379268,-0.2185780435996089,3040072
0,100001.0,50,382,0.1218898361912662,0.0236212500971541,0.1612892769458874,-0.5000200631487294,-0.1291689822121123,0.0207950034590843,-0.0056686017196869,0.1257446765688523,0.0418516240372705,3040073
0,100001.0,50,401,-0.0942853818742346,-0.0895968926507376,-0.2718267298540565,-0.7801134882817726,0.1920070886869446,-0.0384969157309614,-0.0056641669900673,0.1312596006144393,0.054411965568608,3040074
0,100001.0,50,450,-1.2179363082877854,-0.2190301869115768,-0.7488132030626997,0.6250357028003471,0.5432998730198252,-0.1039371712606306,-0.7516995858382818,0.1472591799150599,-0.5705252426654007,3040075
0,100001.0,50,395,-0.3979722770584641,-0.2580560868016334,0.2254072058085116,0.719915688189074,-0.3307592102572001,0.0087125263034478,-0.5074310796942246,0.1435062190556696,-0.2598116389583825,3040076
0,100001.0,50,414,-1.438202988921806,-0.3535790578261016,-1.0041487246896892,0.1067372822683312,0.6976203586079149,-0.1437221210566645,-0.9299227772258504,0.1719134462295556,-0.574369476891278,3040077
0,100001.0,50,370,-0.8505097730597184,-0.1285480837379942,-0.4363367257013854,0.2705146215268185,0.3160837165005489,-0.0608051717760111,-0.5319876982901734,0.1386617146858743,-0.2845886838415002,3040078
0,100001.0,50,360,-1.2059308729463056,-0.1607903774039347,-0.6061927116423793,0.780336345762978,0.4482991604252061,-0.0832691983257291,-0.5747686887110436,0.1426014850384598,-0.1325752070419144,3040079
0,100001.0,50,480,-1.3489741832150612,-0.5461572167648966,-0.2867545550801432,1.3066801039794795,-0.0310218316862298,-0.0720190044675197,-1.1469882854534394,0.1792297564186965,-0.4756728292106546,3040080
0,100001.0,50,375,-0.0949690483746235,-0.0381909683867699,0.000329280976997,0.2230711219369164,-0.0199887285287268,-0.0026299461268428,-0.2822799229795862,0.1478673855905999,0.2097867915427385,3040081
0,100001.0,50,480,0.149992673478908,0.2502494916373984,-0.2355628669219514,-0.5770122103104416,0.3359745817781095,-0.0104039956639442,0.1805629437648301,0.1281494079113126,0.2791174640598102,3040082
0,100001.0,50,381,-1.4214094627732331e-05,0.0892141500167865,-0.201953925984185,0.6339789886933707,0.2230223902387968,-0.0177381610328376,-0.7073387462035052,0.1665069342654188,-0.1682511564061808,3040083
0,100001.0,50,438,0.6510089960181289,0.5793337736752926,-0.084782130007762,-0.1809766506275476,0.3736771689775973,0.0303995867709037,-0.0657386668255601,0.1290554683411826,0.1815291687360534,3040084
0,100001.0,50,464,0.2445115467499817,0.0101574302603292,0.0246975632869268,0.3791397800957001,-0.016402917572548,0.0036313726401836,0.0115224439945043,0.1294548792968514,0.0527862907020338,3040085
0,100001.0,50,460,-0.4498457840489248,-0.2036627260946306,-0.4753526750618984,-0.4587559451700849,0.3114872957041441,-0.0704702112648544,-0.4246259882712805,0.1442300383840687,-0.1195566106910653,3040086
0,100001.0,50,435,0.5807874125794057,0.3603101926363501,0.0513760338681333,0.623778517943494,0.1411247330035137,0.0312382734780571,0.2680389547811436,0.1158911934338953,0.393741818297914,3040087
0,100001.0,50,468,0.6034226165446431,0.3926146764254078,-0.1992087250565597,0.7911105398580868,0.3776686038519818,0.0038239694644299,0.0980565378029201,0.1250343571772143,0.0748395779249145,3040088
0,100001.0,50,391,1.3477616701614512,0.603661217808255,0.029951459802134,0.5337142878989511,0.2852879111649385,0.0457277268451614,0.2394250720743602,0.1175051415915203,0.4031357973328766,3040089
0,100001.0,50,458,-0.113380172850355,0.0077969956789645,-0.1145425852796339,0.2654506471657819,0.1044570782039513,-0.013012878941457,-0.8269661037035148,0.1741425736961451,-0.24113906396059,3040090
0,100001.0,50,502,-0.3955709185984418,-0.2439535002319217,0.2843613303961242,0.721354483416064,-0.3755796036594493,0.0165995214774925,0.130035009325097,0.1227529659206677,0.2247611073923885,3040091
0,100001.0,50,440,0.9615175823831116,0.3639260800937878,0.0241063648841061,0.0742434802825614,0.166920893276643,0.0282581645866268,0.8104466170492303,0.104462852556753,0.5910395924599747,3040092
0,100001.0,50,418,-0.751566196819909,-0.2982410008109815,-0.1924498656139439,0.0387882555346391,0.014669978263062,-0.0436350786337006,-0.3456678524746984,0.1352249488752556,-0.2957377852684043,3040093
0,100001.0,50,448,-0.9655600325770306,-0.3324913523408936,-0.4513886564327558,-0.1512491998016456,0.2238999427853223,-0.0766486634043912,-0.8293557033061129,0.1660490511994271,-0.6386966358744686,3040094
0,100001.0,50,422,0.7567374589252164,0.2128829487342426,0.1422514130988693,0.6038977685667742,-0.0147420342454349,0.0317215440151209,0.1174393659310959,0.1230342136854742,0.195744783425688,3040095
0,100001.0,50,460,-0.600801835944813,-0.1137752392080429,-0.3324165627913397,0.5077054776157848,0.2326343005210804,-0.0472811073705132,-0.8204253318977837,0.1594324296882932,0.180649116675362,3040096
0,100001.0,50,470,0.815845786009835,0.6511883803589679,-0.254562317583163,-0.6768036176542706,0.5599145194981292,0.0153169339529385,-0.1665361311782573,0.1370927318295739,0.1774103014476086,3040097
0,100001.0,50,424,-0.3990018142109112,-0.3307089673051636,0.3342044536518594,1.109550555439708,-0.4637952134955665,0.0165106522433896,0.2806568757702875,0.1134118541033434,0.4075297069840611,3040098
0,100001.0,50,390,-1.7058475471502357,-0.6043036314769492,0.3296927338664083,2.4415060586406705,-0.6008231811340224,-0.0031002179406101,-0.45800943294502,0.1431952298991886,-0.5813067496844784,3040099
0,100001.0,50,438,-0.6503781569079651,-0.2366966693754826,-0.3851059970556637,0.3602088634752873,0.2153104562824647,-0.0621329621574215,0.0100879811933184,0.1250803099017384,-0.3241391276007519,3040100
0,100001.0,50,513,0.0505491305232021,0.5074613158877507,-0.3974179101705818,-0.2896183063546785,0.611120857789204,-0.0115769370480332,0.1979783789564433,0.1156543569808876,0.2820906041951629,3040101
0,100001.0,50,458,0.1683540077889572,0.1327808069383827,-0.1047004462347779,0.1360295408320659,0.1604376641988697,-0.0031260400403273,-0.1143810366655724,0.1231113048234369,-0.1458933895956856,3040102
0,100001.0,50,413,0.6159635371332366,0.4285908610241726,-0.1830250072740284,-0.1001894372467652,0.3817569647251792,0.0082342366817507,-0.1131315305336798,0.1308302056454766,-0.2734943849336405,3040103
0,100001.0,50,342,0.5252389126274007,0.5396493335740487,-0.3380266718333529,-1.168277749828855,0.5742216661710028,-0.0024593614696683,0.1488325713436357,0.1282100340136054,0.104571412693792,3040104
0,100001.0,50,449,-0.161996743286,-0.2831376193242453,0.451627174050249,1.3927578231810864,-0.5422911666238479,0.0337076770213915,0.0200856019708452,0.1291374758858767,0.1751854802559554,3040105
0,100001.0,50,451,0.0570257216023152,0.1015702409724201,-0.2019926242940152,-0.6321205355795666,0.2295920305516884,-0.0168239425737689,0.0248499659817926,0.1233843537414965,0.079143995875371,3040106
0,100001.0,50,591,-0.7199779793970622,-0.1520824879639867,-0.6167075144941675,-0.1344779499914481,0.4621574700629627,-0.0833525212954113,0.0902757084549195,0.1279780970684237,-0.0721505835798253,3040107
0,100001.0,50,458,-1.0273494332181246,0.0146378255851753,-0.6033947795155156,0.8802009022509371,0.5365998944817962,-0.0703948827949188,-0.6154553304514025,0.1315239210438273,-0.3772402798732268,3040108
0,100001.0,50,490,0.4565799750695012,0.1348567831756158,0.0325675619607302,0.0632861826903716,0.0412004693224435,0.0132578567142164,-0.0566176647269651,0.122934274719989,-0.0081707044093915,3040109
0,100001.0,50,493,-0.1719344644527872,0.0939351708758167,-0.3535533025506689,-0.1977082543004302,0.3586188847171055,-0.035250800602632,-0.3693262180716,0.1479022021179605,-0.0795404392045577,3040110
0,100001.0,50,409,0.1998667918990062,0.2277211328084245,-0.0109418178829626,-0.6482923809989706,0.1271729492444213,0.0146067436228637,0.0532358916032989,0.1242487792663077,0.1240526210995313,3040111
0,100001.0,50,444,-0.6936325393900897,-0.3570691030823477,0.0010921279743484,0.0439113210143458,-0.1854857890191577,-0.0247938054637455,0.0786655426562729,0.1192408781694495,0.409777978300292,3040112
0,100001.0,50,391,0.2459798743496549,0.0312894776136127,0.2698633050447302,-0.1478278263300071,-0.2203770219343181,0.0342050997935095,0.2289434575451088,0.1230606277598758,0.3453187759566873,3040113
0,100001.0,50,365,-0.3640111511444087,-0.3715832562676894,0.3345708140012637,1.0895429621668085,-0.4848031297696082,0.0137695778352421,-0.870777641200623,0.1735479517894114,-0.4179222343420436,3040114
0,100001.0,50,379,0.7505516811429361,0.377488993819694,-0.075603762607093,-0.3607479364084872,0.2610045182859711,0.0174041337461363,-0.1612797422610549,0.1316274994846423,-0.2884519762742058,3040115
0,100001.0,50,425,-0.4370199848260095,0.1867560324252437,-0.44017972090848,0.9597990537322654,0.4823421123465526,-0.0391174493916606,-0.2397477006504416,0.1316488907120637,0.036638114305621,3040116
0,100001.0,50,466,0.3061230269308711,0.1497210806964714,-0.0157231070729855,0.6178072411043773,0.0911964791966759,0.0085865509448883,-0.2440930460353022,0.1373433583959899,0.1453753712851443,3040117
0,100001.0,50,426,-0.0010207775643078,0.2152081550598794,-0.3845963287114561,-0.8234995742087146,0.4483177948578432,-0.0305434350403755,-0.1955754373166741,0.1351131361635563,0.0877946340479331,3040118
0,100001.0,50,374,-1.533964312963424,-0.6532291002256496,-0.2103477456635366,0.2720318461821906,-0.152603889288364,-0.0706297134676868,-0.5343093227216,0.1501297887576083,-0.0830320681758929,3040119
0,100001.0,50,372,-0.1452582817400713,-0.3190054121383365,0.578142948298103,1.2062041433597874,-0.6711983227723249,0.0463593821929319,-0.0043489898373153,0.1301495753580935,0.1082698354231933,3040120
0,100001.0,50,503,0.0644168489441528,0.217180054008978,-0.2650538832637054,-0.1414085606685688,0.3447991689087386,-0.0161838754492813,-0.0443991341783774,0.1214614878209348,-0.1028814463168748,3040121
0,100001.0,50,415,-0.6398223980289621,-0.1673124640132856,-0.6832340874768732,-0.2583220668673249,0.5125052901277569,-0.0926703594303728,-0.1773022956765795,0.1335543199315654,-0.3300475862726559,3040122
0,100001.0,50,408,0.8940503813273871,0.3358077981439555,-0.0592303451060025,0.701134579730415,0.225305064089696,0.016430488794426,-0.7047575880949151,0.1644654697321966,-0.1792579964205117,3040123
0,100001.0,50,414,-0.3671405900173203,-0.0728570520322942,-0.6383458923320635,-0.3225369802063348,0.5219341517503486,-0.08075651276809,0.016904621863506,0.1272846487992787,-0.0022020012631251,3040124
0,100001.0,50,368,-0.4730141486706755,0.2536090568064529,-0.4333861186492254,1.0539083698634044,0.5105820924641572,-0.0337482840193034,-0.5493093649823337,0.1441989133315664,-0.0943423519845872,3040125
0,100001.0,50,395,0.3700384073968053,0.4315911767149036,-0.2090366971406137,0.0827133161791404,0.4059795510306317,0.0053523468753271,0.5350064383142404,0.1079167622105021,0.6718240715562346,3040126
0,100001.0,50,504,0.7251557112450493,0.2443369237793902,0.3269229170222504,0.5877612223531935,-0.1602638369126994,0.0556836218220178,0.4608544756031615,0.1124117110959216,0.314390034504252,3040127
0,100001.0,50,401,0.0218486359726801,-0.0912547594553344,0.2056397538243263,-0.2262352603823371,-0.2273542847572673,0.0180146363483978,0.745522036247166,0.105032012805122,0.4566137667804014,3040128
0,100001.0,50,346,-0.758475013690389,-0.2527596005544938,-0.022197832086755,0.8592043395219618,-0.1108030046037567,-0.0203159918217663,-0.3667744944414684,0.1477911523890993,-0.2819583196950642,3040129
0,100001.0,50,489,0.2474603785239326,0.1713671160074416,-0.1451756353726404,-0.657402892533377,0.2159428942396027,-0.0052131869415093,0.2915401311544949,0.1184061986863711,0.2638515629088337,3040130
0,100001.0,50,497,0.0646527196657754,0.1089358260195477,-0.4969160396571332,0.1353074128297574,0.4921021749392001,-0.0511492452942679,-1.1129043126383846,0.1725680272108843,-0.270062436073518,3040131
0,100001.0,50,331,-0.0944198233941595,-0.1912595044784345,0.4555388160045875,0.6000403863772704,-0.4975992447486225,0.0408328809813206,0.3966703261798174,0.1154699684751949,0.2916635291247343,3040132
0,100001.0,50,347,-0.2578215756643027,-0.4742061740007656,0.6770367044366038,0.6767537473216153,-0.8376015860872877,0.0473385661423344,0.0237370222542071,0.1186255077570596,-0.1691739611196424,3040133
0,100001.0,50,404,0.7621872263340865,0.1252416110401517,0.377667480677218,0.2641330736991681,-0.2663772566128171,0.0535334424182846,0.513726090174241,0.1123741894418586,0.2328069993835418,3040134
0,100001.0,50,451,0.4832621295650883,-0.0091967902879872,0.551738724956117,-0.0078826051713383,-0.4884814520004097,0.0646752184923078,0.1907977235168609,0.1237349619650816,0.2275890846218645,3040135
0,100001.0,50,384,-0.0295982268080391,-0.1094100942719084,0.0162439437591377,0.3720602890128517,-0.0706895816099728,-0.0057169490472262,-0.0335599310638867,0.1290714961481281,-0.1634881344136486,3040136
0,100001.0,50,458,0.324845635740346,0.1229025429039316,-0.0233159230569015,0.3948717534994992,0.0839763760106887,0.0058170886599487,0.0313740568409984,0.1242630385487528,-0.0857501155515742,3040137
0,100001.0,50,387,-0.7204920036607539,-0.3067862531574837,-0.2240666155173287,-0.07708549946606,0.0380726803285768,-0.0480249048030808,-0.5138825832103928,0.1419912477185996,-0.2832735365440628,3040138
