#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3040150.trees ../Simulation/Slim(primary)/trees/r3040151.trees ../Simulation/Slim(primary)/trees/r3040152.trees ../Simulation/Slim(primary)/trees/r3040153.trees ../Simulation/Slim(primary)/trees/r3040154.trees ../Simulation/Slim(primary)/trees/r3040155.trees ../Simulation/Slim(primary)/trees/r3040156.trees ../Simulation/Slim(primary)/trees/r3040157.trees ../Simulation/Slim(primary)/trees/r3040158.trees ../Simulation/Slim(primary)/trees/r3040159.trees ../Simulation/Slim(primary)/trees/r3040160.trees ../Simulation/Slim(primary)/trees/r3040161.trees ../Simulation/Slim(primary)/trees/r3040162.trees ../Simulation/Slim(primary)/trees/r3040163.trees ../Simulation/Slim(primary)/trees/r3040164.trees ../Simulation/Slim(primary)/trees/r3040165.trees ../Simulation/Slim(primary)/trees/r3040166.trees ../Simulation/Slim(primary)/trees/r3040167.trees ../Simulation/Slim(primary)/trees/r3040168.trees ../Simulation/Slim(primary)/trees/r3040169.trees ../Simulation/Slim(primary)/trees/r3040170.trees ../Simulation/Slim(primary)/trees/r3040171.trees ../Simulation/Slim(primary)/trees/r3040172.trees ../Simulation/Slim(primary)/trees/r3040173.trees ../Simulation/Slim(primary)/trees/r3040174.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/878362011.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,ZngE,FulD,FayH,TajD,FerL,bsfs,Omega,btree,Colless,path
0,100001.0,50,484,0.11498688592002126,-0.47699150280018665,0.020112631910920515,0.2553154896878214,0.01946349966150279,0.6105435125725217,0.4977451996664936,0.4362744385412486,0.11623702112423918,r3040160.trees
0,100001.0,50,445,0.10997517553980518,0.7689046635236726,-0.02781889980187796,-0.09288061647136035,-0.18019152283726733,-0.15400657651738905,-0.014792354439833729,-0.6209123818979074,0.155340486710148,r3040161.trees
0,100001.0,50,520,0.17817510669824274,-0.1875232178663943,0.03066580089945914,0.3920242617300242,0.028184497365241108,0.7033605268206007,0.5366743108123079,0.5596924348936495,0.11736329147043432,r3040162.trees
0,100001.0,50,389,0.03645229017147129,0.7055849181050738,0.057492972079410815,0.44676727954081663,0.22146476788698483,1.0175498560464924,-0.013018830388785041,-0.07512480787222939,0.12863284202569916,r3040163.trees
0,100001.0,50,464,0.5834534411880374,-0.09994802927576289,0.034232418636119984,0.8095496607544276,-0.18808251033033166,1.2336353131744777,0.11806380635950432,0.04769764970817462,0.12470616518858854,r3040164.trees
0,100001.0,50,373,0.3096859345438286,-0.5119886552868695,0.05130574511424513,0.6672471102819594,0.03934457956707563,1.322860667093275,0.7777720124986478,0.48240733857824375,0.11744197679071629,r3040165.trees
0,100001.0,50,403,0.2044019297260012,0.2362078124360105,-0.02724384630392527,0.0029414879333772713,-0.23146388739051854,0.09810132415554491,-0.5626677837151115,-0.9069732150594012,0.1684736394557823,r3040166.trees
0,100001.0,50,412,0.2318194792301244,0.30295798092056364,-0.08053422797528996,-0.3521292713703106,-0.4719016141686898,-1.1719740398230218,-0.3635186870415085,-0.7576432331697391,0.14924337081771483,r3040167.trees
0,100001.0,50,395,0.3372804382417343,-0.2921116085325846,0.03347354315799639,0.5663139639398612,-0.051320821294995815,0.9348435720318785,0.46063039003974604,-0.0019617342964493027,0.12929920571580586,r3040168.trees
0,100001.0,50,376,0.45423108398765577,0.4892790468253332,-0.04217368364959904,0.1385400228480908,-0.4367566456214282,-0.07803406535467008,-0.06380955345619388,-0.11359865922045866,0.12959643316786174,r3040169.trees
0,100001.0,50,474,0.01237810503630373,0.08280223254484219,0.0326617717911439,0.2460391142667555,0.1309877227947175,0.47421310983884885,0.05569107859715894,-0.146325199829333,0.1336179549540023,r3040170.trees
0,100001.0,50,300,-0.340411431431333,0.8038631421921288,0.043324719687201335,-0.02159395325790864,0.37598259029310716,0.47341503169838384,-0.031775269525411085,-0.403050116184346,0.1409346347234546,r3040171.trees
0,100001.0,50,487,0.1447026346603477,-0.4030485794336552,0.021805128546937582,0.2961709819165338,0.009683168885451817,0.44280544984814946,0.643114357567715,0.7558338073289986,0.10131068134059906,r3040172.trees
0,100001.0,50,425,0.17004186471325441,-0.504006601055791,-0.003392880538338223,0.14029549531603291,-0.11130381846632574,0.327883638178227,0.07446058446398598,0.0697754323342725,0.12829913386119476,r3040173.trees
0,100001.0,50,365,0.6262021518551878,-0.4915869634421099,-0.13029277951626975,-0.32478644381743244,-0.9057026370208944,-1.0080393658901179,0.010802753201783876,-0.3183900711251312,0.14765618891234655,r3040174.trees
