#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3040150.trees ../Simulation/Slim(primary)/trees/r3040151.trees ../Simulation/Slim(primary)/trees/r3040152.trees ../Simulation/Slim(primary)/trees/r3040153.trees ../Simulation/Slim(primary)/trees/r3040154.trees ../Simulation/Slim(primary)/trees/r3040155.trees ../Simulation/Slim(primary)/trees/r3040156.trees ../Simulation/Slim(primary)/trees/r3040157.trees ../Simulation/Slim(primary)/trees/r3040158.trees ../Simulation/Slim(primary)/trees/r3040159.trees ../Simulation/Slim(primary)/trees/r3040160.trees ../Simulation/Slim(primary)/trees/r3040161.trees ../Simulation/Slim(primary)/trees/r3040162.trees ../Simulation/Slim(primary)/trees/r3040163.trees ../Simulation/Slim(primary)/trees/r3040164.trees ../Simulation/Slim(primary)/trees/r3040165.trees ../Simulation/Slim(primary)/trees/r3040166.trees ../Simulation/Slim(primary)/trees/r3040167.trees ../Simulation/Slim(primary)/trees/r3040168.trees ../Simulation/Slim(primary)/trees/r3040169.trees ../Simulation/Slim(primary)/trees/r3040170.trees ../Simulation/Slim(primary)/trees/r3040171.trees ../Simulation/Slim(primary)/trees/r3040172.trees ../Simulation/Slim(primary)/trees/r3040173.trees ../Simulation/Slim(primary)/trees/r3040174.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/878362011.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,ZngE,FulD,FayH,TajD,FerL,bsfs,Omega,btree,Colless,path
0,100001.0,50,458,0.5666382576985816,0.2007400939989241,-0.04612383606671679,0.21759125029298776,-0.517992421094644,-0.029014433431781353,0.1749807800879721,-0.08561644374121742,0.1404052652451115,r3040150.trees
0,100001.0,50,255,-0.8579027642788554,3.895120579308747,-0.04459672169859224,-1.1540178823821363,0.30373495645339665,-4.499797615014303,-0.2588936415340442,-1.3681485205855837,0.18081116375121478,r3040151.trees
0,100001.0,50,549,-0.25754568059756316,0.5397603325377822,0.04178031069419833,0.0509819484469642,0.32374731051860955,0.22510897063345847,0.6745961065460829,0.720972335049268,0.10155187074829933,r3040152.trees
0,100001.0,50,400,0.7383564615045447,-0.8108408691806589,-0.03436329576625666,0.46918984529065183,-0.5660571687859138,0.18613192280050825,-0.6793835781949747,-0.5822204834963987,0.1553051776266062,r3040153.trees
0,100001.0,50,433,0.5744890137465938,0.02602818554647465,-0.02625105393072835,0.3679564461171771,-0.4384629642922633,0.24259310924958125,-0.4537821605011584,-0.8332654240701876,0.1475941161805036,r3040154.trees
0,100001.0,50,471,0.6126104164962985,-0.6823683622774305,-0.07355428971559873,0.06526367531711949,-0.660193239224165,-0.32016627371955914,-0.21821640402932993,-0.46636165077932723,0.1400121777105904,r3040155.trees
0,100001.0,50,379,0.1993270256023957,0.7718253468164276,-0.03993237240985001,-0.09253290384631377,-0.28190902990324035,-0.35310658505378123,-0.8522406002889579,-0.9916968889562383,0.16869575416373445,r3040156.trees
0,100001.0,50,448,-0.3789040501651349,0.1133378841972577,0.07785466066515462,0.19117508452060797,0.5448815615751853,1.1243079480641542,0.47553095050097144,0.3987624178801018,0.10890199829931972,r3040157.trees
0,100001.0,50,479,-0.4576962536326727,0.35699711874528894,0.030043606669196428,-0.22718125015714966,0.3879914679713867,-0.22444141905015214,-0.14540049909221753,-0.017157592352130723,0.12042733760170735,r3040158.trees
0,100001.0,50,488,0.6209860576972643,-0.04445915748281393,-0.11101610399303039,-0.1954743247433787,-0.8234942766059875,-0.8634018696157356,-0.6238795956134708,-0.8166341056402421,0.1682891547423567,r3040159.trees
