#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3050050.trees ../Simulation/Slim(primary)/trees/r3050051.trees ../Simulation/Slim(primary)/trees/r3050052.trees ../Simulation/Slim(primary)/trees/r3050053.trees ../Simulation/Slim(primary)/trees/r3050054.trees ../Simulation/Slim(primary)/trees/r3050055.trees ../Simulation/Slim(primary)/trees/r3050056.trees ../Simulation/Slim(primary)/trees/r3050057.trees ../Simulation/Slim(primary)/trees/r3050058.trees ../Simulation/Slim(primary)/trees/r3050059.trees ../Simulation/Slim(primary)/trees/r3050060.trees ../Simulation/Slim(primary)/trees/r3050061.trees ../Simulation/Slim(primary)/trees/r3050062.trees ../Simulation/Slim(primary)/trees/r3050063.trees ../Simulation/Slim(primary)/trees/r3050064.trees ../Simulation/Slim(primary)/trees/r3050065.trees ../Simulation/Slim(primary)/trees/r3050066.trees ../Simulation/Slim(primary)/trees/r3050067.trees ../Simulation/Slim(primary)/trees/r3050068.trees ../Simulation/Slim(primary)/trees/r3050069.trees ../Simulation/Slim(primary)/trees/r3050070.trees ../Simulation/Slim(primary)/trees/r3050071.trees ../Simulation/Slim(primary)/trees/r3050072.trees ../Simulation/Slim(primary)/trees/r3050073.trees ../Simulation/Slim(primary)/trees/r3050074.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/315058834.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,TajD,bsfs,ZngE,FerL,FayH,FulD,btree,Omega,Colless,path
0,100001.0,50,480,0.42751445455592263,-0.040945748630517115,0.9330770946259511,-0.8119785992823271,-0.06621555861034999,-0.02116857658554646,0.2194302472035904,0.27642060838353333,0.11377551020408164,r3050050.trees
0,100001.0,50,411,0.06529667117304055,3.6474717888436964e-06,0.5307462169837422,-0.5670214863215652,-0.06266158433960657,-0.6251420612094206,0.3155242259470496,0.2081790704615565,0.11672263842245759,r3050051.trees
0,100001.0,50,477,-0.6940634770924361,-1.6377291996730927,0.30832620894426094,-0.760989417571709,-0.13843943659020805,1.024839751067109,-0.8022883106958217,-0.5857694000839857,0.1564420454172007,r3050052.trees
0,100001.0,50,337,-0.6717822129709473,-1.2553486194937922,-0.3332975398235151,-0.014574225737003574,-0.048725233072801355,0.7064536243638214,-1.899995255821197,-0.8325450147371999,0.21484877734877736,r3050053.trees
0,100001.0,50,398,-0.3997923726499587,-1.1289271465546291,0.542745870152961,-0.8546661939603531,-0.12930279660759453,0.5037094785345904,-1.5296724282368201,-0.8663301238757423,0.1813092288938697,r3050054.trees
0,100001.0,50,397,-0.7864898304343674,-1.9863805564571038,0.059989126210200285,-0.5316105403620766,-0.11799989208956987,0.36407985694534806,-1.2705120837266455,-0.9978488136633652,0.17861926020408164,r3050055.trees
0,100001.0,50,471,-0.21665563794864864,-0.6163536432923136,0.4233337852829663,-0.610581060314526,-0.08735468032988017,0.7021829803216503,-0.8275299945877623,-0.3507434727144288,0.15778444079053422,r3050056.trees
0,100001.0,50,466,-0.03813645988653537,-0.6919290887891035,0.5838182753394219,-0.6883465565706639,-0.08411196908714261,0.4587929464566555,-1.3296122379212012,-0.6825470569255765,0.1785332110372239,r3050057.trees
0,100001.0,50,371,-0.008085010176765916,-0.020814428299837467,-0.20867454511147687,0.23335868978084132,0.027147823377005546,0.5002680494871301,0.07823625105864736,0.3220694211938464,0.12085673195452677,r3050058.trees
0,100001.0,50,470,-0.5689456155283235,-0.9355527546394827,-0.16883034913925918,-0.1429699554434553,-0.056612307480842346,0.2061389773146966,-0.9526102796478111,-0.5926666118292864,0.166875,r3050059.trees
