#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3050050.trees ../Simulation/Slim(primary)/trees/r3050051.trees ../Simulation/Slim(primary)/trees/r3050052.trees ../Simulation/Slim(primary)/trees/r3050053.trees ../Simulation/Slim(primary)/trees/r3050054.trees ../Simulation/Slim(primary)/trees/r3050055.trees ../Simulation/Slim(primary)/trees/r3050056.trees ../Simulation/Slim(primary)/trees/r3050057.trees ../Simulation/Slim(primary)/trees/r3050058.trees ../Simulation/Slim(primary)/trees/r3050059.trees ../Simulation/Slim(primary)/trees/r3050060.trees ../Simulation/Slim(primary)/trees/r3050061.trees ../Simulation/Slim(primary)/trees/r3050062.trees ../Simulation/Slim(primary)/trees/r3050063.trees ../Simulation/Slim(primary)/trees/r3050064.trees ../Simulation/Slim(primary)/trees/r3050065.trees ../Simulation/Slim(primary)/trees/r3050066.trees ../Simulation/Slim(primary)/trees/r3050067.trees ../Simulation/Slim(primary)/trees/r3050068.trees ../Simulation/Slim(primary)/trees/r3050069.trees ../Simulation/Slim(primary)/trees/r3050070.trees ../Simulation/Slim(primary)/trees/r3050071.trees ../Simulation/Slim(primary)/trees/r3050072.trees ../Simulation/Slim(primary)/trees/r3050073.trees ../Simulation/Slim(primary)/trees/r3050074.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/315058834.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,TajD,bsfs,ZngE,FerL,FayH,FulD,btree,Omega,Colless,path
0,100001.0,50,427,-0.5758699466959757,-1.4669362112272253,0.01581606806086548,-0.35738789769772134,-0.08254993496903949,0.9052194579494014,-0.8438577695744182,-0.4583858357394724,0.1682216868228773,r3050060.trees
0,100001.0,50,320,-0.21347133457198442,-0.47815097787160177,-0.01267720846841227,-0.1109747788190134,-0.02815556486566255,1.3802200451312276,-0.7001602247559633,0.13056956680809817,0.15504696196660483,r3050061.trees
0,100001.0,50,351,-0.9921222945761239,-3.8767627182828743,-0.5122050655765322,0.000968928839591219,-0.06925925513057635,2.148923666024747,-1.284489042237351,-0.71328333730145,0.1934116112198304,r3050062.trees
0,100001.0,50,427,-0.4230629558647019,-1.3982921499681424,0.44443921770434053,-0.7562844550452702,-0.11914301305887913,0.8358389673013996,-1.0506090721664578,-0.6625396120131494,0.18488233131090276,r3050063.trees
0,100001.0,50,264,-0.2537494564510779,-0.7577045638661127,0.36522045120895,-0.5659274128398487,-0.08548157681521655,0.8007029520483532,-0.8428486359212647,-0.12241886336473917,0.1563714771622935,r3050064.trees
0,100001.0,50,401,0.12918123949043805,-0.12519439788699863,0.6557165108998395,-0.6720144775795859,-0.07067733905364867,-0.3739361211555197,-1.4227593061631627,-0.298245270036885,0.18881275137792344,r3050065.trees
0,100001.0,50,450,-0.6764632584075807,-2.0880420061391183,0.0695571980310036,-0.47813012865454474,-0.10381710810705543,1.3165074247556128,-1.5435523879025914,-0.8680628666823886,0.19120628049199476,r3050066.trees
0,100001.0,50,361,0.18417498611295285,0.21915975436676716,0.165974722485268,-0.0810398960152948,0.0032466777517410022,0.48216500596965955,-0.2060020285738254,-0.20180653827508413,0.13794859261069697,r3050067.trees
0,100001.0,50,463,-0.8259094406422477,-2.906288207607754,0.19152073734188116,-0.7054402902035412,-0.14111291372146945,0.5791149921754071,-0.61819274472478,-0.5039091602931042,0.15570764891322383,r3050068.trees
0,100001.0,50,391,-0.7489139712465861,-2.926342509771085,0.5787968944149802,-1.1013579242275875,-0.18299728389527595,1.3288467544994036,-1.5240091679757195,-1.0541595325964608,0.1949366572976496,r3050069.trees
0,100001.0,50,462,1.0109294720677218,1.1692875185486564,0.9898839186386134,-0.5329119866275841,0.007476939417695547,-0.7597299729742842,0.36482103011376715,0.3200227524768232,0.11513145798860085,r3050070.trees
0,100001.0,50,429,-0.31152524012473554,-1.1965332574926963,0.10618502315678773,-0.30470824479168107,-0.057849017723393265,1.8525006374631932,-1.4414366133257983,-0.6460961675914313,0.17730296538504906,r3050071.trees
0,100001.0,50,472,-0.478511387487941,-1.1734362876840003,0.45963619578134485,-0.8064117124002145,-0.12879040069131584,0.06570878823100303,-1.067844614259004,-0.7303527738177858,0.1795233816797159,r3050072.trees
0,100001.0,50,401,-0.5788786012365137,-0.9986312781705633,-0.5315663385915652,0.2655205662224368,-0.008944153250116178,1.0661472713830118,-1.230994277350321,-0.19552971226888133,0.16905434490180252,r3050073.trees
0,100001.0,50,479,-0.2602727343421449,-1.0061625672655885,0.4019143177085229,-0.6118792135425394,-0.09053262328777324,0.8211620209584832,-1.104165651807561,-1.0244952552078883,0.17418726284483643,r3050074.trees
