#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3000050.trees ../Simulation/Slim(primary)/trees/r3000051.trees ../Simulation/Slim(primary)/trees/r3000052.trees ../Simulation/Slim(primary)/trees/r3000053.trees ../Simulation/Slim(primary)/trees/r3000054.trees ../Simulation/Slim(primary)/trees/r3000055.trees ../Simulation/Slim(primary)/trees/r3000056.trees ../Simulation/Slim(primary)/trees/r3000057.trees ../Simulation/Slim(primary)/trees/r3000058.trees ../Simulation/Slim(primary)/trees/r3000059.trees ../Simulation/Slim(primary)/trees/r3000060.trees ../Simulation/Slim(primary)/trees/r3000061.trees ../Simulation/Slim(primary)/trees/r3000062.trees ../Simulation/Slim(primary)/trees/r3000063.trees ../Simulation/Slim(primary)/trees/r3000064.trees ../Simulation/Slim(primary)/trees/r3000065.trees ../Simulation/Slim(primary)/trees/r3000066.trees ../Simulation/Slim(primary)/trees/r3000067.trees ../Simulation/Slim(primary)/trees/r3000068.trees ../Simulation/Slim(primary)/trees/r3000069.trees ../Simulation/Slim(primary)/trees/r3000070.trees ../Simulation/Slim(primary)/trees/r3000071.trees ../Simulation/Slim(primary)/trees/r3000072.trees ../Simulation/Slim(primary)/trees/r3000073.trees ../Simulation/Slim(primary)/trees/r3000074.trees ../Simulation/Slim(primary)/trees/r3000075.trees ../Simulation/Slim(primary)/trees/r3000076.trees ../Simulation/Slim(primary)/trees/r3000077.trees ../Simulation/Slim(primary)/trees/r3000078.trees ../Simulation/Slim(primary)/trees/r3000079.trees ../Simulation/Slim(primary)/trees/r3000080.trees ../Simulation/Slim(primary)/trees/r3000081.trees ../Simulation/Slim(primary)/trees/r3000082.trees ../Simulation/Slim(primary)/trees/r3000083.trees ../Simulation/Slim(primary)/trees/r3000084.trees ../Simulation/Slim(primary)/trees/r3000085.trees ../Simulation/Slim(primary)/trees/r3000086.trees ../Simulation/Slim(primary)/trees/r3000087.trees ../Simulation/Slim(primary)/trees/r3000088.trees ../Simulation/Slim(primary)/trees/r3000089.trees ../Simulation/Slim(primary)/trees/r3000090.trees ../Simulation/Slim(primary)/trees/r3000091.trees ../Simulation/Slim(primary)/trees/r3000092.trees ../Simulation/Slim(primary)/trees/r3000093.trees ../Simulation/Slim(primary)/trees/r3000094.trees ../Simulation/Slim(primary)/trees/r3000095.trees ../Simulation/Slim(primary)/trees/r3000096.trees ../Simulation/Slim(primary)/trees/r3000097.trees ../Simulation/Slim(primary)/trees/r3000098.trees ../Simulation/Slim(primary)/trees/r3000099.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/264106773.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,bsfs,ZngE,TajD,FerL,FulD,FayH,Omega,Colless,btree,path
0,100001.0,50,480,-0.3451448430353775,0.4011604456261271,-0.15590709006670633,-0.5494632213790358,-0.5152518065632314,-0.07586686493281891,-0.2983985014621617,0.15218919200333195,-0.4248469403489141,r3000050.trees
0,100001.0,50,408,0.11981561585286415,0.027191747057342997,-0.046555714943899935,-0.05844496259822977,-1.0773520435240238,-0.010181108925513372,0.048867426989888885,0.13025622336846826,0.08959707268112867,r3000051.trees
0,100001.0,50,510,-0.22221140899544645,-0.030281062126005683,-0.03514497247871867,0.013792133317187477,0.19323673693987692,-0.0008209167261121495,0.10146084555741365,0.1178495842781557,0.3499408057232895,r3000052.trees
0,100001.0,50,396,-0.018801957892979226,-0.5275619228969343,-0.21999789698714078,0.4723493377220483,0.3733033561375688,0.040663685421614,0.5660349633770702,0.14234782454648526,-0.23542318061365974,r3000053.trees
0,100001.0,50,411,0.3165769605122228,0.25583325717300026,0.22083878410442778,-0.16176733630638654,-0.8773685397242929,-0.0037550936327301644,0.5951964133240766,0.10557723089235695,0.6755537851430059,r3000054.trees
0,100001.0,50,494,1.3692949894120225,0.29587494616848753,0.595964876289042,0.014170800409071168,-0.23398964482217544,0.043244587891786215,0.6296787536185134,0.09865172030350601,0.7929449112846878,r3000055.trees
0,100001.0,50,509,-0.7498680340712114,-0.1349965845584225,-0.23973295502045294,0.01248212626567464,0.6370334001040578,-0.015243357775962066,0.3691957536259534,0.11409665388998239,0.39409971474852024,r3000056.trees
0,100001.0,50,499,0.9757920911831236,0.46519912443138267,0.6487570083657711,-0.14774373797638699,-0.23496402995116214,0.027782737429411255,0.621224571065917,0.11230931766646052,0.5298572682637565,r3000057.trees
0,100001.0,50,454,0.4421078087063461,0.23176699932159422,0.25136583122738176,-0.11615209051392761,-0.02959381643260865,0.003793259071371592,-0.040623774051698196,0.1260674482558981,0.1891045608303283,r3000058.trees
0,100001.0,50,536,0.6901144403570355,0.3376498906008116,0.463536347989181,-0.11138293310523834,-0.47403406117142705,0.01916117446444392,0.35287686685306474,0.10555293545989824,0.61092268468611,r3000059.trees
0,100001.0,50,392,0.5039603455670145,-0.15290923929038938,0.09264723094027295,0.22901511462507604,-0.3824523408487317,0.03364387720884679,-0.09033476394716944,0.11316812439261417,0.41974391623810453,r3000060.trees
0,100001.0,50,415,0.20732614421575835,0.6005164117882515,0.2468045348888176,-0.5396665936087279,-0.6508810932623894,-0.046733919407150624,0.4204131430039552,0.104906413432425,0.6907783138748379,r3000061.trees
0,100001.0,50,452,0.10945555912937595,-0.07099189737644858,-0.073918898317978,0.0373941191045025,-0.3429750214975444,-0.0007321294242170371,-0.08477935009413776,0.1372321052314731,-0.14594864325309376,r3000062.trees
0,100001.0,50,426,-1.4321181729074146,0.30242541071789014,-0.5156680902518391,-0.6488512114518471,0.04578020413884707,-0.11288308200751293,-0.6220332772149931,0.1785261977131278,-1.2678695059772453,r3000063.trees
0,100001.0,50,380,-0.5442319234440516,-0.5384960687263711,-0.45282177536588636,0.34787557475775127,0.6832459221408761,0.00965237429313896,-0.022358471875528464,0.1295449214168426,0.08387200563083448,r3000064.trees
0,100001.0,50,397,-1.7059146816774162,0.023059487726622332,-0.6759447802947679,-0.4243765209770442,0.6997337202857747,-0.09755769320764095,-0.19879529479786615,0.12374610861293671,-0.10430681330344545,r3000065.trees
0,100001.0,50,435,0.22693878451434993,0.07217715140053793,0.15641901422518661,0.009856826003976266,-0.5000694350523172,0.012086976094765141,0.12203916889955661,0.12446228491396559,0.13116763295688824,r3000066.trees
0,100001.0,50,455,0.06593795113041435,-0.12115298447307797,-0.0760346161428671,0.09335596923915526,-1.209194503544369,0.00574416270915098,0.2720411923738909,0.10687738510038161,0.5144333340898315,r3000067.trees
0,100001.0,50,513,0.03879071419049603,-0.21305709003684892,-0.13908346561384888,0.16087927412433597,-0.3185219395690232,0.009312885686735084,0.178352281447091,0.12146121074692504,0.16267813926304486,r3000068.trees
0,100001.0,50,494,-0.49380775444446007,-0.041225903019054766,-0.20985949920705796,-0.07679128535390391,0.5162496541249901,-0.02371719930211762,-0.0885400398919191,0.12607065553494126,-0.0671723300871881,r3000069.trees
0,100001.0,50,408,0.5206358119800375,-0.1326757558761004,0.15625546266837223,0.24340371455571208,-0.42403042681831166,0.03977254340413966,0.5324570820983977,0.11865729898516784,0.3659085907640639,r3000070.trees
0,100001.0,50,484,-0.9646313289419517,0.09041799686536926,-0.33186016240918287,-0.2988655232625088,1.329962438071438,-0.058496156286184,-0.38102624256354584,0.14190401435299393,-0.6523770106661722,r3000071.trees
0,100001.0,50,471,1.0544244977480661,0.18956054252123727,0.4951424641556281,0.07580911568417048,-0.5250329824366262,0.04351603689801992,0.059475292202608214,0.12504475474400287,0.18455580202715277,r3000072.trees
0,100001.0,50,566,0.34298201745656304,0.12455027858933328,0.17437237577781708,-0.03903819702444135,0.21491658481932563,0.007545380091516813,-0.013400555630266141,0.11225994822707845,0.28913777370308197,r3000073.trees
0,100001.0,50,334,-1.2576348974405536,0.43793910403118474,-0.4490597216343346,-0.7638742808278548,0.12240861316349082,-0.12230701599583882,-0.29051630348815694,0.14997096399535423,-0.39739102340391624,r3000074.trees
0,100001.0,50,443,0.7090187976428456,-0.32565192992643877,0.08341354212591515,0.42061961689357913,0.5531112213749289,0.0556300891267042,0.03591024219462503,0.1367812488123741,-0.0702825872062338,r3000075.trees
0,100001.0,50,381,-1.3609535676861397,0.02176270456671329,-0.5094341060732887,-0.32472800590467527,0.28432349900312515,-0.07414391748058687,-0.2357816579564827,0.12535543317856243,-0.1662644386725535,r3000076.trees
0,100001.0,50,368,-0.6720845552488534,-0.3384395411702868,-0.45477352149683964,0.11856783568976836,0.4909183694972396,-0.017704770158617447,-0.24290075863227228,0.12225476610397246,-0.10252363412769983,r3000077.trees
0,100001.0,50,504,0.6809139966817657,0.2671572459919547,0.33976858328098425,-0.10418081397830599,-0.029999079780300062,0.01138191451823969,0.05746195958206207,0.12289499132986528,0.031715263158487855,r3000078.trees
0,100001.0,50,462,0.4446617662055747,-0.043018558216101385,0.12241826565010945,0.1212481319378663,0.042187264339737025,0.022891274932768796,0.5287205911656534,0.10577961343267464,0.5327825064054384,r3000079.trees
0,100001.0,50,463,0.6482530399783719,0.055083973577507765,0.3223994462242154,0.1272799555296688,0.6431305736085293,0.037559124795367604,0.4102154435725454,0.10689376760805333,0.6410813009272088,r3000080.trees
0,100001.0,50,388,1.3411562404699224,-0.18614996531251352,0.25693013615014826,0.3636680160496502,0.9066431984772892,0.06110573295945903,0.45771103607690883,0.11067176870748299,0.4253702699821937,r3000081.trees
0,100001.0,50,435,0.33601787342220185,-0.13825661328354447,0.1707364340345333,0.25833306407025197,0.7259465136703855,0.04251789856841918,0.20101121347631262,0.12647392290249432,0.09763084021625355,r3000082.trees
0,100001.0,50,453,0.5936201100035279,-0.016243694622791294,0.19096333310110306,0.13111119510170396,-0.15323007882690196,0.028847751079352675,0.29744836273589464,0.11143380429094715,0.43674073118282525,r3000083.trees
0,100001.0,50,377,-1.3100733695987539,-0.5454525596599883,-0.5700206380974203,0.2868581905562527,0.8718643660419698,-0.005778440855074309,0.46832350457185945,0.09956204704103865,0.6191566935923549,r3000084.trees
0,100001.0,50,483,0.5856777950650958,0.4371415487794743,0.4415879107837113,-0.2380665767836826,-0.40977395227382835,0.00264949191536656,0.3138690706114102,0.107711219202707,0.568743840108052,r3000085.trees
0,100001.0,50,475,-0.04584045515508273,-0.3063470990206972,-0.18651788180610368,0.23937970949535903,0.1381005332873984,0.015304820236261075,0.04633776085454805,0.12317048031333747,0.22565263463517668,r3000086.trees
0,100001.0,50,458,0.33748720579763886,-0.023888655540495452,0.07773721804053252,0.07308097676534388,-0.18752322500222646,0.014074552917417268,0.34737732552623646,0.11263141620284478,0.45771466651218307,r3000087.trees
0,100001.0,50,480,0.5301667746942854,-0.012117931170304764,0.19862283577034248,0.1309714044912753,-0.731413219678468,0.02934784983771169,0.47040519033218076,0.0975265106042417,0.8129530505973026,r3000088.trees
0,100001.0,50,516,0.20131933206370292,0.30006557496984987,0.2797290766667195,-0.1770911219688477,-0.0484760238912406,-0.0014198839808451003,0.25816283713972676,0.11206681625529794,0.48184313964273895,r3000089.trees
0,100001.0,50,400,-0.3974870835674231,0.5020325157952401,0.05052068691010385,-0.5430104550011625,-0.44067145812604247,-0.06087453623457261,-0.4704781566899283,0.12172384291139769,0.06636163517817188,r3000090.trees
0,100001.0,50,500,-0.2774566625704801,0.22140339844855175,-0.09106339414962296,-0.30620864617267207,-0.8341127194011566,-0.04254957946349456,0.10290260734709807,0.13068585643212507,-0.04093405893429492,r3000091.trees
0,100001.0,50,455,-0.06512589572936997,-0.09641659880647846,-0.05434073096069723,0.07793245311619508,0.25633910021434725,0.005432463957491624,0.21503185077693007,0.11851389491967,0.1822330942306023,r3000092.trees
0,100001.0,50,413,-2.162244996789007,-0.3332419497336117,-0.7656142457219065,-0.0708650414739118,0.9038608412459912,-0.06186716458205165,-0.45362959388649027,0.13160822839774208,-0.22928176636132638,r3000093.trees
0,100001.0,50,477,-0.07459583768732153,0.32341186086214707,0.26002877131032964,-0.2154792265420819,-0.9017097468774851,-0.007347759634945844,0.4660149109487583,0.10171884287695661,0.6873122994088392,r3000094.trees
0,100001.0,50,491,-1.0112759489028649,0.12342025528471402,-0.3222708612104729,-0.33086248951179414,0.6300950193727092,-0.06160174717990956,-0.13129991843531158,0.11774317056665598,0.06572220643555288,r3000095.trees
0,100001.0,50,488,-1.4817209520047412,0.03994418442901917,-0.5631181457294436,-0.37773120789264314,0.623826352808191,-0.08394879337783967,0.10285053913484286,0.1238298071522187,0.052113042592135964,r3000096.trees
0,100001.0,50,332,-1.3789964624457363,-0.64959050782477,-0.6357050943247868,0.36773453935201694,1.3900804773828856,-0.0007122418961053058,0.09790788596272033,0.11474046140195208,0.23000206151299138,r3000097.trees
0,100001.0,50,462,-0.2260616562479076,0.16342656330466404,-0.013298862219231546,-0.19423651927644273,0.010110574847176217,-0.023914511998729075,0.14628672303722592,0.11820948475083813,0.013526703498125148,r3000098.trees
0,100001.0,50,479,1.201020336881541,-0.4478982607982368,0.11057923460435314,0.5760315196982123,-0.16905643709633028,0.07584918061017208,0.4627412626790839,0.10307489830102896,0.6178989703603803,r3000099.trees
