#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3010200.trees ../Simulation/Slim(primary)/trees/r3010201.trees ../Simulation/Slim(primary)/trees/r3010202.trees ../Simulation/Slim(primary)/trees/r3010203.trees ../Simulation/Slim(primary)/trees/r3010204.trees ../Simulation/Slim(primary)/trees/r3010205.trees ../Simulation/Slim(primary)/trees/r3010206.trees ../Simulation/Slim(primary)/trees/r3010207.trees ../Simulation/Slim(primary)/trees/r3010208.trees ../Simulation/Slim(primary)/trees/r3010209.trees ../Simulation/Slim(primary)/trees/r3010210.trees ../Simulation/Slim(primary)/trees/r3010211.trees ../Simulation/Slim(primary)/trees/r3010212.trees ../Simulation/Slim(primary)/trees/r3010213.trees ../Simulation/Slim(primary)/trees/r3010214.trees ../Simulation/Slim(primary)/trees/r3010215.trees ../Simulation/Slim(primary)/trees/r3010216.trees ../Simulation/Slim(primary)/trees/r3010217.trees ../Simulation/Slim(primary)/trees/r3010218.trees ../Simulation/Slim(primary)/trees/r3010219.trees ../Simulation/Slim(primary)/trees/r3010220.trees ../Simulation/Slim(primary)/trees/r3010221.trees ../Simulation/Slim(primary)/trees/r3010222.trees ../Simulation/Slim(primary)/trees/r3010223.trees ../Simulation/Slim(primary)/trees/r3010224.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/581865570.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,ZngE,bsfs,FerL,FulD,TajD,FayH,btree,Colless,Omega,path
0,100001.0,50,550,0.6406645341800333,-0.22125436907850748,-0.6280635941898555,-0.8156220329440088,0.17346259809248304,-0.06206534810194369,0.29632351704856785,0.11315106850821137,0.2478221558190382,r3010200.trees
0,100001.0,50,413,-0.011265694385361227,0.40754256029749863,0.1293467055954848,0.975578718281188,0.19774711477945275,0.029142819795193245,-0.09540832086737544,0.1296055334885632,0.29726824159099297,r3010201.trees
0,100001.0,50,520,0.9311692731012705,1.040261932679362,-0.46784326385433667,-1.3281814159795244,1.0064432919544724,0.014901124934206804,0.6313752243107006,0.10861323696145125,0.6488916210100849,r3010202.trees
0,100001.0,50,300,0.01629081484889233,0.30081912566735447,0.06974445173906578,-0.7229369746903992,0.15044495918818324,0.01885250344589942,-0.27963551131788555,0.14259324419422942,-0.08252145359357857,r3010203.trees
0,100001.0,50,431,0.5820265333462433,-0.15545225402262425,-0.49330628929121234,-0.02731379913369769,0.2895092660752039,-0.03822753713496013,0.08371545268133626,0.1278991128615189,0.2838036337018598,r3010204.trees
0,100001.0,50,422,-0.4084014041046146,-0.8317855005269924,0.2143388385150667,1.2356759452581594,-0.4269178079786205,-0.004409326627732511,-0.2496605797908841,0.13903061224489796,-0.07099866602317156,r3010205.trees
0,100001.0,50,338,0.34585839861042245,0.7373049856576643,-0.12689021443402373,0.1695817904709499,0.4555496585562381,0.016769944427316514,-0.006591868813724618,0.12781811442525728,-0.12427938282444692,r3010206.trees
0,100001.0,50,446,0.005394379364041618,-0.9117952977803869,-0.20670959731540503,0.6601442453100987,-0.34022367118469093,-0.04822173552234778,-0.09597555078861791,0.13115484288953677,-0.17046596104370537,r3010207.trees
0,100001.0,50,401,0.009946677952351839,-0.04643207237653881,0.029831961005325428,0.7707455498366459,0.06992003698429987,0.008421989877698844,0.28204452725382784,0.11193136472466081,0.03772468391498394,r3010208.trees
0,100001.0,50,501,0.5772399409860444,1.083793704786382,-0.17950715030833073,-0.6614790859614188,0.811449960183418,0.03537478498785992,-0.02294179490285653,0.13027683295540438,0.21245554575469858,r3010209.trees
0,100001.0,50,406,-0.20189303638115397,0.0655003885973558,0.21081534123380133,0.31957349420829345,-0.0331309640589435,0.02268358880992903,-0.08746321485723664,0.12898967726625535,0.20727414997594237,r3010210.trees
0,100001.0,50,427,-0.0631793247061913,-0.015007566238329391,0.10241781436529548,-0.41300986436264414,0.05149960016763494,0.015730199334491265,0.25764242765766315,0.12435491437954492,0.23722502973152745,r3010211.trees
0,100001.0,50,474,0.22687406117573022,-0.4732531724043797,-0.29990623819192824,0.020264255966470014,-0.06979043030638424,-0.04034815167394526,-0.2666589799597291,0.13287724180581323,-0.14042336991889323,r3010212.trees
0,100001.0,50,480,0.33206342994722865,0.5981527560958662,-0.10846831264480317,-0.2682101915743897,0.4581677814769874,0.019133785129092945,-0.2020928362148655,0.13462265247979532,0.021083087268132402,r3010213.trees
0,100001.0,50,445,0.29328046774788535,-1.1522504316501962,-0.555019247022518,0.36936375407380373,-0.37405413403999244,-0.09182665207379305,-0.9343552757302239,0.1532414596273292,-0.6200752125445568,r3010214.trees
0,100001.0,50,422,0.2657032687181533,1.1182774911849527,-0.01240734667578699,-0.23847313368840486,0.4933580766994117,0.0329779220197562,-0.35620418048165225,0.14877275234418091,0.7301150100289312,r3010215.trees
0,100001.0,50,421,-0.02004927874492726,-1.2495636892090887,-0.3032424545944476,0.6131430574941954,-0.5534805731869904,-0.0745833260371029,-0.4923989874961425,0.14632585707550347,-0.30727169102355906,r3010216.trees
0,100001.0,50,397,-0.025656205592140484,0.10028046226451576,0.03529005467810834,0.2894901095363661,0.010220006278159104,0.0049000027282526375,0.43130383130257227,0.116921768707483,0.39175391426664635,r3010217.trees
0,100001.0,50,546,0.1398555836454512,0.1963113460426962,-0.0854127740506228,-0.06396686112102844,0.12543331067774358,-0.0013417995783458903,0.1796290003871417,0.1265952662056558,0.07186383059566614,r3010218.trees
0,100001.0,50,492,0.723166940074307,-1.8390926678177375,-0.9620269452221172,0.9836951890230284,-0.2327826840574819,-0.1299871433315178,-0.039503703319528634,0.13341920926786557,-0.1901941064430756,r3010219.trees
0,100001.0,50,409,0.12564679307917484,-2.0885851625215115,-0.5394673398587662,1.3793251049038333,-0.6724700938775197,-0.11092537808340974,-1.0781544941323735,0.1831049835664603,-0.636282742254689,r3010220.trees
0,100001.0,50,509,0.005276631869357241,-0.10598667535450697,-0.03275516276832445,-0.003818577618422127,-0.045313445934775584,-0.007031313856623067,-0.16477581227821086,0.12978839076614251,0.09817482573850236,r3010221.trees
0,100001.0,50,388,-0.0069394645947043684,0.32812146293826056,0.10918502313264085,0.1817116775921401,0.17199401338091913,0.024973268926023924,-0.03378083429868375,0.12718465045592706,0.21905514038107976,r3010222.trees
0,100001.0,50,539,0.14120369794000137,-0.2732105226306858,-0.19880128312949014,-0.077015437360365,-0.06403237944059341,-0.02794274012951655,0.1389641741023853,0.12006029684601115,0.032709422852698775,r3010223.trees
0,100001.0,50,398,0.5709625790125368,0.19149554666506083,-0.43959684622573497,0.020086508546557535,0.35967031076986594,-0.02701798821358321,-0.6021031826947207,0.15343153390388412,0.31680489685482344,r3010224.trees
