#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3010050.trees ../Simulation/Slim(primary)/trees/r3010051.trees ../Simulation/Slim(primary)/trees/r3010052.trees ../Simulation/Slim(primary)/trees/r3010053.trees ../Simulation/Slim(primary)/trees/r3010054.trees ../Simulation/Slim(primary)/trees/r3010055.trees ../Simulation/Slim(primary)/trees/r3010056.trees ../Simulation/Slim(primary)/trees/r3010057.trees ../Simulation/Slim(primary)/trees/r3010058.trees ../Simulation/Slim(primary)/trees/r3010059.trees ../Simulation/Slim(primary)/trees/r3010060.trees ../Simulation/Slim(primary)/trees/r3010061.trees ../Simulation/Slim(primary)/trees/r3010062.trees ../Simulation/Slim(primary)/trees/r3010063.trees ../Simulation/Slim(primary)/trees/r3010064.trees ../Simulation/Slim(primary)/trees/r3010065.trees ../Simulation/Slim(primary)/trees/r3010066.trees ../Simulation/Slim(primary)/trees/r3010067.trees ../Simulation/Slim(primary)/trees/r3010068.trees ../Simulation/Slim(primary)/trees/r3010069.trees ../Simulation/Slim(primary)/trees/r3010070.trees ../Simulation/Slim(primary)/trees/r3010071.trees ../Simulation/Slim(primary)/trees/r3010072.trees ../Simulation/Slim(primary)/trees/r3010073.trees ../Simulation/Slim(primary)/trees/r3010074.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/336545155.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,FayH,ZngE,bsfs,TajD,FulD,FerL,btree,Colless,Omega,path
0,100001.0,50,403,0.032984244556213425,0.05032781910178716,0.7709070866575325,0.28485870331208973,0.45666653496325044,0.11035961498668852,0.2179659673557571,0.11804430767015801,0.3407683442218532,r3010050.trees
0,100001.0,50,443,0.026892704088656134,0.32194164721345625,0.9359900443970979,0.504132051613668,-0.24955744695342516,-0.07005711169218663,0.3400416669678998,0.11762699091612693,0.12108066734195201,r3010051.trees
0,100001.0,50,314,-0.05743182686675939,-0.1272782818704129,-1.023412771840101,-0.5339037509289782,0.715981776943967,-0.16838229196047474,-1.0439267944888424,0.18043154761904762,-0.6525726871785057,r3010052.trees
0,100001.0,50,452,0.06351596290503311,-0.31305592115732606,0.7953156004262797,0.152212416667832,-0.21184561990813894,0.4468055000450677,-0.048166977676362195,0.12878014842300556,-0.0680395318281968,r3010053.trees
0,100001.0,50,421,-0.006858329077406213,0.11567991665723878,-0.08253142635926429,0.06287327674405359,-0.2663982804741296,-0.09491791933982632,0.34872326495672046,0.114150479468896,0.21546380637137325,r3010054.trees
0,100001.0,50,371,-0.060850453203187486,0.5907827060803065,-0.2351071315716185,0.1374099274043173,-1.0953568255068435,-0.5932669349976072,0.09342590757552056,0.1254724111866969,0.554032215466404,r3010055.trees
0,100001.0,50,457,0.0073741080769810525,-0.3476229594119575,-0.7320471389918916,-0.2834012046528586,1.2135799953473994,0.22939443152512518,-0.23836808113289393,0.12905509024419015,0.21181966679059527,r3010056.trees
0,100001.0,50,479,-0.01597344268240241,-0.47598584025695356,-1.0674272309247832,-0.5746670947745481,1.0377723086579729,0.20389964647256273,-0.34348575521602104,0.14492493032455273,-0.4369255828389418,r3010057.trees
0,100001.0,50,462,-0.06097031145886244,0.11672258499340878,-1.2071429971283072,-0.3239845118757495,0.6195676752058318,-0.3241637614811319,-0.38816376974653977,0.13624385397723446,-0.2882089828402761,r3010058.trees
0,100001.0,50,420,-0.057570395883864145,0.8934932326895704,0.013445620128676162,0.45272871369004164,-0.541309979841781,-0.7525230795443214,0.09350523483348869,0.1277382977000324,0.49425865541978903,r3010059.trees
0,100001.0,50,430,0.01393185865368664,0.36462658054686764,0.8132231679437295,0.45267603391470085,0.11807850128369955,-0.14916676371391271,-0.23550673372189324,0.13578201843507964,0.08486272809558153,r3010060.trees
0,100001.0,50,455,-0.038843601575834955,0.3989982363495867,-0.5239125172944528,0.1076455955282254,0.5168784075492299,-0.3916227018589235,-0.3973266354926724,0.13802083333333334,-0.3029539333368859,r3010061.trees
0,100001.0,50,418,0.011254150071606172,-0.13247395093375108,-0.0852678140158335,-0.04766732695910085,0.1096534870868851,0.12303938704760656,-0.40499569768390775,0.1469165555669504,-0.21940970154826228,r3010062.trees
0,100001.0,50,398,-0.056114935947369896,0.07011599675507141,-0.8958421303245723,-0.33374025586980355,1.2477448169777168,-0.2765415530812799,-0.5364591641253228,0.14894427716441766,-0.36793647706522414,r3010063.trees
0,100001.0,50,383,0.04528196723148577,0.19926659750836787,0.9644235602719275,0.5171238907695729,-0.6619097224711673,0.07707362033738362,0.8056071980655457,0.10353903466148363,0.6433818205396054,r3010064.trees
0,100001.0,50,338,-0.09686191977923223,0.1268823590521544,-2.01343485774568,-0.5692340206052557,1.219726097454146,-0.47952419003806745,-0.8198905492719027,0.15349519117992022,-0.42950300473069525,r3010065.trees
0,100001.0,50,427,-0.02476181705193168,0.1650295877319731,-0.15108627184897608,-0.01759770480425316,0.6623877406813937,-0.19862359688595016,-0.996775877272552,0.16502059539412095,-0.5454314835260726,r3010066.trees
0,100001.0,50,489,-6.90488336623688e-05,0.5020380683079556,0.46121942773728414,0.4847852156840457,-0.32393989268006196,-0.28655836108018873,-0.27945794126341256,0.14531004709576137,0.3613321441836258,r3010067.trees
0,100001.0,50,337,-0.13791616577837354,0.24710671086064717,-2.1254667991421017,-0.7459745195606826,0.44314437596471157,-0.72065460188548,-0.7155054975882703,0.15344104308390022,-0.32614949932588194,r3010068.trees
0,100001.0,50,385,-0.15137709839461372,0.506144599656993,-1.7125794532272314,-0.592785576250857,0.05495734453885661,-0.9265045562845561,-0.760803796431729,0.15982081238292417,-0.8575322546507412,r3010069.trees
0,100001.0,50,422,-0.06862864820223953,0.5387489594663435,-0.549636455733827,0.03008273253056754,0.25290989262711644,-0.5968557261800802,-0.15777810679825593,0.12927282714327967,0.09040912858043645,r3010070.trees
0,100001.0,50,360,-0.03750163219244386,0.14643903879400672,-0.3967935395678892,-0.12619851816738975,0.6159327470635892,-0.24136399456784705,-0.2810491744849695,0.14435683364254792,-0.24668511461306603,r3010071.trees
0,100001.0,50,404,0.03453258129761618,0.4488267298581391,0.9515185382469895,0.6818846035667268,-0.5422273137761697,-0.11042303641492526,0.5302555469272126,0.10557119399483932,0.37369143626916057,r3010072.trees
0,100001.0,50,456,0.05757470428896404,0.04305100018469177,1.2039803535913551,0.4541468214903055,0.21606100539849615,0.21865671890014174,-0.30177829768473313,0.1328764224583843,0.14861633175315445,r3010073.trees
0,100001.0,50,541,0.004199928515713932,0.18310516490498416,0.2793531499984778,0.20695937256672245,-0.03408904521415289,-0.08660739757495088,-0.12823721953879091,0.1328196226944386,0.28220252684826,r3010074.trees
