#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3040075.trees ../Simulation/Slim(primary)/trees/r3040076.trees ../Simulation/Slim(primary)/trees/r3040077.trees ../Simulation/Slim(primary)/trees/r3040078.trees ../Simulation/Slim(primary)/trees/r3040079.trees ../Simulation/Slim(primary)/trees/r3040080.trees ../Simulation/Slim(primary)/trees/r3040081.trees ../Simulation/Slim(primary)/trees/r3040082.trees ../Simulation/Slim(primary)/trees/r3040083.trees ../Simulation/Slim(primary)/trees/r3040084.trees ../Simulation/Slim(primary)/trees/r3040085.trees ../Simulation/Slim(primary)/trees/r3040086.trees ../Simulation/Slim(primary)/trees/r3040087.trees ../Simulation/Slim(primary)/trees/r3040088.trees ../Simulation/Slim(primary)/trees/r3040089.trees ../Simulation/Slim(primary)/trees/r3040090.trees ../Simulation/Slim(primary)/trees/r3040091.trees ../Simulation/Slim(primary)/trees/r3040092.trees ../Simulation/Slim(primary)/trees/r3040093.trees ../Simulation/Slim(primary)/trees/r3040094.trees ../Simulation/Slim(primary)/trees/r3040095.trees ../Simulation/Slim(primary)/trees/r3040096.trees ../Simulation/Slim(primary)/trees/r3040097.trees ../Simulation/Slim(primary)/trees/r3040098.trees ../Simulation/Slim(primary)/trees/r3040099.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/587070059.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,ZngE,TajD,bsfs,FulD,FerL,FayH,btree,Colless,Omega,path
0,100001.0,50,468,-0.3000097029249412,-0.24084251705849566,-0.271431770715266,0.5061013349054245,0.200138698080206,0.006875929999248616,-0.04643776997362418,0.12989861016176807,0.16245426850278985,r3040075.trees
0,100001.0,50,363,-0.1564540051500632,-0.4356254528213299,-1.129923960339405,0.37987948709532565,-0.077790288032742,-0.039694281374007594,-0.39186903392020483,0.13691014380435718,0.14838675954326846,r3040076.trees
0,100001.0,50,453,-0.5317546943463887,-0.07966507883763414,0.35872913191057987,0.337425774096068,0.5595453431551122,0.06067718185682964,-0.35643963664483747,0.14340086996336995,0.15914317984260415,r3040077.trees
0,100001.0,50,526,0.007405192114712721,-0.019267254448227796,-0.16195589955471326,0.6227909868680582,-0.019815477397426746,-0.003684353314427449,-0.18238870112363278,0.13907497781721384,0.04138943848355504,r3040078.trees
0,100001.0,50,467,0.06763666682121212,0.34965037442824354,0.6230850951020818,-0.8186428246957048,0.12904676416217625,0.03966653625689991,-0.09619062142703459,0.13425370148059224,-0.3310929890804883,r3040079.trees
0,100001.0,50,425,0.22956261779160067,-0.5595714687681539,-1.338452598984626,0.5764213822401554,-0.5915997724381498,-0.10916811643144936,-0.7715974968227206,0.1695333822151615,-0.5889740606423569,r3040080.trees
0,100001.0,50,398,0.38128359167872355,0.5084166408798428,0.6881390118534138,0.09449004239087026,-0.13559181465071593,0.019431907352106016,0.2911655350255644,0.12320483749055176,0.12466056396289954,r3040081.trees
0,100001.0,50,469,0.346269996705832,-0.26151756447289726,-0.747245053684557,0.4348034413673946,-0.5491448281318115,-0.08322060470394219,-0.4794808387479991,0.14352243488068803,-0.09175330505554655,r3040082.trees
0,100001.0,50,315,0.33259234070175087,0.6487110271682481,1.5440879652136748,-0.37598155984490256,0.0014662096905651164,0.04558059280221577,0.6337125982226469,0.10879726040075895,0.7225325467418386,r3040083.trees
0,100001.0,50,398,0.5137453638250643,0.4064686151184726,0.4208492510103206,-0.8727558975851938,-0.3467570933779927,-0.012736809142144591,-0.11201143123144415,0.13032630634671452,0.005533123596163413,r3040084.trees
0,100001.0,50,468,0.2647222193891615,0.43420921708471255,0.5543209439165778,-0.12725245387826944,-0.04586333914524787,0.024870231592245544,-0.06758831516352372,0.12288248632786447,0.06662455120066621,r3040085.trees
0,100001.0,50,399,0.34446421124636184,-0.25633622102405773,-0.6068810626084498,-0.09953881271845723,-0.5439629488391229,-0.08242492825342829,0.012804575633976913,0.12956985515294553,-0.12831701914655638,r3040086.trees
0,100001.0,50,406,-0.2672256838465865,-0.045010845778395384,0.18633545687991243,-0.33694628502457674,0.27835275404607923,0.029862150285165083,0.4942010178847217,0.11069800260529744,0.4872369756836088,r3040087.trees
0,100001.0,50,396,0.330228276839062,-0.6673468587160812,-1.9652146549857124,-0.15013491183345712,-0.7697585805403,-0.1379307433564939,-0.9541868233337566,0.1623770527319208,-0.5626346976048382,r3040088.trees
0,100001.0,50,450,0.12790673571291125,0.3735523430097363,0.7113854908855868,-1.0542527648052973,0.07432828992442275,0.034870842166497044,0.4697411419335101,0.10817149440421331,0.51432406547004,r3040089.trees
0,100001.0,50,487,0.08493856287897539,-0.2931960676806633,-0.6930050453119465,0.20572467049810086,-0.269817090176936,-0.05236004158552387,-0.6068001512022595,0.1573087973053299,-0.38837970011522394,r3040090.trees
0,100001.0,50,406,-0.1088900911656559,-0.16982403918175995,-0.3546837941298865,0.24662685207130744,0.0241974212817237,-0.008991917676396503,-0.2652298409518403,0.13972267739212474,-0.13289049563691652,r3040091.trees
0,100001.0,50,433,-0.6101607445239956,-0.19491394214892896,0.14248098683389843,0.5050014493533469,0.5811349455845037,0.05523171834147896,0.16310568445185564,0.12556863236091984,0.08843722750254074,r3040092.trees
0,100001.0,50,412,-0.717473522079718,-0.3317357376483771,0.08989325552864258,0.48268516659947036,0.623080333286872,0.05069762850149296,-1.0454735202043866,0.16973546844480367,-0.259198313590593,r3040093.trees
0,100001.0,50,385,0.32232386215524694,0.2696475407011697,0.352268967733689,0.7086011069774767,-0.20901602091268487,-0.005965254225100676,0.27472796787118076,0.11535114045618247,0.03064073695170261,r3040094.trees
0,100001.0,50,487,0.3586965691033261,-0.444022746337225,-1.5439428143982747,0.4796726329673916,-0.6709876859364173,-0.11032216389153282,-0.3483237861258712,0.14404110926667318,-0.1984026280282554,r3040095.trees
0,100001.0,50,462,0.024668366872674395,0.12760290607421318,0.2487853414052919,-0.11819618312306834,0.0471054561129208,0.014478804483338116,-0.038478346082365396,0.12414965986394559,0.10702424445894464,r3040096.trees
0,100001.0,50,399,0.5610415089228649,0.45176644882591055,0.3566242781781276,-0.35930267983988856,-0.3740311108790553,-0.012806419844674167,0.23403966593062517,0.1239795918367347,0.21345759417152527,r3040097.trees
0,100001.0,50,405,0.7136389151692893,0.5455926020875077,0.5055097410264696,-0.5124605838999267,-0.49280214270692785,-0.020329776882747584,-0.6064887408720979,0.16221319036089013,-0.25679215035094444,r3040098.trees
0,100001.0,50,356,-0.26769669969621196,-0.042449218455175,0.35359696299864574,-0.21299547659962137,0.28052509327555436,0.03037111464584736,-0.21968372760322594,0.14129186706529745,0.018700866816051535,r3040099.trees
