start,end,N,SS,bsfs,TajD,FerL,ZngE,FulD,FayH,btree,Colless,Omega,path
0,100001.0,50,287,-1.178730064342422,-0.4542416128676092,-0.3323545673807162,0.0575839054519258,1.0915762360104442,-0.071497002544061,-0.3540336072359417,0.1363718022420235,-0.2492500090299719,3060073
0,100001.0,50,386,-4.751697236098136,-1.1038839641233236,-1.512670692390037,0.7561471462193343,2.11722868493183,-0.2566455493833001,-1.1847758262221473,0.1654661864745898,-1.020055789237795,3060074
0,100001.0,50,279,-1.3564542240424988,-0.6433278905646779,-0.3805674115360507,0.0027339474766535,1.004997325235086,-0.0905424966408801,-1.7390468045766971,0.2224668093043669,-0.915216279575952,3060075
0,100001.0,50,319,-4.306073891270285,-0.9982222839552172,-1.6612098890020763,0.9413798522409728,1.6265195187014216,-0.2677086877248275,-1.528631805803795,0.1813628899835796,-1.386371542347407,3060076
0,100001.0,50,318,-1.8376288483379732,-0.7594469948525905,-0.3344551791735187,-0.0979388491045552,0.8051773700435574,-0.0929876197040869,-0.5570738807319534,0.1346486175115207,-0.8673034943475483,3060077
0,100001.0,50,339,-4.250422141129843,-1.2337128536097433,-0.3097574280203385,-0.3641978867266929,1.6427372766769424,-0.1231411011937344,-1.1848817971272936,0.1634934461589514,-0.3602177989336009,3060078
0,100001.0,50,350,-1.004686298978101,-0.5636687846741666,-0.8310272143386304,0.4376533288960433,0.2201454167903152,-0.1382103078941266,-1.96647118470096,0.1961971179004146,-1.12227693730248,3060079
0,100001.0,50,377,-4.670422346064448,-0.8910235321063146,-1.5565464919101848,0.9044888618213393,1.5785450582240883,-0.2470664215523091,-1.934717069125264,0.1957981468449448,-1.2335492383557236,3060080
0,100001.0,50,262,-2.2492009791078367,-0.327832222895549,-1.622983086590143,1.252632127837484,0.4938382207334394,-0.2171440451879347,-1.4286497572413832,0.1810790642787727,-1.1424596987782432,3060081
0,100001.0,50,339,-1.759439219834131,-0.6358146688877945,-1.45761778176599,0.9495317784892492,0.290272208484425,-0.2178634921912777,-1.3518439959718962,0.1617492391693519,-0.9290996492911302,3060082
0,100001.0,50,451,-0.914086080925761,-0.1796653739904446,-1.091955341388476,0.8644909784452427,-0.2378650005848963,-0.14180928898406,-0.7089997531322885,0.1564350064350064,-0.4229571660746073,3060083
0,100001.0,50,269,-0.818061857337474,-0.0818726398874309,-0.6461320183446237,0.5236861264658779,0.6701038253121592,-0.0829853779710442,-0.5737975229112536,0.1399889320807688,-0.7861882674454951,3060084
0,100001.0,50,349,-4.1127263921955635,-0.9299978709306916,-1.198388130286689,0.5707486304380913,1.8832823502284095,-0.2075086484325805,-2.0993844333269003,0.2048181948835872,-1.6141057674343553,3060085
0,100001.0,50,291,-1.5456615469873092,-0.5603939759354076,-0.8565235911855074,0.4620285713802821,0.676241649424521,-0.141466406205633,-0.8058586442326063,0.1552154195011338,-0.5278956756507571,3060086
0,100001.0,50,415,-3.059068018350134,-1.037001860300622,-1.0299757585609297,0.3673245509783938,-0.186947698431859,-0.1945035942311882,-1.6469005622967794,0.2153037271246526,-1.0707089388668256,3060087
0,100001.0,50,332,-0.6343587116689218,-0.3161389202291438,-0.4372793733137412,0.2202760303268237,-0.4360898598515726,-0.074154556268792,-1.769748692663879,0.2168143573218761,-0.6978670923305715,3060088
0,100001.0,50,342,-4.638031648939399,-0.889654425889468,-1.345677542852646,0.7206552166009059,2.551054127643825,-0.2222709659173363,-1.3986797693600512,0.1862953514739229,-0.5912261828871997,3060089
0,100001.0,50,360,-1.1371210020238225,-0.0858693088537843,-1.2915321722060138,1.087481481013907,0.8625381451126735,-0.1594640332106019,-1.1161135173031824,0.160644394744199,-0.4471890139340631,3060090
0,100001.0,50,392,-4.899487136523281,-1.0039972705869753,-1.538664211074077,0.8304281370649572,2.0346668303555484,-0.2526952416224011,-1.6347037703812348,0.187641723356009,-0.911572317982903,3060091
0,100001.0,50,430,-4.408130611399801,-0.9580724300653102,-1.8779445614114485,1.1513383333205367,0.6003736504366382,-0.289364861304249,-1.7833776889161324,0.1959911132082891,-0.8773359529053996,3060092
0,100001.0,50,297,-4.181329507481183,-1.0124513443082248,-0.8894359046627869,0.25834539080836,1.8897249845416653,-0.1769974918916065,-1.6570788164142565,0.2008397108843537,-0.7335177034238847,3060093
0,100001.0,50,301,-4.133399206737968,-1.0352992091062851,-1.9350521082613583,1.1623371011560166,1.13392987394666,-0.3032404014455714,-1.7852985804534047,0.1986808236808236,-1.5090341245150007,3060094
0,100001.0,50,391,-2.008535646753066,-0.7499339662474732,-1.5724274349554077,0.9911451127309362,-0.2614181787015009,-0.2389606277241013,-1.032280961820343,0.1614524281934996,-0.2393472281058762,3060095
0,100001.0,50,384,-1.8509752636325627,-0.6473981774507489,-0.8544262331011929,0.4147987711187687,0.5262566862739829,-0.1466441407144655,-1.2589111512459397,0.1860055399405271,-0.5281121524998171,3060096
0,100001.0,50,362,-4.5294608881211325,-1.0232151039041102,-1.931763518924028,1.16522030994825,1.3710165405391943,-0.3010405154947542,-1.8213999985201372,0.1887814566385995,-0.9589881649299328,3060097
0,100001.0,50,348,-4.729218373396387,-1.3479689191753943,-2.035774928147449,1.0890811576976394,1.3880084916692033,-0.3363082319722676,-2.781278279917944,0.2536868318756074,-1.4766666479418074,3060098
0,100001.0,50,368,-0.3308275675733121,0.0501119715429044,-0.7221810387925043,0.6587164752019715,0.370277655133062,-0.082273488699765,-0.8537702512233486,0.1652789950335962,-0.5744429908717672,3060099
0,100001.0,50,367,-3.4669146602449663,-0.617416419886701,-0.8350754360779017,0.4133998130178618,1.7108804680227327,-0.1423467169368436,-1.491538439083945,0.1918740098779237,-0.8200720997951281,3060100
0,100001.0,50,369,-1.90899256552723,-0.6053039292704154,-0.8304784753226846,0.4156070323355679,1.282790100155947,-0.1409426043342297,-1.627722809881581,0.1865058973229579,-0.7350170189149252,3060101
0,100001.0,50,401,-0.8952605256953613,-0.2986689682268182,-0.9630568844739306,0.6899500924054897,-0.0785343996091547,-0.1350802956484117,-1.622894465365594,0.2038712853562477,-1.0899380384481423,3060102
0,100001.0,50,314,-4.309634142305864,-1.200232689418706,-1.3274868893091154,0.5451315321814666,0.904275421615228,-0.2421647731579281,-1.8816416790780808,0.2005756148613291,-1.2529911001337524,3060103
0,100001.0,50,404,-3.8354853589730262,-0.9041170683778104,-0.8445502270022814,0.273501346565583,1.5836318895679056,-0.1633004056279186,-1.584566860657494,0.1813275310124049,-0.9910868049410668,3060104
0,100001.0,50,345,-3.1915760509367073,-0.5209807788510112,-0.1568239607492505,-0.1310552249704883,2.843444021423451,-0.0550838686739803,-1.4564564912781277,0.1867913832199546,-0.2783749223040277,3060105
0,100001.0,50,388,-4.262248753198235,-1.04791545508347,-1.1344752154385798,0.4535431224515044,1.9368090439456596,-0.207837832745442,-1.6912827524690277,0.2007719255366817,-1.361907842033803,3060106
0,100001.0,50,335,-1.855754788746184,-0.6923198446293835,-0.9521669514754312,0.4775982572271496,0.5536831660616325,-0.1617213342111777,-1.8770262045881816,0.2117462631311027,-0.7058151825487056,3060107
0,100001.0,50,426,-1.678754514492049,-0.6424906877916566,-0.4225142867576908,0.038499489660688,0.9150599824864094,-0.0949200859521039,-0.7308296691714767,0.1537226001511716,-0.3494315253962526,3060108
0,100001.0,50,362,-0.479190784194147,-0.1178830205482124,-0.3329676284644971,0.2309973842261752,0.0630032106132328,-0.0478003521224778,-0.5543377437273076,0.1466082887055531,-0.6073810694590699,3060109
0,100001.0,50,317,-3.954956542593324,-0.922301714513324,-0.8602362200570803,0.2788305104702494,1.6574281516162572,-0.1670177235875848,-1.738147263272823,0.185282029478458,-1.1685879599697573,3060110
0,100001.0,50,390,-1.8107721202314908,-0.6113068463182528,-1.5628811337821862,1.0543222857645804,-0.0258876658673262,-0.2281517929142862,-1.1906536074299907,0.1670068027210884,-0.6301290434727892,3060111
0,100001.0,50,300,-4.867004657632693,-1.464525602890484,-1.324818370565314,0.4071124064254863,1.7396438589910967,-0.2605452014461666,-1.8491848317342332,0.2053077044771397,-0.776455556691979,3060112
0,100001.0,50,223,-3.19603836113278,-0.8840513090844527,-1.172149133642402,0.5731746573718577,0.623373030850167,-0.2029489592699199,-0.9204570556982142,0.1617843766720171,-1.0306079266779145,3060113
0,100001.0,50,365,-0.9903967782105816,0.0097412649853922,-0.4576259551580389,0.4060490315332238,1.6165862707031158,-0.0536809953106449,-1.154348429046844,0.1652314104832684,-0.5885237065218315,3060114
0,100001.0,50,372,-0.7361658232968331,-0.2442762170868878,-0.7435946786836217,0.5256619462244365,0.2911693451961341,-0.1053754386469189,-0.854017613029444,0.1580285119512285,-0.5098549715991142,3060115
0,100001.0,50,514,-4.732645268926975,-1.189182258855008,-1.4696168885490812,0.6733851415561519,0.8872854915257269,-0.2565942256707366,-1.9634319385588617,0.210232691207324,-1.3753960527602684,3060116
0,100001.0,50,316,-3.6322249648693976,-1.0227519191863068,-1.270119199810948,0.5861938578509975,0.5503591634125413,-0.2228829283935223,-1.8494414371558288,0.1921416842599108,-0.4963293591005872,3060117
0,100001.0,50,320,-4.670753489261708,-1.4034884075395146,-0.9931212278663698,0.1474881211089177,1.4726156030070143,-0.2164927516685945,-2.3048345925188847,0.2414480077745384,-1.428288954075734,3060118
0,100001.0,50,355,-0.4935322365889663,-0.0871601860785633,-0.561394500308127,0.4469956506086966,0.5875089467727456,-0.0728165454633999,-0.3686494330050964,0.1565825047967905,-0.4143548917396459,3060119
0,100001.0,50,451,-1.8498384220660264,-0.7280024088860931,-0.5321513048833171,0.0902746849986268,0.4849368135719989,-0.1138068211487704,-1.4771935822388187,0.1967176870748299,-1.1091946159832629,3060120
0,100001.0,50,432,-3.076943268898799,-0.8406994956326188,-1.7072974679509518,1.0623716869903674,0.2051651945592497,-0.2609379482835542,-1.4996130872246904,0.2072073334828437,-0.7987481668670207,3060121
0,100001.0,50,315,-2.38771233582328,-0.8194531889982196,-1.5667351025917136,0.9506687847094334,-0.3759815598449025,-0.2440009569042849,-1.2191318239286657,0.1866629464285714,-0.8378104738868312,3060122
0,100001.0,50,360,-0.7483073689107016,-0.4103483298786406,-0.3325464979046396,0.079839527717782,0.5748318473887415,-0.0682009918456028,-0.4709822465197364,0.1520127937538651,-0.28751544284332,3060123
0,100001.0,50,437,-1.110390913386464,-0.2609999147018865,-1.1958648939031944,0.9135276784239074,0.5041674090881327,-0.1598571934786062,-1.4314139292313015,0.1914887342220125,-0.3180697678278505,3060124
0,100001.0,50,308,-4.614529565766247,-0.953831222055343,-1.1005465200264466,0.4732309710939565,3.0489984946063697,-0.1979460940552708,-1.7826699227083862,0.1838398402839396,-0.8795350254883567,3060125
0,100001.0,50,338,-0.6448828898741443,0.0098812735824507,-0.3269821671189389,0.2915744224174068,0.957190020708347,-0.0382070903132485,-0.795774252912427,0.1609268707482993,-0.3287547999555429,3060126
0,100001.0,50,352,-2.0062132758326334,-0.9668611150667324,-0.3048008021416377,-0.2312758291888669,0.4103624391419513,-0.1038380370660938,-1.2362262844328005,0.1720080247667929,-0.9760781397348208,3060127
0,100001.0,50,398,-3.8525854668824726,-1.214374408693223,-1.5516886728151134,0.7332086549550959,-0.3891329275971614,-0.2688815931293377,-2.1272845793643382,0.2026003949967083,-1.4008360226476335,3060128
0,100001.0,50,374,-2.6486934039457894,-0.4455444893585312,-1.720441675174066,1.2779242902931682,-0.0445506995477455,-0.2354233474477852,-1.2260789253924136,0.1656715877840497,-0.9443347939832352,3060129
0,100001.0,50,436,-2.3327428879041374,-0.5355223463189859,-0.736258076095749,0.3687579680679012,1.3283493524675265,-0.12458873596073,-1.3988827121764598,0.1711118579168194,-0.5445076206782877,3060130
0,100001.0,50,414,-2.1877449426700952,-0.4855443906235857,-1.3012398741974656,0.8898949626795005,0.9295129520114412,-0.188154517526138,-1.709766814358092,0.1938244047619047,-0.9288947717682036,3060131
0,100001.0,50,335,-1.1288246409500229,-0.3221153985156399,-0.7885374016231274,0.5249331877250989,1.304146282027631,-0.1163550614454906,-0.8968178135984526,0.1651636006515282,-0.5767450745361877,3060132
0,100001.0,50,286,-2.4944595133374197,-0.7973529455757321,-1.9551617774076744,1.302384607828292,-0.1325516282565852,-0.2892697879102575,-1.3918054319095292,0.1966519658710942,-0.6147308976440384,3060133
0,100001.0,50,367,-1.819509499102969,-0.6964153812204672,-1.042339216909627,0.5542914581864996,0.5818536456276533,-0.1724873711017213,-2.231436650808867,0.2442956349206349,-0.613772379871638,3060134
0,100001.0,50,373,-4.758924827652312,-1.242909475069499,-1.3031946702462662,0.500980508156492,1.9083808500865664,-0.2416151071096722,-2.5795844645865116,0.2397703057126465,-1.5370573804518066,3060135
0,100001.0,50,316,-3.567879966410747,-0.6097319786729286,-1.0409041804807353,0.5979864589040487,1.579472273327071,-0.1666704170018713,-1.3150304721777502,0.1757694881231181,-0.851665102931266,3060136
