#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3030075.trees ../Simulation/Slim(primary)/trees/r3030076.trees ../Simulation/Slim(primary)/trees/r3030077.trees ../Simulation/Slim(primary)/trees/r3030078.trees ../Simulation/Slim(primary)/trees/r3030079.trees ../Simulation/Slim(primary)/trees/r3030080.trees ../Simulation/Slim(primary)/trees/r3030081.trees ../Simulation/Slim(primary)/trees/r3030082.trees ../Simulation/Slim(primary)/trees/r3030083.trees ../Simulation/Slim(primary)/trees/r3030084.trees ../Simulation/Slim(primary)/trees/r3030085.trees ../Simulation/Slim(primary)/trees/r3030086.trees ../Simulation/Slim(primary)/trees/r3030087.trees ../Simulation/Slim(primary)/trees/r3030088.trees ../Simulation/Slim(primary)/trees/r3030089.trees ../Simulation/Slim(primary)/trees/r3030090.trees ../Simulation/Slim(primary)/trees/r3030091.trees ../Simulation/Slim(primary)/trees/r3030092.trees ../Simulation/Slim(primary)/trees/r3030093.trees ../Simulation/Slim(primary)/trees/r3030094.trees ../Simulation/Slim(primary)/trees/r3030095.trees ../Simulation/Slim(primary)/trees/r3030096.trees ../Simulation/Slim(primary)/trees/r3030097.trees ../Simulation/Slim(primary)/trees/r3030098.trees ../Simulation/Slim(primary)/trees/r3030099.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/240951256.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,FerL,FayH,FulD,ZngE,TajD,bsfs,Colless,btree,Omega,path
0,100001.0,50,387,-1.5287479007274651,-0.22000869527270017,1.032229246984161,1.0548327815247927,-0.5523499735258026,-3.1216967069032378,0.20129959498250166,-1.7447622687983033,-1.0392717764250976,r3030075.trees
0,100001.0,50,338,-1.5364809989882469,-0.1860584358780403,-1.0555865676761134,1.3220499026916102,-0.046840806672287925,-0.5309053228484824,0.13773738662131518,-0.3561494652482269,-0.5911074682062369,r3030076.trees
0,100001.0,50,414,-1.775839071688404,-0.2428568583971291,-0.14367270417522396,1.3174231999680843,-0.46326301223799604,-1.3088934999888755,0.16691530413334926,-0.854340674703216,-0.705346655552393,r3030077.trees
0,100001.0,50,431,-0.8003898524632189,-0.1364485671664953,0.2820179661805188,0.39358867986650886,-0.5963159034939988,-1.0679684615761442,0.2555727648202138,-2.464334894660177,-0.8286949068739815,r3030078.trees
0,100001.0,50,377,-2.137038995534716,-0.3059527653358805,-0.3451968260494578,1.4872760352217584,-0.7474760119120415,-3.648856899284992,0.17968428982331186,-1.276756499347669,-0.4212551092509184,r3030079.trees
0,100001.0,50,383,-1.631332947855432,-0.24849085776359045,-0.004875336714185686,1.0245961775800545,-0.7852081800720453,-3.5233195113525393,0.2373344074471894,-2.416801239507349,-0.8336929011631714,r3030080.trees
0,100001.0,50,353,-0.9583267177119039,-0.169864504064386,0.7770839158087917,0.42724214748661604,-0.8002399568673839,-2.7980700511984065,0.19250340136054422,-1.4802698033907955,-0.8447832500007229,r3030081.trees
0,100001.0,50,368,-2.2060293912766236,-0.33368306059445085,0.9332676554992257,1.4044672820134825,-1.0252809976696429,-4.439497752533528,0.18568073487898562,-1.7630602063210885,-1.2812163828730159,r3030082.trees
0,100001.0,50,367,-0.8680439365429107,-0.1729567370139072,0.7834655781982027,0.24534833263599265,-0.9993105654676838,-3.2814125429195125,0.15989431486880468,-0.9253592074111949,-1.3458986630459406,r3030083.trees
0,100001.0,50,386,-0.22329740037515014,-0.05221807714167241,1.1201110351110841,0.00577241245736783,-0.36808314391180186,-0.8181242789053894,0.1762045582564236,-1.3618762991167699,-0.7395081711254721,r3030084.trees
0,100001.0,50,392,-1.6427425265124385,-0.250360416853234,0.9394097059036092,1.0301188178620382,-0.7938250589785621,-3.0204853919224957,0.23484553056891547,-2.3469506715576185,-1.1780502921623632,r3030085.trees
0,100001.0,50,297,-1.0614637893441936,-0.13541860938862935,0.6461033626825413,0.864979180723249,-0.1257745079557681,-0.7952067168308036,0.17521134667459218,-1.1626902867918258,-0.46452083358385704,r3030086.trees
0,100001.0,50,414,-0.9042810935070708,-0.15012554151352828,0.1782829926807756,0.475185032329022,-0.614793906658475,-1.3450329845684375,0.16726981490270526,-1.1172060548527907,-0.9000030661755999,r3030087.trees
0,100001.0,50,391,-1.64413526914262,-0.2635347461363575,0.0036259768319837804,0.9353145996127216,-0.9798964755383327,-3.9941288076883517,0.2123594335693461,-2.0316758098723824,-1.1142088211146668,r3030088.trees
0,100001.0,50,316,-0.26912087635772614,-0.08061973153374671,0.4100255575151055,-0.12136220533207479,-0.6938175841657594,-1.5695876206874897,0.21110692599187325,-1.8867767955134467,-0.8095684756837731,r3030089.trees
0,100001.0,50,440,-1.8475419803206254,-0.27930455833816187,0.44462710609680073,1.1718152979633278,-0.8667920531776458,-4.028410881852004,0.1868942782592489,-1.7284833277788263,-1.0852273098938803,r3030090.trees
0,100001.0,50,380,-1.7524940140554361,-0.2942463198422268,1.7739065251548136,0.8993885286006074,-1.2337411266609095,-4.881794666919952,0.2295399867263979,-2.6630802267832454,-1.0233169707949004,r3030091.trees
0,100001.0,50,360,-1.813319556531215,-0.29331399189396556,1.4790516402353835,1.0148274689307535,-1.1136266630088254,-4.706414343195922,0.17714736497008443,-1.5435629383358385,-0.6370082127002024,r3030092.trees
0,100001.0,50,323,-1.1880137984258055,-0.199596083912226,1.9320180897705592,0.6129730128472322,-0.8308585820910477,-4.197507615386208,0.18261787473610133,-1.7881663792505533,-1.0018291729777866,r3030093.trees
0,100001.0,50,358,-1.3427407345090991,-0.19516155468172258,0.4724053956162483,0.9140973112100752,-0.5091977797929723,-1.6596142669967495,0.16437847866419295,-1.014044095408188,-0.6754033400810946,r3030094.trees
0,100001.0,50,393,-1.084964769734872,-0.18998819438711959,1.531413920835392,0.4983050407131689,-0.8770114012868306,-3.5542692012657224,0.18592520807205565,-1.5097155451642768,-0.8251588721715618,r3030095.trees
0,100001.0,50,342,-1.9096381539656178,-0.2675271677407115,0.5616440536468101,1.375513330324698,-0.5777036288382235,-2.43267530245487,0.23047170256991686,-2.2485899756883714,-1.2609974160564772,r3030096.trees
0,100001.0,50,306,-0.5333273449302519,-0.07851097949560228,2.317526964568519,0.35738227470105804,-0.21334913212728496,-1.2660783071833814,0.14950152474783016,-0.7566654425536242,-0.4924074809701544,r3030097.trees
0,100001.0,50,370,-0.6061290080082666,-0.10318895987930188,0.5504984783134134,0.30092784489077,-0.4464399589186701,-0.90528723519216,0.2024394132653061,-1.8737041598277369,-0.8376430127080354,r3030098.trees
0,100001.0,50,366,-1.7182705130248017,-0.3015113234110463,1.4010546434263327,0.7871614849029777,-1.393491808326009,-4.869029643494357,0.2237850619699935,-2.1838751521399877,-1.2527868909426108,r3030099.trees
