start,end,N,SS,FayH,ZngE,FulD,FerL,TajD,bsfs,Omega,Colless,btree,path
0,100001.0,50,404,-0.1518731389530599,0.5129324867448443,1.1071462060597506,-0.9329479029747756,-0.5904294133762723,-2.8851163075022908,-0.5525465716324117,0.1760002817695125,-1.375086321142194,3050045
0,100001.0,50,419,-0.0261539537274246,0.5042940479766536,-0.110554638726253,-0.3979818246740875,0.300931511578361,0.1136924571858912,-0.0897564241323824,0.1366247097641451,-0.3518084995701087,3050046
0,100001.0,50,294,-0.0862256926906922,0.0001067585551574,0.9876326658764432,-0.3614264634926324,-0.6154250675141015,-1.4033823533176994,-0.93794856173615,0.1814373897707231,-1.1554008773971105,3050047
0,100001.0,50,417,-0.0401684144399767,0.2908874335337457,-0.166327623668924,-0.3353711884648096,-0.0059934336196135,-0.0103824333785933,0.1247697144455631,0.1627373476863272,-0.7906567332314818,3050048
0,100001.0,50,372,-0.0654079493376188,0.4025419605403749,-0.1464559930560478,-0.5050668063050633,-0.0777025354619943,-0.2911095843970827,-0.3192043068220331,0.1467211884753901,-0.572810967966183,3050049
0,100001.0,50,424,-0.1269002519025218,0.3021944650733776,1.0396821127277462,-0.7078335893990858,-0.6162284972774759,-1.633873870652479,-0.5014660988244136,0.2066024634705953,-1.693832494522832,3050050
0,100001.0,50,431,-0.0631823856233487,0.565357030923036,-0.8178283104922522,-0.5891252236322515,0.0946512969044793,-0.1624523746674924,-0.0106415296061656,0.1261243386243386,-0.2737972235219034,3050051
0,100001.0,50,398,-0.0120070519228078,0.4040137182600483,0.0944900423908702,-0.2810842803444906,0.3054012842475041,0.3061689881081579,0.0684766721559092,0.1356462585034013,-0.2785276705150259,3050052
0,100001.0,50,389,-0.0360655098184645,0.2448697845415962,0.6294712205318619,-0.2916643166198191,-0.0208504248967302,-0.2832015256255956,-0.4518669480435089,0.177790034932892,-1.4761903359729611,3050053
0,100001.0,50,459,-0.0015301845485666,0.0123419258142289,0.9034033254342574,-0.0135027779601018,0.0009733255364415,0.1088562948429097,0.0107031802300722,0.1491528536297147,-0.5875270431686038,3050054
0,100001.0,50,471,-0.0344615468482342,0.2612864238231315,0.1672426888629135,-0.2946385860124115,0.0056945739537192,-0.1442367825081516,-0.7216605378008435,0.1499939261418853,-0.8426752571472457,3050055
0,100001.0,50,424,-0.102353300520888,0.4053084602653508,0.4807345710320487,-0.6630682319410499,-0.3406331379434343,-0.7839430231283651,-0.3334111125076987,0.1782993197278911,-1.3483203973237774,3050056
0,100001.0,50,364,0.0092328085657493,-0.3920862574956009,1.5080747193324051,0.262573459059233,-0.3141481028328424,-0.6912301035999394,-0.1048318222140129,0.1323959816484733,-0.1050295572040678,3050057
0,100001.0,50,348,-0.1871010586324587,0.3961093106592437,0.5803597303191282,-1.0128660344613074,-0.953461560731184,-3.776962909702549,-0.7037083375098143,0.1710237192222021,-1.0828978699513876,3050058
0,100001.0,50,299,-0.0159325426161857,0.1324081010975326,0.1257027164154354,-0.1423857081077773,0.0149729070583329,0.0859857922173003,-0.0132289360289562,0.1358803363865231,-0.1320172141582543,3050059
0,100001.0,50,317,-0.009879111138699,0.01039696042913,0.2118521262024119,-0.0474036189154875,-0.0604757443916797,-0.3390723662481583,-0.2253019854796468,0.134281015037594,-0.5209387979223655,3050060
0,100001.0,50,382,-0.0173733766144135,0.2576274649491581,-0.2675225608920394,-0.2201622895897872,0.1253507694519181,0.2726729310522393,0.1153242890883053,0.1513552952045015,-0.5015441383659437,3050061
0,100001.0,50,378,-0.1053715426475893,0.4405091534506564,0.8217134194907758,-0.6951094361269274,-0.326973469592266,-2.1570582419196,-0.3517426470712035,0.1759817563388992,-1.181526093761846,3050062
0,100001.0,50,416,-0.1513106690238301,0.2914929670742394,1.0872552232573542,-0.804548728507438,-0.8011870024489909,-2.9920295187241357,-0.829305144771193,0.203531149301826,-1.5233724402861606,3050063
0,100001.0,50,324,-0.0652593992289132,0.5671136476250316,0.5470025160479377,-0.5977374402157059,0.0844254190633377,-0.2354186520509494,-0.7592290792972199,0.1730791631721181,-1.1158112898910266,3050064
0,100001.0,50,328,-0.1054736007259273,0.4735855792998615,1.2215809001831373,-0.7133372701371464,-0.2939072260891877,-1.4426532531685692,-0.2531955905782568,0.1604076056652169,-0.8372527251677462,3050065
0,100001.0,50,426,-0.0346021525957018,0.4585815806767344,-0.2671605160662749,-0.40757792304561,0.1960769037747771,0.0983160085225412,-0.0052628725283841,0.1300742519229914,-0.1246246355731897,3050066
0,100001.0,50,399,-0.0848626340797773,0.2725324011877399,0.0860068066539947,-0.5132057321836734,-0.3434593559326572,-0.5777714904268619,-0.5630867784363538,0.1684917869586859,-0.7031410234409501,3050067
0,100001.0,50,427,-0.0414489566174301,-0.0924368775828791,1.7030951004014303,-0.1221951232977735,-0.3863054551050661,-2.048747125233943,-0.6532741343866255,0.1590277777777777,-0.999612987587856,3050068
0,100001.0,50,459,0.0172807860797258,-0.067361457789813,0.2899849600938267,0.1114194913406057,0.0586649604120677,0.3975394389019738,0.1091240357059482,0.1253392314372557,-0.0879243667258919,3050069
0,100001.0,50,422,-0.0957568102131527,0.4854717515154774,0.0423171670633209,-0.6809295853305867,-0.2157520409847196,-0.9741520396422768,-0.5871835676148238,0.1459278155706727,-0.5690088533413374,3050070
0,100001.0,50,439,-0.065806594907417,0.5956996007367948,-0.7280274597385908,-0.6175713504891899,0.105053524695958,-0.1508763799274651,-0.3199717898667497,0.140391156462585,-0.2284158552956979,3050071
0,100001.0,50,439,-0.0696373002567909,0.0077820652331193,1.128084687294402,-0.2984369209930942,-0.4912715741489576,-1.6316489576151805,-0.2263451709061547,0.177109906462585,-1.4894460514430856,3050072
0,100001.0,50,441,0.0060262605862266,0.165917192676696,-0.1685581406318441,-0.0691829604570783,0.2037055147523142,0.2011498208879778,-0.0509525034216802,0.1491328302154194,-0.4109998877866367,3050073
0,100001.0,50,362,-0.0393748752599759,0.2241154473884432,-0.9588822033914256,-0.2935828097659289,-0.0642945152456333,-0.0383279401398822,-0.0938750375991441,0.1588950731807874,-0.781776690858963,3050074
0,100001.0,50,435,-0.1228648494873781,0.7702714151306678,-0.8406294208086239,-0.957963446340157,-0.134599918909264,-0.5243210459793266,-0.8300337987335142,0.1988998724489796,-1.547699101205787,3050075
0,100001.0,50,455,-0.0482094069233136,0.0307009386468809,0.9728221953852751,-0.2211489606462058,-0.3157041932473538,-1.1082520046378124,-0.6045114800731062,0.140126653676546,-0.5212470434126404,3050076
0,100001.0,50,488,-0.0402826897754704,-0.1954226671045857,0.4111900540792354,-0.0588922760574802,-0.4776420732258035,-0.974232120942756,-0.5558967072040101,0.1666132636629531,-0.8500728621408098,3050077
0,100001.0,50,371,-0.0875977050749656,0.8435522781482967,-0.2975443880098565,-0.8500973624680696,0.1911075890138082,-0.2137612718808003,-0.1154386948070312,0.159790459393634,-0.910283490365837,3050078
0,100001.0,50,369,0.0198809804269351,-0.1289223225285813,-0.0406861901729999,0.1572537928032952,0.0172291977699044,0.0291450663206174,-0.1248934975724601,0.1449222546161321,-0.54991314759651,3050079
0,100001.0,50,406,-0.0176927001828819,0.2416003470018408,-0.7016794957095044,-0.2124202815651357,0.1073136526594894,0.1940433310058478,-0.0097189098277326,0.1302760870430043,-0.3097597728667549,3050080
0,100001.0,50,347,0.0387430584508515,0.5181821579512957,-0.4316115394328697,-0.1327761735388226,0.7797603799367899,1.4764234775790608,0.4983484421167177,0.110684212709474,0.2882867931503193,3050081
0,100001.0,50,399,-0.0549753449379766,0.5203843988897308,-0.7303939185847916,-0.5286021811243076,0.1105442681546787,-0.0054766525724169,-0.0208390688263413,0.1338394639292842,-0.0125801009113432,3050082
0,100001.0,50,441,-0.2682030537397409,0.9559927934952134,1.4104222600417164,-1.677617808187185,-0.9961550412158826,-4.480008834709254,-1.1186327351129908,0.261064139941691,-2.494076305111097,3050083
0,100001.0,50,471,-0.1908038421813508,0.684336297798192,1.2056561958122245,-1.196610721725022,-0.7056154673804391,-3.210237637997412,-0.9388994251786948,0.1652693941426335,-0.9442334374620572,3050084
0,100001.0,50,400,0.0064589487128221,0.0574627169361518,-0.4406714581260426,-0.0055504115266588,0.1018911357911526,0.363690433895381,0.3527032998866147,0.1253259637188208,0.0640940894283573,3050085
0,100001.0,50,385,-0.0613543941916972,-0.2121329076736192,0.6317018408082262,-0.1374648938887093,-0.6446062654122574,-1.3330343493392016,-0.7289769853311802,0.1480772864701436,-0.5668152077192196,3050086
0,100001.0,50,502,-0.0577216747649275,0.4720177442742705,-0.9325361651578724,-0.5132879746924359,0.0423431681618901,-0.1898134196446883,0.1512878421607883,0.1356545594428247,-0.1873736395999809,3050087
0,100001.0,50,381,-0.0274094922106617,0.0086726437099924,-0.0264813807215374,-0.1204032597596257,-0.1877193407746172,-0.4288796580322651,0.1035565798380726,0.1446551512171133,-0.4142520277641632,3050088
0,100001.0,50,303,-0.1872575940685164,0.5898617968965321,0.8609889831949739,-1.1220248634895016,-0.7638033482284191,-2.946244291355823,-0.8940038049201714,0.1829429758480573,-1.376340872056273,3050089
0,100001.0,50,406,-0.0332310001084218,0.0917195675223189,0.1372068888658299,-0.1924449210891074,-0.1490714638472789,-0.7562986402062921,0.1913181739796111,0.157927059712774,-0.7974513660665806,3050090
0,100001.0,50,447,-0.128227764825865,0.4606550500244876,-0.2105122528930079,-0.8042201117349281,-0.4729278897181583,-1.1799044814838209,-0.6607881906875558,0.1685976473922902,-0.8603119476255713,3050091
0,100001.0,50,403,-0.0358167330369045,-0.1246508190945563,-0.0944802713548509,-0.0799054695449419,-0.3771173519499791,-0.4501873128409073,-0.4998799136076922,0.1454971523493118,-0.6935040956219384,3050092
0,100001.0,50,365,0.0015083610128659,0.2063752712412097,-0.2077944126917913,-0.1114025871922075,0.210894748770866,0.3017048741499026,0.1083054581819392,0.1359033745076978,-0.186022155709611,3050093
0,100001.0,50,341,0.0007825707853256,0.0385223872577546,0.1391799150372584,-0.0186937640397185,0.0429783129482637,0.2530577705858571,-0.3458763062520966,0.1531031426655169,-0.5807098783296654,3050094
0,100001.0,50,457,-0.0780340234478926,0.515788168393899,-0.0834472494100482,-0.6237885840596176,-0.0602066387794957,-0.4095305781723387,-0.6675758378952447,0.1861011243875788,-1.543784743518117,3050095
0,100001.0,50,269,-0.1196165257402789,-0.4066796029243897,2.4260743641710345,-0.2680352121429396,-1.2491003013936997,-4.409273190195751,-1.2386407360973677,0.2027636054421768,-1.6859022553363363,3050096
0,100001.0,50,426,-0.0568616816881945,0.0912846738721285,1.4713990406288482,-0.2920176353784564,-0.3188489561110393,-0.953467378361078,-0.5340149241852947,0.1605071515785801,-0.8257711122403649,3050097
0,100001.0,50,472,-0.2442961391550155,1.0196535608140778,1.196136452929105,-1.6139206667615655,-0.7647582294762338,-4.329031446206942,-0.9576735077147492,0.1783599226492627,-1.445123612291416,3050098
0,100001.0,50,468,-0.108997559809705,0.1069982742221455,0.6011044032229785,-0.5216166748168078,-0.6775981195687206,-2.0704125903260406,-0.3650031078252358,0.1812641723356009,-1.3759061421669112,3050099
0,100001.0,50,405,-0.0897995763947124,0.2166764693141103,0.8769263045233032,-0.5022427538918249,-0.4330073530302674,-1.3780671027946836,0.2840228482060721,0.1349007755968629,-0.4007056211654501,3050100
0,100001.0,50,323,-0.1052575449849424,-0.2709917793595761,1.382753290176742,-0.2873361055196895,-1.015254621954686,-3.6450204324463633,-1.1335165301446326,0.2067105011018492,-1.5800788666778889,3050101
0,100001.0,50,301,-0.0746090815964137,0.0441756762598783,0.7412149361294936,-0.3380605604680649,-0.4897861021159698,-1.2271073907007346,-0.593104316262917,0.1539052188039394,-0.7415707850469896,3050102
0,100001.0,50,453,0.028952109868787,-0.2612321884673389,-0.0223885180474427,0.2712673303256427,-0.0452724400041764,0.0952030116330499,0.0771484728462634,0.1281065189895053,-0.0973941106736174,3050103
0,100001.0,50,348,0.0199661173276077,0.3022228023508161,0.0702657757822392,-0.088494704148671,0.4359719109430741,0.611216734182046,-0.2791956365032405,0.160365428222571,-0.6631110889957273,3050104
0,100001.0,50,394,-0.0241381947575537,0.1425062989435754,0.6549289882090538,-0.183028625286304,-0.0347088677130415,-0.1382075175073561,0.1745883012070076,0.1427547458774085,-0.375732899444346,3050105
0,100001.0,50,436,-0.0880780247013193,0.4927268657874296,0.7846958367418889,-0.6528352766445983,-0.154049550310073,-0.7735499924441593,-0.154308625600273,0.1829900671925211,-1.5873310577559312,3050106
0,100001.0,50,450,-0.0485355298327744,-0.0790951955871893,1.7774885727257888,-0.1598770630642515,-0.4242272763345699,-1.4626538172346697,-0.6753383928259682,0.1848544973544973,-1.3962263990393882,3050107
0,100001.0,50,394,-0.0353501119247698,0.7932126648528287,0.1288508266102659,-0.6014881217742503,0.5154185812731192,0.3199855618885973,0.0100674628352948,0.1461789394120221,-0.3592554832261374,3050108
0,100001.0,50,434,-0.1782603583994005,0.2522201920773507,1.5885462658999967,-0.8963115457963986,-1.032666917098643,-4.056964603634159,-0.5741593061808786,0.1895232967558882,-1.180172893130149,3050109
0,100001.0,50,468,-0.1618621338962681,1.0459904054071332,0.8227782292972711,-1.2804773931068163,-0.1483987150711287,-1.3208497883100316,-0.4970481520021063,0.195009934666936,-1.4188007361488466,3050110
0,100001.0,50,396,-0.0204682980310137,0.2301921378432202,0.2611380130009204,-0.2175887951793726,0.0764848630752819,-0.1582088716388478,-0.3154589615427278,0.1538982780612245,-0.6916383528856511,3050111
0,100001.0,50,354,0.0133201934740315,0.471878603632048,0.1805202704710931,-0.2132257315491719,0.552968445250085,1.0181589230233845,-0.0152360956873149,0.134979686318972,-0.2524508862171206,3050112
0,100001.0,50,428,-0.0134289470052099,0.2625175534800524,1.2069117234944688,-0.2064028947591286,0.1579136480163191,0.0910144156605814,-0.337374918367241,0.153465398505081,-0.8993211359340069,3050113
0,100001.0,50,452,-0.0378989037658472,0.000935698261298,-0.179063269510788,-0.160606375338815,-0.2706130007020848,-0.498899779813333,-0.2028998389724506,0.1406728568204533,-0.5194349289638506,3050114
0,100001.0,50,463,-0.0348679952711946,-0.1671323396822889,0.6111227828919682,-0.0520118868992343,-0.4114804050868421,-0.7233529004713579,-0.4739232885488712,0.152785197848773,-0.6031219207947358,3050115
0,100001.0,50,376,-0.1395908506740722,0.8495716379219534,0.0169140763749924,-1.0725602857439704,-0.175245278951064,-0.7893196217208013,-0.1002999109435387,0.1741866814753112,-0.9786972236999056,3050116
0,100001.0,50,390,-0.1040911163299825,0.9239895750860914,-0.898965445308617,-0.9657476767267176,0.1502772738353801,-0.3624174577413995,-0.2360331600021587,0.1662365527606391,-1.0300435483882866,3050117
0,100001.0,50,362,-0.0452437843923277,0.6353111734429109,0.144754043733605,-0.5529021942976792,0.2924727940290703,0.1192649385803522,-0.0560739635554282,0.147176136641707,-0.4029735086935422,3050118
0,100001.0,50,373,-0.1113767498950256,0.1125439285499921,0.4799660600301131,-0.533183412003779,-0.6877063477144489,-1.6227853016631333,-0.6078822652458763,0.2205575871967284,-1.886653021496242,3050119
0,100001.0,50,362,-0.0366876799815699,0.1260478474507669,0.5126327927752821,-0.2263184085389621,-0.1401726354561343,-0.3546317235957084,-0.2214702471281426,0.159544505632941,-0.8055509376177185,3050120
0,100001.0,50,352,-0.0486228013874778,0.6140167841164894,-0.4302029805708872,-0.5548920557544111,0.2479446147778465,-0.0865962239635566,-0.0767551805029486,0.151849628740385,-0.685367388301235,3050121
0,100001.0,50,431,-0.0296402486127391,0.3870658310922103,-0.8521985066382767,-0.3458658341541898,0.1623255116834265,-0.0200243986027281,0.2442431505168619,0.1201687378862159,0.1465481263551177,3050122
0,100001.0,50,313,-0.0556835647894452,0.0140613708214473,0.5870787311341742,-0.2417059250617202,-0.3840875081054048,-0.8652129718657147,-0.2012222909088944,0.1480374358332289,-0.5517566664163523,3050123
0,100001.0,50,410,-0.0879783256187451,1.037404630312788,-0.5102702408628891,-0.9627881579778378,0.3746769650049373,0.0820285715119409,-0.1411549446159122,0.1448056365403304,-0.3303930462675259,3050124
0,100001.0,50,400,-0.016092491825672,-0.2638754534672592,1.4101755971470398,0.0826855783921022,-0.3707774297367096,-1.0106917547133292,-0.2898844634790907,0.1733175413022352,-1.5826434215779752,3050125
0,100001.0,50,374,-0.1907300279296185,0.2906348943676498,1.7757989383993875,-0.9689597953684146,-1.0828122321763325,-4.575926441994604,-0.8985030441921383,0.1806165504176354,-1.448748794121256,3050126
0,100001.0,50,430,-0.0927010482232903,0.3537302958824124,0.8415212250131083,-0.592999368805584,-0.3215553218479561,-0.8395889195861079,-0.619855606889402,0.1816982001133786,-1.2710092348803594,3050127
0,100001.0,50,405,-0.0380078437373107,0.3777077114594319,-0.1833952682207409,-0.3757174676763611,0.0937060824155915,-0.1827373838457197,-0.0221446593249396,0.1631170416884702,-0.9333338534231408,3050128
0,100001.0,50,362,-0.0381525746298676,-0.1234223629170063,0.1856294602937909,-0.0901403913439122,-0.3925658198326642,-0.645709073935567,-0.0442152328007746,0.1523378832052301,-0.7162369939273588,3050129
0,100001.0,50,444,-0.0962699354478806,0.6436800422794949,-0.1229368513764325,-0.7736079282798889,-0.0668486249351894,-0.4451407232662326,-0.3744879222449013,0.1548358473824312,-0.7480123719360701,3050130
0,100001.0,50,399,-0.0346526654620594,0.2834785461966607,-0.2108661843419273,-0.3077889151472198,0.0265413289677712,-0.1166383082641169,-0.0390785632141484,0.1383482405307802,-0.2186621219915798,3050131
0,100001.0,50,358,-0.055128303795277,-0.0416663713309085,0.8030364703373468,-0.2081825885670714,-0.4346708365216552,-1.2538875043726785,-0.2454691658819267,0.1387061403508772,-0.4925538775031792,3050132
0,100001.0,50,449,-0.0453120825644542,0.6383965895229439,-0.1582489136057271,-0.5554449496037966,0.2929775360890904,-0.1125626967658603,-0.2181086593497979,0.1443989683785602,-0.3479324819536604,3050133
0,100001.0,50,389,-0.045268552766845,0.1398594316089564,1.6950629865568323,-0.2705369783692359,-0.1884558936344771,-1.414867394689059,-0.1290755280175903,0.1564478392513074,-1.0132777860932534,3050134
0,100001.0,50,497,-0.1248533444040451,0.1311823227424957,1.0898468430792936,-0.6028367689876526,-0.7682420794875701,-2.78641085571233,-0.7740115390546053,0.1782830091100767,-1.460500041632245,3050135
0,100001.0,50,427,-0.0012258325273233,0.3449635379236023,0.4542462687373865,-0.2019277099362687,0.3251136004292674,0.2651644536364344,-0.2372169093522173,0.1450774754346183,-0.3565453126318861,3050136
0,100001.0,50,464,-0.0377837409776222,0.2552174336415147,1.1456802750900403,-0.3051884222337027,-0.0239197271191811,-0.2985441879723512,0.0312366067954333,0.1523617511520737,-0.7402985497045965,3050137
