#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3000200.trees ../Simulation/Slim(primary)/trees/r3000201.trees ../Simulation/Slim(primary)/trees/r3000202.trees ../Simulation/Slim(primary)/trees/r3000203.trees ../Simulation/Slim(primary)/trees/r3000204.trees ../Simulation/Slim(primary)/trees/r3000205.trees ../Simulation/Slim(primary)/trees/r3000206.trees ../Simulation/Slim(primary)/trees/r3000207.trees ../Simulation/Slim(primary)/trees/r3000208.trees ../Simulation/Slim(primary)/trees/r3000209.trees ../Simulation/Slim(primary)/trees/r3000210.trees ../Simulation/Slim(primary)/trees/r3000211.trees ../Simulation/Slim(primary)/trees/r3000212.trees ../Simulation/Slim(primary)/trees/r3000213.trees ../Simulation/Slim(primary)/trees/r3000214.trees ../Simulation/Slim(primary)/trees/r3000215.trees ../Simulation/Slim(primary)/trees/r3000216.trees ../Simulation/Slim(primary)/trees/r3000217.trees ../Simulation/Slim(primary)/trees/r3000218.trees ../Simulation/Slim(primary)/trees/r3000219.trees ../Simulation/Slim(primary)/trees/r3000220.trees ../Simulation/Slim(primary)/trees/r3000221.trees ../Simulation/Slim(primary)/trees/r3000222.trees ../Simulation/Slim(primary)/trees/r3000223.trees ../Simulation/Slim(primary)/trees/r3000224.trees ../Simulation/Slim(primary)/trees/r3000225.trees ../Simulation/Slim(primary)/trees/r3000226.trees ../Simulation/Slim(primary)/trees/r3000227.trees ../Simulation/Slim(primary)/trees/r3000228.trees ../Simulation/Slim(primary)/trees/r3000229.trees ../Simulation/Slim(primary)/trees/r3000230.trees ../Simulation/Slim(primary)/trees/r3000231.trees ../Simulation/Slim(primary)/trees/r3000232.trees ../Simulation/Slim(primary)/trees/r3000233.trees ../Simulation/Slim(primary)/trees/r3000234.trees ../Simulation/Slim(primary)/trees/r3000235.trees ../Simulation/Slim(primary)/trees/r3000236.trees ../Simulation/Slim(primary)/trees/r3000237.trees ../Simulation/Slim(primary)/trees/r3000238.trees ../Simulation/Slim(primary)/trees/r3000239.trees ../Simulation/Slim(primary)/trees/r3000240.trees ../Simulation/Slim(primary)/trees/r3000241.trees ../Simulation/Slim(primary)/trees/r3000242.trees ../Simulation/Slim(primary)/trees/r3000243.trees ../Simulation/Slim(primary)/trees/r3000244.trees ../Simulation/Slim(primary)/trees/r3000245.trees ../Simulation/Slim(primary)/trees/r3000246.trees ../Simulation/Slim(primary)/trees/r3000247.trees ../Simulation/Slim(primary)/trees/r3000248.trees ../Simulation/Slim(primary)/trees/r3000249.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/559468753.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,ZngE,FerL,bsfs,FulD,FayH,TajD,btree,Omega,Colless,path
0,100001.0,50,328,-0.6018545522395493,0.631362165855985,0.3764321392697918,0.455225690877587,0.06853054772290994,-0.09463647178476735,0.31405026864888486,0.20238129406860617,0.1227242695639407,r3000200.trees
0,100001.0,50,378,0.2385061730696244,-0.12926137836637308,0.28550932945923096,0.743399670652468,0.0016172516933107494,0.24273507960984556,0.16681195617494796,0.15812887114753996,0.12436755952380954,r3000201.trees
0,100001.0,50,301,-1.156430830656252,1.0469024320651077,0.0902573954207357,0.6430362016752016,0.09223150646573366,-0.46562211155436267,1.489471552403474,0.9932068717163488,0.09483757271024351,r3000202.trees
0,100001.0,50,333,0.2869490437586417,-0.22509967806026251,0.22302371846090632,0.22145959995378892,-0.014597625816181152,0.1742239851196059,0.11927078967403146,0.21395848609814666,0.11655690645052348,r3000203.trees
0,100001.0,50,364,-0.007919155050508955,-0.18212472978028546,-0.7760910754543161,0.816984020523604,-0.04434531872936298,-0.32486706061028525,-0.22260672449833316,0.07761589973887396,0.13818552112202906,r3000204.trees
0,100001.0,50,331,-0.640344979713953,0.23665005559189986,-3.5747902678348407,2.699731197328383,-0.03065782915968185,-0.8407687245051709,-0.3242585804240785,-0.3412584909715002,0.135718761188686,r3000205.trees
0,100001.0,50,466,0.2301238794712653,-0.2554493132748277,-0.012629840480161521,-0.5588985392887651,-0.029397162180094544,0.011891384323450155,-0.08163971055475189,0.08162175658646514,0.13717267729009414,r3000206.trees
0,100001.0,50,454,0.23521005877156834,-0.17777600742423,0.10454963371770934,-1.1066724088133653,-0.010331052647323802,0.15350288330370757,0.10784768133810956,0.12976571158463668,0.11739471069326607,r3000207.trees
0,100001.0,50,428,-0.4387797388743081,0.37659534770476233,-0.05442799337520522,0.4801085375299825,0.0299350322783588,-0.21030504674267592,0.45931268072379444,0.3122085652282658,0.11297658598323052,r3000208.trees
0,100001.0,50,470,-0.11958183746878737,0.2965985982386802,0.6465381447044051,-0.6137362894422014,0.05404751131705292,0.2716775151220148,0.4774118909730271,0.4947648311722728,0.10894868700168239,r3000209.trees
0,100001.0,50,541,0.06666240584150362,-0.008729298218197293,0.27263256814020087,0.04815521579640407,0.006914592563760831,0.11397300399560209,0.8001794670565995,0.3989971557724184,0.10405300734155047,r3000210.trees
0,100001.0,50,412,-0.9432431265412767,0.8148166938706133,-0.3457521829230085,1.8486117777591655,0.06562412510637876,-0.4434746965161779,-0.0012483890784792694,-0.08321651806558461,0.12512307554600788,r3000211.trees
0,100001.0,50,459,0.04844687736135884,-0.06855932729862754,-0.1899241185489967,0.3545553143401879,-0.009688716588760716,-0.022561909705191383,0.17610084468344817,0.10436176954449891,0.12470264179291349,r3000212.trees
0,100001.0,50,433,-0.23139026761043946,0.21756186207196215,0.15304969768431342,0.29972719343611515,0.020277106423022495,-0.07870357767660247,0.30689449843758054,0.185461265850985,0.12069056017468716,r3000213.trees
0,100001.0,50,508,-0.34614421617818586,0.3827104777394978,0.43885215881453493,-0.34757925074666396,0.04381297020664897,-0.020354769463000993,0.5068260045136014,0.3233134200851551,0.11212733941502868,r3000214.trees
0,100001.0,50,538,0.8054550596837705,-0.546631917346702,0.2853265891459409,-0.4569674331382186,-0.020652463413898238,0.6297984796814026,0.43245491633577815,0.24877100185781303,0.10658277734170592,r3000215.trees
0,100001.0,50,388,-0.11301922286712929,-0.1694130620727498,-1.0971780166646483,0.2580202587379453,-0.055508726365024234,-0.5067474561412798,0.33743793362889335,0.4002142036250835,0.1079577664399093,r3000216.trees
0,100001.0,50,470,0.20985077438099137,-0.41210626184732946,-0.691111779432753,-0.17226499195771813,-0.06919920630145603,-0.29296813562563273,-0.08210171313629648,-0.05301208558800164,0.12970212837610293,r3000217.trees
0,100001.0,50,371,-0.23470729173641958,0.0958880042912788,-0.5380706570943468,0.021580586988938683,-0.009031066663309682,-0.2921388016986523,-0.11498866992000492,-0.16564153289239222,0.12652398621786376,r3000218.trees
