#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3000200.trees ../Simulation/Slim(primary)/trees/r3000201.trees ../Simulation/Slim(primary)/trees/r3000202.trees ../Simulation/Slim(primary)/trees/r3000203.trees ../Simulation/Slim(primary)/trees/r3000204.trees ../Simulation/Slim(primary)/trees/r3000205.trees ../Simulation/Slim(primary)/trees/r3000206.trees ../Simulation/Slim(primary)/trees/r3000207.trees ../Simulation/Slim(primary)/trees/r3000208.trees ../Simulation/Slim(primary)/trees/r3000209.trees ../Simulation/Slim(primary)/trees/r3000210.trees ../Simulation/Slim(primary)/trees/r3000211.trees ../Simulation/Slim(primary)/trees/r3000212.trees ../Simulation/Slim(primary)/trees/r3000213.trees ../Simulation/Slim(primary)/trees/r3000214.trees ../Simulation/Slim(primary)/trees/r3000215.trees ../Simulation/Slim(primary)/trees/r3000216.trees ../Simulation/Slim(primary)/trees/r3000217.trees ../Simulation/Slim(primary)/trees/r3000218.trees ../Simulation/Slim(primary)/trees/r3000219.trees ../Simulation/Slim(primary)/trees/r3000220.trees ../Simulation/Slim(primary)/trees/r3000221.trees ../Simulation/Slim(primary)/trees/r3000222.trees ../Simulation/Slim(primary)/trees/r3000223.trees ../Simulation/Slim(primary)/trees/r3000224.trees ../Simulation/Slim(primary)/trees/r3000225.trees ../Simulation/Slim(primary)/trees/r3000226.trees ../Simulation/Slim(primary)/trees/r3000227.trees ../Simulation/Slim(primary)/trees/r3000228.trees ../Simulation/Slim(primary)/trees/r3000229.trees ../Simulation/Slim(primary)/trees/r3000230.trees ../Simulation/Slim(primary)/trees/r3000231.trees ../Simulation/Slim(primary)/trees/r3000232.trees ../Simulation/Slim(primary)/trees/r3000233.trees ../Simulation/Slim(primary)/trees/r3000234.trees ../Simulation/Slim(primary)/trees/r3000235.trees ../Simulation/Slim(primary)/trees/r3000236.trees ../Simulation/Slim(primary)/trees/r3000237.trees ../Simulation/Slim(primary)/trees/r3000238.trees ../Simulation/Slim(primary)/trees/r3000239.trees ../Simulation/Slim(primary)/trees/r3000240.trees ../Simulation/Slim(primary)/trees/r3000241.trees ../Simulation/Slim(primary)/trees/r3000242.trees ../Simulation/Slim(primary)/trees/r3000243.trees ../Simulation/Slim(primary)/trees/r3000244.trees ../Simulation/Slim(primary)/trees/r3000245.trees ../Simulation/Slim(primary)/trees/r3000246.trees ../Simulation/Slim(primary)/trees/r3000247.trees ../Simulation/Slim(primary)/trees/r3000248.trees ../Simulation/Slim(primary)/trees/r3000249.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/559468753.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,ZngE,FerL,bsfs,FulD,FayH,TajD,btree,Omega,Colless,path
0,100001.0,50,380,-0.20301700409047022,0.2857493044472506,0.3488531095900805,0.21581994942061775,0.04034265830253935,0.09190437012192042,0.4839998495700713,0.39133235447138537,0.10799319727891156,r3000219.trees
0,100001.0,50,338,-0.5870899379949722,0.5590973323902337,0.2278759160916847,-0.049198273483883115,0.05330803550375823,-0.18875316489147972,0.26395775019923506,0.054966494869711585,0.11469954648526076,r3000220.trees
0,100001.0,50,458,-0.504502467009062,0.2741907609825456,-0.7239273011195376,0.006608434498348756,-0.0031997673997690343,-0.5108911035417564,-0.22839917688082725,-0.02370460478122305,0.13473167044595616,r3000221.trees
0,100001.0,50,357,0.5301921782927045,-0.40411715278765015,0.31482254314946345,-0.263058289688928,-0.024145481040615927,0.3415479524424906,0.5094371185952098,0.41945232269828253,0.10239034264012353,r3000222.trees
0,100001.0,50,409,-0.4993141565892462,0.49876251259014437,0.2009734232552721,0.03964926600376603,0.05073139220965232,-0.12031379279661204,0.8126650175871579,0.48405500734805185,0.10056858564321251,r3000223.trees
0,100001.0,50,461,-0.5112219546956867,0.5158949159066104,0.4081285036979186,0.017277177270814313,0.0531041261708776,-0.11393051877362553,0.3637196860569827,0.21484928064381847,0.11470258835241413,r3000224.trees
0,100001.0,50,455,-0.019458954510390654,-0.02053353091270291,-0.4120508652856403,0.4191761672986491,-0.00748819143867357,-0.07247213989971685,-0.22113937355174396,0.20329998144046,0.13395255538112683,r3000225.trees
0,100001.0,50,446,-0.23356792079310426,0.34496062982498055,0.6699939531612671,0.09538980318789099,0.05014485074022758,0.13324801212919274,0.28363989526105754,0.34901202511220114,0.11571389919604204,r3000226.trees
0,100001.0,50,367,-0.31567201348731805,0.09092877351655139,-0.7034433319608431,0.4608864860853231,-0.02118588882062547,-0.457608104355269,0.3361355893455758,0.04365259883145459,0.11276199669056812,r3000227.trees
0,100001.0,50,448,-0.14587565474215733,-0.04626593087243038,-0.775295193419383,0.940172521693828,-0.030654942872028634,-0.3607319737554702,-0.3570752882969833,0.1932434703127317,0.1388105493453663,r3000228.trees
0,100001.0,50,421,0.11345484788015385,0.11245899395278862,0.6959873574587969,-0.6885781226989248,0.04199222540376788,0.41052545294345194,0.7327925609943808,0.5507037183711846,0.10788245530770448,r3000229.trees
0,100001.0,50,492,0.5933847609507721,-0.6041471769104885,-0.1158018724200909,-1.065208036558922,-0.06285582840258548,0.12298365753696384,0.18570183397998624,-0.16744800202048582,0.11555177626606197,r3000230.trees
0,100001.0,50,454,0.13811578228229635,0.07247395951383498,0.9065005238573988,0.1009611644620286,0.03580539052859377,0.39012712520682474,0.1679734761554154,0.4233878630428306,0.12773498822605964,r3000231.trees
0,100001.0,50,440,-0.34156277722206096,0.4571979343626856,0.6843887108541843,-0.22879766811090715,0.062149542863254886,0.1146764534605022,0.10838745532536812,-0.16888810417164615,0.12611198325484038,r3000232.trees
0,100001.0,50,494,0.09690940736230666,-0.30834427837811484,-0.7073796457700585,0.4262209382513302,-0.05984662740326854,-0.33533625640566644,-0.27151212067702557,-0.22308656964932674,0.1361278602350031,r3000233.trees
0,100001.0,50,373,0.07662398677992886,-0.12119278780832948,-0.36218506950005536,1.1148170778329807,-0.018399801283470914,-0.05735758968069258,-0.5390222394722823,-0.30558235590368404,0.14705569727891155,r3000234.trees
0,100001.0,50,461,0.06059769973006454,0.06307740375761459,0.4730952023492978,-0.014868708260073431,0.023109450768154308,0.22419171393289686,0.4877682068023618,0.15685459388350337,0.11113181227547199,r3000235.trees
0,100001.0,50,360,-0.04644006471246217,-0.2920779696863185,-1.7047137658003095,0.7392354460881309,-0.07570694775102066,-0.5864950427708439,-0.10724299167049253,-0.1568420649254283,0.12815409851884016,r3000236.trees
0,100001.0,50,509,-0.04209634034528773,0.021560453190301577,-0.05123514008459866,-0.4990223785857934,-0.0005770984014398134,-0.04481408075732938,0.27848308735339145,0.15738935693294284,0.11486612993821382,r3000237.trees
0,100001.0,50,469,-0.11590429695035512,0.3303058664191269,1.1632062441452586,0.4980045106930989,0.06252164817449901,0.3359518096710297,0.4692249684608608,0.27871176116644,0.11298292902066487,r3000238.trees
0,100001.0,50,512,0.015233353759248572,0.11265326255701445,0.4450954151479577,0.3244113912133533,0.028679094848979587,0.22034522085615726,0.18742865946260562,0.315646397965872,0.11896624678579565,r3000239.trees
0,100001.0,50,448,-0.12285189112252155,-0.12318736297084514,-0.9307297647296926,1.0724660636932797,-0.0457600585630897,-0.4466687786910324,-0.7694306417551707,-0.27382045233014635,0.15776975683890576,r3000240.trees
0,100001.0,50,517,-0.32506507543592555,0.14269713973201004,-0.7093209999303585,-0.25552520544812324,-0.010076679053702475,-0.3863110715847236,-0.00034103409144289925,-0.146182458725103,0.1250604507205726,r3000241.trees
0,100001.0,50,436,0.052028183142863144,-0.2187849634508887,-0.5759818346573711,0.037172252619137335,-0.04479803859236991,-0.2705189948270092,-0.29074621613525514,-0.15575450504800856,0.14774007762614247,r3000242.trees
0,100001.0,50,556,-0.6204397653156646,0.7157665724038365,0.6488912286525542,-0.20215341248032215,0.08548908902970816,0.014171459613669675,0.7438215063739698,0.6992654840052551,0.10307363288663104,r3000243.trees
0,100001.0,50,547,0.515010091278389,-0.407815248894175,0.053969792801090745,-0.5579552258181318,-0.026972050889799606,0.3038732789557104,0.3396806741437067,0.010278952333096853,0.10972570846520426,r3000244.trees
0,100001.0,50,462,0.07204921443481699,-0.24872412922776158,-0.8303141759331619,-0.05404280413794571,-0.049144614510835655,-0.28245501837762577,-0.008124360199063775,0.03243462269912293,0.13034553028259763,r3000245.trees
0,100001.0,50,352,-0.2604543398991981,0.43746083573959205,0.6911649726806125,0.0741362712568159,0.06866879153913388,0.2383724616309123,0.5990189930024676,0.47834421686064205,0.11268069727891157,r3000246.trees
0,100001.0,50,510,0.6101665563397789,-0.451862691116231,0.5076371376930909,-0.6208017783939946,-0.024574539413937974,0.4133831295998477,0.19120688823560072,0.3843001307204545,0.1212479837295743,r3000247.trees
0,100001.0,50,562,0.3332943883449617,-0.4887025121489667,-0.5982768429928113,-0.07683448595789513,-0.07051872376774568,-0.18409519925438605,-0.1160907275471242,0.09249433571658437,0.13241274770777875,r3000248.trees
0,100001.0,50,444,-0.19252454819826362,0.20803849295806953,0.2310079979204319,0.0772809554925012,0.023265107642207843,-0.01961356682488595,0.6708477201120161,0.5580338009439897,0.1072058453010834,r3000249.trees
