#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3000300.trees ../Simulation/Slim(primary)/trees/r3000301.trees ../Simulation/Slim(primary)/trees/r3000302.trees ../Simulation/Slim(primary)/trees/r3000303.trees ../Simulation/Slim(primary)/trees/r3000304.trees ../Simulation/Slim(primary)/trees/r3000305.trees ../Simulation/Slim(primary)/trees/r3000306.trees ../Simulation/Slim(primary)/trees/r3000307.trees ../Simulation/Slim(primary)/trees/r3000308.trees ../Simulation/Slim(primary)/trees/r3000309.trees ../Simulation/Slim(primary)/trees/r3000310.trees ../Simulation/Slim(primary)/trees/r3000311.trees ../Simulation/Slim(primary)/trees/r3000312.trees ../Simulation/Slim(primary)/trees/r3000313.trees ../Simulation/Slim(primary)/trees/r3000314.trees ../Simulation/Slim(primary)/trees/r3000315.trees ../Simulation/Slim(primary)/trees/r3000316.trees ../Simulation/Slim(primary)/trees/r3000317.trees ../Simulation/Slim(primary)/trees/r3000318.trees ../Simulation/Slim(primary)/trees/r3000319.trees ../Simulation/Slim(primary)/trees/r3000320.trees ../Simulation/Slim(primary)/trees/r3000321.trees ../Simulation/Slim(primary)/trees/r3000322.trees ../Simulation/Slim(primary)/trees/r3000323.trees ../Simulation/Slim(primary)/trees/r3000324.trees ../Simulation/Slim(primary)/trees/r3000325.trees ../Simulation/Slim(primary)/trees/r3000326.trees ../Simulation/Slim(primary)/trees/r3000327.trees ../Simulation/Slim(primary)/trees/r3000328.trees ../Simulation/Slim(primary)/trees/r3000329.trees ../Simulation/Slim(primary)/trees/r3000330.trees ../Simulation/Slim(primary)/trees/r3000331.trees ../Simulation/Slim(primary)/trees/r3000332.trees ../Simulation/Slim(primary)/trees/r3000333.trees ../Simulation/Slim(primary)/trees/r3000334.trees ../Simulation/Slim(primary)/trees/r3000335.trees ../Simulation/Slim(primary)/trees/r3000336.trees ../Simulation/Slim(primary)/trees/r3000337.trees ../Simulation/Slim(primary)/trees/r3000338.trees ../Simulation/Slim(primary)/trees/r3000339.trees ../Simulation/Slim(primary)/trees/r3000340.trees ../Simulation/Slim(primary)/trees/r3000341.trees ../Simulation/Slim(primary)/trees/r3000342.trees ../Simulation/Slim(primary)/trees/r3000343.trees ../Simulation/Slim(primary)/trees/r3000344.trees ../Simulation/Slim(primary)/trees/r3000345.trees ../Simulation/Slim(primary)/trees/r3000346.trees ../Simulation/Slim(primary)/trees/r3000347.trees ../Simulation/Slim(primary)/trees/r3000348.trees ../Simulation/Slim(primary)/trees/r3000349.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/675097398.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,bsfs,FerL,FayH,TajD,ZngE,FulD,Colless,Omega,btree,path
0,100001.0,50,451,0.46525929964802376,0.19693000926127813,0.03139421059715755,0.11578489631576536,-0.11280980379265206,-0.7635390472444562,0.1051734165168658,0.18469887127159065,0.5315239057895504,r3000300.trees
0,100001.0,50,428,0.11249546599449022,-0.12082700401279396,-0.0030140174829554694,0.16186903950456155,0.1895417686356862,-0.4197430260450952,0.11724664224664225,-0.03897145115654987,0.33701605961835196,r3000301.trees
0,100001.0,50,389,-0.5979537186920447,0.3161445105579966,0.006164302352217114,-0.448702605704191,-0.5086396181811625,0.36307327902561876,0.12095152526419373,0.014315013671539627,0.20522132828161774,r3000302.trees
0,100001.0,50,462,0.07556374723027269,-0.5192476242566809,-0.04986088045700786,0.1660687484126396,0.5411196053000316,-0.6634999044966018,0.12670488987674278,0.08309946931813751,0.047326477825871446,r3000303.trees
0,100001.0,50,430,-0.20443221403985448,-0.446347835163965,-0.05628502309524923,-0.048798432539830454,0.36607941850212816,-0.6742635294675572,0.11475316383536656,-0.009000341073300056,0.20017361906176925,r3000304.trees
0,100001.0,50,402,-0.6119187530551279,-0.24466260077357216,-0.047331315950005164,-0.26221743291011074,0.07908305518536037,0.1713105561268267,0.12753089401441048,0.027503426369087806,0.0019324192256298099,r3000305.trees
0,100001.0,50,517,0.9292482370908893,0.022656166429444468,0.030125547942144892,0.3936278422610393,0.18384319637123964,-0.9725529803198363,0.12229473184622687,0.37170620744006816,0.3607855379279812,r3000306.trees
0,100001.0,50,489,-1.3157680692164613,-0.2822373195923792,-0.055494547614451176,-0.3171097785457749,0.08345586732204359,1.1614861975756159,0.1254572940287226,0.20077381888360352,-0.07593672981032969,r3000307.trees
0,100001.0,50,365,1.8962604922898207,-0.4980167339386178,0.030879758895297735,1.288081913997849,1.1006406592157,-1.099713857907079,0.10835762876579204,0.7130342453000694,0.6622209406130601,r3000308.trees
0,100001.0,50,466,-0.2188781728396726,0.27410999439028044,0.015223918595114285,-0.24665936839437252,-0.36786797388457465,0.4587929464566557,0.11587241279490519,0.3034296610225286,0.29373359530778054,r3000309.trees
0,100001.0,50,440,0.5408828141076716,0.5866296472373065,0.0669999393919752,-0.03542855437412192,-0.5325992400211551,1.3200793125668207,0.10625811018048838,0.5474062042989735,0.960635967094607,r3000310.trees
0,100001.0,50,438,-0.3810656060108651,-0.10227688220655344,-0.02780910714751453,-0.22485133337802776,-0.026519794184426657,-0.6206898808361017,0.1154002481495743,-0.07785355700825519,0.08012117175418704,r3000311.trees
0,100001.0,50,404,-0.5054270786835088,0.10713464099345531,-0.024108439714917704,-0.5270575654848896,-0.3660115052680583,-0.13904712003850067,0.12250655470521542,0.05546031264461046,0.22174896579807146,r3000312.trees
