#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3000300.trees ../Simulation/Slim(primary)/trees/r3000301.trees ../Simulation/Slim(primary)/trees/r3000302.trees ../Simulation/Slim(primary)/trees/r3000303.trees ../Simulation/Slim(primary)/trees/r3000304.trees ../Simulation/Slim(primary)/trees/r3000305.trees ../Simulation/Slim(primary)/trees/r3000306.trees ../Simulation/Slim(primary)/trees/r3000307.trees ../Simulation/Slim(primary)/trees/r3000308.trees ../Simulation/Slim(primary)/trees/r3000309.trees ../Simulation/Slim(primary)/trees/r3000310.trees ../Simulation/Slim(primary)/trees/r3000311.trees ../Simulation/Slim(primary)/trees/r3000312.trees ../Simulation/Slim(primary)/trees/r3000313.trees ../Simulation/Slim(primary)/trees/r3000314.trees ../Simulation/Slim(primary)/trees/r3000315.trees ../Simulation/Slim(primary)/trees/r3000316.trees ../Simulation/Slim(primary)/trees/r3000317.trees ../Simulation/Slim(primary)/trees/r3000318.trees ../Simulation/Slim(primary)/trees/r3000319.trees ../Simulation/Slim(primary)/trees/r3000320.trees ../Simulation/Slim(primary)/trees/r3000321.trees ../Simulation/Slim(primary)/trees/r3000322.trees ../Simulation/Slim(primary)/trees/r3000323.trees ../Simulation/Slim(primary)/trees/r3000324.trees ../Simulation/Slim(primary)/trees/r3000325.trees ../Simulation/Slim(primary)/trees/r3000326.trees ../Simulation/Slim(primary)/trees/r3000327.trees ../Simulation/Slim(primary)/trees/r3000328.trees ../Simulation/Slim(primary)/trees/r3000329.trees ../Simulation/Slim(primary)/trees/r3000330.trees ../Simulation/Slim(primary)/trees/r3000331.trees ../Simulation/Slim(primary)/trees/r3000332.trees ../Simulation/Slim(primary)/trees/r3000333.trees ../Simulation/Slim(primary)/trees/r3000334.trees ../Simulation/Slim(primary)/trees/r3000335.trees ../Simulation/Slim(primary)/trees/r3000336.trees ../Simulation/Slim(primary)/trees/r3000337.trees ../Simulation/Slim(primary)/trees/r3000338.trees ../Simulation/Slim(primary)/trees/r3000339.trees ../Simulation/Slim(primary)/trees/r3000340.trees ../Simulation/Slim(primary)/trees/r3000341.trees ../Simulation/Slim(primary)/trees/r3000342.trees ../Simulation/Slim(primary)/trees/r3000343.trees ../Simulation/Slim(primary)/trees/r3000344.trees ../Simulation/Slim(primary)/trees/r3000345.trees ../Simulation/Slim(primary)/trees/r3000346.trees ../Simulation/Slim(primary)/trees/r3000347.trees ../Simulation/Slim(primary)/trees/r3000348.trees ../Simulation/Slim(primary)/trees/r3000349.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/675097398.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,bsfs,FerL,FayH,TajD,ZngE,FulD,Colless,Omega,btree,path
0,100001.0,50,441,-1.0519708081508483,-0.29460405121592853,-0.06660281395044441,-0.454351536296962,0.023491008134523976,0.3353717744767386,0.14285714285714285,-0.2772844869317353,-0.31111808902444366,r3000313.trees
0,100001.0,50,361,-1.8252313809508858,-0.3829003771534253,-0.09386360577944007,-0.6918942582064002,-0.021204929829221633,0.15426222193690317,0.11580569727891157,0.2762712461828064,0.017620792797518436,r3000314.trees
0,100001.0,50,451,-0.012851613559015592,-0.11261055344629134,-0.00361636148781949,0.13919884747565286,0.1706767351685529,-0.17215574475245116,0.11679776077097505,0.290825708376976,0.1469179136281192,r3000315.trees
0,100001.0,50,397,0.04429967534499417,0.19704650391598916,0.020093413965508188,-0.046955318470441224,-0.19694686919682197,0.5878490991722995,0.11836042556557506,0.20814775802552074,0.17142823202322466,r3000316.trees
0,100001.0,50,448,0.43364510711547366,-0.2552095602098999,-0.0011758473292442812,0.4160741059196753,0.43878840323525414,-0.8457902952987649,0.11338462086405243,0.5591643219916385,0.6874684517069795,r3000317.trees
0,100001.0,50,500,-0.6442748933188986,-0.3652744004990111,-0.056683251867413645,-0.19359635856963398,0.22015109533256877,0.02577480680774086,0.12161774822288467,-0.21493326132401885,-0.061607578369882336,r3000318.trees
0,100001.0,50,446,0.14931551134269008,0.17692893497805384,0.024833928797817678,0.055660379048201855,-0.12635023186629105,0.7598067939199002,0.1194480219272175,0.23612664277174783,0.13981675055205267,r3000319.trees
0,100001.0,50,437,-0.752174924717748,0.008092206173896018,-0.023321361720811798,-0.3478142622272686,-0.18681080084493978,1.114386205050732,0.13892431972789115,-0.6315448634715587,-0.45069016146925894,r3000320.trees
0,100001.0,50,499,0.1964067165001244,-0.05947055392332477,0.0050950806829875,0.1738512353525193,0.14209396635997998,0.44837543966981636,0.12247474747474749,-0.24160522342252994,-0.005227135958597982,r3000321.trees
0,100001.0,50,547,-0.07355914127124005,-0.38199369017387946,-0.04571670044410657,-0.008762288051500162,0.330489680037044,-0.5308397790903049,0.11906191047847711,0.05358453508998637,0.29555106149044025,r3000322.trees
0,100001.0,50,477,-0.38654851425851044,-0.35206996356592785,-0.047272002738119816,-0.08063692661456737,0.2670046406474426,0.43444555008408897,0.11594163981382027,0.4130599416387462,0.35593099751561724,r3000323.trees
0,100001.0,50,328,-2.664745805840669,-0.7531169252934458,-0.13103609237730435,-0.5915805652523376,0.35514503617878057,1.401899772960913,0.16664472240509107,-0.5183991823686285,-1.137453523734727,r3000324.trees
0,100001.0,50,411,1.0250050870347627,-0.32291252166388457,0.010213526007622731,0.6944068662139844,0.6416227145869697,-0.8773685397242929,0.10361209701271813,0.4114619369646333,0.5537593786436491,r3000325.trees
0,100001.0,50,469,0.22983600192022902,0.2697144198709547,0.02721462806305921,-0.06732260533661288,-0.27129623118107893,0.34000183737883977,0.12384596695821186,-0.13248501855299463,-0.04832260018799997,r3000326.trees
0,100001.0,50,402,-0.3958216158570562,-0.6154462020439033,-0.07405494321961226,-0.015264639598946103,0.5315693024700945,-0.049693100373484705,0.1267989607903463,-0.44982468357314653,-0.12304226006225204,r3000327.trees
0,100001.0,50,456,-1.0106240040276315,-0.6402979773715592,-0.08328523461581716,-0.10741737247599073,0.505856780883922,0.8334924671853323,0.1343813200956058,-0.11904680025317066,-0.16981268424274076,r3000328.trees
0,100001.0,50,416,-0.14966088401734093,-0.6222483685319203,-0.07410074504262681,-0.0049536364223856525,0.5428950595227618,-0.26561783541835704,0.13010204081632654,0.008740314399910762,0.18299356142479045,r3000329.trees
0,100001.0,50,433,-0.23233175703091136,0.2391566778430905,0.025588148528437233,-0.03926857776433997,-0.2299473324602925,0.4707890733671421,0.1235013342353516,0.13733718548458979,0.07197344767901784,r3000330.trees
0,100001.0,50,418,-0.03614995720049449,-0.24319944668811325,-0.01789514889347285,0.1565113136642888,0.2940193666874696,0.42854702907199216,0.12960684273709483,-0.21261044548305943,-0.193318945525547,r3000331.trees
0,100001.0,50,410,0.30448675548493126,-0.43539361532479914,-0.011935267654860188,0.5682195451974008,0.6750502499166989,-0.6908687027274293,0.11957682008973802,0.33573659494123753,0.3044591759532094,r3000332.trees
0,100001.0,50,339,0.636049314507733,0.2984963115721313,0.04535833408592647,0.14083327692061204,-0.188972770765628,-0.36414637289905133,0.11846655328798186,0.40829110188303586,0.43599854702013435,r3000333.trees
0,100001.0,50,487,0.6738601393800413,0.12914025165636067,0.03671165521654514,0.30735253140507646,0.04573847278581694,-0.6161192169097701,0.11147345536152606,0.47100182267365376,0.6616676232159509,r3000334.trees
0,100001.0,50,447,-0.13128020034010865,-0.4846738049467139,-0.04944330863587174,0.11378671672438045,0.48372951187940544,-0.8734513230328497,0.11810588721469897,0.24830584770838435,0.2763257129140684,r3000335.trees
0,100001.0,50,424,-0.33389339010349545,-0.3487193047760814,-0.05204877588545664,-0.15364237106084808,0.22633202575356878,0.09645813611625675,0.13374166091557396,0.14161261493966198,0.03330512275381579,r3000336.trees
0,100001.0,50,393,-0.5114067584308204,-0.12014754963823654,-0.019172410967869705,-0.0703998816236228,0.06897174987013659,0.40125366510231447,0.11249066100428609,0.13672736749881756,0.1760966851270841,r3000337.trees
0,100001.0,50,479,-0.45263585855076083,-0.1611701092886611,-0.03052295093327558,-0.1642569088557583,0.05637177041407546,0.10944250423158604,0.12039815926370548,-0.03225944431200301,0.220322929972606,r3000338.trees
0,100001.0,50,433,-0.23645431237580392,-0.25938400423900365,-0.023599432321563855,0.10207740988152504,0.28013024311662993,-0.3503079503017831,0.10863787375415282,0.5406813042104044,0.42336727498154375,r3000339.trees
0,100001.0,50,486,0.02046946737523704,0.23156205388327028,0.020036729409497658,-0.10533084150308462,-0.25752896278162546,-0.33609242734541994,0.1145419706344076,0.3060954411016691,0.3047032836598158,r3000340.trees
0,100001.0,50,445,0.18724554371618013,0.11920602714562514,0.018515579791757296,0.06304905682890491,-0.071925478413807,-0.06347223116355388,0.10681772709083634,0.5880666261991203,0.6012303429850926,r3000341.trees
0,100001.0,50,399,-0.9280829039212419,-0.34532556470816284,-0.07212392828583512,-0.44615317628736917,0.07237432102461785,0.27155242602644636,0.13051039624889502,-0.14423475310539718,-0.05419897201940601,r3000342.trees
0,100001.0,50,386,-0.7081888453831399,0.12683676192117446,-0.012643284428571815,-0.3963843795613449,-0.31570137014463706,0.77495492555775,0.13422547790065747,-0.17949263675299817,-0.06042462029933205,r3000343.trees
0,100001.0,50,605,0.448313582747697,-0.002087171492010246,0.01311280800476745,0.19173982394163017,0.10118681617023595,-0.9680333527319192,0.10485322533682734,0.2989836084977808,0.5430700028911006,r3000344.trees
0,100001.0,50,343,0.6951917099741578,0.07698431055606245,0.031415494651949594,0.31827460691096243,0.09654371606206445,0.6798028416435936,0.12559082074388198,0.23888735909928607,0.18458779578846407,r3000345.trees
0,100001.0,50,378,0.4802245413458464,-0.2544806389787658,0.000589716087063599,0.4407569873867112,0.4504031769795232,-1.0186596782094728,0.10856692074420128,0.40498962727695553,0.5733288324905569,r3000346.trees
0,100001.0,50,381,-0.5763222911046814,-0.6638876676801664,-0.08241463424402391,-0.05166291893596382,0.5551826844780892,-0.3372862604462,0.14689369723793133,-0.13584729375615523,-0.6112045230724056,r3000347.trees
0,100001.0,50,402,-1.008921341364966,0.08935609835045287,-0.03667882950616303,-0.6768323199145728,-0.427732587142138,0.09764267062672245,0.1392114856992521,-0.16935453561366293,-0.19284116125178286,r3000348.trees
0,100001.0,50,434,-0.14846581723311061,0.08070317350027939,0.005929043784388611,-0.05200382830886796,-0.09761819657473605,0.08664990612932857,0.10742200920772349,0.217457195148394,0.4312103363758653,r3000349.trees
