start,end,N,SS,FayH,bsfs,TajD,ZngE,FulD,FerL,btree,Omega,Colless,path
0,100001.0,50,472,-0.0489751198762844,-1.1383475095428313,-0.2269463738519505,0.1282649738684852,1.3531402952482858,-0.2801257596672626,-0.4439142502240902,-0.581635220434075,0.1329719387755102,3120014
0,100001.0,50,384,0.0134216373016418,-0.6210886933797699,-0.457862483429565,-0.5716031495591926,0.1407656931211527,0.3826420220587113,0.1455065870193619,0.2024825035071438,0.1166022906337676,3120015
0,100001.0,50,437,-0.0858130291284344,-0.6929746623334446,-0.2502346035168774,0.3765853795734173,-0.5128639175162005,-0.5770453306849979,-0.7118391774238756,-0.7164623806003085,0.1520027281746031,3120016
0,100001.0,50,399,-0.1305103685294322,-0.795874799633449,-0.1620336066393326,0.797165494115298,0.123115930528485,-1.004910864573955,0.1601889179213252,-0.1063297717902838,0.121745905065937,3120017
0,100001.0,50,420,-0.0123824594498813,-0.8124450800358154,-0.6875514094143749,-0.6186353679922532,0.1639882533331286,0.3006180662784145,-0.3611803498121236,-0.4135120217003066,0.1486532450818165,3120018
0,100001.0,50,339,-0.0032185285390497,-1.2772110766371902,-0.4895454382079614,-0.4807088277060394,1.8608768038047685,0.2608011237165127,-0.0642576075643711,-0.441181195456681,0.1233061773096335,3120019
0,100001.0,50,409,-0.0104782123558022,-0.9831946045800274,-0.2570449661171129,-0.1879782988789704,0.8362132783227249,0.0630371300309648,0.7317350428867148,0.7931597651480874,0.1011404561824729,3120020
0,100001.0,50,412,0.0372219775303604,-0.1432507584174551,-0.3548581902712309,-0.6417119098442955,0.6624123522783788,0.5230289399350242,0.1419127406047908,0.3468876682091128,0.1252918327094151,3120021
0,100001.0,50,377,-0.01348302866184,0.1036984974651045,0.0615051233288229,0.1629851816225077,0.5577840584054712,-0.1497704206812692,0.3607505668205889,0.0044091417261974,0.1135664456865548,3120022
0,100001.0,50,380,0.0158473143321056,0.1502609299508719,0.0104387005906751,-0.1062284230952715,0.2158199494206171,0.1273544567920965,0.4457588084979041,0.4126765716965987,0.1104810495626822,3120023
0,100001.0,50,406,0.0065380641014316,-0.0562660225705081,-0.0698127041049705,-0.1204193818948499,1.4137731262630766,0.0962595426127156,0.5201508340372941,0.1617215500429863,0.1137341179858186,3120024
0,100001.0,50,387,0.0094688391261753,0.2361941829987339,0.1491491335538372,0.0839960763414016,0.3054368268960852,-0.0080231317438054,0.2809577870595598,-0.0325069853444551,0.1194597470890196,3120025
0,100001.0,50,435,-0.0549231572706893,-1.3444070596748827,-0.1456090417141208,0.2560373690084732,1.8497944666661972,-0.3778742453841115,-0.408602798351854,-0.0207308471905531,0.1331858044422588,3120026
0,100001.0,50,423,-0.0689611957753895,-0.4842665815620791,-0.3200444557822453,0.1795302000748841,-0.560842337308736,-0.3933786075751494,0.4807976736302049,0.1194866202184871,0.1076965669988925,3120027
0,100001.0,50,337,-0.1588155920192274,-3.882313087625593,-0.8156529533207193,0.3292306827380563,1.8035754926934449,-0.8553577433630467,-1.098453253793677,-0.9577072110259236,0.1680197626495853,3120028
0,100001.0,50,426,-0.1322888253189168,-2.857361553785628,-0.6730893359894908,0.2833640941970921,1.1584583204237269,-0.7198700248017869,-0.9089912265488412,-0.5687337438950227,0.1629365663791289,3120029
0,100001.0,50,497,0.0440566948775836,0.6194010369394385,0.1071825903313343,-0.2158802227381045,-0.252474230709116,0.3094204171261849,0.5357958873412968,0.0637718818551553,0.1012588452466413,3120030
0,100001.0,50,516,-0.1587652760885984,-1.687914928411716,-0.7792725000317701,0.371691722649118,-0.3358402210061735,-0.8837100360183734,-0.4959670476391584,-1.00935867594401,0.1507906827652527,3120031
0,100001.0,50,463,-0.0765403912092005,-0.3858221018084904,-0.1763995127791699,0.3846935810874793,0.0669903407104332,-0.5427726548710362,-0.0421030880604124,-0.0292883644429667,0.1294425933638761,3120032
0,100001.0,50,383,-0.1638616387722431,-2.1124169679890183,-0.6797040751034331,0.5085617064109723,0.3043173154067477,-0.980422950076082,-0.4147803633809184,-0.4734871389026722,0.1411454192066437,3120033
0,100001.0,50,396,-0.0688672944168483,-1.0762122139324706,-0.4820527639725187,0.0112153926397244,0.410691803849785,-0.2966730390382343,-0.8624655091274456,-0.2372858183114678,0.1620132715662952,3120034
0,100001.0,50,433,-0.0386356866229436,-0.1032232178621481,-0.0537913822646065,0.2303489804365627,0.026028185546474,-0.2944591204038471,0.0394035502453923,0.1184975541425899,0.1313901300165036,3120035
0,100001.0,50,437,-0.008175613220881,-0.0714574094352341,0.0872260766630746,0.150654931588391,0.4024642764276995,-0.1204377539768562,0.3572414800020218,0.2026528374273997,0.1142799352750809,3120036
0,100001.0,50,412,-0.1569208407490026,-4.175176590847376,-0.9797219321540604,0.1484817057711591,1.3453756578582263,-0.7465416517592486,-1.2654805190056115,-0.67161921202069,0.1794265728890426,3120037
0,100001.0,50,427,-0.0694137554343034,-0.6216159783223831,-0.1681675287942244,0.3398434661701818,0.4195560234133846,-0.4867656172892352,-0.6024632198870493,-0.8195397333445916,0.1497555272108843,3120038
0,100001.0,50,469,-0.1331788862197009,-3.016965498000381,-0.3873521833181143,0.5863605388648901,1.540822154567208,-0.8971767422992943,-0.6193585039446059,-0.199444019371524,0.1424362674362674,3120039
0,100001.0,50,477,0.0528359132131366,1.4148387192610687,0.714816209738883,0.3476800835126591,-0.7152694728828468,0.0250730692527067,1.1479197290775678,0.755245661565792,0.0945896035181749,3120040
0,100001.0,50,479,-0.0383686886673946,-0.5064659279686698,-0.2129089688101863,0.0642101646816244,0.8211620209584829,-0.1988049378016124,-0.6852860676799541,-0.5833692422299044,0.1555217831813576,3120041
0,100001.0,50,466,0.0016448498434511,0.0182346085608655,-0.0577374055941319,-0.0718922080821894,0.0453557803725785,0.0479477078956245,0.1133899421173838,-0.0443713015677472,0.1224266022198353,3120042
0,100001.0,50,451,0.0039458022858817,0.0637060638229329,-0.0399594500593402,-0.0705294153412252,0.1563905344097735,0.0568880843544514,0.2479381607058485,-0.0741379042643406,0.1265132397044839,3120043
0,100001.0,50,413,0.0364448787393872,0.3675810797676977,0.1058604143657862,-0.1601608171637775,0.4018357019996129,0.2450763382038156,-0.4097141413247457,-0.3224812938658359,0.1379821815089672,3120044
0,100001.0,50,519,-0.0124643211838655,-0.4688180007832237,-0.3583702977553158,-0.2784321193781489,0.2184633210477355,0.1060024843248702,0.3346746723395949,0.1779067582105592,0.113784998978132,3120045
0,100001.0,50,433,-0.1106116155375876,-1.7497066051328602,-0.4394276986870732,0.3645419494002228,0.676063329284373,-0.6748043969581418,-0.3050974576120009,-0.5072149309516848,0.1370903691425808,3120046
0,100001.0,50,482,0.0193905650760928,0.6062470971393874,0.3402060569122746,0.2081499203305039,-0.4652899501962598,-0.036718184586174,0.7010034218118278,0.3486361162861034,0.1068083631556888,3120047
0,100001.0,50,391,0.0268026324897121,0.6883138311840511,0.1799923851671511,-0.0122089658792613,1.253119852918408,0.1199138517786286,0.2153982275749238,0.2742594911833476,0.1193694992121142,3120048
0,100001.0,50,420,-0.0229959961212082,-0.4631394609733613,-0.2899935073676192,-0.129461022245626,0.4461075466030932,-0.0231774639801782,-0.0635707201822295,-0.1871789133063116,0.126533400245344,3120049
0,100001.0,50,459,-0.0250567719827782,0.0697910003604198,0.1559158204810771,0.3468236467508492,-0.1297223425075191,-0.3036413138617703,0.2157986315424853,-0.1109229541156903,0.1230326450106669,3120050
0,100001.0,50,341,-0.0604659756155451,-0.3601358677173003,-0.387786755515009,0.0458194912406071,-0.7282986463099538,-0.2803320407148647,-0.1882987524677614,-0.5067606280699538,0.1316091954022988,3120051
0,100001.0,50,510,0.0083481934808663,0.4385261985411975,0.2815705956591971,0.2294594389392168,-0.3010009330842589,-0.0955109223714484,0.4807765103934439,0.2947241880112038,0.1108525827913583,3120052
0,100001.0,50,414,-0.0359244123465321,-1.436423564486601,-0.4074573581162894,-0.155174061803705,1.4661057801047743,-0.0630188773434104,-0.502390487218112,-0.4530980014291676,0.1342338949002419,3120053
0,100001.0,50,338,-0.0043274052068105,-0.0971774964060565,-0.0676293776472615,-0.0378097043130977,-0.5742704269754814,0.0033890321813356,0.2311021140758656,0.0941888749264285,0.1120813710099424,3120054
0,100001.0,50,498,0.00255605081891,0.0836320508434618,0.126694999427763,0.1121323495202337,-0.0799679287781481,-0.0531261507949328,0.4362762267718764,0.2679709662879502,0.1114704097601482,3120055
0,100001.0,50,305,0.0084296240188604,-0.7056712408684106,-0.5387126313996342,-0.6162093010803662,0.97920527557002,0.387115971899905,0.5621589001631762,0.4336827002886774,0.1086264292951223,3120056
0,100001.0,50,435,-0.0134920773620435,0.2940763628229286,0.2609500792409998,0.369513597063371,0.8962265065485387,-0.2677025193862455,-0.7137997354769139,0.1103806763673117,0.1602733686067019,3120057
0,100001.0,50,481,-0.0066548087804671,0.0965531128807889,0.1947588883403926,0.2507893153686643,-0.305321165296412,-0.1711391841414916,0.3685348783956499,0.1787972250986311,0.1110267362759057,3120058
0,100001.0,50,441,-0.1208238447141943,-0.9696408474052356,-0.5568378542703375,0.3189721969608215,-0.2693441236535611,-0.6920531984721382,-0.5973870433698739,-0.5430768809419919,0.1577617157974301,3120059
0,100001.0,50,503,-0.0412215591596999,-1.1486687260971975,-0.5740825504110123,-0.2882521757676015,0.5365243534118088,-0.010009244552194,-0.4437452615025667,-0.1080333637256891,0.149984758054165,3120060
0,100001.0,50,479,0.0496403280536089,0.104526467296436,-0.0519984693762788,-0.421770279906407,0.171331157860012,0.4503437076098278,0.3425945780761874,0.3724239613370803,0.117053264604811,3120061
0,100001.0,50,418,-0.01206205747086,0.0952068721838779,0.0363007412842339,0.1267085030322095,0.215951334415254,-0.1231591347047525,-0.1401611430829548,-0.0850732218994289,0.1363378684807256,3120062
0,100001.0,50,385,-0.0830749375172109,-1.0392078333036694,-0.3723828631731147,0.22919881892749,0.9392989054852244,-0.4807513832286854,-0.2939548580398175,-0.2948381444321754,0.1328007250804513,3120063
0,100001.0,50,507,-0.0266913029954925,0.0392894576277834,0.0511579983834215,0.2509776797949203,-0.868152960918355,-0.2560142362295189,0.0873219307770816,-0.0906521502541137,0.127735485728683,3120064
0,100001.0,50,325,-0.0798390840667798,-0.3824430050501571,-0.0909795524329737,0.4938040363418206,-0.010689771828613,-0.617142491124108,-0.0073561518477811,-0.1669276411429094,0.1308290491769226,3120065
0,100001.0,50,383,-0.0064109036372522,-0.6800626254561568,-0.3804497582292447,-0.3452555810596383,0.3816154784369796,0.169962585606603,-0.2572241223688442,-0.2181567658258606,0.143151491365777,3120066
0,100001.0,50,444,0.0111572124586854,-0.1296875035253615,-0.3079272087161496,-0.4008718198997926,-0.1229368513764324,0.275736031348151,-0.1449255832462422,-0.2425580071149256,0.1355193762898418,3120067
0,100001.0,50,389,0.0403544751170494,0.5702194043692483,0.1749947789814452,-0.1174560133633898,-0.3600068479198965,0.2370496096094929,0.9085103792769182,0.7796428349818753,0.0992161232309015,3120068
0,100001.0,50,396,-0.1221445685000745,-1.3179745844849162,-0.3910691210091583,0.4987931094777242,0.2985264607131363,-0.7993792246038011,-0.4357557377809499,-0.259643943802421,0.1386054421768707,3120069
0,100001.0,50,484,-0.0382300460880487,0.3700173885043155,0.5496783495954314,0.8520535575595822,-0.507617840781062,-0.6474849109176388,-0.2436305685805497,-0.2321235572438373,0.1490445424400916,3120070
0,100001.0,50,423,-0.0669892792025114,-0.9478563361849888,-0.1529952131848078,0.3375137501988869,0.1745001961989767,-0.4751680480381691,-0.3275185973079532,-0.3500344028738781,0.1344708542099474,3120071
0,100001.0,50,448,-0.1196801531650038,-1.7142108308495048,-0.8034293631768995,0.0557566993813178,0.8409523651942389,-0.5372229794840182,-0.6838710694835586,-0.7798315719263523,0.1574495869776482,3120072
0,100001.0,50,390,0.0022861942355337,-0.0532057315556422,-0.0180477837662202,-0.0355150434058519,0.2777915617644279,0.0298944073201801,0.6583245509653174,0.4567099824332661,0.1042763017156548,3120073
0,100001.0,50,456,0.0309829662694566,0.4710682341708287,0.1953163693891597,-0.0275697337590427,0.3135501835753648,0.1466014322830561,0.347716887671841,0.4696567526162639,0.1198934600295144,3120074
0,100001.0,50,499,-0.0433048026176892,0.1283039608902783,0.1203482408544225,0.4457500760814534,-0.2943848533964636,-0.4373181302088103,-0.012872525554754,-0.2712014137628386,0.1244626971667788,3120075
0,100001.0,50,388,-0.0394140682108875,-1.14221618820918,-0.4141493288978189,-0.1363246243057684,1.5552661382166342,-0.0883019950069624,-0.5866797869819367,-0.1610470149711864,0.1555438267260927,3120076
0,100001.0,50,418,-0.1093745037109867,-2.0967374021945093,-0.680739703687268,0.1057946450753021,0.7120079552809767,-0.5217597731617104,-0.4478733318330603,-0.900736392179383,0.1356508705176986,3120077
0,100001.0,50,340,-0.067439701713369,-0.2195146900973106,-0.0762734300397238,0.4181613371184786,-0.2422502072937479,-0.5221174143372973,-0.6182080567037793,-0.6516430257036999,0.1449098747779366,3120078
0,100001.0,50,469,0.0215125155165134,0.7317300836055619,0.3239049119669058,0.1755389445038348,-0.3236093905410478,-0.0091918269315034,0.5810575609430613,0.1681380991992095,0.1116633181770117,3120079
0,100001.0,50,357,0.033635260618883,0.0922845573722889,-0.2221219373315323,-0.4770315624851994,0.3585991273087117,0.4137107166910916,0.4394759138072156,0.3018432437334231,0.1152529761904761,3120080
0,100001.0,50,424,0.0113416154339541,-0.2161296536197705,-0.0761311762481488,-0.1625550418275877,1.0746163340837271,0.140574118070423,0.2257650196603568,-0.134407722146181,0.122484410430839,3120081
0,100001.0,50,418,-0.0297471504405268,0.1580687511637974,0.1967454104353804,0.4232371319212197,-0.598998828435575,-0.3669036807436524,0.0154510732618406,-0.1510209374778849,0.1287848472722422,3120082
0,100001.0,50,394,-0.0305756181463758,0.3101734200645479,0.2681465077659572,0.5026904795867752,-0.8857284850445385,-0.4156325679727966,-0.5114705963690629,0.3418909051638959,0.1503754507267387,3120083
0,100001.0,50,440,0.0273832512887248,0.4784071933246597,0.6180958305876113,0.4360763557333593,-0.1277839519797509,-0.1330942747481942,0.952455242575288,0.5117961914330722,0.1013512370122178,3120084
0,100001.0,50,438,0.0404993733978081,0.4164490938444479,0.1567396770761143,-0.1378045112134389,0.3602088634752876,0.2495710643403001,0.757226677358744,0.5272048709496231,0.1060298464935712,3120085
0,100001.0,50,407,-0.0124216356571803,0.4336422051972737,0.2150974484113759,0.3139431836748307,-0.0531362732296585,-0.2314610626886971,0.0698881110393933,0.1366589398805534,0.129224705755318,3120086
0,100001.0,50,430,-0.0643347159475766,-0.8611424549503531,-0.168317638598139,0.3021545484706576,-0.0541697662709215,-0.4438619350570328,-0.2169770122430417,0.1595197291796793,0.1369780670889045,3120087
0,100001.0,50,453,-0.0469018216514953,-0.1640442255756794,-0.0399853728543126,0.3060369437586273,-0.840148272919059,-0.3726354263776643,-0.5118373539081493,-0.3508397304962419,0.1559337665414424,3120088
0,100001.0,50,486,-0.014603746608448,0.4434465179244963,0.3852491677601359,0.5068130375969989,-1.5866319880846602,-0.3507370037089133,0.8065340222944087,0.6910060609269385,0.0984879100154913,3120089
0,100001.0,50,496,-0.0498637713725869,-0.6797555861662278,-0.4299424299579887,-0.0750051973962984,0.261778773434793,-0.1681139294628102,-0.2038531129880151,-0.3741585233375666,0.1318777511004401,3120090
0,100001.0,50,403,-0.0207911358597473,-0.7334738926954528,-0.4135305341469954,-0.2733052373852552,0.8975839800177322,0.0682433697198913,-0.3332685033373332,-0.4532594151024646,0.1356481481481481,3120091
0,100001.0,50,474,-0.090021114531011,-0.5923849142376936,-0.1609427218824518,0.5007688974768439,-0.1986186620578309,-0.6660373923391599,0.3658840236541114,0.1905732623815071,0.1133673469387755,3120092
0,100001.0,50,364,-0.0979698420474187,-0.4016172639573361,0.0009162474428244,0.7236239910309021,0.247850503857532,-0.8252216187739114,-0.3914653266394018,-0.3150350845304583,0.1401112528344671,3120093
0,100001.0,50,400,-0.1806817025547647,-1.3784516223323344,-0.563053998107365,0.7539554018153898,-0.4776883992315042,-1.1917887955595408,-0.266243263522285,-0.4741225564431481,0.1360159883162304,3120094
0,100001.0,50,464,-0.0362482307029153,-0.6751662041366124,-0.0604998738701016,0.2060157323049721,1.3692545861300576,-0.2706424088364498,-0.1910953997689735,-0.3679247236225084,0.1281597338388907,3120095
0,100001.0,50,465,-0.0824558491069232,-1.2293748456045743,-0.4296894334790123,0.1666438565060397,0.403116103728633,-0.4434399252972043,-0.8357997676593661,-0.5625322482226297,0.1654835847382431,3120096
0,100001.0,50,478,-0.1145135710865137,-1.7629172804113524,-0.5117629500801144,0.3195439643311289,0.891780251582143,-0.6662670055359119,-0.3345183981181721,-0.3384675376983266,0.1396693206430554,3120097
0,100001.0,50,493,-0.0383601581844457,-0.1413936304514172,-0.0204049582775335,0.2633816130890767,-0.4081991532892614,-0.31239789983015,0.368005255002649,0.209738609498435,0.1155634048491191,3120098
0,100001.0,50,423,-0.0073847078134099,0.2801684271919764,0.4875031404908906,0.5582477758394325,0.1394838850795616,-0.3495700543123169,0.0863641131407844,0.2228846888545797,0.1237537342979519,3120099
