start,end,N,SS,FayH,TajD,FulD,FerL,bsfs,ZngE,btree,Colless,Omega,path
0,100001.0,50,436,0.001208245854151,-0.1864745992837092,0.4788907341462179,0.1201048332613105,-0.0881221433842608,-0.2016422780866924,-0.5562608150107211,0.1563152488718259,-0.0646265495673486,3010000
0,100001.0,50,477,-0.0664766962733877,-0.1922727967982955,0.9626929930688968,-0.448581118499206,-0.6803312459813758,0.2938964549358483,-0.506529743019509,0.1492729366879026,-0.4787075780905744,3010001
0,100001.0,50,402,-0.0449370268045043,0.086427110915891,-0.6022022416242635,-0.4298153232878441,-0.0320198698182747,0.4213582439547735,-0.0119771154064842,0.1297902494331065,-0.1669094560015536,3010002
0,100001.0,50,387,0.0163021119702262,-0.0455156976740495,0.5732024553495862,0.1641718532806876,0.1612085344925314,-0.1673740913077425,-0.7827994752081074,0.1674609963745977,-0.0339795269434671,3010003
0,100001.0,50,363,0.044774702759429,-0.1925080132721774,0.4206430873482283,0.4901566560369003,0.2115676235835766,-0.5287903292188175,0.461077114708013,0.1192946452323946,0.2736701368819463,3010004
0,100001.0,50,435,-0.0198654925025715,0.4411827639477863,-0.8065734222329934,-0.4277333414893325,0.4639062762993025,0.6029298889484453,0.4823661766729662,0.1161159231134314,0.4921840825031814,3010005
0,100001.0,50,376,0.0512192426347207,0.1030001822142077,0.2137328140626348,0.3707697744705496,0.6738875767805642,-0.2718031408476575,0.2298024378645256,0.1183785697019924,0.3743618531509151,3010006
0,100001.0,50,452,-0.0258860046419594,0.0616528462640471,-0.342975021497544,-0.2550155353984814,-0.1147585573453382,0.2554487289794779,0.2643850332631459,0.1194211329391569,0.53899647242836,3010007
0,100001.0,50,480,-0.012458063773391,0.070413279256745,0.5655552590129534,-0.146858361678916,-0.1135931056415611,0.1651876184963032,-0.1432549613178435,0.1281584062196307,0.2097538842279208,3010008
0,100001.0,50,514,0.0372578257687432,-0.0542321224278678,0.1949411817226784,0.3472878450019521,0.2130837705302994,-0.332619889224265,0.07765764450856,0.1284138045462087,0.049741145286792,3010009
0,100001.0,50,431,0.0385879525291409,0.2869279942013798,-0.5428667413240594,0.1566420577454685,0.6260402206291448,0.0109148851076638,0.6860770003604273,0.1095075670717725,0.4006806394272988,3010010
0,100001.0,50,331,-0.1493599632995819,-0.3561713906637743,0.3319947509367032,-1.0456393212742778,-1.4351591536992103,0.7326436026499528,-0.2011898975268794,0.1274454226134898,-0.111186736652991,3010011
0,100001.0,50,489,-0.0084861016571059,-0.0927553773086574,0.4945601978689846,-0.0170479963912101,-0.3739211052855622,-0.0330303109339748,0.1395618667870487,0.1183181394385165,0.2500769742772524,3010012
0,100001.0,50,524,0.0218684091496156,0.3226957389109906,-0.6357560448274646,-0.0053496322903603,0.4347225160436933,0.1717136862194626,0.222236206376755,0.1173101452119309,0.3538630032895322,3010013
0,100001.0,50,491,-0.0467205034985828,-0.4885608794888492,0.9923987497257746,-0.1069122378267306,-1.3546474884557094,-0.1589764156513379,-1.052255745907552,0.1591344432509846,-0.352969123385585,3010014
0,100001.0,50,417,-0.0174279088457318,0.1974251337196195,0.1178089156589673,-0.2633544565213139,-0.0199826807018955,0.3328137705832538,0.4237642235028868,0.108623786593289,0.3293584903374538,3010015
0,100001.0,50,416,0.0456960006403315,0.3856212515592017,0.4464206165162274,0.1583368771639458,0.8784395840230994,0.0603531328230613,0.0156229256089924,0.1192770131308337,0.0328864882875085,3010016
0,100001.0,50,380,-0.0143363533469918,0.0726985682496048,0.2158199494206165,-0.1635664510614141,0.1220677456230028,0.18085635104303,-0.3323716035439297,0.1458800283119028,-0.0080141702512209,3010017
0,100001.0,50,353,0.0306008722396296,0.3946246156906468,0.5675335791754932,0.0253061187510223,0.6725665552088249,0.1812361594468309,0.2710437629220611,0.1218553459119496,0.671133009239614,3010018
0,100001.0,50,380,-0.0328945094465076,-0.0282908800061462,0.4884851001741017,-0.2604527346188565,-0.6810259972432067,0.2136660395159788,-0.1460223554010596,0.130235524442335,0.0124023593228993,3010019
0,100001.0,50,469,-0.0319591888814602,-0.264355163503847,0.2452002333902851,-0.1142190292836454,-0.6267313941829482,-0.0365410344033331,0.0695073689931027,0.1286235599767545,-0.0080553713394413,3010020
0,100001.0,50,473,-0.0378564740218813,-0.1250794115345253,1.4373346644730869,-0.2462282552311221,-0.9352327520546584,0.1512177201184583,-0.5764131141783296,0.1403772962929665,0.0517144875420822,3010021
0,100001.0,50,449,-0.022524429424156,0.3558798501211741,-0.5542506336364033,-0.4000502302996233,0.4115250902688478,0.5346687147199533,0.0642331148703496,0.1312738013865833,0.0528135053600379,3010022
0,100001.0,50,449,0.063970883700124,0.2771374672878636,0.4027535231043974,0.3769551280442987,1.685459378672468,-0.1872494474995176,-0.6880075430534462,0.1516865813682986,0.0412386150085497,3010023
0,100001.0,50,479,-0.0858731150737097,0.1495059347028854,-0.3856667247958207,-0.8141775910361481,-0.1689346150769314,0.7912212329967844,-0.4921770859482397,0.1482377433732113,-0.3218547389138101,3010024
0,100001.0,50,310,0.0364432322582095,0.0032772226892629,0.5768273488824959,0.3038859314133013,0.1022621999278304,-0.264498346603318,-0.0031264883624786,0.1266194375839507,0.1859253690116541,3010025
0,100001.0,50,412,-0.05305012961385,-0.2984018465575627,0.6983577894141592,-0.271712397443094,-1.0361151683508325,0.0840843353710505,-1.6771416650674855,0.1939173330150773,-0.92653444007344,3010026
0,100001.0,50,454,-0.0995693317420616,-0.7522822453685553,0.916929795053512,-0.3976302875865022,-2.9541289053903452,-0.0402346972263663,-0.7007658943060724,0.1602442484531501,-0.4553992118243825,3010027
0,100001.0,50,312,-0.1680850345220062,-0.8147849107307255,2.020655595489106,-0.9319919728202054,-4.2094164908666665,0.3970856232721307,-1.3428509424764696,0.1684498426236166,-0.7587397844056463,3010028
0,100001.0,50,414,0.0322944478837241,-0.2438951034142072,0.3929201239181089,0.4161221038912338,-0.2541148697979938,-0.490712096360001,-0.7491119340154985,0.1584450923226433,-0.0149448214203157,3010029
0,100001.0,50,431,0.0429442777283698,0.4682342860345292,-0.5084965451780357,0.0865677447623237,0.6483370289777934,0.1660137337409836,0.3085492344438791,0.1148191517043976,0.5768008547324434,3010030
0,100001.0,50,393,-0.0591586181545563,-0.6318204429477878,1.1170218270665964,-0.126594272180972,-1.5731692259812584,-0.2151341985990047,-1.5944221467090949,0.1991323475497983,-0.4577001332368454,3010031
0,100001.0,50,411,-0.021388421719905,-0.1988131306444569,1.0323462261740266,-0.0632954988454552,-0.6030521693721944,-0.0471785410714367,-0.1944235967903032,0.1292235126094637,0.0067300306052612,3010032
0,100001.0,50,399,0.0577685495306683,-0.0397098170840739,0.7539710363948203,0.5104351147071207,0.5772182932877402,-0.4678961219156837,-0.1642429024239043,0.1386767610269914,0.1187548198579348,3010033
0,100001.0,50,473,0.0302823237414333,0.118947868390699,0.1839450715657507,0.1858213602183428,0.250553556530091,-0.1014226140850667,-0.1470106532837941,0.1295213207234113,0.0471064990761622,3010034
0,100001.0,50,394,0.0568224762243693,0.7050214452289275,-1.0360365312156206,0.063809370893778,0.9068123121850632,0.3079535379642979,0.8975453135438626,0.1061836319893811,0.8743192784925887,3010035
0,100001.0,50,465,-0.0428508996547735,-0.4281804450017225,0.0525364531858954,-0.1096362064636234,-0.8574951937156027,-0.1252508149633147,-0.4559814937058477,0.1537612719506407,-0.1518813933304164,3010036
0,100001.0,50,488,0.0252337632447854,0.0626401048157704,-0.226718842107633,0.1764373901976972,0.3975026713179238,-0.1223114380178528,-0.316945567317549,0.1410010240655402,0.0765865599725367,3010037
0,100001.0,50,376,-0.0182078928131495,-0.0595319280264604,0.7648252795880311,-0.1183157684801779,-0.3741943005105985,0.0729802353298427,-0.1190788082908591,0.1321354628808045,0.004548290468555,3010038
0,100001.0,50,438,0.0140471841482593,-0.0900243504512856,1.0366907561038314,0.1716665259443802,-0.1867488120934825,-0.1970136875814389,-0.4138314144204165,0.1402069160997732,0.0354018784025929,3010039
0,100001.0,50,461,-0.0128841597151136,0.5153940745339276,0.7566325444812354,-0.4127639408901923,0.4209719793542018,0.6283474633769847,-0.4820608789043997,0.1423996228926353,0.2934268082794253,3010040
0,100001.0,50,519,-0.0809660446004125,-0.1650195497415158,1.3613085143741774,-0.5878536353883018,-0.9346334505776228,0.4301241301110819,-1.090795897948951,0.169328231292517,-0.2187884464430369,3010041
0,100001.0,50,367,0.0234038728370332,0.067076663836497,0.9447551242546428,0.1575631105316108,0.3589748414145117,-0.1034858008839478,-0.5044269731720014,0.1494101136958279,0.0711596603227427,3010042
0,100001.0,50,466,-0.0099053292334703,-0.0762479675670014,-0.0500527964160543,-0.0387480904134013,-0.2049647536663557,-0.0054486688204295,-0.2493102539914055,0.1370284477427334,-0.1655263253105363,3010043
0,100001.0,50,420,0.0071480561369769,-0.26198309182153,1.7156443663179313,0.2146740143234491,-0.7354655827262836,-0.3234952232180726,-0.8247817641809763,0.1518174433952685,-0.2937770869664646,3010044
0,100001.0,50,453,0.0307187550899256,0.4273326180030962,-1.396224906231757,0.0075634753176456,0.6990944877648523,0.2142525221210926,0.0006368981408227,0.1362571191267204,0.4382131805675718,3010045
0,100001.0,50,459,-0.0056940521182238,-0.1909455804317221,0.4191256685865495,0.0644745758588992,-0.2932285427432252,-0.1552395474045259,-0.3447558850189545,0.1348232001133787,-0.293999522242841,3010046
0,100001.0,50,428,-0.0102018968729356,0.4141100052690292,0.2378408088751544,-0.3301383072156964,0.6785599848777096,0.5033376434664611,-0.0709195768033825,0.1275510204081632,0.0680676091866194,3010047
0,100001.0,50,409,-0.0017174690070976,0.7263790716519551,-0.9017445667368206,-0.4423667061764938,0.811448612330063,0.7628169920695675,-0.4152146473143843,0.1459813207050776,0.4250342296909192,3010048
0,100001.0,50,514,0.0018655187796761,0.5191655510209224,-0.1512309731788459,-0.2905778032042966,0.8495124728807542,0.5234897826391425,-0.3811541726744868,0.1362120457939273,0.0676902494127269,3010049
0,100001.0,50,403,0.0329842445562134,0.2848587033120897,0.4566665349632504,0.1103596149866885,0.7709070866575325,0.0503278191017871,0.2179659673557571,0.118044307670158,0.3407683442218532,3010050
0,100001.0,50,443,0.0268927040886561,0.504132051613668,-0.2495574469534251,-0.0700571116921866,0.935990044397098,0.3219416472134562,0.3400416669678998,0.1176269909161269,0.121080667341952,3010051
0,100001.0,50,314,-0.0574318268667593,-0.5339037509289782,0.715981776943967,-0.1683822919604747,-1.023412771840101,-0.1272782818704129,-1.0439267944888424,0.1804315476190476,-0.6525726871785057,3010052
0,100001.0,50,452,0.0635159629050331,0.152212416667832,-0.2118456199081389,0.4468055000450677,0.7953156004262797,-0.313055921157326,-0.0481669776763621,0.1287801484230055,-0.0680395318281968,3010053
0,100001.0,50,421,-0.0068583290774062,0.0628732767440535,-0.2663982804741296,-0.0949179193398263,-0.0825314263592642,0.1156799166572387,0.3487232649567204,0.114150479468896,0.2154638063713732,3010054
0,100001.0,50,371,-0.0608504532031874,0.1374099274043173,-1.0953568255068435,-0.5932669349976072,-0.2351071315716185,0.5907827060803065,0.0934259075755205,0.1254724111866969,0.554032215466404,3010055
0,100001.0,50,457,0.007374108076981,-0.2834012046528586,1.2135799953473994,0.2293944315251251,-0.7320471389918916,-0.3476229594119575,-0.2383680811328939,0.1290550902441901,0.2118196667905952,3010056
0,100001.0,50,479,-0.0159734426824024,-0.5746670947745481,1.0377723086579729,0.2038996464725627,-1.0674272309247832,-0.4759858402569535,-0.343485755216021,0.1449249303245527,-0.4369255828389418,3010057
0,100001.0,50,462,-0.0609703114588624,-0.3239845118757495,0.6195676752058318,-0.3241637614811319,-1.2071429971283072,0.1167225849934087,-0.3881637697465397,0.1362438539772344,-0.2882089828402761,3010058
0,100001.0,50,420,-0.0575703958838641,0.4527287136900416,-0.541309979841781,-0.7525230795443214,0.0134456201286761,0.8934932326895704,0.0935052348334886,0.1277382977000324,0.494258655419789,3010059
0,100001.0,50,430,0.0139318586536866,0.4526760339147008,0.1180785012836995,-0.1491667637139127,0.8132231679437295,0.3646265805468676,-0.2355067337218932,0.1357820184350796,0.0848627280955815,3010060
0,100001.0,50,455,-0.0388436015758349,0.1076455955282254,0.5168784075492299,-0.3916227018589235,-0.5239125172944528,0.3989982363495867,-0.3973266354926724,0.1380208333333333,-0.3029539333368859,3010061
0,100001.0,50,418,0.0112541500716061,-0.0476673269591008,0.1096534870868851,0.1230393870476065,-0.0852678140158335,-0.132473950933751,-0.4049956976839077,0.1469165555669504,-0.2194097015482622,3010062
0,100001.0,50,398,-0.0561149359473698,-0.3337402558698035,1.2477448169777168,-0.2765415530812799,-0.8958421303245723,0.0701159967550714,-0.5364591641253228,0.1489442771644176,-0.3679364770652241,3010063
0,100001.0,50,383,0.0452819672314857,0.5171238907695729,-0.6619097224711673,0.0770736203373836,0.9644235602719275,0.1992665975083678,0.8056071980655457,0.1035390346614836,0.6433818205396054,3010064
0,100001.0,50,338,-0.0968619197792322,-0.5692340206052557,1.219726097454146,-0.4795241900380674,-2.01343485774568,0.1268823590521544,-0.8198905492719027,0.1534951911799202,-0.4295030047306952,3010065
0,100001.0,50,427,-0.0247618170519316,-0.0175977048042531,0.6623877406813937,-0.1986235968859501,-0.151086271848976,0.1650295877319731,-0.996775877272552,0.1650205953941209,-0.5454314835260726,3010066
0,100001.0,50,489,-6.90488336623688e-05,0.4847852156840457,-0.3239398926800619,-0.2865583610801887,0.4612194277372841,0.5020380683079556,-0.2794579412634125,0.1453100470957613,0.3613321441836258,3010067
0,100001.0,50,337,-0.1379161657783735,-0.7459745195606826,0.4431443759647115,-0.72065460188548,-2.1254667991421017,0.2471067108606471,-0.7155054975882703,0.1534410430839002,-0.3261494993258819,3010068
0,100001.0,50,385,-0.1513770983946137,-0.592785576250857,0.0549573445388566,-0.926504556284556,-1.7125794532272314,0.506144599656993,-0.760803796431729,0.1598208123829241,-0.8575322546507412,3010069
0,100001.0,50,422,-0.0686286482022395,0.0300827325305675,0.2529098926271164,-0.5968557261800802,-0.549636455733827,0.5387489594663435,-0.1577781067982559,0.1292728271432796,0.0904091285804364,3010070
0,100001.0,50,360,-0.0375016321924438,-0.1261985181673897,0.6159327470635892,-0.241363994567847,-0.3967935395678892,0.1464390387940067,-0.2810491744849695,0.1443568336425479,-0.246685114613066,3010071
