#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3000100.trees ../Simulation/Slim(primary)/trees/r3000101.trees ../Simulation/Slim(primary)/trees/r3000102.trees ../Simulation/Slim(primary)/trees/r3000103.trees ../Simulation/Slim(primary)/trees/r3000104.trees ../Simulation/Slim(primary)/trees/r3000105.trees ../Simulation/Slim(primary)/trees/r3000106.trees ../Simulation/Slim(primary)/trees/r3000107.trees ../Simulation/Slim(primary)/trees/r3000108.trees ../Simulation/Slim(primary)/trees/r3000109.trees ../Simulation/Slim(primary)/trees/r3000110.trees ../Simulation/Slim(primary)/trees/r3000111.trees ../Simulation/Slim(primary)/trees/r3000112.trees ../Simulation/Slim(primary)/trees/r3000113.trees ../Simulation/Slim(primary)/trees/r3000114.trees ../Simulation/Slim(primary)/trees/r3000115.trees ../Simulation/Slim(primary)/trees/r3000116.trees ../Simulation/Slim(primary)/trees/r3000117.trees ../Simulation/Slim(primary)/trees/r3000118.trees ../Simulation/Slim(primary)/trees/r3000119.trees ../Simulation/Slim(primary)/trees/r3000120.trees ../Simulation/Slim(primary)/trees/r3000121.trees ../Simulation/Slim(primary)/trees/r3000122.trees ../Simulation/Slim(primary)/trees/r3000123.trees ../Simulation/Slim(primary)/trees/r3000124.trees ../Simulation/Slim(primary)/trees/r3000125.trees ../Simulation/Slim(primary)/trees/r3000126.trees ../Simulation/Slim(primary)/trees/r3000127.trees ../Simulation/Slim(primary)/trees/r3000128.trees ../Simulation/Slim(primary)/trees/r3000129.trees ../Simulation/Slim(primary)/trees/r3000130.trees ../Simulation/Slim(primary)/trees/r3000131.trees ../Simulation/Slim(primary)/trees/r3000132.trees ../Simulation/Slim(primary)/trees/r3000133.trees ../Simulation/Slim(primary)/trees/r3000134.trees ../Simulation/Slim(primary)/trees/r3000135.trees ../Simulation/Slim(primary)/trees/r3000136.trees ../Simulation/Slim(primary)/trees/r3000137.trees ../Simulation/Slim(primary)/trees/r3000138.trees ../Simulation/Slim(primary)/trees/r3000139.trees ../Simulation/Slim(primary)/trees/r3000140.trees ../Simulation/Slim(primary)/trees/r3000141.trees ../Simulation/Slim(primary)/trees/r3000142.trees ../Simulation/Slim(primary)/trees/r3000143.trees ../Simulation/Slim(primary)/trees/r3000144.trees ../Simulation/Slim(primary)/trees/r3000145.trees ../Simulation/Slim(primary)/trees/r3000146.trees ../Simulation/Slim(primary)/trees/r3000147.trees ../Simulation/Slim(primary)/trees/r3000148.trees ../Simulation/Slim(primary)/trees/r3000149.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/626383954.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,FerL,FayH,ZngE,FulD,bsfs,TajD,Omega,Colless,btree,path
0,100001.0,50,557,-0.10000758969501021,0.0184987477703681,0.312862630736801,0.08522836452409477,0.5440254037678092,0.4347774998667425,0.4567354087548152,0.11714428762159068,0.469979018241423,r3000100.trees
0,100001.0,50,542,-0.1726477994920384,-0.021920142173698216,0.1400434635107656,-0.8063120130768167,-0.02648207303459023,-0.02196980540172854,0.10977264915382522,0.11060992578849721,0.3216350927818776,r3000101.trees
0,100001.0,50,513,0.010994761457001142,0.012472027121104578,0.07326843405975761,-0.2896183063546786,0.24896411341102195,0.1602166056710133,0.13481258292586332,0.1227197582943792,0.1844961225690863,r3000102.trees
0,100001.0,50,504,0.592122697904963,0.07257226602477375,-0.5000884478848597,-0.5006735956915331,0.5992944333983162,0.03702401072522294,0.6777384133419792,0.0965791789352557,0.9846035359428854,r3000103.trees
0,100001.0,50,420,0.04144594986399356,-0.00868380273108564,-0.13689528281928295,1.1514057797780033,-0.499050214636054,-0.19470627668153961,0.35700289149833775,0.10200080032012805,0.7049892222743891,r3000104.trees
0,100001.0,50,435,0.15694361724175795,0.007825094350368182,-0.21725905053695405,-0.2616774450229036,-0.3017357101250564,-0.1541994935997288,0.3116222656484872,0.11887269193391642,0.20293128592489876,r3000105.trees
0,100001.0,50,537,-0.297022661483545,-0.048970484045709556,0.15735178865579924,-0.5345299064556684,-0.2814501007062072,-0.19923623760258896,0.34118599796679744,0.10526835043409628,0.6051448630096156,r3000106.trees
0,100001.0,50,410,0.03831312165900831,-0.01359088449311202,-0.16765205911370196,0.7539189921888904,-0.5295288173022208,-0.25964380398965,0.05664362094440996,0.12299472027617017,0.005412599638286141,r3000107.trees
0,100001.0,50,397,0.19853462021910873,0.012045840040287716,-0.2590200913287932,0.252195235831874,-0.13517194289210294,-0.16468534019719203,-0.11363652264918736,0.13845697008962315,-0.23865605725419542,r3000108.trees
0,100001.0,50,498,-0.0021418728353216504,0.008000371263432036,0.06309915855488012,-0.19904699136151602,0.15352884060267452,0.11833516319742057,0.8757453571299112,0.09943479879513994,1.0165455652990898,r3000109.trees
0,100001.0,50,393,-0.012581448784728907,-0.010406898109408457,-0.0548286075633441,-0.3521865053864037,-0.06282690955681969,-0.12759982926072555,0.15607644474072244,0.11953963975527317,0.08667910746141534,r3000110.trees
0,100001.0,50,418,-0.12019391405098946,-0.039231983307767115,-0.07944238254302151,0.07422087131076224,-0.4644786798312962,-0.3578256444834822,-0.5759647289490165,0.14642070701112814,-0.3575823279449342,r3000111.trees
0,100001.0,50,430,-0.1273571334424276,0.01693969510484897,0.3486453630390001,-0.4331159548910877,0.5973167607140085,0.4587504217990762,0.8531741632200044,0.09420099815627185,1.2751437606240916,r3000112.trees
0,100001.0,50,506,-0.0503746390977808,-0.003963572122611695,0.05894300438431444,-0.3652224503014615,-0.2763465227021622,0.028541467978266302,-0.09606984344862698,0.12566969793098587,-0.1619960463322814,r3000113.trees
0,100001.0,50,411,0.14853244642286875,-0.007008960325424123,-0.3122189360270968,0.2756667906294097,-0.3215618817098021,-0.3525021510806328,-0.24725133197227817,0.13863907144778817,-0.1858539720365462,r3000114.trees
0,100001.0,50,493,-0.009220731865060894,-0.019402665262727124,-0.1277261157300287,0.40369431423908914,-0.6927430723794998,-0.2625369964846281,0.3399242763398402,0.12030464359656906,0.20391665304475914,r3000115.trees
