#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3000100.trees ../Simulation/Slim(primary)/trees/r3000101.trees ../Simulation/Slim(primary)/trees/r3000102.trees ../Simulation/Slim(primary)/trees/r3000103.trees ../Simulation/Slim(primary)/trees/r3000104.trees ../Simulation/Slim(primary)/trees/r3000105.trees ../Simulation/Slim(primary)/trees/r3000106.trees ../Simulation/Slim(primary)/trees/r3000107.trees ../Simulation/Slim(primary)/trees/r3000108.trees ../Simulation/Slim(primary)/trees/r3000109.trees ../Simulation/Slim(primary)/trees/r3000110.trees ../Simulation/Slim(primary)/trees/r3000111.trees ../Simulation/Slim(primary)/trees/r3000112.trees ../Simulation/Slim(primary)/trees/r3000113.trees ../Simulation/Slim(primary)/trees/r3000114.trees ../Simulation/Slim(primary)/trees/r3000115.trees ../Simulation/Slim(primary)/trees/r3000116.trees ../Simulation/Slim(primary)/trees/r3000117.trees ../Simulation/Slim(primary)/trees/r3000118.trees ../Simulation/Slim(primary)/trees/r3000119.trees ../Simulation/Slim(primary)/trees/r3000120.trees ../Simulation/Slim(primary)/trees/r3000121.trees ../Simulation/Slim(primary)/trees/r3000122.trees ../Simulation/Slim(primary)/trees/r3000123.trees ../Simulation/Slim(primary)/trees/r3000124.trees ../Simulation/Slim(primary)/trees/r3000125.trees ../Simulation/Slim(primary)/trees/r3000126.trees ../Simulation/Slim(primary)/trees/r3000127.trees ../Simulation/Slim(primary)/trees/r3000128.trees ../Simulation/Slim(primary)/trees/r3000129.trees ../Simulation/Slim(primary)/trees/r3000130.trees ../Simulation/Slim(primary)/trees/r3000131.trees ../Simulation/Slim(primary)/trees/r3000132.trees ../Simulation/Slim(primary)/trees/r3000133.trees ../Simulation/Slim(primary)/trees/r3000134.trees ../Simulation/Slim(primary)/trees/r3000135.trees ../Simulation/Slim(primary)/trees/r3000136.trees ../Simulation/Slim(primary)/trees/r3000137.trees ../Simulation/Slim(primary)/trees/r3000138.trees ../Simulation/Slim(primary)/trees/r3000139.trees ../Simulation/Slim(primary)/trees/r3000140.trees ../Simulation/Slim(primary)/trees/r3000141.trees ../Simulation/Slim(primary)/trees/r3000142.trees ../Simulation/Slim(primary)/trees/r3000143.trees ../Simulation/Slim(primary)/trees/r3000144.trees ../Simulation/Slim(primary)/trees/r3000145.trees ../Simulation/Slim(primary)/trees/r3000146.trees ../Simulation/Slim(primary)/trees/r3000147.trees ../Simulation/Slim(primary)/trees/r3000148.trees ../Simulation/Slim(primary)/trees/r3000149.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/626383954.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,FerL,FayH,ZngE,FulD,bsfs,TajD,Omega,Colless,btree,path
0,100001.0,50,477,0.22162609258450153,0.02801775783729832,-0.18097363152282525,0.24800527608945075,0.3115986573649539,0.025824274739922132,-0.047015571251971984,0.13134686864436496,-0.2795624431065265,r3000116.trees
0,100001.0,50,399,0.16518357368840847,0.013745952298579538,-0.18798755668756803,-0.13664793659294663,0.013337637450841839,-0.08369548881122482,-0.19857168503064598,0.12334231445387143,0.005172452493093251,r3000117.trees
0,100001.0,50,435,-0.37199208452253607,-0.05809045736488601,0.22228178218201622,0.5556665207922331,-0.8082251178944171,-0.20096046470520712,0.07899413565706666,0.13629737609329445,-0.23090381798061033,r3000118.trees
0,100001.0,50,455,0.1101431498973773,0.0038739701991948555,-0.16444165938962726,1.037957022218996,-0.13530091557523932,-0.13130616919891025,0.2804057458534104,0.11518089822993875,0.3518931256002067,r3000119.trees
0,100001.0,50,403,0.37991065117829675,0.017724003362904334,-0.5349989529178403,-1.0865445227274348,-0.12286297832692644,-0.3912747012061503,0.37319386932331156,0.10554329840044127,0.5999314060573914,r3000120.trees
0,100001.0,50,448,-0.2553846348536165,-0.01732867314059352,0.31948344629714276,-0.6804233677994506,0.27076148354189694,0.18493838896920528,0.19618475805980304,0.12203021912282501,0.18097744085427558,r3000121.trees
0,100001.0,50,439,0.31636855901151884,0.018584305470054897,-0.417141383551014,0.9930947129647303,-0.1586426373670812,-0.2705216426584139,-0.3020463624589763,0.13556367820760146,-0.2029174272759849,r3000122.trees
0,100001.0,50,424,0.21851020211335476,0.026028370251518333,-0.19054312623683747,-0.07821297066364905,0.22146042681382963,0.001950373198933746,0.5868365585715668,0.11768011298086486,0.25696511929283244,r3000123.trees
0,100001.0,50,420,-0.45252457018425174,-0.0782265896025299,0.21474524231469044,1.0456110448017668,-1.1108970932315831,-0.3522612656679185,-0.510918030143799,0.13899826234841764,-0.3998027884896374,r3000124.trees
0,100001.0,50,442,0.13773270106600013,0.03149936194476546,-0.008299561512424872,0.3942067528254632,0.5829430909690533,0.21760551272992867,0.5687042902660625,0.11287341023365868,0.4295880018093434,r3000125.trees
0,100001.0,50,459,-0.18465514443329425,-0.06595242537451769,-0.16477670441697567,0.7096922626951737,-1.2723995772671348,-0.6319215670644216,-0.6089937029398578,0.14110391347550258,-0.4206060480109805,r3000126.trees
0,100001.0,50,535,0.5740529505488595,0.062197846355210855,-0.5450698610549476,0.08566021545286369,0.29727005737878076,-0.08039268694187238,0.23274548429775319,0.10889424577170317,0.2590210913200449,r3000127.trees
0,100001.0,50,468,0.08722197937605182,0.011450263283113906,-0.06810203778530391,0.854445918736456,0.014731859405905986,0.016195716487474497,-0.01776745400341085,0.12237873410233659,-0.09744904726207287,r3000128.trees
0,100001.0,50,389,-0.2743783125966146,-0.00428896529858486,0.44927925017383386,-0.283893150346685,0.4907336175268346,0.4046096111298579,0.24218544184446822,0.1260012880892002,0.149914259114229,r3000129.trees
0,100001.0,50,467,-0.14401096876997127,-0.004887819633551645,0.21631702694129204,-0.1522050894258741,0.19857796485227855,0.17416158069771545,0.3241492087780977,0.11846452866861029,0.3291672088347524,r3000130.trees
0,100001.0,50,378,0.5268461524456687,0.04303140417118547,-0.6057838347270145,-0.587934059598776,0.09749159994954681,-0.27925002999406384,0.37884152968455514,0.11257129114271973,0.38062427399417575,r3000131.trees
0,100001.0,50,477,0.2934671352119397,0.04749144449985713,-0.16260849005757275,-0.40453568289178315,0.4696440491356316,0.1831443535582548,0.5531169190915247,0.10176595890881605,0.6583432131715046,r3000132.trees
0,100001.0,50,461,0.1609286918775615,0.010379109901259799,-0.20530183115355888,0.017277177270814088,-0.11747505137539986,-0.12419096060430064,0.06653047931598814,0.12288282660002776,0.23474914766864183,r3000133.trees
0,100001.0,50,445,-0.2551891110788216,-0.015890009870467132,0.32980106236405465,-1.1622097321506928,0.2408893527680186,0.2052530050086132,-0.13553631618607626,0.11198844617211964,0.26066526101871523,r3000134.trees
0,100001.0,50,439,0.4026715758412609,0.052968347461423024,-0.3139355207809982,-0.08682508167264746,0.6064134342314855,0.07563122008696012,0.23773063762909896,0.11176837884912419,0.3872842412908335,r3000135.trees
0,100001.0,50,435,-0.04514711274897387,0.003035329256938445,0.10162351437680894,0.07888254073340337,0.15881756433981678,0.1200833488061258,0.007728683108438782,0.13415432544699296,0.02047824081078777,r3000136.trees
0,100001.0,50,416,0.4197419298310101,0.061899450147899826,-0.2781016244733073,-0.23001591282162753,1.2147428085344285,0.1739569231739127,-0.05829091407765338,0.10946907498631636,0.19048826781710576,r3000137.trees
0,100001.0,50,432,0.2252136142437878,0.05845522834140434,0.03772407367871132,-0.6521124173760312,1.182919951372121,0.4551683407533396,0.22920660843183088,0.10952750665483585,0.4835493699313008,r3000138.trees
0,100001.0,50,563,0.2399231111758831,0.05390288145214024,-0.02034433467731292,-0.2406449089233996,0.9502306860003428,0.36704466249064227,0.38172251849684274,0.11668373913271872,0.48346916296667847,r3000139.trees
0,100001.0,50,420,-0.2677965911352033,-0.021074302739051382,0.31362090794432806,-0.5413099798417808,-0.08485914962040679,0.1527034816023307,0.152789239902546,0.11176787788286045,0.259380514825541,r3000140.trees
0,100001.0,50,411,0.5321446247701427,0.04276040976964497,-0.6167495904030846,0.7440873935856016,-0.062036730953089786,-0.29105595707275317,0.6091710205342461,0.10621693121693122,0.6845322600227575,r3000141.trees
0,100001.0,50,474,-0.28739626783312927,0.0017025438294620316,0.5166085988532938,-1.1054193224442197,0.34414268595045155,0.5117106490535692,0.5444743188546939,0.11360460025594396,0.40420213857198295,r3000142.trees
0,100001.0,50,381,-0.08614376513461046,0.009423121028439011,0.22056800382816197,-0.33728626044620014,0.5200602146335254,0.28118373542223407,0.15225588105663546,0.11474622316459052,0.43652868839343945,r3000143.trees
0,100001.0,50,514,-0.4590457070234803,-0.0014122765409520077,0.7946419562898301,-0.6993368851062597,0.6366416297243124,0.7576475518840338,0.4274673610994329,0.10540723138570496,0.6205402491415848,r3000144.trees
0,100001.0,50,491,-0.1391896875924151,-0.004153544909205777,0.2133027171402069,-0.8795038570983948,0.1985923543706615,0.17640202152650422,0.3232693375596545,0.11468144950287808,0.4127546368902576,r3000145.trees
0,100001.0,50,514,0.2990807049913318,0.018228220470427114,-0.3892876468636221,0.10839814299729701,-0.1271676708408446,-0.24542747791395447,0.38826860656230505,0.11537834311806915,0.2875018310531555,r3000146.trees
0,100001.0,50,499,0.4715851568501062,0.05969296385832101,-0.3842851164010044,0.21069214588860657,0.5008390367635911,0.05653755249336527,0.41827576565507424,0.11637917071590541,0.37783793451183106,r3000147.trees
0,100001.0,50,421,-0.7233097328952125,-0.1306291099714154,0.3018440043399908,-0.19603497343666332,-1.6245527933926258,-0.643200969589049,0.04467687112161051,0.12570926988306844,-0.0006880697874968177,r3000148.trees
0,100001.0,50,422,0.5692385708568228,0.054096275868369785,-0.5978314768188064,0.49860140578487744,0.32050084412740343,-0.19134047606222276,-0.008840119959265862,0.12264244322067451,-0.1244946492282493,r3000149.trees
