start,end,N,SS,FayH,TajD,FulD,bsfs,FerL,ZngE,Omega,btree,Colless,path
45000,55000,50.0,3.9047619047619047,-0.06527195704882854,0.13240833477434616,0.5272002658119413,0.00040469282969348146,-0.3553007313557689,0.350647983742947,-0.15048834595233682,-0.6666892199006896,0.16467241658568185,3020000
45000,55000,50.0,5.857142857142857,-0.6381900248591952,-1.1451001865055777,2.4864005667612084,-0.23922455382809502,-2.1403698420524613,1.3416826256682086,-2.4205176283714653,-1.494905340233096,0.2410916747651441,3020001
45000,55000,50.0,4.285714285714286,-0.18654426711325975,-0.26121524398956936,0.10757759256013591,-0.0426665928556743,-0.6417543408122345,0.43663501218047723,-0.40805212083304443,-0.8512203547270564,0.19209183673469385,3020002
45000,55000,50.0,4.857142857142857,0.1028575615086057,0.5380632629439829,-0.6521599554780682,0.04077896588079964,0.1631991916137561,0.06559082704142781,0.8402819359816334,0.5443278967047057,0.09434928733398115,3020003
45000,55000,50.0,4.0476190476190474,-0.42510551928214974,0.18039953333976286,-0.8840209829439245,0.0015296707500567395,-0.8572506255620964,0.775465207844529,-0.6742143189036517,-0.6385714428425802,0.1718348450491307,3020004
45000,55000,50.0,3.380952380952381,0.14885604942820643,-0.6580779385198205,1.8967920998829146,-0.030477812568886247,0.37959787785511556,-0.557593352143848,-0.5502806695559438,-0.9853991266236923,0.17833252348558468,3020005
45000,55000,50.0,4.714285714285714,-0.03445634089913238,0.3149756736777552,-0.2690678582014445,0.008633725914787064,-0.4941099643577328,0.5313999969897653,-0.5245344588848593,-1.0140337259646255,0.17404640427599607,3020006
45000,55000,50.0,2.6666666666666665,0.08218458284391528,-0.7216822752262321,-0.5774047544646035,-0.01408463828758054,0.3479442523818636,-0.5433050979783914,-1.0824418022422817,-1.197017707403313,0.2563674279235504,3020007
45000,55000,50.0,7.190476190476191,-0.13691746256563353,0.3421110712876733,-0.5750438657625173,-0.0014677287266013606,-0.7870963003639964,0.7856138307539695,-0.34225581307203234,-0.4515212766700394,0.15462760501025805,3020008
45000,55000,50.0,4.0476190476190474,0.042039624544451135,0.16532122466870455,-1.0699490914297627,0.012703125298226984,-0.19460348273771075,0.22154803333555076,-0.2944277720500659,-0.7793055943765029,0.17312317784256553,3020009
45000,55000,50.0,4.0,-0.310007981743978,-0.556929113718436,-0.5149781371209738,-0.06478749499603444,-0.8013887326558846,0.4563896988715565,-1.6201613968732573,-0.659229502519852,0.1780281557067271,3020010
45000,55000,50.0,3.761904761904762,0.11434768957686214,1.0772528293729302,0.2880885996343424,0.048215411637934594,-0.09025823668642516,0.46696113645495163,-0.9320780489307122,-0.7616976211783477,0.16040519382356114,3020011
45000,55000,50.0,3.9047619047619047,-0.12274440230903183,0.24954169974376075,0.7301392454599906,0.007226446065978642,-0.38975394647562966,0.41630536110762023,-0.35359755652043684,-0.40593096274369145,0.16109963826800555,3020012
45000,55000,50.0,4.523809523809524,-0.017741544285582528,-0.15121777137783518,1.3867903819557077,-0.0018424523885968002,0.05818474710922553,-0.10587582115187458,-1.2325957986452212,-1.0719384237489509,0.20547355847100743,3020013
45000,55000,50.0,3.7142857142857144,-0.12080771508410387,-0.7123901943602272,0.9132857709539197,-0.045395641852559794,-0.1797481689841117,-0.11124308695830691,-1.1250640153388827,-0.427983765817773,0.15861610517222755,3020014
45000,55000,50.0,3.5238095238095237,-0.43234764400123094,-0.4055650528609454,0.4583005568364233,-0.030102432935178596,-0.6786065580676099,0.41996140778474195,-0.05484595098360059,-1.0906249915514354,0.19595992024927883,3020015
45000,55000,50.0,3.9523809523809526,0.11810024224996939,0.24598932314762773,-0.09121320771117926,0.0011928949239899747,-0.274420144626069,0.30719765851626885,0.7791199419944442,-0.750595754605539,0.17805177626606192,3020016
45000,55000,50.0,5.142857142857143,-0.007847577145482856,-0.03640480042102864,-1.1122284365334114,0.007705691292853801,-0.04532038650191758,0.024423479151107753,-0.34285781065903936,-0.583894970731932,0.16914345103120607,3020017
45000,55000,50.0,4.619047619047619,-0.15200857788303523,-0.5880976357263551,0.44886992871535697,-0.03561858675320594,-0.2715233695028899,0.006638796546759431,-0.915340853386116,-1.0688100053729817,0.22172281611057118,3020018
45000,55000,50.0,3.238095238095238,-0.035320291337076246,-0.0329059435593231,0.9259705757204963,-0.01792792573059375,-0.24888973746633397,0.19295578062848295,-0.029626910272033204,-0.48065133051265363,0.15089555663535248,3020019
45000,55000,50.0,4.238095238095238,-0.1418705558262295,-0.8454041748246566,3.3113716118061824,-0.07902876771933678,-0.1859111281397788,-0.1639385631167169,0.9578851808506215,-1.2851155933851803,0.17190368210776372,3020020
