start,end,N,SS,FerL,TajD,FulD,FayH,bsfs,ZngE,btree,Colless,Omega,path
45000,55000,50.0,3.6666666666666665,0.3042702200150669,-0.04525946211802501,-0.158650692356241,0.11072802626077394,0.01486916564395313,-0.26264973621921683,-0.7069987893940226,0.18193499622071047,-0.6942217913310185,3120010
45000,55000,50.0,3.2857142857142856,0.35514464585679206,-0.649108842178013,1.328343055510849,-0.10206899310378545,-0.0150675850231582,-0.5272467988126638,0.3273709062851807,0.10991928517438716,1.538594911836293,3120011
45000,55000,50.0,3.5238095238095237,-0.12607276252102723,0.06968599291916393,-0.1306206751654111,0.003318997712263959,0.008226768473232629,0.1333092482823991,0.17657487598143012,0.1260116348126552,-0.3400527000350207,3120012
45000,55000,50.0,2.6666666666666665,-0.16112781221323907,-0.5998652492257225,0.2550078494634212,-0.27353860350040765,-0.022799223536174165,-0.08040072015979466,-0.637528120924682,0.1634171525753158,-1.596961252850352,3120013
45000,55000,50.0,4.904761904761905,-0.7163196422163731,-0.5131490372285454,1.3232234859614609,-0.2244974749772143,-0.0672805432966374,0.403738694059086,-0.8621525717127204,0.14533224003887266,-0.6826202038052056,3120014
45000,55000,50.0,4.571428571428571,-0.3455507036842807,0.24983839115082973,-0.46415323878591125,-0.0564908135911686,0.012623017266649772,0.3809151938881825,0.6761887701662302,0.10016601878846772,0.6725122412686143,3120015
45000,55000,50.0,3.7142857142857144,-1.355651693794167,-0.8106653847066203,0.24728873621675948,-0.821464466907415,-0.08854288639258978,0.8245055250072152,-1.5435631915560175,0.25113716121369184,-1.8959480363357588,3120016
45000,55000,50.0,3.5714285714285716,-0.4392416052788716,-0.628204586402211,-0.12175574876070887,-0.12615260899130604,-0.04701580609819043,0.13595901721923745,-0.35854112243254116,0.14552829068135187,-0.8839673093689477,3120017
45000,55000,50.0,3.6666666666666665,0.1281376423030099,-0.6210424538389189,0.07005762984547126,0.05378522467998685,-0.022479097701927762,-0.3334569334821473,-0.6722595372892677,0.1721736313573048,-1.7009433800112608,3120018
45000,55000,50.0,4.142857142857143,0.13719177496392204,-0.4616858933318158,1.7028787451454466,0.010859587244510622,-0.03295140182870676,-0.28905020311226415,-0.7775343581106002,0.1414534067595292,-1.5382606794297595,3120019
45000,55000,50.0,2.380952380952381,-0.09182636973428784,0.3097159816896508,-0.07287857913069998,0.12159209467669635,0.0035505822868292063,0.1887922491570697,1.0925491069660802,0.08215298023971489,1.2229429119697872,3120020
45000,55000,50.0,2.1904761904761907,0.4729453454345903,-0.3953064544066626,0.4360082281658262,0.2841059948380196,0.0026336728181705123,-0.5199614287341429,0.03340638776180625,0.12718658892128276,0.26596357021958683,3120021
45000,55000,50.0,3.1904761904761907,-0.4010364095651971,0.15595829560841784,0.0020617478704822332,0.09411805453555266,0.0040809750368436,0.39365748828462344,0.22097783715870736,0.11467106683943415,-0.7443617358029462,3120022
45000,55000,50.0,3.2857142857142856,-0.3622848340439792,0.34339003939645335,0.3512828788211444,0.11276720012869261,0.011826466157168267,0.42652915635974303,0.6942753536749159,0.10457159054097827,0.43490606899851303,3120023
45000,55000,50.0,3.8095238095238093,-0.1366859122307226,-0.2159038724273606,1.4714143526292023,-0.03581130122820848,-0.00977941553625077,0.040469494039004995,-0.13749881758791518,0.13365929705215415,-1.031965796601781,3120024
45000,55000,50.0,4.095238095238095,-0.0019284284648101117,-0.6944611832756179,0.7442374242096726,-0.07451527542181757,-0.03647927581693152,-0.255218948749304,-0.12134453702959946,0.12311710398445086,-0.37364926347201166,3120025
45000,55000,50.0,5.666666666666667,-0.39118896917659224,0.23510054394543212,-0.5297144374127845,-0.06498991303102349,0.007687450768339916,0.41567282520290716,0.4010321090497542,0.11484248461289275,0.9627652599443896,3120026
45000,55000,50.0,3.4285714285714284,-0.9245253203803748,-0.04413493408029885,-1.4949332826594726,-0.4156479537592122,-0.03794263813714078,0.7473160126498102,0.11964029329186833,0.11562495179477685,-0.17091816034199447,3120027
45000,55000,50.0,2.380952380952381,0.015858490787771136,-0.04573452276534428,1.6199192925606893,-0.06972657834067969,-0.003211211968630045,-0.03451996520950121,0.11354959387371887,0.12578960155490768,-0.3035808811306135,3120028
45000,55000,50.0,6.333333333333333,-1.3027355452891016,-1.1121419426419672,1.1293474240969934,-0.43784183149074857,-0.16401354542424376,0.6583113210255334,-1.0743515405962234,0.2054292578709488,-0.8306657865534665,3120029
45000,55000,50.0,4.285714285714286,0.16392311623137226,-0.4297531135672487,0.4609558630790148,0.08757110758422637,-0.008549467384902495,-0.28675021914690013,-0.3113130489392525,0.12428800885433533,-0.7585314358155588,3120030
45000,55000,50.0,7.0,-1.0057499459724717,-0.7396867594723767,-1.3485105361548118,-0.2995013205747802,-0.0822469862399644,0.5499944926143667,-0.5114551371097927,0.16736583522297804,-1.6244200872713406,3120031
45000,55000,50.0,4.666666666666667,-0.5883332512236962,-0.6166359722201693,0.4160438665068194,-0.27495887089706256,-0.04006889488377878,0.25371035256072666,-0.2878350060907773,0.14056671988523298,-0.6798587741145762,3120032
45000,55000,50.0,4.476190476190476,-0.3551351909596243,-0.2955571300346551,0.7653519272475374,-0.532275487380757,-0.025294471999163237,0.18964825954214243,-0.3550942764424616,0.14440530180326094,-0.36509826342798996,3120033
45000,55000,50.0,3.9523809523809526,-0.8302831546083795,-0.7517971245595733,0.6573495192771911,-0.33680290290140863,-0.05361069667853415,0.41611649136108814,-0.7058180113098697,0.17357061872367993,-0.3591769742466883,3120034
45000,55000,50.0,3.6666666666666665,-0.835618776387418,-0.5607263748302639,1.2379978461836099,-0.8021119709394203,-0.041529909561516164,0.4946029050756178,0.3002221725967585,0.11990470791491196,0.08885913598114314,3120035
45000,55000,50.0,5.0,-0.5888135268082926,-0.8597710658749077,0.9114745796244837,-0.1536172930535775,-0.078846830747237,0.17322053044944402,-0.1736583061227471,0.13879778101716875,-0.40248460684271187,3120036
45000,55000,50.0,3.1904761904761907,-1.2068654380759423,-1.0047882632873506,0.15374768327957725,-0.8882283080766574,-0.091117999326909,0.6397177095917704,-1.448596199831884,0.2401198574667962,-2.2337975411033097,3120037
45000,55000,50.0,4.095238095238095,-0.2001685839069376,-0.7773832498787234,0.9962692040360255,-0.1645111512472827,-0.05604025120633907,-0.12232909079613175,-0.7306069197466233,0.17357129359680376,-1.6617929152791524,3120038
45000,55000,50.0,5.0,-0.2627721016767424,-0.46017424084938563,1.2845320314720117,-0.09949728124836865,-0.032195082562208995,0.05418620727970341,-0.5554954313735772,0.15358425116078173,-0.1360169533583267,3120039
45000,55000,50.0,4.142857142857143,0.059120302969781664,0.049486646836144364,-1.0927717532345222,0.030161518356441725,0.016869838027259138,-0.02729107832543369,0.49646869991561016,0.11047673037468952,0.5349766823105102,3120040
45000,55000,50.0,5.666666666666667,0.13952854617798544,-0.7312143356553134,-0.2335613051818503,-0.01732180631512183,-0.04190110902780564,-0.3931998426332188,-0.9526373610063907,0.18771798401900439,-1.5280027972373769,3120041
45000,55000,50.0,5.095238095238095,-0.5467324811370172,-0.1598558891407516,1.0007153452398476,-0.13188590345444626,-0.02537408172055538,0.40082289608015126,-0.5893294288095481,0.15871087664090575,-1.2539106114821892,3120042
45000,55000,50.0,5.571428571428571,0.043314521019973504,-0.17995842703120454,-1.0933807378710039,0.005621803847830041,0.0007697279496627655,-0.10419719697363077,0.037721703533548034,0.12522675736961447,-0.12271676739410632,3120043
45000,55000,50.0,6.0,-0.03097399849040042,0.27630030454129767,0.14977090965089976,0.00025591779306775137,0.017509724994716737,0.13241530789031217,-0.21889543770189201,0.12679111327070508,-0.18727920194192724,3120044
45000,55000,50.0,6.238095238095238,-0.6153756880465893,-0.34874894271112267,0.6186147741857076,-0.16019064236569958,-0.043728442833802776,0.3852409105218096,0.015180076849613441,0.12633287441960905,-0.5757343981864795,3120045
45000,55000,50.0,3.8095238095238093,-0.45719032635215906,-0.2956466964818521,0.025235077176226438,0.007129734583082055,-0.03002974394916924,0.2734726576850307,-0.6164913045243653,0.15770772594752183,-0.5845851616109354,3120046
45000,55000,50.0,5.238095238095238,0.44498933117132694,-0.3668001745916001,1.036050271507418,0.06954124631631349,-0.0019618939355899125,-0.5044003641594484,-0.26957065891442056,0.1403250188964474,-0.8625062614909347,3120047
45000,55000,50.0,5.0476190476190474,-0.6345827644574183,0.30000762303997125,-0.296067789892733,-0.13114827283647884,0.01517461800608822,0.6469386915479481,0.6118940777811297,0.1090824425008098,0.071678364475832,3120048
45000,55000,50.0,4.190476190476191,-0.4652108488295405,-0.22333088895229258,0.45028439037414925,-0.18375944226864888,-0.015986657941693867,0.3008348881713519,-0.14321735716961725,0.14027237879278692,0.0554398896992584,3120049
45000,55000,50.0,6.190476190476191,-1.302526302719435,-0.6133624209946411,-0.6309993668394372,-0.6936025246951817,-0.09072812404492786,0.8553669776425258,-0.3011251950412914,0.1525442716769247,-1.1467052418226125,3120050
45000,55000,50.0,2.4285714285714284,-1.1449827999466229,-0.5493092917078399,-0.8676568059553867,-0.7542798071766489,-0.04413820017996062,0.7536678844932506,-0.99563570730807,0.19669177194687393,-1.706940900291617,3120051
45000,55000,50.0,5.285714285714286,-0.24929490121433723,0.10367175472219149,0.062103386488396625,-0.06720495935097265,0.00491183047244594,0.24252327596995485,0.713450990590213,0.10180692458389247,0.8988366701861107,3120052
45000,55000,50.0,3.238095238095238,0.4023086374959449,-0.8956601242711917,2.190844454696212,0.02178128632456215,-0.02995360698857442,-0.6554865409777155,-1.4647058205931651,0.19531705539358596,-2.6091545418367765,3120053
45000,55000,50.0,3.4285714285714284,0.09275818477061047,-0.7053418376063175,0.2786492488616105,-0.023525242727432415,-0.029279674015911132,-0.3301491488161581,-0.16840172492136868,0.12961275780153328,-1.3072970144777003,3120054
45000,55000,50.0,5.0,0.006547134321340564,-0.3194233725214875,0.1953089534742975,-0.026807732240809585,-0.015642781360810563,-0.12787063443628222,-0.15358586217451303,0.12561008530396284,-0.46099299393583465,3120055
45000,55000,50.0,2.2857142857142856,-0.2936353506769023,-0.02402493273816263,-0.8471582683773334,0.09246492993857906,0.00023727453520948677,0.23930147203709579,0.620993082965561,0.09745775294244677,1.0390272357334545,3120056
45000,55000,50.0,4.190476190476191,-0.2730699338501938,0.3121697890390834,0.5716087986014726,0.013882820978127798,0.020093380661607815,0.3496453273552444,-0.32872990714990424,0.15169508846622543,1.2017889551906564,3120057
45000,55000,50.0,5.476190476190476,-0.1567595068569976,-0.3594664124089376,0.34872416215640356,-0.10729945165866393,-0.019556912390343722,-0.002514418198449153,-0.1902967315315002,0.12645840082064566,-0.8774194693948819,3120058
45000,55000,50.0,3.9523809523809526,-0.0566409554640153,-0.6827955129252014,1.1110391092052065,-0.07880448700872375,-0.036134633657011216,-0.20446867808784494,-0.8201341332042925,0.1771860104586052,-1.5965393076674363,3120059
45000,55000,50.0,4.9523809523809526,-0.1080334265026122,-0.6930194896963264,-0.2241601778276002,-0.06976712998419739,-0.0418074141076598,-0.16606072018094328,-1.1679807097049433,0.22175048590864913,-1.5854481713307411,3120060
45000,55000,50.0,5.809523809523809,-0.24767759897322258,-0.3101833520031589,0.1978975274167421,-0.04963783885857681,-0.056851032621499084,0.08797477334788086,0.15450482483651531,0.12701946141268294,0.14470451233317705,3120061
45000,55000,50.0,3.619047619047619,-0.1427546586640304,0.03644889819809852,0.9387567956342996,-0.0008622979635031817,0.005406115082811573,0.13451274753331993,-0.1359011627169851,0.15149889320807683,-0.4372038002785703,3120062
45000,55000,50.0,4.095238095238095,-1.1387894323538599,-0.9729247267252639,0.9458810472555138,-0.4267280950944678,-0.10201247970306711,0.5863045779715732,-0.8704642372484604,0.17397554259799156,-1.101200443528957,3120063
45000,55000,50.0,4.285714285714286,-0.9520800585476719,-0.457794048696798,-0.7236611897531701,-0.53722714863066,-0.045424415693728355,0.6166683661708323,-0.6718557194513851,0.1657751592700572,-0.9403315294412977,3120064
45000,55000,50.0,2.9047619047619047,-0.6428832575568798,-0.6091611891443358,0.704777252210781,-0.29531066181913074,-0.04121653780509981,0.3197613604762565,-1.0054346219821402,0.19460573912104517,-2.0268115900776893,3120065
45000,55000,50.0,3.8095238095238093,-0.3242512607743452,-0.2732911545378397,0.6416947513933051,-0.17423146452981758,-0.027855284680821456,0.16744157465146078,0.15731324295473198,0.12200693769571316,0.15001125195834528,3120066
45000,55000,50.0,4.333333333333333,0.2366844975247839,-0.4062439933935535,-0.14333436496086277,0.05148843679059856,-0.00781066399913878,-0.34608234828517215,-0.3763956126615418,0.1394551074398013,-0.8512517570288419,3120067
45000,55000,50.0,3.0952380952380953,0.05295293980732404,-0.40616687132854995,-0.25497967576202,-0.003114209557648332,-0.014496660598743164,-0.19314883210081885,0.3464914080348102,0.10972694633408915,0.696067149469037,3120068
45000,55000,50.0,4.333333333333333,-0.6355529960020971,-0.09663977033996804,-0.4355797758589365,-0.17514120623449217,-0.010020406696121253,0.4952854300031436,0.13285927740990056,0.1280672019374643,-0.17176600466368788,3120069
45000,55000,50.0,5.142857142857143,-1.227806404084592,-0.0908498074914412,0.8461334251657288,-0.2966026232572276,-0.0557345738901803,0.9898041790408288,-1.359281395279455,0.2225785552316164,-1.9888660090313524,3120070
45000,55000,50.0,2.9047619047619047,0.46846056365423516,-0.6795106953373993,0.925260231501126,0.20513080508361722,-0.01963732926016109,-0.6354552497084478,-0.310187851388713,0.1465169798077961,-0.10750069729427222,3120071
45000,55000,50.0,6.476190476190476,-0.05827988668571761,-0.7901186526883616,0.7996918559012317,-0.0961960750253679,-0.05418204274725665,-0.25653940513792106,-0.9034603418767228,0.19206754130223513,-1.7432350570116886,3120072
45000,55000,50.0,3.761904761904762,0.01793419326556969,0.032723417547896864,-0.5520872797910201,0.08666901375565753,0.009082072885373082,-0.004598990397974052,0.5392019300571113,0.10360989633948814,0.811434008133836,3120073
45000,55000,50.0,5.0476190476190474,0.07856370216546826,0.8502711272375575,-0.8183631113041795,0.042891015693433024,0.05827136503777072,0.25228025668689213,0.5210588932864232,0.11308646474462798,0.589284591611508,3120074
45000,55000,50.0,3.5714285714285716,-0.6557572539345417,-0.37341407669466337,-0.2715929141684204,-0.4813560143033216,-0.027050085066860147,0.4092078023692146,-0.10933926776812818,0.1253050426519814,-0.8156664061995507,3120075
45000,55000,50.0,2.0952380952380953,0.0635628215785416,-0.6346879721719205,1.3842662641722272,0.09630639686843755,-0.031384358038330805,-0.27625810418484376,-0.07644995054527014,0.1410889752726487,-0.7909028998899494,3120076
45000,55000,50.0,5.761904761904762,-0.697762396870601,-0.6291708443641576,-0.6725734075027355,-0.21189958014753346,-0.06158783204692923,0.34131438980419226,-0.2553196705166144,0.1303186750890832,-1.0084840024789674,3120077
45000,55000,50.0,2.619047619047619,-1.0711711357465046,-0.5769195878244325,-0.8424432889245188,-0.3745054110539372,-0.04207781864178319,0.685318993509075,-1.082119048717729,0.1795054529748407,-1.7628222192683465,3120078
45000,55000,50.0,3.238095238095238,0.2536705583640339,-0.6322291864484757,1.2399309596199801,-0.006942259173626011,-0.02061422453183727,-0.4367303086768669,0.4361920995842522,0.1156152143397041,0.08006387082149294,3120079
45000,55000,50.0,3.238095238095238,0.04170837260353091,0.4140089103250009,-0.8497067735257272,0.19476844402371235,0.02449540223181759,0.11341063356364978,0.7667135850349107,0.09309064895799583,0.18368357585063524,3120080
45000,55000,50.0,5.904761904761905,-0.6788390956792955,0.18031793365238497,-1.5113075961690792,-0.12572013317896308,0.01618699066778731,0.6515459951676967,0.051595765178467944,0.13125877335061004,-0.2993872658161016,3120081
45000,55000,50.0,4.857142857142857,-0.5447881808932399,-0.05087179795889073,-0.5959730148736957,-0.13794887275923026,-0.011664911525881045,0.4348538638121847,-0.16485415492866234,0.1343425578848319,-0.4787441720261563,3120082
45000,55000,50.0,3.619047619047619,-0.4079508711807562,-0.44412143231421597,-0.3594359309605611,-0.6296561537189029,-0.020251487999753775,0.17596187464909196,-1.1652585007364642,0.2021616186157002,0.4286770544143579,3120083
45000,55000,50.0,3.142857142857143,-0.04909953844224155,0.33644084079125924,-0.31733813147184137,-0.10503142931551583,0.01920960480775526,0.16087902049266373,1.2508766370676339,0.07972276212072127,1.399724448807428,3120084
45000,55000,50.0,3.761904761904762,0.7156145544509678,-0.6441644203896034,1.7492455472945434,0.17530556478176534,-0.013796783152383862,-0.8296884142433429,0.8811117398588602,0.09928328474246838,0.6825612512285802,3120085
45000,55000,50.0,2.5714285714285716,0.465354218293053,-0.8876647448324959,1.5168440890210282,0.07182439309486871,-0.023281554107091824,-0.6988815717818604,-0.5425787114975469,0.16948628657812329,-1.3199099241495982,3120086
45000,55000,50.0,2.9523809523809526,-0.5197199822544115,-0.1597969054979624,-0.05244168424568553,-0.4177074828527446,-0.02480862224918155,0.37136979768139067,-0.4182347892977418,0.16066367022999672,-0.7837799525564574,3120087
45000,55000,50.0,6.0,-0.7505916342794778,-0.5901796090169101,-1.1730314222105396,-0.17316417625142946,-0.08682615847240317,0.40197592468145593,-0.7936028786205347,0.19422038656732532,-1.325915237734139,3120088
45000,55000,50.0,5.238095238095238,-0.42015552577679877,-0.03790971601353204,-1.6378376762045457,-0.10722433584268123,-0.0013634873142050214,0.334557870696369,0.6776408566166194,0.08993696685023214,0.9705749406730901,3120089
45000,55000,50.0,4.523809523809524,-0.5993303235679132,-0.7393000827653642,0.9141815533149733,-0.25472652355422437,-0.0645549698061529,0.2218663909559851,-0.5148247639002537,0.15329405571752508,-0.704132152346858,3120090
45000,55000,50.0,3.0952380952380953,0.4920495162396185,-0.8332172667223015,2.572612829294764,0.07906022970400958,-0.026768464215735015,-0.7055891729542351,-0.6095906068595335,0.15587342079689015,-0.8474497262127676,3120091
45000,55000,50.0,3.5238095238095237,0.16655769536644918,-0.5215563290735209,-0.22557712754627135,0.0736106242867862,-0.01539907216067426,-0.3217156422473468,-0.02067017832903694,0.1284121585141993,-0.4039563363078372,3120092
45000,55000,50.0,3.3333333333333335,-0.8489419355710556,-0.5180986984000907,1.0754567761893503,-0.5711574084256285,-0.05423063348125081,0.5065542121790343,-1.3695063490548696,0.19967471115430296,-1.4845979701694307,3120093
45000,55000,50.0,4.904761904761905,-1.263896024923332,-0.21189632372045436,-0.9646656431815518,-0.37371427278737024,-0.040141853244639716,0.9662028942173195,-0.6629520691615977,0.1592363135730482,-1.6318797151322517,3120094
45000,55000,50.0,6.0,-0.5395454665286882,0.6534217482801824,0.04113849385907077,-0.04572484461145589,0.010855975576863889,0.696558482909459,-0.28205422317380713,0.1275606614527897,-0.7647538109306569,3120095
45000,55000,50.0,3.761904761904762,0.30051907816796825,-0.8733846279228269,2.2201288128946763,-0.029335442622679626,-0.029971348508237555,-0.5661023292253411,-0.5033338733810171,0.17017938127632,-0.9506277311961122,3120096
45000,55000,50.0,5.238095238095238,-1.3642500113272953,-1.2351370116180571,3.2123982233059003,-0.4422410861969527,-0.18783260659874887,0.6788172807273914,-0.8055763471165042,0.1701908541194255,-0.9159004327860406,3120097
45000,55000,50.0,5.238095238095238,0.08391652022731334,-0.3644093891235612,0.5258530687872116,-0.02354938223664202,-0.006846461730658154,-0.20381109042419585,0.2126419525808491,0.12695443256667743,-0.04181088423293267,3120098
45000,55000,50.0,3.5714285714285716,-0.5237831528131176,-0.1090934642370873,1.2549880517375778,-0.1468257314457016,-0.0191124798019842,0.39714580294094254,-0.3140115670944798,0.14653250188964473,0.16798843429229704,3120099
