start,end,N,SS,FulD,TajD,bsfs,FayH,FerL,ZngE,Colless,Omega,btree,path
45000,55000,50.0,5.619047619047619,-0.2005125783601059,-0.276944976802789,-0.024501198555648168,-0.13165235364713518,-0.4351942313494925,0.2616843686239466,0.10180171841979418,0.5482430305212954,0.5109297897062853,3100000
45000,55000,50.0,4.142857142857143,1.0946138688516425,-0.1540959921753354,0.013461617398715785,0.18078784501994635,0.5258592403984471,-0.48583453137170307,0.09833643774970302,-0.2558657984187786,0.47479956790472905,3100001
45000,55000,50.0,5.428571428571429,-1.3594069327410816,0.6911614740228985,0.05807632141350417,0.07305438874101322,0.00916110735030013,0.2617930263314206,0.10166288737717305,0.15483865560373122,0.5443125370773807,3100002
45000,55000,50.0,2.761904761904762,0.7973625718116838,-0.45380811113621794,-0.00440839750616922,0.11620545900111132,0.42607222460926003,-0.5096557603558716,0.13571428571428568,-0.7611820613099843,-0.34525109989699887,3100003
45000,55000,50.0,3.5238095238095237,1.1345861119276668,-0.9285169699991659,-0.0354936659898876,-0.016395485994911602,0.2874974407819214,-0.5694015488161258,0.1713469117805852,-1.5464268821247094,-0.6541970486793485,3100004
45000,55000,50.0,4.571428571428571,-0.994229987418938,0.29615682119661607,0.008012881895695814,-0.022004419943842828,-0.23341361166550806,0.30003018729305153,0.13779424468199974,0.5032595378347792,-0.2148833053882829,3100005
45000,55000,50.0,3.7142857142857144,0.8475110293671129,-0.3866131643209306,-0.0028335014795709498,0.15293377740226707,0.668831568567023,-0.6982915466892996,0.11586221790303419,0.7184484540151285,0.43556813568147235,3100006
45000,55000,50.0,5.761904761904762,0.26996766972465164,-0.22186860771354935,0.009008198383995645,0.0840803497206143,0.4743686425815331,-0.47809695236025684,0.09839042759961122,0.5287880549547546,0.6585385917398917,3100007
45000,55000,50.0,6.0476190476190474,0.06017158333508016,0.28276075245790877,0.014003526976150609,0.04821078636565651,-0.15805805797383754,0.23218808272153743,0.13417355037252993,-0.5650025457840606,-0.11380566962938708,3100008
45000,55000,50.0,6.714285714285714,-0.9352442555413318,0.15604017076233734,-0.04270569202918607,-0.1422549411918696,-0.7965120747207207,0.716413415281003,0.118548212935968,0.0028837730289397075,0.32726658391199825,3100009
45000,55000,50.0,5.142857142857143,0.06914298253352659,0.619544863218512,0.03475413999528838,-0.1904827282070403,-0.1948140032524091,0.38670081632435976,0.12170864377497027,-0.07287197987412071,0.02346033105280203,3100010
45000,55000,50.0,4.809523809523809,2.047692399810631,-1.107591298935465,-0.07135803742900555,-0.14850357500046732,-0.17846732528663076,-0.26239301040143304,0.13294123204837488,-1.0481734428793696,-0.03994299616271151,3100011
45000,55000,50.0,3.4285714285714284,0.3695145798660975,-0.01813945462099851,0.013904944934239636,0.1684893812837524,0.3872913282688255,-0.3207073566901833,0.10566960911348662,0.27001664129288927,0.5813800805390688,3100012
45000,55000,50.0,3.9523809523809526,0.25030685641004674,-0.4070044635885405,-0.05587899278241572,-0.09374021011091122,-0.39087707144182504,0.1721677331695822,0.13293583306338405,-0.8924402140007547,-0.28139264463071,3100013
45000,55000,50.0,5.238095238095238,-1.6063967126674197,0.8390925994947531,0.05951602598337154,0.03479329093691718,-0.26132128697492124,0.5434401917173728,0.11859820613464925,0.2560945567658101,0.163788034302767,3100014
45000,55000,50.0,4.142857142857143,-0.20675227774534802,0.8020966608068043,0.041953038621298386,0.15804178896195129,0.03719400123439022,0.26135224913801874,0.10863056673916727,0.7516182118260218,0.4542987884602992,3100015
45000,55000,50.0,4.333333333333333,0.7250878888463338,-0.6502391006554827,-0.08747014199725064,-0.21825029162184725,-0.7445570761713831,0.38002006189474874,0.1766652976383297,-1.3583034186109233,-0.796489245566916,3100016
45000,55000,50.0,3.9523809523809526,-0.7758536371739353,-0.2185360750093859,-0.0028861792017076623,-0.3528720887731379,-0.06782730315699977,-0.02657714438522698,0.0934537306986286,0.6592739722445616,0.5919139301352526,3100017
45000,55000,50.0,6.095238095238095,0.755238847645634,0.379735249445558,0.011388858065042739,-0.24330123810091264,-0.3919492391984981,0.4838145533757534,0.09284499514091347,1.4925808822125077,0.5843387596519825,3100018
45000,55000,50.0,6.238095238095238,0.27062689801000306,0.5685311636530225,0.05201467883371121,0.08748138007087307,0.07421119808813054,0.16494347713098398,0.10867346938775507,0.7301367500127283,0.4771789930932866,3100019
45000,55000,50.0,5.380952380952381,-1.1598768913720603,0.732157082303469,0.05009601388133035,0.04557521920401834,-0.1500696115378711,0.40579510936327284,0.09388160025915122,0.6936462483907614,0.3890872455307661,3100020
45000,55000,50.0,3.619047619047619,-0.7769938318722096,0.4052300913033901,0.018317249431998812,0.11318084092054075,-0.19101362407499825,0.30640079929478375,0.09249811035525317,0.6555107320707523,0.8336226188544803,3100021
45000,55000,50.0,5.666666666666667,-0.9650331136870756,0.5234724369276692,0.027998339417638872,-0.11314651428469762,-0.6628141754987609,0.7534396612149818,0.12098990389806713,0.06123966466882783,0.21197729481026872,3100022
45000,55000,50.0,5.666666666666667,-0.5826390621170503,0.46907531574016587,0.04893067628745335,0.06521257711904885,0.0004484220790554466,0.19093770473030786,0.09205471871288193,0.7510212404928005,0.8285996672641437,3100023
45000,55000,50.0,6.666666666666667,-0.6155325187301978,0.37853602875497555,0.02459012873179799,0.02386696908370704,-0.1347858655870913,0.2612424743531224,0.13808983911024722,-0.7607226654498918,-0.1408021399740941,3100024
45000,55000,50.0,4.095238095238095,-0.47230680680910214,0.8997381258219064,0.04756780857657055,0.1974208334895321,-0.1401562493957644,0.4522526588294968,0.10084831551668282,0.1857077432366665,0.5157509658473599,3100025
45000,55000,50.0,4.809523809523809,-0.24124889360077828,0.6417373803764672,0.04325076430982683,0.11778602522865529,-0.0030589378069990412,0.24716986382103256,0.08042935428139505,0.8631834041319648,1.2542971433054018,3100026
