start,end,N,SS,FerL,FulD,bsfs,FayH,ZngE,TajD,Omega,btree,Colless,path
45000,55000,50.0,5.571428571428571,0.2204205671992082,4.1794991698165855,-0.10899470923977177,-0.08021392491815969,-0.7026628702480348,-1.3683949977345224,-0.9216062323165828,-1.4188326441288113,0.21936683403520135,3040000
45000,55000,50.0,6.333333333333333,-0.38934797670732496,-0.8323398409312937,0.06968465808450797,0.03101147803529332,0.7305273007516488,1.0218780100835947,0.23525268391634674,0.41887684058399477,0.09837336295062238,3040001
45000,55000,50.0,4.714285714285714,0.4790185192507437,1.0174854835533484,0.012898793570449114,0.14804261611135577,-0.4128275963010921,-0.03233973105641003,0.5157017587576886,0.18904550245658064,0.11160309361839969,3040002
45000,55000,50.0,4.333333333333333,-0.10938308481198628,0.43772195439592115,-0.016981113839476435,-0.005442997495354622,-0.0214077223318266,-0.3229555231057596,-0.2908706953229224,-0.14243389058867162,0.13396366483101174,3040003
45000,55000,50.0,4.238095238095238,-0.06599920221315195,0.6581166672698777,-0.014252692732946791,-0.11259462394290913,-0.018619530210769907,-0.17066632705530463,0.24705243611980657,-0.13747652250622874,0.13507923010474027,3040004
45000,55000,50.0,7.190476190476191,-0.12090719413415178,-0.974128001466815,0.031078732369075504,-0.004116557503992039,0.19026409130514044,0.21588146602303618,-0.21369487479468965,-0.05049119386068678,0.13128827494716705,3040005
45000,55000,50.0,4.761904761904762,0.2219135654957207,-0.7659865295784116,0.011785635488907528,0.07293997463235488,-0.187740107896779,-0.021427703047675665,0.15634838575189575,0.25582583238082923,0.12398937749703051,3040006
45000,55000,50.0,5.0476190476190474,0.05168219813284379,-0.6133060466595657,0.035870826775362796,0.07380724297134,0.135296808996771,0.46752101802500806,-0.7543837555344054,-0.4065276853258813,0.16348801425332032,3040007
45000,55000,50.0,4.666666666666667,0.0015539901190937716,-0.0790179008902253,0.031847070573926564,0.04913738839573923,0.18793680292823192,0.5172526934696763,0.6770126756469637,0.8294298892512936,0.08745680812007339,3040008
45000,55000,50.0,4.0476190476190474,0.5930875865057733,0.881288914510937,-0.03586897051761987,0.04018313176042296,-0.8725659071453851,-1.0327957085804558,-0.8500264396147049,-0.9628437989061893,0.1976433430515063,3040009
45000,55000,50.0,2.761904761904762,0.41030296564777674,-0.5176633980510645,0.009884113428604327,0.2520256132965347,-0.3436907317937309,-0.0029386835480593627,0.5242591325692235,0.419063102106007,0.1143835708886729,3040010
45000,55000,50.0,5.761904761904762,0.581513302074512,1.5502562108600693,-0.004552844450278161,0.09836925864061422,-0.6326097449401731,-0.3899046182173582,0.3889902532518383,-0.0945563883486199,0.13691151063600038,3040011
45000,55000,50.0,4.380952380952381,-0.597366425858685,-0.4945558306344252,-0.05219853456691509,-0.1696629890005274,0.30453642830896,-0.511280013799486,-0.3520780014282438,-0.18105917762311427,0.1328750944822373,3040012
45000,55000,50.0,3.6666666666666665,0.1638542745591751,-0.21399506991924405,0.009410515576588365,0.0899830058164671,-0.10980445476119009,0.08556675019561673,-0.394705698094266,-0.13428691145145016,0.13934712773998484,3040013
45000,55000,50.0,3.7142857142857144,0.05511014652278477,-0.40219898135303417,0.010841510991176655,0.11741439106773663,-0.00668588152277703,0.10714203469393535,-0.9039786808198921,-0.04026252484036758,0.12370771437826826,3040014
45000,55000,50.0,4.761904761904762,-0.006620503503657,-0.48540001359149426,0.05270508939385188,0.1134128202784778,0.3431539678985634,0.9017367968250537,0.8050268680263865,0.17043363728669567,0.11651380790411399,3040015
45000,55000,50.0,4.0476190476190474,0.41992973667968075,-0.9776987434662334,0.029171258741981586,0.21465063647111857,-0.257289063756042,0.24728007835718233,-0.454498310652476,-0.5388651644774588,0.17881708238851093,3040016
