start,end,N,SS,FulD,bsfs,FayH,FerL,ZngE,TajD,btree,Omega,Colless,path
45000,55000,50.0,3.7142857142857144,0.1425881613415304,-0.02854505256441221,-0.01979265246612024,-0.35994500372489147,0.20669906170146257,-0.2504446261180987,-1.0675807557257313,-0.3206250793127748,0.2169595616024187,3010000
45000,55000,50.0,4.666666666666667,1.7550122154255072,-0.023940831077725246,0.03400608025291868,0.2943354778962685,-0.3944429552488149,-0.4013161388873739,-0.4478926731898773,-0.7841330131834352,0.16145664615052366,3010001
45000,55000,50.0,4.238095238095238,-0.1992199269709209,0.008380686391568824,-0.04142384703630621,-0.3019000929758744,0.3515797606986427,0.26236464980988383,-0.47199570925741013,-1.2087649423726876,0.15843446789146493,3010002
45000,55000,50.0,3.9047619047619047,-0.21741598171370335,-0.03383286719271944,-0.04240049496448678,-0.3848167464414383,0.22881427240406949,-0.23830306385047012,-1.0330771019889813,-0.7040650642340326,0.2124365619263578,3010003
45000,55000,50.0,4.428571428571429,1.0178200369700814,0.009468771257956789,0.14737403201811677,0.5671876588883529,-0.5242288173985507,-0.14460339330387473,0.7856641587215785,0.8360283538756054,0.09863878090918902,3010004
45000,55000,50.0,4.476190476190476,-0.41787404594796174,0.011484982019345861,0.055010140769566084,-0.08894184158457183,0.11943364368018793,0.11682604555254655,0.5968823141798196,0.7288241009671197,0.10663940179246299,3010005
45000,55000,50.0,3.0,0.6295883288059382,-0.0032696762252315964,0.2363822219782195,0.5926823544184963,-0.6365221857231192,-0.40264751921983477,-0.020750257523254496,0.04690354577941315,0.13446846992765357,3010006
45000,55000,50.0,3.9047619047619047,-0.7321509733221884,0.018295567248776526,0.11738617035370333,0.19258073056545202,-0.12788216486804857,0.06898275483015541,0.21667769919528576,0.7379841659877168,0.11826409135082601,3010007
45000,55000,50.0,3.9047619047619047,0.7943998652506647,0.011604276803386946,0.17809775860072605,0.37823850300428863,-0.26858440156045316,0.14509499346772356,-0.14442766925037318,0.19618333927969342,0.12351527912752398,3010008
45000,55000,50.0,5.714285714285714,-0.5458741985773421,0.027102970851565485,-0.016768031366501356,-0.15342832577645996,0.23022301404118353,0.23572897170946258,0.22810954091046307,-0.059016891733882554,0.1316218550912428,3010009
45000,55000,50.0,3.761904761904762,-0.16925289765333348,-0.01243461140906608,-0.16049130083080534,-0.5192622363275909,0.3993352841850024,-0.09320138402508557,0.13486414042739328,0.35368292832289583,0.13066151063600037,3010010
45000,55000,50.0,2.9523809523809526,-0.9238897173249083,0.05497257053663072,0.09729490082873599,-0.24217703774265223,0.6095270333432018,1.0990320419927229,0.6902503829467427,1.1046539575775303,0.09026225569592912,3010011
45000,55000,50.0,5.476190476190476,-0.5290998826496351,-0.0005324877519846249,-0.020662815734953516,-0.3033596527872029,0.35149922836424413,0.25307222376653,0.3682030235711019,-0.27333683444633905,0.10503961505237011,3010012
45000,55000,50.0,5.619047619047619,0.029899415222097863,0.006668662415119396,-0.05211349387438099,-0.24660884725684257,0.2835783943054949,0.21246844129142956,0.801958816257021,0.7523250523022261,0.09396865889212826,3010013
45000,55000,50.0,4.142857142857143,1.3386278255997186,-0.024452004429206337,-0.002297877326095575,0.21683855451532302,-0.45540871179904385,-0.7622645428903833,-0.9315789644018488,-1.5313977339485918,0.18449006586761682,3010014
45000,55000,50.0,5.523809523809524,-1.7866459096119431,0.039123849208583264,0.011993762136950041,-0.44771118180731584,0.7149470427291187,0.9019722248006293,0.08281694408789286,0.6969310467260024,0.12022729726811354,3010015
45000,55000,50.0,5.142857142857143,0.6957088293498702,0.018729941513563268,0.008446043445376732,-0.035342594023680084,0.14302264099716022,0.3090112441994747,-0.06910274281430799,0.5436638716208394,0.11898755533959614,3010016
45000,55000,50.0,4.476190476190476,-0.3028466347704093,0.02714574126825179,-0.03619258644225589,-0.27625264142013156,0.3367658158437797,0.2427780161342754,-0.02239927655862059,0.37008383419217544,0.13701341647770213,3010017
45000,55000,50.0,3.142857142857143,-0.4883654212298314,-0.0005526112349562071,-0.2582927631585436,-0.4264502796452699,0.4388853163856089,0.2530934083942772,-0.4221262557241757,0.46713660178534716,0.14785120397365292,3010018
45000,55000,50.0,3.761904761904762,1.9551671486952489,-0.15617850832648003,-0.42254096114577433,-1.2870313976417742,0.6925384634206794,-1.0515863418221056,-0.9073573052274077,-1.0833877400751741,0.15963988770111215,3010019
45000,55000,50.0,5.0,-0.6234806027901015,0.03299324081142607,0.0434198225933187,-0.051451877094313946,0.22347947567091175,0.4866349636702069,0.20201439924272765,-0.22119773489580255,0.11854551344347258,3010020
45000,55000,50.0,4.142857142857143,0.9037702674131726,-0.04128413310485085,-0.16939183608782699,-0.7201562514989187,0.6429488990104555,0.14129614230860912,-0.4744147793871434,0.23224198140628557,0.13635017688103204,3010021
45000,55000,50.0,6.0476190476190474,-0.6528343812959297,0.05032126028984291,-0.13975403276766638,-0.8862983439848982,1.0925206106350454,0.8960875311145529,0.0014900540249528995,-0.08049728180638697,0.12858155166828633,3010022
45000,55000,50.0,4.285714285714286,0.5651799505856577,-0.015017943569867579,0.07164271324990763,0.3482379280361857,-0.41717467777122114,-0.3438562426939669,-0.8720718962255544,-0.788968196390533,0.17069835870856276,3010023
45000,55000,50.0,4.238095238095238,-0.1669560329701159,-0.015862316617505933,-0.14405388165059657,-0.5918178315691884,0.5125313753622946,0.05456657716271868,-0.34470813702797864,0.09630985500685045,0.1444930353093618,3010024
45000,55000,50.0,3.761904761904762,-0.4516704198678453,0.013319695740594394,0.12483046156386383,0.44252978569057405,-0.40190083741804916,-0.10190994685038009,-0.14715119271377225,-0.8197402871671794,0.14440395205701323,3010025
45000,55000,50.0,2.9047619047619047,0.43221291482395013,0.01590021597523622,0.19032647066937208,-0.06734736007526305,0.21623324277838665,0.44423084479756175,-0.8925905991931254,-0.7535647306625132,0.18577704891480395,3010026
45000,55000,50.0,5.142857142857143,0.19532919205253516,-0.06868990583245574,-0.15151172192312118,-0.23748869023725233,-0.12069617180384172,-0.8442559951035368,-1.0461580129315589,-1.5924516202603434,0.2091937965662455,3010027
45000,55000,50.0,3.142857142857143,1.2702515641775536,-0.030555317758485454,-0.12772857156931772,-0.13841896725284164,-0.02986698231831562,-0.3838054438288012,-0.721401882738516,-0.6768354685543392,0.15630061548428892,3010028
45000,55000,50.0,2.9523809523809526,-0.24007813161833122,-0.01643717683282663,-0.6709187620727397,-0.47466529428669835,0.3196286259962228,-0.1890998590387818,-0.7276691348926855,-0.7840464083779628,0.18254980563654027,3010029
45000,55000,50.0,6.095238095238095,0.17000297753856902,0.037365219114072715,0.04093879094555543,-0.07504683757313113,0.24893692010068616,0.46214279293493454,0.4019423323112223,0.8081728615785065,0.10306884091505078,3010030
45000,55000,50.0,3.8095238095238093,-0.24019583337590478,-0.05693343194502309,-0.2842080753160391,-0.8218097969424045,0.6274328911813086,-0.14060268298284428,-1.3610511855180616,-0.677133109594965,0.23237568837058628,3010031
45000,55000,50.0,4.142857142857143,-0.5682569331113357,0.012713662982860778,-0.0788630280450358,0.17817539458473922,-0.17026790993520274,-0.0651752078018473,0.2183140776175882,0.6679467887112923,0.12499325126876143,3010032
45000,55000,50.0,5.0476190476190474,0.023397676045857116,0.03900915591002314,0.11115217427359751,-0.03437271622825592,0.23610575320632163,0.5275300881370735,0.3082589258050683,0.981471088186188,0.12046687722708127,3010033
45000,55000,50.0,5.476190476190476,0.26588385352719246,0.027815365587882012,0.14157436310005972,0.29697726764038185,-0.1643538925787861,0.21382246774275943,0.2779822825119275,0.11679798417270264,0.10769133617165684,3010034
45000,55000,50.0,2.9523809523809526,-0.5644970699567311,0.014740687145579481,0.0929774029772065,0.1395878294221204,-0.05101909883541984,0.19063873974435946,-0.01861727729488863,0.011853029141648933,0.1302673847316704,3010035
45000,55000,50.0,8.047619047619047,-0.6606096803839037,-0.07632422173284119,-0.1763251706971834,-0.7143443040157758,0.5071972135370361,-0.2385564851561341,-0.9326925317981087,-0.5835716232627705,0.17295045852808238,3010036
45000,55000,50.0,7.761904761904762,-1.2408735747710185,0.057847570807627535,0.010752013033527644,-0.34871388095401423,0.614655104736421,0.8132227572324,0.4256451052061372,1.1189464258769022,0.1088747743995557,3010037
45000,55000,50.0,2.857142857142857,0.846080745065767,-0.014329456117561683,-0.3047453299821218,0.032724745425644276,-0.21292696296778688,-0.516490465601691,-0.017322606166156624,-0.6506116025312145,0.1335884353741496,3010038
45000,55000,50.0,4.428571428571429,0.11636830712940716,0.007706280760019093,0.1933044538257857,0.41835335908507354,-0.3457467178012582,0.01902695461518099,0.17102024889944478,1.3080590237936451,0.1120930515063168,3010039
45000,55000,50.0,3.2857142857142856,3.089543302090817,-0.013857814302513862,0.08006185253543055,0.34555325650568236,-0.4434308659862567,-0.44627961527462195,-1.4489130562204053,-0.5177487555165587,0.2240848720440557,3010040
45000,55000,50.0,6.380952380952381,1.7795357769279279,-0.04973852348783044,-0.14503010198537253,-0.5288450379981159,0.33869877190845504,-0.27772723414836126,-1.0351771894417519,-0.339910118392386,0.18790019976244463,3010041
