start,end,N,SS,FulD,bsfs,FerL,TajD,FayH,ZngE,btree,Colless,Omega,path
45000,55000,50.0,4.714285714285714,-0.09937479318035493,0.018705264683210827,-0.04868368125933909,0.2242910570492153,-0.19310412549811695,0.12144701423468944,-0.07316442223712094,0.14524349422308602,-1.0883888182214048,3080000
45000,55000,50.0,5.857142857142857,-0.9993077789057639,0.009693288917822021,-0.07551665733330208,0.06658252664499606,0.0004855591566705077,0.09390324961914942,-0.3338939146391927,0.1638713421876687,-0.45390711189355215,3080001
45000,55000,50.0,4.761904761904762,2.199108423982082,-0.07090659331521672,0.007663874234474555,-0.9827550536543823,-0.1348306289331233,-0.3824526414062282,-1.18941461711031,0.19307647662239494,-0.5912577007262219,3080002
45000,55000,50.0,3.4285714285714284,-0.12026189144853379,0.008104270542727953,-0.13773652390400454,0.14663225923395343,0.03087469171130417,0.16550545206363537,-0.6386650591421362,0.16912185509124283,-0.32223509664900296,3080003
45000,55000,50.0,4.238095238095238,0.3996667279854673,-0.030640965482952948,-0.02302827771015066,-0.6692290050096888,-0.04351710040237586,-0.22587454561410322,-0.7816516569207063,0.19582118561710396,-1.4083435487213596,3080004
45000,55000,50.0,3.6666666666666665,1.5447880041389843,-0.02277076028754576,-0.04956096608738094,-0.4507014704694557,-0.09839700283387205,-0.12933731647025806,-0.9171006467189967,0.19102283770651113,-1.5547059365446882,3080005
45000,55000,50.0,4.238095238095238,-0.35328744648365984,0.0026912631150369996,-0.041016839672853286,0.13376105503462046,-0.00753102527489147,0.08028792063345093,-0.07464576178146248,0.13171556604501206,-0.40486823892661133,3080006
45000,55000,50.0,4.0,-0.3249784711764838,0.010967135020690688,0.09044998967422387,0.1003696851577586,0.09737488470785576,-0.03921311517216569,-0.6940787153626644,0.15813868064232492,-0.7020379987450236,3080007
45000,55000,50.0,5.238095238095238,0.32226799510744886,0.007332948214848481,0.0818890684835208,-0.027178459920441937,0.014135805066412812,-0.07826063071153862,-0.0438099449990882,0.14345777993737174,-0.7260964621237916,3080008
45000,55000,50.0,3.0476190476190474,0.9661365994767583,-0.025775091744880067,0.06914741709589743,-0.4834809114283087,-0.38987743004702435,-0.2316585703218364,-0.9751638727788363,0.1676890994493035,-0.748420015061801,3080009
45000,55000,50.0,4.333333333333333,1.2773237344586295,-0.028608369995420352,-0.07153588295631817,-0.3241914036259533,-0.05586898255489364,-0.0633611859530182,-0.5172746216881514,0.14116793542813946,-0.0789297551885899,3080010
45000,55000,50.0,3.4761904761904763,2.2984512499948386,-0.08617736549303749,-0.2786357534455313,-1.1706319314792981,-0.19932771106632938,-0.19162473400050872,-0.9523145011886534,0.18307958103876468,-1.6535824816646658,3080011
45000,55000,50.0,2.5238095238095237,1.5512715436004105,-0.009097324769047664,0.3226029234473594,-0.49985499154785407,0.07302012747593208,-0.43802447509167275,-0.7418357638819237,0.16898823021271997,-1.222851099123565,3080012
45000,55000,50.0,3.8095238095238093,0.5494742675423554,-0.00523796491124997,-0.03470232076894936,-0.19690357615976853,0.008408346147041725,-0.039380718647697335,-0.1125673973212971,0.1486306824317028,0.018741467400032213,3080013
45000,55000,50.0,3.5238095238095237,0.306888304118699,-0.04689234106851542,-1.0987491706761385,-0.022532668941990297,-0.24925088362515413,0.8978283705968622,-0.656947616938378,0.17563235611704994,-0.8437917958471517,3080014
45000,55000,50.0,2.9523809523809526,0.36331321855727766,-0.011613368302687872,0.2702656524956303,-0.4154342287538516,-0.05153317620828924,-0.3680228322208776,-0.2664349869170824,0.14479200410322854,-0.7045330319303802,3080015
45000,55000,50.0,2.9047619047619047,0.4378490017570962,0.0004889350562384839,0.37789035361224077,-0.3646192201452533,0.1444705891866135,-0.43314962920793265,-0.1295272550361809,0.12723383003995248,-0.5918119871278208,3080016
45000,55000,50.0,5.0476190476190474,1.1272520826414607,-0.039696312438844174,-0.07217537033423038,-0.5243709947068974,-0.038039925769933244,-0.14073905586058674,-0.46303823769978,0.15632568220031773,-0.06890696900334255,3080017
45000,55000,50.0,3.9523809523809526,1.1651135532347525,-0.030889816795190195,-0.04105300355225602,-0.23499367075204874,0.03718083428781609,-0.05317597705534015,0.0005040849726778495,0.1197940287226001,-0.3380372048541409,3080018
45000,55000,50.0,3.7142857142857144,1.9237733704908844,-0.022711130425643863,0.7964485938449164,-0.88603293141161,0.1174452295387581,-0.986660891515875,0.13162588436936148,0.10444336464744626,-0.18008025180391696,3080019
45000,55000,50.0,4.238095238095238,-0.7804086459006547,0.0046127854045821155,0.1710186940860618,-0.147866338895864,0.07665661262574079,-0.1945287731733671,-0.6231067404681945,0.16044906057661157,-0.5798843919018766,3080020
45000,55000,50.0,4.428571428571429,1.0411222593020246,-0.019918285257747255,0.5823160988377868,-0.5898108305795059,0.11173639694373398,-0.7013737255012518,0.45462347467438036,0.10768343051506314,0.5975317210062,3080021
45000,55000,50.0,2.0476190476190474,1.4138313921260708,-0.0461942620555626,-0.45139500007725286,-0.621478012775377,-0.5505993225555575,0.14881048107289263,-1.4543620987812953,0.2442136378360868,-2.252722143127687,3080022
45000,55000,50.0,2.857142857142857,0.6555074883942849,0.003993536295141501,0.03326833476133364,0.03675322890052418,-0.030487401128808052,-0.015068395691371805,-0.5998863103853094,0.17092511607817726,-0.9384633651866073,3080023
45000,55000,50.0,6.095238095238095,-0.2681468968923898,0.011761466184519615,-0.1956756509733212,-0.008999937511335711,-0.03719188286160806,0.17331634920676978,-0.47654844056570755,0.15313748515279121,-1.1357235126122736,3080024
45000,55000,50.0,3.238095238095238,-0.626770590844847,0.007175755195519335,0.4815863837584647,-0.26165081276568836,0.21487840087249638,-0.49450819357656617,0.05871161490071538,0.13777602310765574,0.01723326113409399,3080025
45000,55000,50.0,3.6666666666666665,0.2886689030406149,-0.018331507236706467,0.1677718708164569,-0.4833527668848894,0.007716166904787391,-0.3110764343781326,-0.6211701769853842,0.17996012463942487,-0.5172115219919681,3080026
45000,55000,50.0,2.6666666666666665,0.6204964483678889,-0.01271167002978337,-0.49335844262774675,-0.1489217518831024,-0.14137970373459058,0.35403116132189966,-0.13997902307874016,0.13806554367778853,-1.0943924517606913,3080027
45000,55000,50.0,3.857142857142857,1.8643038394172722,-0.0023730013240038945,-0.01961984509828446,0.04290142793498853,-0.03245535597277265,0.02542719004039147,-0.5937277812167129,0.14326814058956913,0.03025026319343222,3080028
45000,55000,50.0,2.5238095238095237,-0.42365609741542287,0.010596219314981944,0.4868688520413777,-0.2173847077813601,0.252387067484268,-0.47337320703253,0.184245187071446,0.12355442176870746,-0.11843253010403387,3080029
45000,55000,50.0,3.238095238095238,2.5209207396499127,-0.018174324663119003,0.18285773538901118,-0.5060757725616972,0.020029154510202343,-0.326834655461026,-0.7865399894327031,0.15456889104848284,-1.2337614612383117,3080030
45000,55000,50.0,4.761904761904762,-0.6143208780630114,0.011703649246943438,0.0808057743268189,0.022630302022672983,0.04934716906921823,-0.05917371359367544,-1.05536170832992,0.19318918043407837,-0.13079574325283577,3080031
45000,55000,50.0,3.5714285714285716,-0.5963607860691641,0.0177792505619599,-0.20923867489844755,0.391514264081034,0.046053802020054574,0.315332304865998,0.393300063354914,0.11359666882626061,-0.10448336966271456,3080032
45000,55000,50.0,5.095238095238095,-0.5055533773698204,0.027495343599226632,-0.11261554464252865,0.4013057674532347,0.048130635614711335,0.24394530358731797,-0.04535341139828403,0.1354585088003455,-0.10779024865374681,3080033
45000,55000,50.0,4.571428571428571,2.2349823044630814,-0.06988744007003615,-0.05275262054018256,-1.0695124906523943,-0.12280662974830794,-0.35268923656623336,-0.9972090409268419,0.18636910546531535,-1.2104289956784218,3080034
45000,55000,50.0,4.809523809523809,2.1345413665463777,-0.08203511404120974,-0.03525864285970562,-1.0313811823873977,-0.07381330980273175,-0.3619617639870251,-0.7925543777425361,0.17486300075585787,-1.325630270427679,3080035
45000,55000,50.0,4.428571428571429,0.7646550779594067,-0.011918951225444048,0.2685526103581434,-0.35033440499788115,0.07819066911788522,-0.3580590905559864,-0.8290735806246238,0.1557944606413994,-0.23707309152834485,3080036
45000,55000,50.0,1.9523809523809523,1.2851390271051402,-0.022715393012878386,0.07531756044207236,-0.5752622693032203,-0.3889669498673459,-0.2636131105905759,0.3428132435594891,0.11160039412590429,-0.11541207359666468,3080037
