start,end,N,SS,FayH,TajD,FulD,bsfs,ZngE,FerL,Colless,Omega,btree,path
45000,55000,50.0,2.7142857142857144,0.1339022342839613,-0.24998850162443728,0.590235651364908,-0.004017993131490495,-0.24787827548059893,0.19741013476142444,0.07716971709318644,1.007727788546778,1.1267304811915646,3000000
45000,55000,50.0,4.0476190476190474,-0.6363191817626929,-0.8510682576553333,0.8576074953133828,-0.059407968194968186,-0.037573213149211894,-0.33816322052456216,0.15886513335492924,-0.9632996889352826,-0.8259423997851815,3000001
45000,55000,50.0,4.761904761904762,0.08262691870534773,0.5484573920926282,-1.4401187413359484,0.01697154601846105,0.3821142357959907,-0.21922359998329333,0.11364188532555876,0.9079414716193607,0.3376081877918541,3000002
45000,55000,50.0,5.0,0.1352088259337459,0.7265877566519002,-0.6155656329751299,0.04636005208612561,0.19164573592342737,0.0955072874779234,0.10381978188100634,0.4489853572445545,0.5577221976987551,3000003
45000,55000,50.0,3.4761904761904763,-0.08457890129690925,-0.23187447244510626,0.2117199931466493,-0.021182250122333324,0.29692955218543443,-0.4589731259883412,0.15146852391750348,-0.37811337749534474,-0.38220737047952397,3000004
45000,55000,50.0,5.333333333333333,-0.09318067951012028,-0.31666988883787656,-0.6822684079475959,-0.02195824264573754,0.11511894177298045,-0.27711731866087536,0.12432483764480848,0.19465869614945458,0.10567727568841999,3000005
45000,55000,50.0,5.761904761904762,0.01326050198728799,0.37278568040042814,0.676274912359383,0.008990507010673216,0.24006900131813938,-0.12317535792445493,0.12393100097181725,-0.2775667415814141,-0.10969873007459026,3000006
45000,55000,50.0,4.714285714285714,-0.0578210776940861,-0.36292405983044107,1.0895529166828215,-0.018551047000288576,-0.14839731446159782,0.014471092061103589,0.1623306068459129,-0.6589394262341275,-0.7376793756520829,3000007
45000,55000,50.0,5.333333333333333,-0.0032029608640285305,-0.18073898546405479,0.22332715441652057,0.00714332174203123,-0.2703079676202434,0.2476044759361106,0.10650847640643554,0.6094612032001635,0.5883366210349484,3000008
45000,55000,50.0,3.1904761904761907,0.13507303835096557,0.03705535588650241,-0.040152449533681925,0.006691055378732431,-0.01029974393717997,0.03323216371306577,0.10074505992873337,1.0822905672379162,0.49629888304058606,3000009
45000,55000,50.0,5.0,0.03872267480144444,-0.026262551766718482,0.949164805129245,-0.012281310364723947,-0.098827376907353,0.10860220982271483,0.13223463988770107,-0.9638598387648959,-0.44653745834338565,3000010
45000,55000,50.0,5.476190476190476,0.03760491991750846,0.617916220612716,0.41332683489316874,0.04483566367048708,0.4416579267917222,-0.2308765927092999,0.11135743980131732,0.27629627863789946,0.35071281658060727,3000011
45000,55000,50.0,4.190476190476191,-0.014077506239047662,-0.7662883656552133,1.3157817231523636,-0.03787008394576276,-0.3343008965459222,0.06150736710058605,0.1771231508476406,-1.0750463465995754,-0.555772866790107,3000012
45000,55000,50.0,5.190476190476191,0.037370983910042996,0.18905031857058288,-0.6690714645317198,0.013763041945965691,0.017373755429537372,0.06112136211263567,0.1133172713529856,0.07938157827509307,0.4540013376257737,3000013
45000,55000,50.0,4.619047619047619,0.19161916228227152,0.0733441765616881,1.3350495488659118,0.01416488934396425,-0.3705758341572792,0.4761227252458207,0.11512255695929163,0.500109118692597,0.399701344326866,3000014
45000,55000,50.0,3.1904761904761907,0.1302396029351859,-0.7118872358948808,0.738697794599495,-0.016504193398058246,-0.5929362422884716,0.41581447747738,0.08484032501889639,0.9501066162858868,0.7927771853779289,3000015
45000,55000,50.0,2.9523809523809526,0.03384536841800006,0.14489871863653378,0.3627515052497115,0.0035999032049203687,0.0350719089189452,0.017691498503623594,0.11048077961343264,0.43285229800859815,0.4676563017431567,3000016
45000,55000,50.0,5.714285714285714,-0.12511267618329922,-1.3382795285318287,2.55337669279153,-0.09510834507672795,-0.6305040726729574,0.13911874752316913,0.27253198898607056,-2.444459735595462,-1.6804509458289278,3000017
45000,55000,50.0,4.571428571428571,0.03757085637669565,-0.3850383751392658,0.7143030302891814,-0.02395238905788402,-0.0977937525207676,-0.052142619129173284,0.11101122988878087,-0.023268375463215772,0.4184230853596026,3000018
45000,55000,50.0,8.666666666666666,-0.03188240938192472,0.3696914617825849,-0.09297147394902147,0.011355159618564457,0.44667092222437227,-0.3561253001920982,0.11143331482252761,-0.3028147626052303,0.2231501182122299,3000019
45000,55000,50.0,4.285714285714286,-0.38433274391824396,-0.6274394403907007,0.8436402242008522,-0.11053570727132092,0.6878783370482014,-1.1103033363664032,0.15146177518626494,-0.4148722736933183,-0.6265088677241266,3000020
45000,55000,50.0,4.857142857142857,0.16035149518679412,-0.13764090238445664,1.3169212619912267,0.01631061843718003,-0.6255798162522568,0.6917874623228821,0.10471871288197815,0.8150805682162388,0.35237057232868024,3000021
45000,55000,50.0,5.619047619047619,-0.04504542016653453,0.13547276462600144,1.2715825566281016,-0.02861068293707992,0.3183954985629751,-0.3156770737436385,0.11510394974316253,-0.0849485937183655,-0.07983931612121346,3000022
45000,55000,50.0,3.380952380952381,0.17074010448747473,-0.09833052764345906,0.02637968777120573,0.01448464962405613,-0.44998723476065056,0.5053718564501439,0.08328845427059708,0.443849929945994,0.7262589940651281,3000023
45000,55000,50.0,3.0476190476190474,0.23901481767967142,0.1225316876401068,-0.22034517578318988,0.017143123165936913,-0.23703509536603384,0.33974838979051813,0.10783932620667307,0.6919224808227793,0.762416141188285,3000024
45000,55000,50.0,6.285714285714286,0.028177857218142262,1.1865970985295566,-1.3979801921483435,0.08868903200775617,0.8868731594826339,-0.4951957629555889,0.0822785066407515,1.224546810500382,1.111785099377191,3000025
45000,55000,50.0,4.857142857142857,0.09293771144364585,0.9283303364270649,-1.0296971206312748,0.05524928652625458,0.4239659630177002,-0.0929227011553328,0.11542605704413282,0.1633400283050992,0.19087522557024938,3000026
45000,55000,50.0,4.666666666666667,0.05904299257450746,-1.01471692651363,2.3698738110106126,-0.055995121237329824,-0.6890453592324098,0.37312017681074033,0.2141838084440125,-2.052795381920495,-1.2284953940035794,3000027
45000,55000,50.0,5.9523809523809526,-0.06570173021837906,0.24138786324783862,-1.113799014034609,0.0090231859269856,0.5261493002959761,-0.5095586621882834,0.08787951972172084,1.0322379005846074,0.8641576013271978,3000028
45000,55000,50.0,5.0,-0.22108879100964263,-0.3518694863360381,0.34765490043949543,-0.024520433109384517,0.07994168653631643,-0.25721814142283,0.11862534129297973,0.3145921335299917,-0.1213539781965101,3000029
45000,55000,50.0,6.142857142857143,-0.14847151076987997,-0.6817169680651158,-0.3584642998686548,-0.09312459723577261,0.14715121741694473,-0.48695377035950715,0.1368064232495719,-0.5490854196026907,-0.41189391352046545,3000030
45000,55000,50.0,5.238095238095238,0.04208727578254627,-0.12255074801896453,0.4384634817408027,0.004729408788807263,-0.22674071120042322,0.2139707924400798,0.11638929381276315,0.016542366041012807,0.33155632138083985,3000031
45000,55000,50.0,4.190476190476191,-0.02522402121771491,-0.17701744167315428,-0.27055184576301583,0.0002016083175273767,-0.14333656773566897,0.08693829491918732,0.13729483857034874,-0.5086880756511738,-0.16814458731606383,3000032
45000,55000,50.0,3.238095238095238,0.016412148891253576,0.01713492719163079,-0.13192082684228654,0.0048155280922549965,0.0011478530225883354,0.0014035466101918637,0.08890576071698517,0.9891509357771885,0.8047521236088044,3000033
45000,55000,50.0,5.666666666666667,-0.02919863528541229,0.43868200029957144,0.1640420195678139,0.022519351739939176,0.6562568649149033,-0.577589660301614,0.11401981427491628,0.19075021865215008,0.22828413435717668,3000034
45000,55000,50.0,4.476190476190476,-0.03098105552589312,0.04246961277793239,-1.363880116819803,0.004157676324942919,0.2239742714357854,-0.24851001001530226,0.1542685725083684,0.12712292931527558,-0.3650824651852487,3000035
45000,55000,50.0,3.3333333333333335,0.10233135229399429,-0.46169213604950005,0.2266626430052622,0.001473292145902112,-0.5631107777172348,0.4849161425336156,0.1109680380088543,-0.2985731529406558,0.22304798937501438,3000036
45000,55000,50.0,3.4761904761904763,0.04492425102223538,-0.6118211189673781,1.1189070067048794,-0.012553384604696214,-0.49280682271394083,0.3363601114209841,0.1454790249433106,-0.7308610184107289,-0.17627164231414644,3000037
45000,55000,50.0,4.714285714285714,0.11142451375741753,-0.3929588923876172,0.4315520161197553,-0.0018727841131986952,-0.6354731469234572,0.5859701091850116,0.09603714501673681,0.563462543095766,0.6727733016876326,3000038
45000,55000,50.0,4.285714285714286,0.04333748764066798,0.09715797573422086,-1.3988329101065584,-0.003745605031482289,0.11649335509707692,-0.10114676520535235,0.11667341539790516,0.17492507747918987,0.22694800671940124,3000039
45000,55000,50.0,4.571428571428571,0.10350096288078141,-0.2203805690656887,1.2712640908862092,0.0005281265765004655,-0.4899214757549653,0.4890525460362908,0.11233600583090375,0.2118288465191665,0.28660631874725323,3000040
45000,55000,50.0,6.714285714285714,0.004662209341310982,0.6012918309438531,-0.10508187576649819,0.0419744173278145,0.517290460901367,-0.3209398650090635,0.10665444182208027,0.4276210100986989,0.5247544526506983,3000041
45000,55000,50.0,4.095238095238095,0.19237890105616193,-0.13651201819887607,0.030695446819416376,0.014042255219746962,-0.5152036287095316,0.5655302487858995,0.12648472087247592,-0.7189175254211285,0.13747692092821098,3000042
45000,55000,50.0,4.523809523809524,0.0648549635981722,0.05041896846383748,0.7563303558899838,0.013066912787645496,-0.16843765912707936,0.22705192613182443,0.0950896231508476,1.4243741483340953,1.061026235978525,3000043
45000,55000,50.0,3.761904761904762,0.009196624521809943,-0.6267359587418375,2.1352019295540208,-0.02195791094699005,-0.4435302571959647,0.2594121253037403,0.17660754778101712,-1.4340568012202195,-0.73677577703232,3000044
45000,55000,50.0,5.0476190476190474,0.0287846750651823,-0.416391096777683,0.23260660304651612,-0.016653676555791024,-0.3791352598401221,0.26212284025305327,0.1420479699816434,-0.2595362418898418,-0.26727305798091844,3000045
45000,55000,50.0,4.380952380952381,-0.10944302468331772,0.3932219862998939,-0.3535766950335963,-0.00459759910907609,0.6702459989966929,-0.6367317347985568,0.09978674009286251,0.5996562141033321,0.6764692668008114,3000046
45000,55000,50.0,4.714285714285714,0.08550381748123222,0.3936759647896379,-1.495946187030108,0.029391956793574443,0.2844327198605348,-0.15509575874121456,0.11685968038008851,-0.03537744286851623,0.24700764905938713,3000047
45000,55000,50.0,5.857142857142857,0.10166856697528051,0.06102487257924785,-0.31766284686076307,0.028212379528884963,-0.3225486661834521,0.4195454202203737,0.09147500269949245,1.0383538001453887,0.710018894908728,3000048
45000,55000,50.0,2.0476190476190474,-0.012525248629632856,-0.2097271766491555,0.4970133679882677,-0.0004017064699557555,-0.2985548055050079,0.27318581544965964,0.1015650307742144,0.512356909580263,0.44460113995372796,3000049
45000,55000,50.0,5.761904761904762,-0.15839053044226548,0.13722993816209628,-0.6039191224208484,0.005120760278682657,0.5377838739281928,-0.5828285057615956,0.14148040168448328,-0.48376827984187215,0.1442598743907937,3000050
45000,55000,50.0,2.5238095238095237,0.29919925397787406,-0.6508023961935232,-0.03799530076842357,-0.013876839850226108,-0.6948171328356033,0.555279923434118,0.1392965122556959,-0.5371267691779353,-0.19153125941248797,3000051
