start,end,N,SS,FerL,FayH,ZngE,TajD,bsfs,FulD,Omega,Colless,btree,path
45000,55000,50.0,4.142857142857143,-1.9663028010756691,-1.0061943609755326,1.5560031141148496,-0.20092607190047204,-0.06772665124589984,-1.004011718313512,-0.3450074209875689,0.14137107223841916,-0.4402497177924672,3030000
45000,55000,50.0,2.9523809523809526,-0.28536680468085135,-0.333919318316304,-0.07516620114174703,-0.8785621968195828,-0.050274418362068085,-1.0967170779577509,-0.3420453850132087,0.17112892776158076,-0.7948660293980376,3030001
45000,55000,50.0,2.4761904761904763,-1.1071513110099185,-0.4472915235481374,0.6058781774137786,-0.896835290031068,-0.07456455961107242,-0.8491412286030272,-0.2320514284128395,0.2261229888780909,-1.2854910884269624,3030002
45000,55000,50.0,3.1904761904761907,-2.1404076626362722,-1.3375340365897535,1.6269834237618503,-0.399508853466615,-0.07657388343908164,-0.6320678496725141,-1.7759383217356142,0.27456875607385806,-1.6076674889481393,3030003
45000,55000,50.0,2.5714285714285716,-1.8969448176289831,-1.975194070205679,1.336883361265555,-0.6510241884068338,-0.07695250637855211,0.7641776822129747,-1.8314753551935667,0.22763807904114022,-1.35088257323306,3030004
45000,55000,50.0,5.333333333333333,-1.092410305032888,-0.40428835265214536,0.47516464186081414,-1.1450268319105386,-0.1294706322410791,1.880324476138681,-1.3954954694597452,0.3054192311845373,-1.6018118450812668,3030005
45000,55000,50.0,3.142857142857143,0.018115682249091346,-0.058728784115320586,-0.3184017101868209,-0.8449992931459559,-0.032253833240118115,0.7331106556950918,-1.5493977310535878,0.19717093186480938,-0.9884805688344264,3030006
45000,55000,50.0,3.1904761904761907,-0.9020062528068215,-0.3823087579327289,0.38209638162545934,-1.0427322094408829,-0.08998327569260656,1.3955920154212944,-0.2616458416498568,0.18157798833819236,-0.9828083973318338,3030007
45000,55000,50.0,2.619047619047619,-1.2135139990079817,-0.8170481575749977,0.5509441011786247,-1.2751371515575867,-0.122830183869089,2.8049628795651693,-1.3864834792284435,0.2852884407731346,-1.709747077287477,3030008
45000,55000,50.0,4.857142857142857,-0.3544293265515805,-0.11296546014464566,0.013337490926793039,-0.7539304611810691,-0.05822628531426079,-0.4989097975805969,-1.6874564841153625,0.25741955512363673,-1.3424216517211522,3030009
45000,55000,50.0,3.238095238095238,-1.3893034294624296,-0.5349138993118677,0.8393668230755411,-0.8751538069190636,-0.09784125619785675,1.285490810899721,-2.2521897240084288,0.24671741712558035,-1.4784164510968634,3030010
45000,55000,50.0,4.571428571428571,-0.16399826589572683,-0.13677432971925826,-0.22773714034695805,-0.9826593570480355,-0.06612581189469464,2.1932645667776507,-0.8527595767631678,0.238191744951949,-1.292749786482649,3030011
45000,55000,50.0,2.4285714285714284,-0.6843186553685902,-0.7539881287414592,0.3241183409054979,-0.6786093712973604,-0.04807533151762659,2.33536825620885,-0.9746775747932097,0.22980577151495515,-1.3242289434908316,3030012
45000,55000,50.0,3.9047619047619047,-1.423398281498503,-0.8584669872906677,1.01961829530624,-0.4615830191251456,-0.08937507458944835,0.739250637262795,-1.4212717396992585,0.2941036335168988,-1.703294067085285,3030013
45000,55000,50.0,3.5714285714285716,-1.4277013769968205,-0.5759816533158805,0.7732324634729771,-1.1359160630432785,-0.10680011292503595,1.0721319765001311,-1.8695030540101913,0.2737352877659,-1.6035851167066708,3030014
45000,55000,50.0,6.857142857142857,-0.5740459706334882,-0.18388741260904073,0.2527332473540484,-0.5462359967181663,-0.1055431654576793,2.3254709098560062,-2.2324585680734295,0.20856144044919553,-1.1736111637998003,3030015
45000,55000,50.0,5.857142857142857,-0.9531920538938301,-0.30108403724513727,0.44107588093783173,-0.9471267802638391,-0.0935859901894857,-1.3534285286359733,-0.9645693722419023,0.2672969981643451,-1.409878407936223,3030016
45000,55000,50.0,5.0476190476190474,-1.2678976220304297,-0.43378111125142144,0.6065875114799567,-1.205422579450256,-0.1563988348355939,2.338794376490634,-0.6815013821717303,0.19791396717417123,-1.2412824131369122,3030017
45000,55000,50.0,4.619047619047619,-2.176460229521144,-0.7180392723096102,1.4048824573114391,-1.0999443288873212,-0.1768055756202279,1.2350408522265792,-2.5627860006840337,0.2283095777993737,-1.4051298000747496,3030018
45000,55000,50.0,4.619047619047619,-0.10194166330186875,-0.08021839644659615,-0.13049439874610153,-0.5596271562099466,-0.0330880059474625,-0.0539080636803157,-0.38962341221311,0.18662941367022995,-0.9345073472399558,3030019
45000,55000,50.0,1.380952380952381,-1.6470532949181766,-1.233438999611725,1.4185586967462371,0.17390085271244557,-0.018089546112778004,-0.98833757464526,-0.6993734166463859,0.13671242306446385,-0.2669571681934994,3030020
45000,55000,50.0,2.6666666666666665,-1.1499598394764552,-0.9085348714135675,0.48486145483109216,-1.332891294474164,-0.11955409763707603,3.6472526320476972,-1.6211775133904114,0.2572346398877011,-1.602794380515913,3030021
45000,55000,50.0,1.8095238095238095,0.36173567848334776,0.11335255888081,-0.6480508614483517,-1.0180304646648701,-0.025672024718106985,1.432926200199182,0.28130677266653015,0.14944120505344993,-0.6606372479379906,3030022
45000,55000,50.0,2.9523809523809526,-1.073240790067721,-0.642882787174472,0.8141511212558553,-0.1931582988631723,-0.03125769704049473,-1.5458966853048233,-1.8412293113871883,0.2268316056581362,-1.2508665879454175,3030023
45000,55000,50.0,3.6666666666666665,-0.9095990254689349,-0.7186229354455516,0.47850036790757183,-0.7454046440244845,-0.05210811450344305,-0.9988207543238082,-0.6037955853302259,0.17529019544325664,-0.6867449035572679,3030024
45000,55000,50.0,2.2857142857142856,-1.0931051222098291,-0.39666328226729264,0.5929036258310396,-0.9126226450831353,-0.06806280386327536,0.7003112653127774,-1.4289881436244332,0.21111381060360648,-1.4666357040550082,3030025
