start,end,N,SS,FulD,FerL,ZngE,TajD,FayH,bsfs,Omega,btree,Colless,path
45000,55000,50.0,5.428571428571429,-0.6186094694226532,-0.03662277635463403,0.07042818907706423,0.10929588710157952,0.0016545244752711806,0.010862221264380254,1.2000565812501645,1.2624011328790907,0.07884513782837395,3070000
45000,55000,50.0,2.9047619047619047,1.164134230919051,-0.4898665109353959,0.2704191111121304,-0.4086114076396964,-0.5420758480260904,-0.030802790893714904,0.06528018632872558,-0.23561386348840893,0.13105901090594965,3070001
45000,55000,50.0,4.380952380952381,-0.9899696401195736,-0.15835230629071262,0.44227823418911494,0.8220265548228012,0.1274736521444662,0.04763321362543008,0.7048205975719956,0.7648762421887408,0.09360355253212391,3070002
45000,55000,50.0,4.428571428571429,0.6385279618013273,0.6202571544223361,-0.6681346291664183,-0.4086419516510548,0.12641630487186553,-0.002458331703847589,0.03153441677846108,-0.21264915276934465,0.12742954324586972,3070003
45000,55000,50.0,3.238095238095238,0.38071512087246473,-0.027424943258574717,-0.11732774292152928,-0.37032411378629293,-0.33558734110359567,-0.028052055561342243,-0.7339419002390448,-0.7008465842380829,0.17138740416801637,3070004
45000,55000,50.0,4.428571428571429,-0.8548727842989101,0.08469776515709947,0.09301006534171125,0.3983438870923626,0.09322348350431324,0.03556625606467112,-0.28085187630652336,-0.1977102227116174,0.1319714393693985,3070005
45000,55000,50.0,5.666666666666667,0.8904501715656452,-0.12082587678285231,0.08125548595127857,-0.08318103203331673,-0.019426351722570984,-0.0019320962366943435,0.07529555407777304,0.39365037014685395,0.10774445832754867,3070006
45000,55000,50.0,3.8095238095238093,-0.5739519518457654,-0.28229560095480266,0.35023476425052735,0.3257621763244553,-0.10585975936869317,0.011376618114236858,0.2950086210250381,0.12310697650892101,0.11818310657596368,3070007
45000,55000,50.0,3.761904761904762,0.23389828339550425,0.3512158605801261,-0.4725962408643025,-0.4989641138206721,0.03998650690449089,-0.006985877488703084,-0.49895319827854173,-0.7057433884506752,0.1896602688694525,3070008
45000,55000,50.0,4.761904761904762,-0.8917357237613818,-0.5859558072985737,0.5833669990599551,0.24743167393209392,-0.1384492166383662,0.0021874131825549347,-0.41229020375019315,-0.33944735367672907,0.1488263956376201,3070009
45000,55000,50.0,3.0476190476190474,0.002762227189430871,-0.588484368157441,0.3824404459609251,-0.29128110800010054,-0.5285690848967601,-0.02554463915788353,0.09932345827233403,0.22744405195449297,0.12057755641939312,3070010
45000,55000,50.0,7.380952380952381,-1.546498282781655,-0.44141055403944307,0.4287520526075643,0.11242798387606993,-0.05403101052798404,0.010882521614021076,-0.1801492846290087,0.23446382917404607,0.11293259367238953,3070011
45000,55000,50.0,4.0,0.10762183283558328,0.12697415045179547,-0.3689341069679974,-0.7153213512779276,-0.021225754652851654,-0.039144377101746106,-0.882060703127688,-0.8448939116448593,0.177322913292301,3070012
45000,55000,50.0,2.6666666666666665,-1.1237965636893623,-0.4521407090759687,0.3971618792576736,0.06718089981493766,-0.5832856149938387,-0.0035489924763423076,-0.41799420400273957,-0.2732218640617842,0.1490834258873617,3070013
45000,55000,50.0,6.142857142857143,0.04611531873310902,-0.3529381965503647,0.4157574854592063,0.30318145439871874,-0.0500752888320152,0.008058737149715863,0.010011675223764603,0.12457612542056921,0.12504926573804123,3070014
45000,55000,50.0,3.1904761904761907,1.6292182095530159,0.3362786996742562,-0.31097932789470034,-0.1104698732190142,0.14451540190967693,0.00859703021351135,0.704663388227437,0.29954468425203157,0.10638969873663748,3070015
45000,55000,50.0,2.1904761904761907,1.981689525722243,0.12472123959722126,-0.14829773740268176,-0.13973926803264677,0.03620997452459377,0.0007284499489700697,-0.5032292134011884,0.250389202582841,0.11865011877766977,3070016
45000,55000,50.0,6.476190476190476,-0.1539566877686265,0.10180847567636905,0.04708670567382013,0.3478785315732974,0.05488396791858661,0.03253664591843873,-0.12624680171838773,0.06219051579748608,0.12662846884785658,3070017
45000,55000,50.0,4.0,-0.35590535528771094,-0.2774749324120447,-0.01789944087992913,-0.664726415522974,-0.14528022599843957,-0.041626021986753636,-1.3155184866389118,-0.7061144076729209,0.17894935752078606,3070018
45000,55000,50.0,5.095238095238095,1.8223457338545679,0.18677550213386618,-0.35329627212576975,-0.5177822663604296,0.051504039166322416,-0.028510172977324045,-0.8642144360298426,-0.3819277179777185,0.15641129467660075,3070019
45000,55000,50.0,4.857142857142857,-0.22499130108466153,-0.012720820260830651,0.2019442443970913,0.511079428179229,0.11190293078745092,0.032569311190541184,0.023498248625026426,0.008444184395408182,0.11407447899794834,3070020
45000,55000,50.0,7.571428571428571,-1.5826343502336482,-0.008222573989956834,0.3876190561988365,0.8970502384623353,0.10866792465467007,0.10078410781968629,0.38960955919651563,0.3467666659296813,0.1037480525089854,3070021
45000,55000,50.0,4.238095238095238,0.2694962521309248,-0.08833753759741425,-0.04466289680905211,-0.30897890757754815,-0.010387713164608308,-0.035041791340626946,-0.019599339969447325,-0.09136741928291492,0.12209939531368098,3070022
45000,55000,50.0,3.761904761904762,1.6456247030363773,0.31585455030270626,-0.5517392789885266,-0.7940653739295814,0.046354074334094345,-0.04440118888290969,-0.10183612923078765,0.1967116496664493,0.12090014577259474,3070023
45000,55000,50.0,5.904761904761905,0.6559605389888976,-0.8951823113113351,0.7801712305122253,0.08022472412850146,-0.249211014197554,-0.04327534669429983,-1.2114358602989777,-0.8147803294304838,0.1591836734693877,3070024
45000,55000,50.0,4.380952380952381,0.003917433690135414,0.30833619284794767,-0.22075224980843725,0.08726237008116333,0.11411966943959535,0.01810627191068393,-0.3305132172782646,0.2002482120044382,0.12388510959939528,3070025
45000,55000,50.0,4.9523809523809526,0.7281747962486891,0.08646222934562113,-0.12441467952870455,-0.16442620356990728,0.03533754365213024,-0.001710537752675816,-0.8690849740765164,-0.7860624723517433,0.15775405116695201,3070026
45000,55000,50.0,5.666666666666667,-0.9756861091377909,0.07526400627686379,0.15512621276886382,0.5727358170308445,0.08837307431737194,0.043523703534952905,1.289359029414228,0.6727134156939153,0.09719162797394088,3070027
45000,55000,50.0,5.857142857142857,-1.361148782659539,-0.2597956786290466,0.37185544402970705,0.3794846264855826,-0.010237100179040448,0.029207639885699906,-0.27866036882558604,-0.2243712633664919,0.12951557607169847,3070028
45000,55000,50.0,5.809523809523809,-1.1187603760050888,-1.70153284521338,1.157253054247532,-0.6938010789644343,-0.5110941844742292,-0.11291956333283937,-1.545728183047875,-0.8188601672253328,0.18540143381615679,3070029
45000,55000,50.0,4.380952380952381,0.06533048167336561,-0.0884737712258132,0.20789993984892527,0.35745539786007924,-0.1244878215384573,0.025787188530501347,-0.27575594885744836,0.17451022044916303,0.12296188316596475,3070030
45000,55000,50.0,4.238095238095238,0.15193924666605121,-0.31839913057860636,0.3293864427621343,0.16001717721603406,-0.07454233624935319,0.012904059783481824,-0.3458833043356736,0.057509456375031014,0.12928341971709317,3070031
45000,55000,50.0,5.571428571428571,-1.0566322845519505,-0.2537313241408473,0.21548965081476035,0.015023879712604651,-0.04962411137369242,-0.0005434267841971216,0.022993954212108803,0.46079126113179053,0.09970912968361943,3070032
45000,55000,50.0,4.761904761904762,-0.9471787814720299,0.5482939480178685,-0.39754852554025677,0.16043571531319456,0.1864780281209884,0.03238662406664599,0.8180151308527225,1.1541390606311048,0.08433417017600686,3070033
45000,55000,50.0,4.809523809523809,-0.04530973863446733,-0.029655581249737703,0.016790079077095104,-0.04020822658943272,0.031109450212423586,0.00717944652265516,0.5810557097313215,0.42923037219904603,0.11303131796936458,3070034
45000,55000,50.0,2.1904761904761907,-1.3652148093631475,0.04688176430958803,0.044666463263135545,0.23953314693358183,0.2581855788573385,0.012487208088425444,0.44836752771039584,0.45358398158392293,0.10527210884353738,3070035
45000,55000,50.0,5.142857142857143,-0.6376450749130799,-0.49561494231099107,0.27575532153527177,-0.36213235030539925,-0.1502416945393217,-0.04602965701391898,0.07057074654083147,-0.2965589288558991,0.1419634180202693,3070036
45000,55000,50.0,2.1904761904761907,1.5558897976475545,0.13383807853869856,-0.3004223922089383,-0.5747865167952326,0.1247262236579342,-0.013808659303120623,-1.2929379791578268,-0.8290977403019715,0.16819187992657375,3070037
45000,55000,50.0,5.428571428571429,-0.657837053645949,-0.3469337886953819,0.5812022082815572,0.7766101320512393,0.10445453322591475,0.04254780895406508,0.26448254618653777,0.4888538437032481,0.10412010042112078,3070038
45000,55000,50.0,5.238095238095238,-0.10145794449043224,0.4667456849466059,-0.3654553108486815,0.06708497497543166,0.13402988311373878,0.01312357903490346,0.2744547393125528,0.5781828175053464,0.09855644638807898,3070039
45000,55000,50.0,4.380952380952381,1.5491588496383986,0.190111802720541,-0.30746528514340343,-0.4322919351529508,0.030764369813983936,-0.021154090145844812,-0.3694723096659714,-0.3632929475613313,0.14490200842241654,3070040
45000,55000,50.0,5.142857142857143,-0.692101673804684,-0.0757901452405729,0.23178763164116684,0.44789760478993124,0.1013539249466936,0.03479143607599179,1.1550555945346437,0.9476461871697219,0.09362312385271564,3070041
45000,55000,50.0,4.714285714285714,0.17959556463080023,-0.3845766201251909,0.5038876312993775,0.4889707960225506,-0.012390631344029996,0.02386909242975635,0.618440751883794,0.20014040717214543,0.11456308713961771,3070042
45000,55000,50.0,5.142857142857143,-1.2325012972230602,0.19771894389784186,0.0790940870043501,0.6328359451000267,0.12074766534111274,0.05243055860225427,0.5142972121227914,0.16967594773275274,0.11907798833819239,3070043
45000,55000,50.0,2.857142857142857,0.9736656825382914,0.12780449962189813,-0.23097217376476115,-0.367950082067644,0.0835044325950518,-0.010491990481911188,-1.0982433752751943,-0.687073713080546,0.1667125580390886,3070044
45000,55000,50.0,3.761904761904762,-0.4128329642761938,0.06754706982332348,0.14355870473245771,0.5561654294669788,0.19322684450511746,0.02850519908623775,0.6113968378456043,0.5027939335516423,0.1040829823993089,3070045
45000,55000,50.0,5.571428571428571,-0.8733874804103617,-0.3123085066586114,0.42638957679061534,0.42748199752173976,-0.020824877394410572,0.027822025790479564,-0.5690921517524409,-0.10417983119339673,0.1359538656732534,3070046
45000,55000,50.0,5.428571428571429,-0.025445425614973892,0.14365654537771083,0.06192774326829819,0.4795725240045694,0.0885880475353734,0.03819435710113251,0.7031485736674945,0.8763436352776129,0.09181513875391423,3070047
45000,55000,50.0,4.0476190476190474,1.3638757793428158,0.2817373363522508,-0.3247015679916405,-0.2594384634083416,0.059477150776821114,-0.0025972595591614955,0.07123772708496914,0.2996016020561495,0.10847910592808548,3070048
45000,55000,50.0,4.190476190476191,-0.031207561908272955,0.2827565557261068,-0.05714057778415011,0.4788371482022782,0.19769856973238653,0.03538506354238686,1.3486103632416107,1.3699482350543744,0.09083117373933695,3070049
45000,55000,50.0,3.9523809523809526,-0.17314292010045168,-0.17537098413332117,-0.042173264287963794,-0.5214987053609039,-0.1014207911345899,-0.030314648369945595,-0.5689980043393351,-0.21866381884334773,0.13337315084764062,3070050
45000,55000,50.0,4.095238095238095,0.5589132489165688,0.28486630507224453,-0.3431413896093406,-0.28136661690287657,0.056654491861151304,-0.013659097470364043,0.11776594916902437,-0.24818738902282847,0.12923955296404271,3070051
45000,55000,50.0,4.809523809523809,0.007163823471239471,0.1015206833453066,-0.16848364794892623,-0.24364191110135724,0.019977686282074466,-0.003745027683343966,0.041744758784185404,-0.12817924248030038,0.13699182053773884,3070052
45000,55000,50.0,4.333333333333333,0.17865598797848023,0.21141932201547134,-0.19260497134260812,-0.0614787841730182,0.05752736754545405,0.01133578948923701,0.4194870453654696,0.11986554886763422,0.12492981319511928,3070053
45000,55000,50.0,3.5238095238095237,0.846608407543771,0.16114826328864826,-0.002107287492468135,0.3601487945670071,0.15175829919920794,0.020373137039640152,0.784644040449299,0.7816993894250915,0.10287091026886941,3070054
45000,55000,50.0,4.523809523809524,0.2711701661029156,0.006489956602799584,-0.059749464068960166,-0.1395098238833556,0.018771997158849633,-0.011463594705504202,-0.4478195694109115,-0.023053033812500227,0.12892506208832735,3070055
45000,55000,50.0,5.714285714285714,-0.513156589048452,0.37642430649750536,-0.31579388880483883,-0.0015353786286661953,0.07460408136728977,0.02230526090163972,0.4691050124049667,0.25028173240349716,0.11476824856926895,3070056
45000,55000,50.0,3.6666666666666665,0.09942448735559867,-0.1102921263102151,0.0015255993094642338,-0.23398494527142816,-0.30146916669956036,-0.006270708304096874,-0.5108822984962688,-0.7233272139506125,0.1710175736961451,3070057
