start,end,N,SS,FayH,FulD,FerL,TajD,bsfs,ZngE,Omega,btree,Colless,path
45000,55000,50.0,5.9523809523809526,-0.5304300464322262,0.565191017361589,-0.814870431911452,-0.3078686062319562,-0.03395895496682958,0.5601787056348835,-0.2769030006036014,-1.184651325851137,0.19785255371990063,3090000
45000,55000,50.0,3.0476190476190474,-0.5720971544864143,3.088562771791381,-0.34855433298301464,-1.0861060374708569,-0.08620780633804948,-0.10269117103691817,-2.6649972113754115,-1.5986049785882348,0.21148296620235393,3090001
45000,55000,50.0,4.190476190476191,-0.2076345111250499,0.559078400111096,-0.5086353923373886,-0.29347022044530535,-0.028877151468550605,0.31059831133697147,-1.466279263864932,-0.8432168838571845,0.19785525321239603,3090002
45000,55000,50.0,5.380952380952381,-0.7221988062575582,0.9109987746184968,-1.377498674347693,-0.8034617566477348,-0.09897959808635269,0.8496794721600144,-0.1577171397487854,-0.8417931448157894,0.17391682863621633,3090003
45000,55000,50.0,3.2857142857142856,-0.31146619390836705,-1.1458182295751738,-0.7068079926856695,-0.07097029221887907,-0.01807105806775914,0.5619101308872387,-1.1113342668421158,-0.32775120418079584,0.14884326746571638,3090004
45000,55000,50.0,3.9047619047619047,-0.2063877188968364,0.4690230125301321,-0.39955055226684966,-0.6735832146233843,-0.04323402750980349,0.0804947568897912,-1.981484080787623,-1.1067101711526295,0.21779842889536763,3090005
45000,55000,50.0,3.6666666666666665,0.022022176468135396,1.0884888487414357,0.05736421886884665,-0.7139893384020126,-0.02502180518531742,-0.30071357901212087,-0.7067428492091227,-0.2966760709981539,0.14500516759991977,3090006
45000,55000,50.0,2.9523809523809526,0.1100593362899278,2.215599975396817,0.5606395731795198,-0.982083658981444,-0.03166539958413732,-0.8176522557941679,-0.9266471960579381,-0.7098417146023318,0.16418988230212717,3090007
45000,55000,50.0,4.0476190476190474,-0.29465289517636445,0.8008484860903167,-0.8111759967749854,-0.9805962218206916,-0.0899310473782762,0.3124614950796599,-2.7659850384058537,-1.5359080798621578,0.2798435644098909,3090008
45000,55000,50.0,2.7142857142857144,-0.3919511537506031,-1.3184182475803763,-0.8291447575269847,-0.18418587375324644,-0.033262715278950326,0.6243987577180277,-1.607007318105209,-0.4862822974676877,0.13522635244574016,3090009
45000,55000,50.0,2.9523809523809526,-0.02699181491186108,1.3200611708430858,-0.114253150392239,-0.4521474384247548,-0.03029108660893552,-0.07188892769429128,-0.8279127053884479,-0.2725207336367238,0.14182323723140047,3090010
45000,55000,50.0,1.7619047619047619,-0.2159117497325072,-1.0168445165592854,-0.07112620568364209,0.03574874799529434,0.005071818340947895,0.06613581827569445,-0.8876925925781595,-0.15639348660344926,0.13454270597127738,3090011
45000,55000,50.0,3.0952380952380953,0.01646925417288391,0.324817338361163,0.015906918056415604,-0.10930874202778794,-0.00032901221203552727,-0.05126554184151936,-1.4899290364544289,-1.0082598516969061,0.19979618831659643,3090012
45000,55000,50.0,4.428571428571429,-0.23997149133266096,0.9891399270705489,-0.49295381439951425,-0.8474514111938936,-0.07934948999256568,0.0899940886250776,-1.037438278343662,-1.0876269729221777,0.21488770111219088,3090013
45000,55000,50.0,4.0476190476190474,-0.10406865255495552,-1.7047645036301435,-0.484770656103768,-0.09615743062998867,-0.004870962445692205,0.3761676099004749,-0.40279105972626567,-0.6643280953700238,0.1788045490304965,3090014
45000,55000,50.0,4.428571428571429,-0.10245614649415032,0.5065625351636638,-0.31310798247996513,-0.11237473284411012,-0.003071556571534622,0.21932977856046748,1.1161384313755935,-0.03493928493042701,0.12358614080552852,3090015
45000,55000,50.0,3.619047619047619,-0.7495117425540532,0.925760082736329,-1.0431716733249783,-0.8119297372925551,-0.0852504157950914,0.5776302060265603,-2.0955906360781027,-1.139510638923387,0.20030504265198137,3090016
45000,55000,50.0,3.6666666666666665,-0.19850111692809286,0.6847858207700496,-0.1969343799365625,-1.027895200030454,-0.06087515284828142,-0.21074947347884596,-1.4453083969280704,-1.0984946083918656,0.19683754454162614,3090017
45000,55000,50.0,3.619047619047619,-0.21446508293928745,-1.2019429455592918,-0.8265231245998201,-0.4764966701186043,-0.037194219851284724,0.5136360000537776,-0.15843368839544392,-0.7381713454167931,0.1752591512795594,3090018
45000,55000,50.0,4.666666666666667,-0.24425871202735602,0.7636908360278349,-0.7518295805610483,-0.49642181217066084,-0.05196251351845873,0.4415163109589023,-0.9872424773391176,-0.4518091256495223,0.15757921082265103,3090019
45000,55000,50.0,4.190476190476191,-0.5448089178426803,1.156718025620973,-1.1963114192575743,-0.4138319852181337,-0.0656096875283492,0.8380099681150837,-1.404873404239544,-0.5643458072079524,0.15610625202461934,3090020
45000,55000,50.0,3.238095238095238,-0.5916998141931554,-0.5688810820454819,-1.4504966433288333,-1.089630853881046,-0.11105075206567341,0.8060815511958129,-2.5807408839469312,-1.129232278008748,0.2042368534715473,3090021
