"scenario","file","tree_index","left","right","mid","distance"
"s=0.001F=0.25","r3100000",0,0,18,9,5636684.3956661
"s=0.001F=0.25","r3100000",1,18,115,66.5,4960135.2317952
"s=0.001F=0.25","r3100000",2,115,141,128,4760784.60292623
"s=0.001F=0.25","r3100000",3,141,505,323,5475547.94407813
"s=0.001F=0.25","r3100000",4,505,726,615.5,5605321.50728469
"s=0.001F=0.25","r3100000",5,726,963,844.5,5420499.29317836
"s=0.001F=0.25","r3100000",6,963,2053,1508,6201987.77844496
"s=0.001F=0.25","r3100000",7,2053,2712,2382.5,6036722.06615687
"s=0.001F=0.25","r3100000",8,2712,3116,2914,6055019.45761249
"s=0.001F=0.25","r3100000",9,3116,4002,3559,5438721.71745422
"s=0.001F=0.25","r3100000",10,4002,4026,4014,5709391.79788284
"s=0.001F=0.25","r3100000",11,4026,4078,4052,6063082.61221472
"s=0.001F=0.25","r3100000",12,4078,5517,4797.5,5239387.34008087
"s=0.001F=0.25","r3100000",13,5517,6571,6044,5561333.69220759
"s=0.001F=0.25","r3100000",14,6571,6840,6705.5,5609953.37492708
"s=0.001F=0.25","r3100000",15,6840,7087,6963.5,5550931.40211704
"s=0.001F=0.25","r3100000",16,7087,7123,7105,5874781.68518418
"s=0.001F=0.25","r3100000",17,7123,7367,7245,7125682.57856987
"s=0.001F=0.25","r3100000",18,7367,7954,7660.5,8183571.47026842
"s=0.001F=0.25","r3100000",19,7954,8003,7978.5,5826091.91927704
"s=0.001F=0.25","r3100000",20,8003,8079,8041,5592909.52659302
"s=0.001F=0.25","r3100000",21,8079,8391,8235,5857295.11403294
"s=0.001F=0.25","r3100000",22,8391,8464,8427.5,6300327.32340912
"s=0.001F=0.25","r3100000",23,8464,8623,8543.5,4121424.06398123
"s=0.001F=0.25","r3100000",24,8623,10387,9505,4150717.22253388
"s=0.001F=0.25","r3100000",25,10387,10751,10569,4350659.40293946
"s=0.001F=0.25","r3100000",26,10751,12072,11411.5,4556275.94088636
